Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2021-09-26;14,00;7,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;21,54;7,54;7,00;7,00;0,00;0,00
2021-10-03;14,00;21,00;14,00;7,00;7,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;6,46;6,46;14,00;0,00;0,00;0,00;14,00;0,00
2021-10-10;14,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;29,08;0,00;7,00;0,00;0,00;7,00
2021-10-17;14,00;0,00;7,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;35,54;0,00;0,00;7,00;0,00;0,00
2021-10-24;14,00;7,00;14,00;0,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;21,54;15,08;0,00;7,00;0,00;0,00
2021-10-31;21,00;14,00;7,00;7,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;0,00;7,00;0,00;6,63;22,11;0,00;0,00;0,00;14,00;0,00
2021-11-07;7,00;14,00;14,00;0,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;30,33;15,17;0,00;0,00;7,00;0,00
2021-11-14;14,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;15,17;0,00;7,00;0,00;0,00;0,00
2021-11-21;27,00;13,00;7,00;7,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;7,00;0,00;27,00;6,75;0,00;0,00;7,00;0,00;0,00
2021-11-28;14,00;7,00;13,00;0,00;0,00;0,00;0,00;28,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;8,17;0,00;0,00;0,00;7,00
2021-12-05;7,00;7,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;14,00;0,00;0,00;0,00;15,17;8,17;0,00;14,00;0,00;0,00
2021-12-12;14,00;7,00;27,00;0,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;7,00;0,00;0,00;22,17;0,00;0,00;7,00;7,00;0,00;0,00
2021-12-19;7,00;0,00;7,00;0,00;0,00;7,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;21,00;14,00;14,00;0,00;0,00;0,00;0,00;43,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;6,63;0,00;7,00;14,00;48,00;0,00
2022-01-02;34,00;13,00;13,00;20,00;0,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48,26;0,00;0,00;7,00;27,00;0,00
2022-01-09;53,00;39,00;0,00;0,00;0,00;6,00;0,00;34,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;6,63;0,00;6,00;0,00;6,00;13,00
2022-01-16;7,00;7,00;7,00;0,00;0,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;13,00;0,00;7,00;22,17;8,17;0,00;13,00;0,00;7,00
2022-01-23;40,00;13,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;7,00;0,00;20,00;61,11;0,00;0,00;0,00;0,00;0,00
2022-01-30;42,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;13,26;21,00;0,00;0,00;0,00;7,00;0,00
2022-02-06;27,00;7,00;0,00;0,00;0,00;7,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,48;0,00;0,00;0,00;7,00;0,00
2022-02-13;41,00;7,00;13,00;0,00;0,00;0,00;13,00;0,00;7,00;0,00;0,00;7,00;7,00;0,00;19,95;77,57;0,00;0,00;7,00;7,00;0,00
2022-02-20;14,00;7,00;14,00;0,00;0,00;0,00;0,00;49,00;0,00;7,00;0,00;0,00;0,00;0,00;14,00;44,33;0,00;0,00;0,00;14,00;0,00
2022-02-27;54,00;20,00;7,00;7,00;0,00;0,00;0,00;42,00;0,00;0,00;0,00;0,00;7,00;0,00;6,61;27,55;0,00;0,00;0,00;20,00;7,00
2022-03-06;34,00;20,00;27,00;0,00;0,00;13,00;0,00;35,00;0,00;20,00;0,00;0,00;0,00;0,00;13,16;20,84;0,00;7,00;0,00;7,00;7,00
2022-03-13;34,00;7,00;0,00;0,00;0,00;7,00;0,00;21,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;34,00;0,00;0,00;7,00;0,00;7,00
2022-03-20;48,00;0,00;7,00;0,00;7,00;0,00;7,00;21,00;0,00;7,00;0,00;0,00;7,00;6,70;41,30;35,72;0,00;0,00;7,00;0,00;0,00
2022-03-27;26,00;0,00;19,00;6,00;0,00;0,00;0,00;20,00;0,00;6,00;0,00;0,00;6,00;0,00;19,22;46,35;0,00;0,00;0,00;6,00;0,00
2022-04-03;61,00;18,00;6,00;0,00;0,00;6,00;0,00;31,00;0,00;0,00;0,00;0,00;6,00;5,55;12,20;49,91;6,65;0,00;0,00;18,00;6,00
2022-04-10;26,00;7,00;6,00;0,00;0,00;0,00;0,00;27,00;6,00;13,00;0,00;6,00;0,00;6,50;6,50;59,58;6,50;0,00;6,00;6,00;6,00
2022-04-17;45,00;13,00;6,00;6,00;0,00;0,00;6,00;20,00;0,00;6,00;0,00;0,00;6,00;0,00;18,66;46,10;0,00;0,00;0,00;6,00;0,00
2022-04-24;40,00;7,00;0,00;0,00;0,00;0,00;0,00;41,00;0,00;0,00;0,00;0,00;7,00;0,00;20,00;20,00;6,67;0,00;0,00;0,00;0,00
2022-05-01;26,00;7,00;13,00;6,00;6,00;0,00;0,00;27,00;0,00;0,00;0,00;0,00;13,00;0,00;50,92;66,08;0,00;0,00;6,00;0,00;0,00
2022-05-08;20,00;7,00;7,00;7,00;0,00;0,00;0,00;28,00;0,00;7,00;7,00;13,00;0,00;0,00;6,67;27,78;0,00;0,00;0,00;0,00;7,00
2022-05-15;39,00;6,00;0,00;0,00;0,00;0,00;0,00;33,00;0,00;6,00;0,00;6,00;0,00;0,00;18,94;40,11;0,00;0,00;0,00;0,00;6,00
2022-05-22;41,00;7,00;20,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;7,00;7,00;7,00;6,65;13,30;42,11;0,00;0,00;0,00;14,00;0,00
2022-05-29;34,00;7,00;7,00;7,00;0,00;0,00;0,00;63,00;0,00;0,00;0,00;0,00;7,00;0,00;34,00;62,52;0,00;0,00;0,00;0,00;7,00
2022-06-05;56,00;7,00;14,00;0,00;0,00;0,00;0,00;43,00;0,00;0,00;0,00;7,00;0,00;0,00;41,73;49,41;0,00;0,00;0,00;0,00;0,00
2022-06-12;41,00;0,00;0,00;7,00;7,00;0,00;0,00;21,00;0,00;13,00;0,00;0,00;0,00;0,00;34,35;77,57;7,76;0,00;7,00;7,00;13,00
2022-06-19;71,00;7,00;7,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;0,00;7,00;0,00;35,50;57,69;0,00;0,00;0,00;7,00;7,00
2022-06-26;51,00;9,00;42,00;0,00;0,00;0,00;0,00;53,00;8,00;0,00;0,00;0,00;0,00;0,00;24,96;26,04;0,00;0,00;0,00;0,00;0,00
