Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;34,00;139,40;105,40;149,60;3,40;7,00;26,00;9,00;5,00
2019-01-13;33,00;125,40;92,40;145,20;3,30;8,00;28,00;8,00;5,00
2019-01-20;32,00;118,40;80,00;137,60;3,20;5,00;30,00;8,00;5,00
2019-01-27;30,00;120,00;86,67;130,00;6,67;6,00;27,00;10,00;4,00
2019-02-03;27,00;121,50;81,00;114,75;3,38;5,00;33,00;10,00;4,00
2019-02-10;30,00;106,67;80,00;123,33;3,33;9,00;26,00;10,00;5,00
2019-02-17;30,00;103,33;76,67;116,67;3,33;6,00;52,00;8,00;5,00
2019-02-24;28,00;126,00;84,00;122,50;3,50;7,00;27,00;10,00;6,00
2019-03-03;27,00;111,38;74,25;128,25;3,38;3,00;27,00;8,00;7,00
2019-03-10;24,00;99,43;72,00;120,00;6,86;4,00;29,00;14,00;8,00
2019-03-17;27,00;97,88;74,25;104,63;3,38;4,00;28,00;7,00;4,00
2019-03-24;23,00;92,00;65,71;111,71;3,29;5,00;33,00;8,00;5,00
2019-03-31;27,00;81,00;57,38;135,00;3,38;5,00;32,00;7,00;5,00
2019-04-07;25,00;87,50;59,38;125,00;3,13;4,00;31,00;7,00;5,00
2019-04-14;24,00;85,71;54,86;123,43;3,43;5,00;32,00;6,00;3,00
2019-04-21;24,00;85,71;54,86;130,29;3,43;4,00;33,00;6,00;5,00
2019-04-28;24,00;82,29;54,86;133,71;3,43;5,00;25,00;6,00;4,00
2019-05-05;30,00;80,00;56,67;130,00;3,33;4,00;26,00;6,00;4,00
2019-05-12;28,00;68,44;49,78;102,67;3,11;3,00;32,00;6,00;6,00
2019-05-19;27,00;77,63;47,25;145,13;3,38;4,00;27,00;7,00;4,00
2019-05-26;23,00;69,00;42,71;111,71;3,29;4,00;30,00;6,00;2,00
2019-06-02;24,00;75,43;54,86;109,71;3,43;3,00;27,00;7,00;4,00
2019-06-09;25,00;65,63;50,00;115,63;3,13;5,00;26,00;5,00;4,00
2019-06-16;37,00;80,73;53,82;124,45;6,73;4,00;31,00;5,00;3,00
2019-06-23;32,00;76,80;51,20;121,60;3,20;3,00;35,00;5,00;5,00
2019-06-30;34,00;81,60;57,80;136,00;6,80;3,00;37,00;6,00;6,00
2019-07-07;32,00;76,80;57,60;121,60;3,20;4,00;37,00;6,00;5,00
2019-07-14;34,00;85,00;57,80;132,60;3,40;5,00;33,00;5,00;6,00
2019-07-21;37,00;90,82;57,18;117,73;3,36;5,00;26,00;6,00;6,00
2019-07-28;34,00;91,80;71,40;153,00;3,40;5,00;29,00;6,00;4,00
2019-08-04;35,00;89,09;63,64;133,64;3,18;4,00;30,00;7,00;5,00
2019-08-11;34,00;95,20;68,00;149,60;3,40;5,00;28,00;9,00;4,00
2019-08-18;36,00;94,91;62,18;144,00;6,55;5,00;33,00;6,00;3,00
2019-08-25;33,00;82,50;69,30;138,60;3,30;5,00;31,00;9,00;6,00
2019-09-01;32,00;80,00;57,60;118,40;3,20;5,00;35,00;6,00;5,00
2019-09-08;37,00;80,73;60,55;127,82;3,36;4,00;24,00;6,00;6,00
2019-09-15;28,00;71,56;56,00;124,44;3,11;4,00;27,00;6,00;5,00
2019-09-22;24,00;82,29;58,29;130,29;3,43;3,00;29,00;6,00;4,00
2019-09-29;27,00;77,63;64,13;131,63;3,38;5,00;31,00;7,00;4,00
2019-10-06;26,00;74,75;55,25;130,00;3,25;5,00;27,00;6,00;5,00
2019-10-13;27,00;81,00;57,38;148,50;3,38;3,00;33,00;6,00;5,00
2019-10-20;27,00;91,13;60,75;172,13;6,75;3,00;100,00;6,00;6,00
2019-10-27;27,00;94,50;67,50;138,38;3,38;3,00;35,00;7,00;4,00
2019-11-03;31,00;86,11;62,00;148,11;3,44;3,00;30,00;6,00;5,00
2019-11-10;28,00;91,00;63,00;147,00;3,50;5,00;28,00;7,00;6,00
2019-11-17;29,00;83,78;64,44;128,89;3,22;4,00;37,00;5,00;6,00
2019-11-24;25,00;75,00;62,50;106,25;3,13;5,00;25,00;8,00;4,00
2019-12-01;23,00;78,86;62,43;115,00;3,29;5,00;34,00;6,00;3,00
2019-12-08;49,00;84,93;65,33;127,40;3,27;5,00;70,00;9,00;3,00
2019-12-15;38,00;101,33;60,17;120,33;6,33;3,00;27,00;13,00;6,00
2019-12-22;43,00;109,15;69,46;138,92;3,31;5,00;30,00;8,00;8,00
2019-12-29;41,00;113,54;82,00;145,08;3,15;5,00;31,00;7,00;11,00
2020-01-05;33,00;118,80;85,80;161,70;3,30;5,00;30,00;8,00;7,00
2020-01-12;30,00;126,67;90,00;160,00;3,33;5,00;26,00;7,00;8,00
2020-01-19;32,00;105,60;73,60;156,80;3,20;4,00;27,00;8,00;6,00
2020-01-26;30,00;113,33;80,00;140,00;3,33;4,00;25,00;7,00;5,00
2020-02-02;36,00;111,27;75,27;130,91;3,27;4,00;27,00;4,00;6,00
2020-02-09;29,00;106,33;80,56;145,00;3,22;5,00;26,00;7,00;7,00
2020-02-16;34,00;119,00;74,80;142,80;3,40;5,00;26,00;7,00;5,00
2020-02-23;26,00;91,00;65,00;123,50;3,25;4,00;25,00;6,00;4,00
2020-03-01;24,00;96,00;61,71;133,71;3,43;5,00;27,00;7,00;4,00
2020-03-08;28,00;112,00;70,00;154,00;3,50;3,00;27,00;7,00;5,00
2020-03-15;24,00;85,71;51,43;130,29;6,86;2,00;29,00;5,00;5,00
2020-03-22;31,00;52,70;34,10;102,30;3,10;2,00;34,00;3,00;4,00
2020-03-29;23,00;52,57;29,57;108,43;3,29;3,00;47,00;3,00;5,00
2020-04-05;40,00;46,67;26,67;83,33;3,33;3,00;32,00;4,00;4,00
2020-04-12;28,00;49,78;21,78;90,22;3,11;2,00;29,00;4,00;7,00
2020-04-19;30,00;46,67;30,00;103,33;3,33;3,00;33,00;4,00;6,00
2020-04-26;30,00;50,00;30,00;106,67;3,33;4,00;36,00;3,00;5,00
2020-05-03;29,00;45,11;29,00;90,22;3,22;2,00;74,00;3,00;5,00
2020-05-10;26,00;52,00;32,50;84,50;3,25;4,00;48,00;5,00;5,00
2020-05-17;25,00;59,38;46,88;90,63;9,38;2,00;34,00;5,00;4,00
2020-05-24;26,00;61,75;39,00;97,50;3,25;2,00;39,00;3,00;5,00
2020-05-31;29,00;58,00;38,67;96,67;3,22;3,00;29,00;5,00;5,00
2020-06-07;28,00;56,00;34,22;102,67;3,11;3,00;30,00;4,00;3,00
2020-06-14;29,00;64,44;41,89;109,56;6,44;2,00;35,00;4,00;4,00
2020-06-21;36,00;62,18;39,27;108,00;6,55;3,00;34,00;6,00;3,00
2020-06-28;29,00;67,67;41,89;116,00;3,22;3,00;31,00;4,00;4,00
2020-07-05;30,00;66,67;40,00;120,00;3,33;4,00;34,00;5,00;4,00
2020-07-12;40,00;66,67;46,67;120,00;6,67;4,00;32,00;5,00;3,00
2020-07-19;33,00;66,00;42,90;128,70;3,30;4,00;27,00;5,00;3,00
2020-07-26;35,00;66,82;44,55;120,91;3,18;5,00;30,00;6,00;3,00
2020-08-02;40,00;70,00;46,67;123,33;3,33;5,00;24,00;6,00;5,00
2020-08-09;39,00;68,25;48,75;123,50;3,25;3,00;28,00;7,00;4,00
2020-08-16;37,00;74,00;50,45;141,27;3,36;3,00;30,00;7,00;4,00
2020-08-23;36,00;75,27;45,82;124,36;3,27;4,00;25,00;5,00;5,00
2020-08-30;33,00;69,30;46,20;128,70;3,30;6,00;30,00;5,00;3,00
2020-09-06;30,00;76,67;53,33;143,33;3,33;4,00;28,00;5,00;4,00
2020-09-13;31,00;75,78;44,78;130,89;3,44;4,00;26,00;6,00;3,00
2020-09-20;26,00;74,75;45,50;123,50;3,25;5,00;27,00;4,00;3,00
2020-09-27;27,00;67,50;40,50;118,13;3,38;4,00;27,00;4,00;3,00
2020-10-04;27,00;60,75;40,50;141,75;3,38;3,00;22,00;4,00;7,00
2020-10-11;27,00;70,88;54,00;135,00;3,38;4,00;27,00;5,00;3,00
2020-10-18;30,00;73,33;56,67;130,00;3,33;5,00;27,00;4,00;4,00
2020-10-25;24,00;72,00;48,00;144,00;3,43;4,00;35,00;3,00;2,00
2020-11-01;23,00;52,57;29,57;101,86;3,29;2,00;23,00;3,00;3,00
2020-11-08;31,00;52,70;31,00;108,50;6,20;4,00;24,00;4,00;3,00
2020-11-15;27,00;64,13;37,13;114,75;3,38;4,00;25,00;6,00;4,00
2020-11-22;27,00;77,63;50,63;124,88;3,38;5,00;36,00;3,00;4,00
2020-11-29;22,00;72,29;56,57;110,00;3,14;5,00;24,00;6,00;3,00
2020-12-06;31,00;99,20;93,00;130,20;3,10;8,00;28,00;11,00;3,00
2020-12-13;26,00;133,25;97,50;165,75;3,25;7,00;52,00;10,00;4,00
2020-12-20;32,00;124,80;76,80;137,60;3,20;7,00;26,00;13,00;5,00
2020-12-27;37,00;181,64;121,09;174,91;3,36;7,00;27,00;10,00;7,00
2021-01-03;29,00;196,56;128,89;193,33;3,22;8,00;30,00;11,00;6,00
2021-01-10;27,00;212,63;138,38;337,50;3,38;7,00;28,00;11,00;3,00
2021-01-17;32,00;188,80;112,00;217,60;3,20;6,00;38,00;8,00;4,00
2021-01-24;33,00;132,00;72,60;151,80;3,30;6,00;44,00;9,00;4,00
2021-01-31;27,00;145,13;60,75;151,88;3,38;5,00;54,00;7,00;4,00
2021-02-07;25,00;87,50;43,75;121,88;3,13;4,00;32,00;4,00;4,00
2021-02-14;22,00;84,86;50,29;110,00;3,14;6,00;27,00;6,00;4,00
2021-02-21;26,00;81,25;45,50;123,50;3,25;6,00;42,00;4,00;3,00
2021-02-28;25,00;68,75;46,88;115,63;3,13;4,00;37,00;5,00;5,00
2021-03-07;30,00;80,00;50,00;130,00;3,33;5,00;26,00;5,00;7,00
2021-03-14;28,00;70,00;56,00;119,00;3,50;3,00;31,00;6,00;2,00
2021-03-21;29,00;64,44;45,11;106,33;3,22;4,00;27,00;4,00;2,00
2021-03-28;26,00;58,50;35,75;100,75;3,25;3,00;30,00;5,00;4,00
2021-04-04;28,00;62,22;37,33;96,44;3,11;3,00;28,00;5,00;4,00
2021-04-11;28,00;73,50;45,50;126,00;3,50;3,00;27,00;4,00;5,00
2021-04-18;24,00;65,14;44,57;120,00;3,43;3,00;31,00;5,00;4,00
2021-04-25;27,00;74,25;43,88;118,13;3,38;4,00;27,00;4,00;3,00
2021-05-02;25,00;65,63;46,88;115,63;3,13;6,00;28,00;5,00;2,00
