Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;74,00;15,00;11,00;7,00;20,00;4,00;4,00;11,00;9,00;2,00;0,00;2,00;2,00;0,00;13,00;2,00;4,00;0,00;9,00;7,00;0,00;0,00;2,85;51,23;19,92;0,00;20,00;11,00
2019-01-13;38,00;17,00;11,00;15,00;11,00;4,00;2,00;17,00;0,00;2,00;4,00;0,00;0,00;0,00;2,00;8,00;0,00;0,00;0,00;2,00;4,00;0,00;0,00;66,15;12,67;2,00;6,00;13,00
2019-01-20;52,00;10,00;12,00;8,00;20,00;14,00;4,00;10,00;0,00;2,00;2,00;2,00;0,00;2,00;10,00;2,00;0,00;0,00;8,00;4,00;2,00;0,00;0,00;68,86;25,30;4,00;25,00;16,00
2019-01-27;36,00;16,00;2,00;4,00;10,00;0,00;8,00;26,00;4,00;2,00;8,00;4,00;2,00;0,00;4,00;0,00;0,00;2,00;2,00;0,00;10,00;0,00;0,00;73,38;23,54;0,00;12,00;4,00
2019-02-03;54,00;9,00;2,00;4,00;15,00;2,00;0,00;2,00;0,00;2,00;2,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;79,58;8,53;0,00;24,00;4,00
2019-02-10;28,00;6,00;6,00;8,00;4,00;6,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;4,00;4,00;0,00;0,00;2,00;6,00;6,00;0,00;0,00;57,40;15,40;2,00;6,00;2,00
2019-02-17;49,00;0,00;4,00;11,00;13,00;4,00;4,00;4,00;6,00;0,00;10,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;4,00;0,00;0,00;61,60;7,00;6,00;8,00;10,00
2019-02-24;26,00;8,00;6,00;0,00;6,00;2,00;0,00;4,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;41,89;8,67;4,00;15,00;6,00
2019-03-03;38,00;2,00;9,00;9,00;11,00;4,00;4,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;2,00;2,00;2,00;0,00;0,00;26,74;15,48;4,00;11,00;7,00
2019-03-10;66,00;11,00;13,00;7,00;18,00;2,00;4,00;2,00;0,00;4,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;2,81;30,89;8,43;2,00;7,00;2,00
2019-03-17;31,00;2,00;9,00;4,00;11,00;2,00;0,00;7,00;0,00;2,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;4,00;4,00;2,00;0,00;0,00;23,95;11,27;2,00;9,00;4,00
2019-03-24;46,00;9,00;11,00;0,00;7,00;7,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;19,52;2,79;4,00;2,00;0,00
2019-03-31;46,00;8,00;6,00;6,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;4,00;0,00;0,00;20,91;0,00;4,00;4,00;4,00
2019-04-07;35,00;2,00;4,00;0,00;4,00;4,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;2,00;4,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;21,00;5,60;0,00;4,00;2,00
