Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;50,00;3,33;260,00;203,33;3,33;29,00
2019-01-13;61,00;13,56;277,89;155,89;0,00;65,00
2019-01-20;79,00;0,00;223,26;202,65;3,43;41,00
2019-01-27;51,00;6,80;170,00;170,00;0,00;34,00
2019-02-03;52,00;3,47;208,00;135,20;3,47;52,00
2019-02-10;48,00;0,00;144,00;116,57;3,43;17,00
2019-02-17;27,00;3,38;192,38;222,75;0,00;53,00
2019-02-24;36,00;22,91;163,64;137,45;0,00;18,00
2019-03-03;30,00;3,33;160,00;120,00;0,00;30,00
2019-03-10;48,00;10,29;164,57;126,86;0,00;30,00
2019-03-17;22,00;11,00;139,33;157,67;0,00;31,00
2019-03-24;41,00;3,42;208,42;170,83;3,42;32,00
2019-03-31;61,00;10,17;159,28;77,94;0,00;22,00
2019-04-07;52,00;6,93;169,87;117,87;0,00;22,00
2019-04-14;80,00;0,00;149,57;180,87;0,00;38,00
2019-04-21;74,00;0,00;131,18;141,27;0,00;19,00
2019-04-28;17,00;3,40;139,40;163,20;3,40;8,00
2019-05-05;75,00;3,41;119,32;92,05;3,41;29,00
2019-05-12;26,00;9,75;139,75;172,25;3,25;39,00
2019-05-19;39,00;3,55;159,55;102,82;3,55;21,00
2019-05-26;56,00;3,50;140,00;119,00;0,00;22,00
2019-06-02;51,00;3,40;139,40;102,00;0,00;21,00
2019-06-09;26,00;0,00;156,00;120,25;0,00;39,00
2019-06-16;48,00;0,00;164,57;144,00;0,00;17,00
2019-06-23;39,00;3,55;156,00;102,82;0,00;17,00
2019-06-30;26,00;3,25;146,25;130,00;0,00;35,00
2019-07-07;51,00;3,40;227,80;156,40;3,40;64,00
2019-07-14;31,00;10,33;179,11;182,56;0,00;13,00
2019-07-21;33,00;0,00;227,33;139,33;0,00;28,00
2019-07-28;18,00;3,60;190,80;165,60;0,00;27,00
2019-08-04;50,00;13,33;166,67;173,33;0,00;18,00
2019-08-11;43,00;3,58;179,17;164,83;0,00;21,00
2019-08-18;40,00;3,33;203,33;166,67;3,33;36,00
2019-08-25;48,00;3,43;222,86;318,86;0,00;39,00
2019-09-01;55,00;13,75;161,56;165,00;0,00;29,00
2019-09-08;47,00;0,00;184,38;184,38;0,00;30,00
2019-09-15;68,00;13,60;176,80;122,40;0,00;34,00
2019-09-22;33,00;13,20;198,00;122,10;3,30;25,00
2019-09-29;33,00;13,20;148,50;115,50;0,00;17,00
2019-10-06;62,00;0,00;137,78;124,00;0,00;21,00
2019-10-13;74,00;0,00;185,00;117,73;0,00;17,00
2019-10-20;48,00;0,00;144,00;109,71;0,00;24,00
2019-10-27;60,00;0,00;187,06;172,94;0,00;28,00
2019-11-03;55,00;3,44;175,31;134,06;0,00;20,00
2019-11-10;63,00;7,00;168,00;136,50;0,00;40,00
2019-11-17;36,00;7,20;208,80;133,20;0,00;40,00
2019-11-24;39,00;3,55;195,00;124,09;0,00;31,00
2019-12-01;20,00;0,00;143,33;113,33;3,33;20,00
2019-12-08;40,00;0,00;156,67;80,00;0,00;32,00
2019-12-15;37,00;3,36;144,64;124,45;0,00;20,00
2019-12-22;83,00;0,00;200,58;193,67;0,00;23,00
2019-12-29;98,00;0,00;259,00;182,00;0,00;34,00
2020-01-05;53,00;7,07;265,00;226,13;3,53;19,00
2020-01-12;37,00;3,36;222,00;201,82;3,36;15,00
2020-01-19;100,00;3,45;241,38;175,86;0,00;54,00
2020-01-26;42,00;21,00;241,50;199,50;0,00;38,00
2020-02-02;49,00;14,00;224,00;150,50;7,00;38,00
2020-02-09;26,00;3,71;230,29;211,71;0,00;7,00
2020-02-16;38,00;10,36;162,36;266,00;0,00;38,00
2020-02-23;30,00;0,00;143,33;163,33;0,00;22,00
