Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;46,00;465,75;431,25;402,50;241,50;11,50;149,50;92,00;144,00;132,00;110,00;104,00;80,50;226,17;57,50;3,83;63,25;454,25;11,50;46,00;15,00;35,00;35,00;38,00;28,88;106,98;6,42;18,19;18,00;9,00;12,00;2,00;11,00;3,00;2,00
2019-01-13;45,00;405,00;450,00;410,63;213,75;11,25;157,50;90,00;147,27;163,64;85,91;110,45;101,25;221,25;41,25;7,50;101,25;466,88;11,25;39,38;17,00;38,00;38,00;51,00;20,93;77,44;4,19;32,44;15,00;3,00;5,00;3,00;14,00;3,00;2,00
2019-01-20;51,00;402,33;391,00;362,67;224,40;10,20;153,00;81,60;144,84;93,84;93,84;93,84;76,50;218,57;43,71;3,64;56,67;498,67;17,00;51,00;6,00;44,00;32,00;35,00;13,53;69,73;4,16;24,98;27,00;6,00;11,00;3,00;5,00;0,00;2,00
2019-01-27;47,00;376,00;329,00;381,22;188,00;23,50;176,25;94,00;132,83;138,96;79,70;116,48;82,25;235,00;50,92;7,83;111,63;458,25;11,75;41,13;16,00;31,00;30,00;27,00;20,89;94,00;3,13;20,89;15,00;4,00;7,00;9,00;18,00;1,00;3,00
2019-02-03;41,00;348,50;348,50;348,50;184,50;10,25;164,00;71,75;129,15;129,15;79,95;120,95;70,82;223,64;52,18;3,73;70,29;486,14;17,57;23,43;13,00;25,00;31,00;34,00;25,23;66,23;6,31;30,49;18,00;12,00;7,00;3,00;13,00;3,00;1,00
2019-02-10;55,00;357,50;302,50;412,50;242,00;22,00;176,00;99,00;101,85;134,44;67,22;136,48;106,07;231,79;55,00;11,79;85,56;495,00;18,33;55,00;16,00;33,00;39,00;33,00;19,04;45,48;6,35;32,79;13,00;5,00;14,00;0,00;20,00;8,00;0,00
2019-02-17;42,00;367,50;330,75;357,00;178,50;10,50;168,00;73,50;100,00;132,00;104,00;132,00;72,55;244,36;38,18;3,82;78,00;504,00;18,00;42,00;17,00;23,00;34,00;48,00;16,80;51,45;6,30;22,05;20,00;9,00;8,00;3,00;16,00;3,00;0,00
2019-02-24;40,00;365,71;325,71;428,57;190,00;10,00;140,00;100,00;114,00;138,00;80,00;100,00;90,91;240,00;47,27;3,64;80,00;388,57;17,14;34,29;14,00;28,00;36,00;37,00;26,32;50,53;7,37;26,32;20,00;6,00;5,00;3,00;8,00;3,00;0,00
2019-03-03;52,00;353,60;296,40;390,00;176,80;10,40;156,00;93,60;130,00;134,00;68,00;116,00;74,29;211,71;40,86;7,43;75,11;485,33;17,33;46,22;17,00;38,00;43,00;26,00;20,16;65,80;7,43;27,59;12,00;6,00;11,00;5,00;9,00;0,00;0,00
2019-03-10;70,00;366,15;285,38;382,31;233,33;11,67;175,00;105,00;108,00;124,00;84,00;120,00;97,22;237,22;70,00;15,56;75,83;455,00;17,50;46,67;18,00;46,00;23,00;41,00;16,97;58,33;7,42;30,76;14,00;8,00;15,00;3,00;8,00;2,00;3,00
2019-03-17;63,00;404,25;273,00;414,75;210,00;21,00;147,00;84,00;101,61;123,97;91,45;123,97;81,53;226,06;59,29;7,41;51,55;441,00;22,91;40,09;13,00;33,00;25,00;28,00;23,49;42,71;9,61;29,90;11,00;3,00;9,00;5,00;13,00;0,00;5,00
2019-03-24;43,00;322,50;236,50;408,50;161,25;10,75;139,75;64,50;110,57;108,52;67,57;122,86;78,18;230,64;50,82;7,82;73,71;448,43;6,14;49,14;19,00;26,00;30,00;40,00;28,32;54,54;11,54;24,12;18,00;6,00;11,00;3,00;14,00;5,00;2,00
2019-03-31;72,00;365,54;282,46;476,31;204,00;12,00;180,00;108,00;106,00;116,00;104,00;156,00;68,21;200,84;56,84;7,58;96,00;426,00;24,00;42,00;22,00;39,00;30,00;37,00;36,00;52,94;19,06;22,24;9,00;3,00;9,00;3,00;11,00;2,00;2,00
2019-04-07;71,00;404,15;294,92;546,15;189,33;11,83;153,83;106,50;117,66;129,83;103,46;150,11;85,95;231,68;44,84;14,95;100,58;414,17;11,83;41,42;15,00;26,00;28,00;46,00;21,19;40,27;12,72;27,55;23,00;8,00;19,00;9,00;16,00;2,00;2,00
2019-04-14;79,00;462,71;293,43;541,71;180,57;11,29;180,57;124,14;105,33;111,41;91,15;135,72;86,52;203,14;33,86;11,29;85,08;407,15;6,08;48,62;20,00;39,00;38,00;29,00;29,89;41,64;16,01;23,49;16,00;3,00;16,00;3,00;8,00;0,00;2,00
2019-04-21;71,00;278,54;256,69;464,23;213,00;11,83;189,33;106,50;105,49;93,31;68,97;137,94;100,89;216,74;44,84;7,47;88,75;479,25;11,83;53,25;11,00;44,00;28,00;33,00;26,49;22,25;15,90;28,61;20,00;9,00;8,00;6,00;11,00;3,00;2,00
2019-04-28;49,00;348,44;255,89;473,67;208,25;24,50;183,75;122,50;122,50;81,67;110,25;149,04;82,92;211,08;45,23;7,54;85,75;422,63;12,25;42,88;34,00;32,00;29,00;28,00;18,11;27,70;1,07;37,28;8,00;3,00;6,00;6,00;11,00;6,00;0,00
2019-05-05;80,00;373,33;304,00;528,00;205,71;11,43;1142,86;114,29;118,97;106,67;98,46;133,33;68,57;251,43;45,71;7,62;91,43;411,43;17,14;40,00;19,00;30,00;39,00;36,00;36,27;42,67;13,87;29,87;25,00;6,00;11,00;5,00;16,00;0,00;2,00
2019-05-12;58,00;358,55;242,55;485,09;208,80;11,60;348,00;127,60;106,00;102,00;76,00;124,00;73,47;197,20;38,67;3,87;75,40;411,80;17,40;29,00;30,00;40,00;40,00;33,00;28,47;44,29;0,00;18,98;19,00;5,00;11,00;6,00;30,00;0,00;5,00
2019-05-19;84,00;442,40;274,40;436,80;228,00;24,00;288,00;84,00;104,00;116,00;110,00;132,00;95,45;252,00;42,00;7,64;102,00;438,00;24,00;54,00;31,00;42,00;40,00;48,00;25,20;48,30;16,80;43,05;12,00;6,00;3,00;8,00;36,00;3,00;3,00
2019-05-26;81,00;297,00;280,80;405,00;208,29;11,57;613,29;115,71;111,38;111,38;76,95;113,40;81,00;192,86;54,00;11,57;98,36;433,93;11,57;46,29;21,00;29,00;39,00;35,00;28,40;27,35;9,47;31,56;17,00;11,00;8,00;11,00;32,00;2,00;0,00
