Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;53,00;265,00;265,00;159,00;106,00;59,84;59,84;124,81;64,97;53,00;41,84;82,29;76,71;53,00;46,38;39,75;6,63;53,00;23,32;23,32;41,34;35,69;41,10;29,20;0,00;23,00;18,00;12,00;29,00;12,00;17,00;6,00;6,00;0,00;6,00;0,00
2019-01-13;35,00;315,00;192,50;227,50;192,50;110,00;75,00;81,67;110,00;35,00;89,60;71,40;65,80;45,94;87,50;24,06;28,44;41,36;46,67;29,70;106,06;40,30;16,97;23,33;28,64;18,00;6,00;23,00;12,00;17,00;6,00;17,00;0,00;6,00;18,00;0,00
2019-01-20;40,00;260,00;220,00;180,00;140,00;95,00;106,67;61,67;106,67;34,48;40,00;74,48;51,03;40,00;68,89;11,11;28,89;56,84;78,95;23,16;45,26;17,30;22,70;40,00;17,30;6,00;17,00;17,00;6,00;28,00;6,00;11,00;6,00;23,00;0,00;0,00
2019-01-27;29,00;217,50;203,00;130,50;101,50;133,06;92,12;63,12;109,18;56,62;80,10;45,57;34,52;0,00;51,31;17,85;11,15;34,37;23,63;23,63;29,00;22,56;11,81;17,19;11,81;40,00;29,00;0,00;0,00;0,00;11,00;6,00;0,00;0,00;0,00;6,00
2019-02-03;30,00;240,00;180,00;225,00;105,00;88,33;65,00;111,67;41,67;46,36;111,82;23,18;76,36;55,38;99,23;18,46;62,31;18,21;41,79;41,79;36,43;47,14;18,21;23,57;11,79;24,00;30,00;0,00;18,00;18,00;12,00;6,00;6,00;6,00;0,00;6,00
2019-02-10;24,00;360,00;312,00;360,00;192,00;72,00;84,00;102,86;84,00;66,35;84,71;12,71;48,00;28,36;52,36;34,91;24,00;17,74;46,96;35,48;29,22;36,00;24,00;48,00;18,55;6,00;30,00;0,00;18,00;12,00;0,00;0,00;12,00;18,00;0,00;6,00
2019-02-17;12,00;192,00;120,00;180,00;96,00;111,43;80,57;75,43;61,71;24,00;58,67;94,67;65,33;56,00;66,00;22,00;6,00;52,00;46,00;17,00;41,00;25,09;0,00;18,55;30,55;12,00;12,00;6,00;0,00;6,00;30,00;24,00;6,00;6,00;0,00;6,00
2019-02-24;30,00;270,00;210,00;225,00;120,00;95,00;88,33;130,00;53,33;40,91;23,18;53,18;94,09;6,92;124,62;11,54;43,85;36,43;66,43;24,64;6,43;35,36;18,21;35,36;11,79;18,00;12,00;6,00;6,00;24,00;12,00;6,00;0,00;6,00;0,00;0,00
2019-03-03;55,00;311,67;201,67;348,33;183,33;130,63;92,81;80,78;111,72;36,67;67,69;31,03;74,74;17,60;55,00;6,60;30,80;42,31;35,96;30,67;42,31;24,80;6,47;0,00;24,80;24,00;42,00;0,00;0,00;18,00;6,00;6,00;30,00;0,00;0,00;6,00
2019-03-10;30,00;270,00;195,00;195,00;135,00;81,67;81,67;76,67;118,33;40,91;76,36;47,73;53,18;36,92;43,85;43,85;55,38;36,43;54,64;24,64;36,43;30,00;18,21;11,79;18,21;36,00;24,00;0,00;12,00;6,00;0,00;0,00;24,00;12,00;0,00;0,00
