Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;46,00;368,00;512,57;0,00;26,29;121,76;5,41;29,76;116,35;100,36;56,45;89,91;27,18;20,44;65,42;14,31;8,18;8,00;5,00;5,00;2,00;43,00;12,00;35,00;8,00;0,00;9,00;2,00;3,00;6,00;0,00;0,00;0,00;9,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;45,00;327,86;462,86;0,00;45,00;105,88;0,00;29,12;105,88;139,29;70,71;117,86;32,14;24,55;43,98;9,20;9,20;3,00;2,00;2,00;2,00;36,00;7,00;31,00;3,00;3,00;5,00;0,00;5,00;0,00;3,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;51,00;299,63;414,38;0,00;51,00;110,05;2,68;21,47;96,63;119,00;48,88;82,88;34,00;27,00;42,00;15,00;4,00;6,00;5,00;6,00;6,00;42,00;11,00;23,00;3,00;2,00;5,00;0,00;0,00;3,00;0,00;2,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;47,00;302,14;423,00;0,00;40,29;114,89;0,00;15,67;73,11;108,95;61,95;96,14;25,64;15,00;45,00;1,00;6,00;6,00;1,00;0,00;4,00;27,00;7,00;27,00;1,00;1,00;10,00;0,00;0,00;4,00;0,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;41,00;314,33;437,33;0,00;27,33;114,80;2,73;27,33;103,87;97,11;56,11;90,63;36,68;29,00;31,00;6,00;0,00;9,00;1,00;3,00;0,00;24,00;10,00;35,00;4,00;0,00;7,00;0,00;0,00;4,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;55,00;244,44;391,11;0,00;36,67;70,71;5,24;13,10;86,43;88,85;50,77;63,46;38,08;17,31;33,61;8,15;5,09;6,00;2,00;2,00;0,00;34,00;6,00;31,00;5,00;5,00;9,00;0,00;2,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00
2019-02-17;42,00;294,00;414,00;0,00;18,00;89,25;2,63;10,50;86,63;126,00;46,20;88,20;48,30;25,61;44,05;8,20;6,15;14,00;2,00;3,00;2,00;28,00;6,00;22,00;6,00;5,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;40,00;293,33;420,00;0,00;33,33;85,33;2,67;24,00;93,33;128,42;44,21;113,68;33,68;15,00;38,00;5,00;5,00;16,00;0,00;5,00;2,00;51,00;8,00;22,00;6,00;0,00;9,00;2,00;0,00;6,00;0,00;0,00;2,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;52,00;273,00;403,00;0,00;26,00;87,58;2,74;19,16;95,79;114,83;54,17;97,50;28,17;23,45;27,53;6,12;5,10;14,00;6,00;9,00;2,00;34,00;8,00;23,00;6,00;3,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;70,00;280,00;400,91;0,00;38,18;94,23;2,69;18,85;64,62;118,79;48,79;84,85;36,06;27,39;32,46;8,12;5,07;6,00;0,00;2,00;2,00;35,00;15,00;27,00;6,00;0,00;8,00;0,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2019-03-17;63,00;327,60;472,50;0,00;25,20;82,17;2,74;24,65;93,13;112,97;60,83;78,21;43,45;30,48;42,68;9,15;9,15;6,00;2,00;5,00;2,00;38,00;8,00;34,00;8,00;0,00;8,00;0,00;0,00;3,00;0,00;0,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;43,00;356,29;380,86;0,00;24,57;102,13;5,38;29,56;83,31;129,00;51,60;103,20;36,55;32,00;30,00;10,00;2,00;5,00;0,00;10,00;2,00;30,00;11,00;34,00;5,00;3,00;3,00;0,00;2,00;6,00;0,00;0,00;0,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;72,00;432,00;432,00;0,00;32,73;109,33;0,00;42,67;125,33;110,12;63,53;118,59;31,76;28,39;39,55;12,17;8,11;5,00;0,00;8,00;0,00;30,00;11,00;39,00;9,00;2,00;8,00;0,00;0,00;6,00;0,00;2,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
