Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;17,00;3,40;319,60;68,00;3,40;34,00
2019-01-13;17,00;0,00;275,40;68,00;0,00;17,00
2019-01-20;25,00;3,13;234,38;56,25;0,00;25,00
2019-01-27;4,00;4,00;312,00;84,00;0,00;12,00
2019-02-03;12,00;0,00;162,00;105,00;0,00;41,00
2019-02-10;13,00;0,00;234,00;78,00;0,00;4,00
2019-02-17;13,00;3,25;276,25;42,25;0,00;4,00
2019-02-24;9,00;9,00;243,00;51,00;3,00;9,00
2019-03-03;39,00;9,75;211,25;45,50;3,25;34,00
2019-03-10;21,00;0,00;199,50;45,50;0,00;9,00
2019-03-17;22,00;0,00;210,57;66,00;0,00;18,00
2019-03-24;4,00;12,00;228,00;32,00;0,00;5,00
2019-03-31;9,00;3,00;144,00;69,00;3,00;31,00
2019-04-07;9,00;0,00;183,00;42,00;0,00;13,00
2019-04-14;18,00;0,00;159,00;72,00;0,00;14,00
2019-04-21;9,00;0,00;198,00;51,00;0,00;27,00
2019-04-28;4,00;4,00;244,00;52,00;0,00;26,00
2019-05-05;31,00;0,00;179,11;82,67;0,00;9,00
2019-05-12;0,00;1,00;62,00;20,00;0,00;18,00
2019-05-19;9,00;0,00;198,00;60,00;0,00;31,00
2019-05-26;8,00;2,67;112,00;45,33;0,00;13,00
2019-06-02;8,00;0,00;138,67;29,33;0,00;21,00
2019-06-09;4,00;0,00;256,00;44,00;0,00;13,00
2019-06-16;17,00;3,40;217,60;71,40;0,00;9,00
2019-06-23;9,00;0,00;159,00;51,00;0,00;39,00
2019-06-30;30,00;3,33;156,67;96,67;0,00;13,00
2019-07-07;4,00;4,00;240,00;72,00;0,00;48,00
2019-07-14;13,00;3,25;169,00;45,50;3,25;22,00
2019-07-21;40,00;10,00;173,33;30,00;0,00;9,00
2019-07-28;31,00;3,44;217,00;127,44;3,44;35,00
2019-08-04;30,00;0,00;260,00;76,67;10,00;26,00
2019-08-11;25,00;0,00;240,63;43,75;0,00;17,00
2019-08-18;22,00;0,00;223,14;37,71;3,14;18,00
2019-08-25;17,00;3,40;238,00;57,80;0,00;39,00
2019-09-01;33,00;3,30;184,80;62,70;0,00;21,00
2019-09-08;4,00;4,00;296,00;132,00;0,00;25,00
2019-09-15;17,00;0,00;241,40;71,40;3,40;21,00
2019-09-22;20,00;0,00;226,67;63,33;0,00;16,00
2019-09-29;4,00;0,00;264,00;52,00;0,00;20,00
2019-10-06;16,00;0,00;172,80;60,80;0,00;16,00
2019-10-13;36,00;0,00;219,27;55,64;0,00;12,00
2019-10-20;35,00;6,36;184,55;54,09;0,00;4,00
2019-10-27;16,00;3,20;201,60;44,80;0,00;35,00
2019-11-03;38,00;3,17;167,83;41,17;6,33;15,00
2019-11-10;11,00;3,67;154,00;47,67;3,67;23,00
2019-11-17;35,00;7,00;154,00;45,50;3,50;19,00
2019-11-24;11,00;0,00;154,00;47,67;0,00;15,00
2019-12-01;35,00;0,00;164,50;28,00;0,00;8,00
2019-12-08;16,00;3,20;121,60;57,60;0,00;16,00
2019-12-15;20,00;6,67;170,00;63,33;0,00;12,00
2019-12-22;13,00;9,75;188,50;42,25;3,25;27,00
2019-12-29;24,00;6,86;322,29;82,29;0,00;36,00
2020-01-05;11,00;3,67;282,33;91,67;3,67;33,00
2020-01-12;11,00;3,67;366,67;80,67;3,67;18,00
