Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;14,00;0,00;68,00;0,00;0,00
2019-01-13;41,00;14,00;27,00;0,00;0,00
2019-01-20;14,00;0,00;14,00;0,00;14,00
2019-01-27;55,00;0,00;55,00;0,00;0,00
2019-02-03;28,00;14,00;14,00;0,00;14,00
2019-02-10;57,00;0,00;29,00;0,00;14,00
2019-02-17;29,00;0,00;44,00;0,00;0,00
2019-02-24;43,00;0,00;43,00;0,00;0,00
2019-03-03;0,00;0,00;14,00;0,00;0,00
2019-03-10;42,00;14,00;28,00;0,00;0,00
2019-03-17;0,00;0,00;15,00;0,00;0,00
2019-03-24;57,00;14,00;29,00;14,00;14,00
2019-03-31;14,00;0,00;14,00;0,00;0,00
2019-04-07;66,00;0,00;39,00;13,00;0,00
2019-04-14;15,00;31,00;30,00;0,00;0,00
2019-04-21;15,00;0,00;0,00;0,00;0,00
2019-04-28;27,00;0,00;27,00;0,00;13,00
2019-05-05;27,00;13,00;40,00;0,00;0,00
2019-05-12;41,00;14,00;14,00;0,00;0,00
2019-05-19;14,00;0,00;54,00;0,00;0,00
2019-05-26;15,00;15,00;74,00;0,00;0,00
2019-06-02;0,00;0,00;0,00;0,00;0,00
2019-06-09;14,00;0,00;14,00;0,00;0,00
2019-06-16;0,00;14,00;57,00;0,00;0,00
2019-06-23;30,00;15,00;30,00;15,00;0,00
2019-06-30;14,00;0,00;29,00;15,00;0,00
2019-07-07;0,00;15,00;15,00;0,00;15,00
2019-07-14;0,00;0,00;0,00;16,00;0,00
2019-07-21;17,00;17,00;0,00;0,00;0,00
2019-07-28;17,00;0,00;51,00;0,00;0,00
2019-08-04;15,00;0,00;16,00;0,00;0,00
2019-08-11;28,00;0,00;14,00;14,00;0,00
2019-08-18;55,00;14,00;27,00;0,00;0,00
2019-08-25;28,00;14,00;14,00;14,00;0,00
2019-09-01;26,00;0,00;13,00;0,00;0,00
2019-09-08;0,00;0,00;41,00;0,00;14,00
2019-09-15;41,00;0,00;14,00;0,00;14,00
2019-09-22;27,00;0,00;0,00;0,00;0,00
2019-09-29;55,00;0,00;14,00;0,00;0,00
2019-10-06;14,00;0,00;27,00;0,00;14,00
2019-10-13;27,00;0,00;0,00;14,00;0,00
2019-10-20;40,00;0,00;40,00;13,00;13,00
2019-10-27;40,00;13,00;26,00;0,00;0,00
2019-11-03;26,00;0,00;0,00;0,00;0,00
2019-11-10;0,00;0,00;13,00;0,00;0,00
2019-11-17;52,00;13,00;26,00;13,00;13,00
2019-11-24;0,00;0,00;26,00;0,00;0,00
2019-12-01;13,00;0,00;13,00;0,00;0,00
2019-12-08;26,00;0,00;13,00;0,00;0,00
2019-12-15;53,00;13,00;27,00;13,00;13,00
2019-12-22;15,00;16,00;31,00;0,00;0,00
2019-12-29;15,00;0,00;0,00;0,00;0,00
2020-01-05;38,00;13,00;0,00;0,00;0,00
2020-01-12;0,00;12,00;0,00;0,00;0,00
2020-01-19;12,00;12,00;0,00;0,00;0,00
2020-01-26;37,00;0,00;25,00;0,00;0,00
2020-02-02;12,00;0,00;50,00;0,00;0,00
2020-02-09;37,00;0,00;100,00;0,00;0,00
2020-02-16;51,00;0,00;13,00;0,00;0,00
2020-02-23;36,00;0,00;61,00;0,00;0,00
2020-03-01;24,00;12,00;24,00;12,00;0,00
2020-03-08;0,00;12,00;23,00;11,00;0,00
2020-03-15;23,00;0,00;0,00;0,00;0,00
2020-03-22;23,00;0,00;11,00;0,00;0,00
2020-03-29;23,00;0,00;0,00;0,00;0,00
2020-04-05;50,00;0,00;0,00;0,00;12,00
2020-04-12;12,00;0,00;12,00;0,00;0,00
2020-04-19;12,00;0,00;12,00;0,00;0,00
2020-04-26;11,00;0,00;33,00;11,00;0,00
2020-05-03;0,00;0,00;12,00;0,00;0,00
2020-05-10;23,00;0,00;0,00;12,00;12,00
2020-05-17;25,00;0,00;13,00;0,00;0,00
2020-05-24;0,00;0,00;0,00;12,00;0,00
2020-05-31;0,00;0,00;12,00;0,00;0,00
2020-06-07;11,00;0,00;0,00;11,00;0,00
2020-06-14;12,00;0,00;35,00;0,00;0,00
2020-06-21;25,00;0,00;12,00;0,00;12,00
2020-06-28;12,00;0,00;0,00;0,00;0,00
2020-07-05;26,00;0,00;0,00;0,00;0,00
2020-07-12;13,00;13,00;13,00;0,00;0,00
2020-07-19;13,00;0,00;27,00;0,00;0,00
2020-07-26;0,00;0,00;0,00;0,00;0,00
2020-08-02;26,00;0,00;0,00;0,00;0,00
2020-08-09;0,00;13,00;0,00;0,00;13,00
2020-08-16;12,00;0,00;12,00;0,00;0,00
2020-08-23;12,00;0,00;25,00;0,00;0,00
2020-08-30;24,00;0,00;12,00;12,00;0,00
2020-09-06;25,00;0,00;0,00;0,00;0,00
2020-09-13;12,00;0,00;12,00;0,00;0,00
2020-09-20;48,00;0,00;0,00;0,00;12,00
2020-09-27;38,00;0,00;13,00;0,00;0,00
2020-10-04;26,00;13,00;13,00;0,00;0,00
2020-10-11;0,00;0,00;0,00;0,00;0,00
2020-10-18;0,00;0,00;0,00;0,00;0,00
2020-10-25;13,00;0,00;13,00;0,00;25,00
2020-11-01;23,00;12,00;0,00;0,00;0,00
2020-11-08;26,00;13,00;13,00;13,00;0,00
2020-11-15;0,00;13,00;0,00;0,00;13,00
2020-11-22;12,00;0,00;12,00;0,00;0,00
2020-11-29;25,00;12,00;12,00;0,00;0,00
2020-12-06;25,00;0,00;0,00;0,00;0,00
2020-12-13;13,00;0,00;25,00;13,00;0,00
2020-12-20;0,00;29,00;0,00;0,00;0,00
2020-12-27;43,00;0,00;0,00;0,00;0,00
2021-01-03;0,00;13,00;25,00;25,00;0,00
2021-01-10;12,00;0,00;0,00;0,00;0,00
2021-01-17;12,00;0,00;12,00;12,00;0,00
2021-01-24;12,00;0,00;0,00;0,00;0,00
2021-01-31;12,00;0,00;37,00;0,00;0,00
2021-02-07;0,00;0,00;0,00;0,00;0,00
2021-02-14;39,00;0,00;0,00;0,00;0,00
2021-02-21;13,00;0,00;0,00;0,00;0,00
2021-02-28;38,00;0,00;13,00;13,00;0,00
2021-03-07;25,00;0,00;0,00;12,00;0,00
2021-03-14;36,00;0,00;0,00;0,00;0,00
2021-03-21;0,00;0,00;13,00;0,00;0,00
2021-03-28;14,00;14,00;27,00;0,00;0,00
2021-04-04;13,00;0,00;0,00;13,00;0,00
2021-04-11;25,00;12,00;0,00;12,00;0,00
2021-04-18;13,00;0,00;26,00;13,00;13,00
2021-04-25;25,00;0,00;12,00;0,00;0,00
2021-05-02;0,00;0,00;0,00;0,00;0,00
2021-05-09;0,00;0,00;26,00;0,00;0,00
2021-05-16;25,00;0,00;12,00;12,00;0,00
2021-05-23;0,00;0,00;27,00;13,00;13,00
2021-05-30;13,00;0,00;13,00;0,00;0,00
2021-06-06;13,00;0,00;13,00;0,00;0,00
2021-06-13;26,00;0,00;0,00;0,00;0,00
2021-06-20;0,00;0,00;13,00;0,00;0,00
2021-06-27;13,00;0,00;0,00;0,00;0,00
2021-07-04;27,00;0,00;0,00;0,00;0,00
2021-07-11;27,00;0,00;14,00;0,00;0,00
2021-07-18;15,00;0,00;15,00;0,00;15,00
2021-07-25;29,00;0,00;15,00;15,00;29,00
2021-08-01;29,00;0,00;14,00;0,00;0,00
2021-08-08;74,00;15,00;0,00;0,00;0,00
2021-08-15;14,00;0,00;0,00;14,00;0,00
2021-08-22;0,00;0,00;0,00;0,00;0,00
2021-08-29;28,00;0,00;14,00;0,00;0,00
2021-09-05;28,00;14,00;0,00;0,00;0,00
2021-09-12;14,00;0,00;14,00;0,00;0,00
2021-09-19;42,00;0,00;0,00;0,00;0,00
2021-09-26;42,00;0,00;14,00;0,00;0,00
2021-10-03;0,00;0,00;0,00;0,00;0,00
2021-10-10;10,00;19,00;10,00;0,00;0,00
2021-10-17;9,00;9,00;19,00;0,00;0,00
2021-10-24;9,00;0,00;9,00;0,00;0,00
2021-10-31;18,00;9,00;0,00;0,00;0,00
2021-11-07;27,00;0,00;18,00;0,00;0,00
2021-11-14;9,00;9,00;9,00;0,00;9,00
2021-11-21;52,00;9,00;9,00;9,00;9,00
2021-11-28;9,00;0,00;9,00;0,00;0,00
2021-12-05;18,00;0,00;18,00;0,00;0,00
2021-12-12;10,00;0,00;10,00;0,00;0,00
