Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-05-26;34,00;140,86;12,14;2,43;4,86;127,50;25,50;8,50;93,50;129,82;3,09;12,36;3,09;1,62;66,38;0,00;1,62;4,00;2,00;2,00;6,00;30,00;11,00;0,00;2,00;0,00;0,00;11,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;53,00;194,33;5,05;0,00;5,05;187,54;20,38;28,54;150,85;150,17;5,89;8,83;5,89;6,42;99,58;1,61;4,82;5,00;14,00;0,00;21,00;19,00;0,00;0,00;5,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;46,00;191,67;12,78;0,00;7,67;171,45;25,09;29,27;138,00;202,40;12,27;6,13;6,13;18,07;113,36;0,00;1,64;5,00;14,00;2,00;14,00;30,00;12,00;0,00;2,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;71,00;244,83;14,69;0,00;14,69;169,61;27,61;19,72;145,94;210,04;5,92;5,92;11,83;9,47;149,89;1,58;1,58;5,00;14,00;0,00;12,00;23,00;21,00;0,00;0,00;0,00;0,00;16,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;52,00;237,71;14,86;0,00;4,95;148,00;24,00;24,00;136,00;229,41;6,12;9,18;6,12;14,63;131,63;1,63;0,00;0,00;7,00;0,00;19,00;28,00;9,00;0,00;0,00;5,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;73,00;208,93;7,55;0,00;5,03;255,50;28,39;24,33;178,44;243,33;3,04;6,08;9,13;24,33;105,44;4,87;1,62;2,00;7,00;7,00;19,00;31,00;12,00;2,00;0,00;0,00;2,00;31,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;64,00;209,23;17,23;0,00;9,85;228,00;40,00;24,00;204,00;277,33;9,14;6,10;9,14;9,60;120,00;1,60;1,60;0,00;11,00;0,00;27,00;25,00;21,00;0,00;2,00;0,00;2,00;36,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;73,00;191,31;10,07;0,00;7,55;186,56;8,11;64,89;194,67;243,33;9,13;6,08;6,08;16,22;147,62;6,49;1,62;5,00;5,00;5,00;10,00;31,00;26,00;0,00;0,00;0,00;2,00;24,00;0,00;0,00;2,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;81,00;216,00;19,64;0,00;4,91;226,80;44,55;56,70;202,50;243,00;6,00;12,00;18,00;14,58;162,00;0,00;6,48;2,00;2,00;5,00;17,00;41,00;17,00;0,00;0,00;0,00;0,00;31,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-07-28;67,00;233,26;9,93;0,00;12,41;221,94;46,06;37,69;205,19;304,55;18,27;3,05;12,18;20,74;138,79;1,60;6,38;2,00;7,00;2,00;27,00;34,00;27,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;100,00;222,50;17,50;0,00;0,00;296,00;32,00;36,00;216,00;220,59;8,82;14,71;2,94;8,06;141,94;4,84;3,23;20,00;20,00;8,00;28,00;25,00;23,00;0,00;0,00;0,00;0,00;25,00;0,00;3,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;97,00;211,41;17,41;0,00;7,46;262,71;24,25;48,50;189,96;194,00;5,88;5,88;11,76;12,93;111,55;8,08;3,23;8,00;0,00;5,00;13,00;48,00;29,00;0,00;3,00;0,00;0,00;21,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;77,00;193,74;14,90;0,00;7,45;174,26;28,37;20,26;141,84;201,38;8,88;8,88;5,92;8,02;99,46;14,44;3,21;10,00;5,00;12,00;29,00;27,00;12,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;56,00;175,30;9,74;0,00;9,74;128,00;28,00;12,00;112,00;144,42;14,74;5,89;5,89;6,40;88,00;17,60;1,60;4,00;9,00;4,00;16,00;27,00;18,00;0,00;0,00;0,00;0,00;18,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;54,00;108,00;7,36;0,00;7,36;99,69;20,77;12,46;62,31;108,00;9,00;9,00;6,00;0,00;52,41;4,76;0,00;6,00;8,00;2,00;19,00;10,00;6,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;41,00;94,06;7,24;0,00;2,41;118,90;16,40;12,30;53,30;93,71;2,93;2,93;5,86;0,00;45,73;1,58;1,58;2,00;2,00;4,00;15,00;9,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;43,00;75,88;2,53;0,00;7,59;77,40;8,60;4,30;30,10;79,86;3,07;9,21;12,29;7,96;43,00;0,00;0,00;0,00;6,00;4,00;17,00;15,00;13,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;36,00;57,60;12,00;0,00;4,80;72,00;20,00;8,00;32,00;48,00;6,00;12,00;6,00;0,00;26,18;0,00;0,00;2,00;0,00;4,00;4,00;13,00;4,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;40,00;97,50;5,00;0,00;12,50;64,00;12,00;8,00;28,00;54,29;2,86;14,29;2,86;1,60;27,20;1,60;0,00;9,00;6,00;2,00;21,00;6,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;35,00;37,50;0,00;0,00;10,00;54,44;3,89;0,00;27,22;52,50;5,83;2,92;2,92;1,59;11,14;1,59;0,00;4,00;4,00;4,00;11,00;13,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;41,00;53,06;0,00;0,00;7,24;24,60;8,20;4,10;24,60;32,21;0,00;2,93;2,93;0,00;6,31;1,58;0,00;0,00;2,00;2,00;4,00;9,00;4,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;42,00;34,59;2,47;0,00;14,82;42,00;4,20;4,20;21,00;33,00;3,00;9,00;3,00;0,00;19,38;0,00;0,00;2,00;4,00;2,00;6,00;2,00;8,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;53,00;35,33;0,00;0,00;7,57;16,31;4,08;0,00;16,31;29,44;5,89;2,94;2,94;0,00;4,82;4,82;0,00;0,00;4,00;0,00;13,00;0,00;15,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;33,00;30,46;2,54;0,00;5,08;33,00;4,13;4,13;24,75;30,00;3,00;0,00;6,00;1,57;14,14;0,00;1,57;0,00;4,00;0,00;6,00;10,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;17,00;29,14;0,00;0,00;4,86;17,00;8,50;4,25;17,00;31,17;0,00;2,83;5,67;1,70;15,30;1,70;0,00;2,00;8,00;0,00;4,00;4,00;8,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;39,00;31,69;2,44;0,00;4,88;15,60;15,60;11,70;11,70;24,00;6,00;3,00;3,00;1,56;4,68;0,00;0,00;0,00;6,00;2,00;8,00;10,00;2,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;27,00;31,91;0,00;0,00;9,82;15,43;7,71;3,86;19,29;39,00;3,00;0,00;9,00;0,00;4,76;0,00;4,76;2,00;0,00;2,00;6,00;11,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;26,00;46,80;0,00;0,00;5,20;30,33;4,33;8,67;13,00;31,78;2,89;0,00;2,89;0,00;13,00;4,88;1,63;0,00;0,00;0,00;13,00;11,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;32,00;61,54;7,38;0,00;7,38;12,00;8,00;4,00;12,00;26,18;5,82;2,91;0,00;1,60;14,40;0,00;0,00;0,00;0,00;7,00;2,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;35,00;25,00;5,00;0,00;7,50;38,89;3,89;3,89;19,44;29,17;0,00;2,92;2,92;0,00;15,91;0,00;0,00;2,00;4,00;0,00;9,00;4,00;16,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;64,00;59,08;2,46;0,00;12,31;28,00;8,00;4,00;12,00;21,33;6,10;3,05;6,10;4,80;8,00;3,20;0,00;0,00;0,00;0,00;10,00;2,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;77,00;59,61;2,48;0,00;14,90;68,89;12,16;0,00;56,74;59,23;8,88;11,85;11,85;0,00;16,04;4,81;0,00;0,00;7,00;0,00;7,00;5,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;56,00;114,55;7,64;0,00;7,64;80,00;12,00;12,00;32,00;64,84;0,00;14,74;5,89;4,80;25,60;0,00;1,60;0,00;0,00;2,00;4,00;6,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2020-01-12;39,00;85,31;4,88;0,00;4,88;70,20;11,70;7,80;54,60;87,00;3,00;3,00;3,00;0,00;43,88;0,00;0,00;2,00;2,00;2,00;4,00;18,00;4,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;53,00;108,52;5,05;0,00;5,05;73,38;16,31;12,23;77,46;64,78;5,89;5,89;8,83;4,82;46,58;0,00;0,00;0,00;18,00;0,00;0,00;10,00;8,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;16,00;128,00;5,33;0,00;16,00;88,00;8,00;2,00;68,00;105,60;3,20;0,00;6,40;1,60;44,80;1,60;0,00;0,00;0,00;4,00;4,00;12,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;37,00;78,93;7,40;0,00;4,93;94,56;16,44;8,22;57,56;80,17;0,00;9,25;3,08;0,00;37,00;1,61;0,00;0,00;2,00;0,00;10,00;8,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;34,00;63,14;4,86;0,00;4,86;80,75;12,75;17,00;59,50;65,17;0,00;2,83;11,33;9,71;29,14;1,62;0,00;4,00;0,00;0,00;2,00;12,00;4,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;56,00;75,48;4,87;0,00;4,87;88,00;12,00;4,00;48,00;64,84;2,95;5,89;2,95;4,80;44,80;4,80;0,00;2,00;10,00;2,00;8,00;10,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;34,00;41,29;0,00;0,00;2,43;42,50;8,50;8,50;29,75;49,45;6,18;0,00;6,18;0,00;14,57;0,00;0,00;0,00;9,00;0,00;0,00;9,00;6,00;0,00;0,00;0,00;0,00;4,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;19,00;52,25;4,75;0,00;2,38;45,60;7,60;3,80;30,40;44,33;3,17;0,00;3,17;1,58;15,83;0,00;0,00;2,00;4,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;33,00;30,46;2,54;0,00;0,00;20,63;4,13;2,06;12,38;9,00;6,00;0,00;3,00;0,00;15,71;0,00;0,00;2,00;6,00;4,00;2,00;2,00;2,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;22,00;12,22;2,44;0,00;0,00;22,00;4,40;0,00;8,80;9,43;3,14;0,00;0,00;0,00;17,29;1,57;3,14;2,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;12,00;14,40;2,40;0,00;2,40;20,00;4,00;0,00;4,00;24,00;3,00;0,00;3,00;0,00;12,00;0,00;0,00;2,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;5,00;10,00;2,50;0,00;0,00;25,00;5,00;2,50;10,00;20,00;2,50;0,00;2,50;0,00;15,00;0,00;1,67;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;7,00;11,67;2,33;0,00;0,00;14,00;7,00;1,75;14,00;21,00;7,00;3,50;3,50;0,00;8,40;0,00;1,40;2,00;11,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;7,00;18,67;4,67;0,00;2,33;21,00;1,75;0,00;14,00;14,00;2,33;2,33;2,33;0,00;8,40;0,00;0,00;2,00;0,00;0,00;2,00;11,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;11,00;22,00;2,75;0,00;0,00;18,33;1,83;0,00;7,33;24,75;2,75;0,00;0,00;0,00;9,43;3,14;0,00;0,00;11,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;9,00;13,50;0,00;0,00;0,00;18,00;4,50;0,00;13,50;30,00;0,00;3,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;2,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;9,00;2,25;2,25;0,00;2,25;27,00;4,50;0,00;27,00;21,00;3,00;3,00;0,00;0,00;4,50;1,50;1,50;6,00;6,00;4,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;7,00;16,33;2,33;0,00;2,33;17,50;3,50;1,75;17,50;24,50;0,00;0,00;3,50;0,00;8,75;0,00;1,75;5,00;7,00;0,00;4,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;6,00;15,00;3,00;0,00;0,00;66,00;0,00;6,00;3,00;30,00;0,00;3,00;0,00;0,00;13,50;3,00;0,00;0,00;8,00;2,00;2,00;8,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;13,00;26,00;5,20;0,00;2,60;30,33;0,00;4,33;26,00;32,50;3,25;0,00;0,00;3,25;16,25;1,63;0,00;2,00;2,00;0,00;2,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;13,00;26,00;0,00;0,00;0,00;21,67;2,17;0,00;30,33;29,25;0,00;9,75;3,25;0,00;11,38;3,25;0,00;0,00;8,00;4,00;2,00;11,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;17,00;41,29;4,86;0,00;2,43;51,00;4,25;2,13;25,50;36,83;2,83;2,83;2,83;3,40;25,50;0,00;1,70;0,00;6,00;2,00;4,00;2,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;36,00;23,14;0,00;0,00;2,57;60,00;4,00;4,00;20,00;48,00;3,00;0,00;3,00;3,27;26,18;1,64;1,64;2,00;2,00;2,00;12,00;12,00;8,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;37,00;51,80;4,93;0,00;2,47;65,78;8,22;0,00;32,89;58,58;6,17;3,08;3,08;1,61;28,96;1,61;4,83;2,00;10,00;0,00;8,00;10,00;6,00;0,00;0,00;2,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;28,00;56,00;0,00;0,00;0,00;64,00;12,00;0,00;64,00;56,00;0,00;0,00;3,11;0,00;32,67;0,00;0,00;2,00;10,00;4,00;10,00;2,00;8,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;33,00;53,31;5,08;0,00;0,00;49,50;8,25;4,13;74,25;99,00;3,00;0,00;3,00;1,57;53,43;7,86;0,00;4,00;4,00;2,00;17,00;6,00;13,00;0,00;0,00;0,00;0,00;8,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
