Semaine;London (GB);Paris (FR);Amsterdam (NL);Barcelona (ES);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);stanbul (TR);Budapest (HU);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-17;74,00;46,25;30,83;24,67;0,00;26,00;9,00;16,00;17,00;10,00;10,00;10,00;2,00;12,00;8,00;1,00;6,00;4,00;10,00;6,00;7,00;4,00;10,00;6,00;7,00;1,00;1,00;1,00;0,50;3,00;0,50;0,00
2019-03-24;73,00;42,58;21,29;21,29;1,00;26,00;13,00;13,00;19,00;10,00;13,00;10,00;2,00;16,00;8,00;1,00;8,00;3,00;10,00;3,00;10,00;3,00;10,00;3,00;10,00;0,50;1,00;1,00;0,50;9,00;0,00;1,00
2019-03-31;68,00;58,73;24,73;27,82;0,00;27,00;12,00;23,00;19,00;10,00;13,00;14,00;2,00;12,00;6,00;0,50;6,00;4,00;10,00;6,00;9,00;4,00;10,00;6,00;9,00;1,00;0,50;1,00;1,00;3,00;0,00;1,00
2019-04-07;72,00;56,35;25,04;28,17;0,50;25,00;13,00;19,00;22,00;8,00;8,00;14,00;2,00;13,00;13,00;3,00;5,00;4,00;13,00;6,00;9,00;4,00;13,00;6,00;9,00;2,00;0,00;1,00;0,00;5,00;0,00;0,00
2019-04-14;77,00;308,00;21,56;27,72;1,00;23,00;11,00;14,00;18,00;9,00;13,00;9,00;2,00;11,00;10,00;2,00;6,00;2,00;11,00;6,00;10,00;2,00;11,00;6,00;10,00;2,00;1,00;1,00;0,50;4,00;0,00;0,50
2019-04-21;76,00;63,84;30,40;27,36;1,00;20,00;13,00;21,00;20,00;8,00;11,00;13,00;2,00;14,00;7,00;3,00;6,00;4,00;11,00;9,00;12,00;4,00;11,00;9,00;12,00;0,50;0,00;0,50;0,50;3,00;0,00;0,50
2019-04-28;75,00;65,63;25,00;31,25;0,50;25,00;11,00;15,00;16,00;10,00;11,00;9,00;1,00;9,00;8,00;3,00;7,00;3,00;21,00;5,00;8,00;3,00;21,00;5,00;8,00;1,00;0,50;1,00;0,50;2,00;0,00;0,50
2019-05-05;73,00;60,30;25,39;28,57;0,50;30,00;12,00;15,00;20,00;7,00;9,00;10,00;1,00;11,00;8,00;3,00;6,00;2,00;12,00;7,00;6,00;2,00;12,00;7,00;6,00;1,00;1,00;1,00;1,00;3,00;0,00;0,50
2019-05-12;65,00;49,52;18,57;27,86;0,00;22,00;8,00;10,00;16,00;6,00;8,00;11,00;1,00;12,00;7,00;2,00;4,00;1,00;9,00;5,00;7,00;1,00;9,00;5,00;7,00;0,00;1,00;1,00;0,00;3,00;0,50;0,00
2019-05-19;61,00;54,90;18,30;27,45;1,00;15,00;8,00;10,00;19,00;7,00;9,00;9,00;1,00;11,00;6,00;6,00;8,00;3,00;8,00;7,00;8,00;3,00;8,00;7,00;8,00;1,00;0,00;0,50;1,00;4,00;1,00;0,50
2019-05-26;48,00;51,20;22,40;22,40;0,50;16,00;9,00;8,00;17,00;7,00;11,00;5,00;1,00;11,00;5,00;2,00;4,00;3,00;8,00;7,00;10,00;3,00;8,00;7,00;10,00;1,00;1,00;0,50;1,00;2,00;0,50;0,00
2019-06-02;58,00;54,95;21,37;33,58;1,00;23,00;9,00;13,00;21,00;5,00;10,00;10,00;1,00;12,00;8,00;2,00;5,00;4,00;9,00;5,00;10,00;4,00;9,00;5,00;10,00;2,00;1,00;1,00;0,50;3,00;0,00;0,50
2019-06-09;68,00;61,82;18,55;27,82;0,00;19,00;9,00;14,00;14,00;8,00;8,00;12,00;1,00;13,00;8,00;1,00;5,00;3,00;15,00;7,00;7,00;3,00;15,00;7,00;7,00;1,00;0,00;1,00;1,00;4,00;0,00;0,00
2019-06-16;61,00;57,95;18,30;27,45;0,50;25,00;9,00;15,00;19,00;8,00;12,00;11,00;1,00;13,00;10,00;1,00;5,00;3,00;9,00;6,00;11,00;3,00;9,00;6,00;11,00;1,00;1,00;1,00;0,50;2,00;0,00;1,00
2019-06-23;58,00;54,95;18,32;27,47;1,00;20,00;13,00;13,00;20,00;10,00;7,00;15,00;3,00;15,00;7,00;2,00;5,00;4,00;8,00;5,00;8,00;4,00;8,00;5,00;8,00;2,00;1,00;2,00;1,00;2,00;0,00;0,00
2019-06-30;63,00;56,70;18,90;31,50;0,00;21,00;11,00;12,00;17,00;11,00;11,00;8,00;2,00;15,00;10,00;1,00;6,00;6,00;10,00;8,00;10,00;6,00;10,00;8,00;10,00;1,00;0,50;0,50;1,00;2,00;0,00;0,50
2019-07-07;72,00;59,48;21,91;28,17;0,50;21,00;11,00;17,00;20,00;10,00;11,00;10,00;2,00;11,00;13,00;2,00;7,00;3,00;14,00;8,00;9,00;3,00;14,00;8,00;9,00;2,00;2,00;1,00;0,50;4,00;0,50;0,50
2019-07-14;66,00;69,14;22,00;34,57;0,00;21,00;14,00;19,00;19,00;7,00;10,00;12,00;1,00;18,00;7,00;4,00;7,00;3,00;12,00;7,00;8,00;3,00;12,00;7,00;8,00;3,00;1,00;1,00;0,00;3,00;0,00;0,50
2019-07-21;79,00;72,68;31,60;41,08;1,00;27,00;16,00;21,00;19,00;8,00;10,00;11,00;2,00;12,00;9,00;2,00;7,00;5,00;17,00;8,00;13,00;5,00;17,00;8,00;13,00;1,00;1,00;1,00;0,50;3,00;1,00;0,00
2019-07-28;80,00;61,54;30,77;27,69;3,00;31,00;14,00;21,00;22,00;12,00;18,00;14,00;2,00;15,00;11,00;2,00;12,00;5,00;13,00;6,00;13,00;5,00;13,00;6,00;13,00;0,50;1,00;1,00;0,50;2,00;0,50;0,50
2019-08-04;82,00;72,54;28,38;37,85;1,00;26,00;15,00;26,00;22,00;15,00;16,00;16,00;3,00;13,00;12,00;3,00;10,00;7,00;17,00;13,00;14,00;7,00;17,00;13,00;14,00;3,00;1,00;1,00;0,50;3,00;1,00;0,00
2019-08-11;86,00;64,50;27,64;27,64;2,00;54,00;8,00;22,00;25,00;15,00;18,00;17,00;4,00;10,00;10,00;4,00;8,00;5,00;17,00;12,00;14,00;5,00;17,00;12,00;14,00;2,00;1,00;1,00;0,50;5,00;0,00;0,00
2019-08-18;73,00;69,83;28,57;31,74;0,50;24,00;11,00;22,00;24,00;11,00;15,00;16,00;2,00;11,00;10,00;3,00;9,00;4,00;13,00;11,00;12,00;4,00;13,00;11,00;12,00;1,00;0,50;2,00;1,00;4,00;0,00;1,00
2019-08-25;76,00;66,88;27,36;27,36;1,00;27,00;13,00;18,00;20,00;15,00;12,00;12,00;3,00;12,00;10,00;2,00;11,00;3,00;22,00;9,00;13,00;3,00;22,00;9,00;13,00;1,00;1,00;1,00;0,00;5,00;0,50;0,50
2019-09-01;76,00;69,92;27,36;24,32;1,00;29,00;12,00;22,00;21,00;11,00;11,00;15,00;2,00;9,00;9,00;1,00;8,00;4,00;16,00;7,00;14,00;4,00;16,00;7,00;14,00;3,00;0,50;2,00;0,50;5,00;0,50;1,00
2019-09-08;77,00;67,76;27,72;27,72;1,00;28,00;12,00;20,00;19,00;15,00;10,00;13,00;2,00;11,00;10,00;2,00;6,00;3,00;19,00;4,00;10,00;3,00;19,00;4,00;10,00;3,00;0,50;1,00;0,50;4,00;0,00;0,00
2019-09-15;71,00;55,57;24,70;24,70;0,50;25,00;7,00;30,00;19,00;32,00;16,00;9,00;2,00;8,00;9,00;2,00;9,00;3,00;16,00;5,00;10,00;3,00;16,00;5,00;10,00;2,00;0,50;2,00;0,00;1,00;0,00;0,00
2019-09-22;67,00;70,05;24,36;27,41;1,00;23,00;12,00;17,00;21,00;11,00;12,00;13,00;1,00;9,00;13,00;3,00;6,00;2,00;18,00;6,00;10,00;2,00;18,00;6,00;10,00;1,00;1,00;1,00;0,50;2,00;0,50;0,00
2019-09-29;78,00;74,88;24,96;24,96;1,00;28,00;9,00;25,00;17,00;11,00;13,00;12,00;2,00;9,00;11,00;2,00;6,00;3,00;16,00;3,00;10,00;3,00;16,00;3,00;10,00;3,00;0,50;2,00;0,50;4,00;0,50;0,00
2019-10-06;83,00;67,63;27,67;27,67;0,00;26,00;12,00;19,00;18,00;9,00;13,00;14,00;2,00;8,00;6,00;3,00;8,00;5,00;11,00;4,00;10,00;5,00;11,00;4,00;10,00;2,00;0,00;1,00;1,00;2,00;0,00;0,50
2019-10-13;70,00;70,00;24,35;36,52;0,50;25,00;9,00;18,00;27,00;13,00;12,00;17,00;1,00;6,00;7,00;3,00;5,00;4,00;17,00;19,00;10,00;4,00;17,00;19,00;10,00;1,00;0,50;2,00;1,00;3,00;0,50;0,50
2019-10-20;75,00;75,00;25,00;21,88;0,50;22,00;7,00;23,00;20,00;9,00;12,00;15,00;3,00;5,00;10,00;4,00;10,00;2,00;15,00;4,00;9,00;2,00;15,00;4,00;9,00;2,00;0,50;2,00;0,00;3,00;0,50;0,00
2019-10-27;79,00;202,24;25,28;25,28;1,00;23,00;13,00;22,00;18,00;7,00;14,00;18,00;2,00;7,00;8,00;1,00;8,00;5,00;15,00;5,00;10,00;5,00;15,00;5,00;10,00;1,00;0,00;1,00;0,00;4,00;0,00;0,00
2019-11-03;71,00;83,35;24,70;21,61;1,00;20,00;8,00;26,00;37,00;7,00;16,00;17,00;2,00;8,00;5,00;2,00;8,00;3,00;13,00;4,00;9,00;3,00;13,00;4,00;9,00;1,00;0,50;1,00;0,50;2,00;0,00;0,00
2019-11-10;92,00;73,60;27,60;18,40;0,50;25,00;10,00;25,00;30,00;12,00;11,00;11,00;1,00;7,00;9,00;2,00;7,00;4,00;9,00;5,00;6,00;4,00;9,00;5,00;6,00;1,00;0,00;1,00;0,50;2,00;0,50;0,50
2019-11-17;90,00;74,48;21,72;24,83;0,50;20,00;10,00;26,00;26,00;9,00;14,00;17,00;3,00;8,00;7,00;2,00;5,00;3,00;11,00;5,00;9,00;3,00;11,00;5,00;9,00;1,00;0,50;1,00;0,50;4,00;0,00;0,00
2019-11-24;100,00;81,25;28,13;28,13;0,00;21,00;11,00;35,00;17,00;14,00;13,00;14,00;2,00;7,00;7,00;2,00;5,00;3,00;9,00;6,00;10,00;3,00;9,00;6,00;10,00;3,00;0,00;1,00;0,50;3,00;0,00;0,50
2019-12-01;75,00;71,88;21,88;15,63;0,50;20,00;6,00;19,00;20,00;7,00;11,00;17,00;1,00;8,00;6,00;2,00;7,00;3,00;10,00;5,00;9,00;3,00;10,00;5,00;9,00;0,50;0,00;1,00;1,00;2,00;0,00;0,00
2019-12-08;59,00;55,89;24,84;15,53;0,50;20,00;7,00;21,00;17,00;6,00;11,00;13,00;3,00;7,00;7,00;3,00;5,00;2,00;11,00;6,00;8,00;2,00;11,00;6,00;8,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-12-15;57,00;63,00;18,00;24,00;0,00;20,00;11,00;18,00;18,00;11,00;15,00;13,00;1,00;7,00;7,00;2,00;4,00;2,00;10,00;5,00;8,00;2,00;10,00;5,00;8,00;3,00;0,50;0,50;0,50;1,00;0,50;0,00
2019-12-22;81,00;81,00;24,92;24,92;0,50;22,00;14,00;21,00;16,00;9,00;20,00;18,00;1,00;6,00;7,00;1,00;7,00;2,00;17,00;6,00;11,00;2,00;17,00;6,00;11,00;0,50;0,50;1,00;0,00;3,00;0,00;0,00
2019-12-29;87,00;93,21;27,96;27,96;0,00;25,00;7,00;22,00;23,00;10,00;20,00;17,00;1,00;8,00;12,00;2,00;6,00;2,00;17,00;8,00;11,00;2,00;17,00;8,00;11,00;0,50;1,00;1,00;0,50;7,00;0,00;0,00
2020-01-05;86,00;79,86;27,64;18,43;1,00;25,00;12,00;19,00;21,00;9,00;14,00;14,00;2,00;10,00;5,00;1,00;7,00;4,00;9,00;6,00;11,00;4,00;9,00;6,00;11,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2020-01-12;75,00;81,25;37,50;25,00;0,50;24,00;12,00;20,00;18,00;10,00;18,00;11,00;3,00;11,00;10,00;1,00;7,00;2,00;10,00;7,00;9,00;2,00;10,00;7,00;9,00;1,00;0,50;1,00;0,50;2,00;0,00;0,50
2020-01-19;75,00;75,00;31,25;21,88;1,00;24,00;10,00;17,00;16,00;8,00;13,00;12,00;3,00;6,00;5,00;2,00;5,00;4,00;8,00;4,00;8,00;4,00;8,00;4,00;8,00;1,00;1,00;1,00;0,00;2,00;0,50;0,50
2020-01-26;70,00;63,91;24,35;27,39;1,00;21,00;9,00;13,00;18,00;6,00;13,00;11,00;2,00;10,00;6,00;3,00;3,00;2,00;7,00;4,00;11,00;2,00;7,00;4,00;11,00;1,00;0,50;1,00;0,50;1,00;0,00;0,00
2020-02-02;61,00;57,95;18,30;18,30;0,50;25,00;8,00;14,00;15,00;8,00;10,00;9,00;3,00;9,00;9,00;2,00;7,00;3,00;6,00;4,00;8,00;3,00;6,00;4,00;8,00;2,00;0,50;1,00;0,00;3,00;0,00;0,50
2020-02-09;79,00;69,52;28,44;22,12;0,50;18,00;10,00;15,00;14,00;7,00;10,00;8,00;1,00;10,00;7,00;2,00;10,00;3,00;9,00;4,00;6,00;3,00;9,00;4,00;6,00;3,00;1,00;2,00;0,00;4,00;0,50;0,00
2020-02-16;65,00;55,71;27,86;24,76;1,00;19,00;9,00;14,00;14,00;7,00;11,00;7,00;1,00;10,00;8,00;2,00;3,00;5,00;8,00;4,00;7,00;5,00;8,00;4,00;7,00;2,00;1,00;1,00;0,00;3,00;0,00;0,50
2020-02-23;49,00;45,94;18,38;15,31;0,00;15,00;4,00;11,00;14,00;7,00;7,00;7,00;1,00;5,00;7,00;3,00;6,00;1,00;7,00;3,00;7,00;1,00;7,00;3,00;7,00;1,00;0,50;0,50;0,00;2,00;0,50;0,50
2020-03-01;51,00;44,63;15,94;19,13;0,00;17,00;4,00;7,00;13,00;4,00;5,00;3,00;1,00;7,00;5,00;1,00;6,00;1,00;7,00;2,00;7,00;1,00;7,00;2,00;7,00;1,00;0,50;0,50;0,00;1,00;0,50;0,00
2020-03-08;41,00;31,54;6,31;9,46;0,00;11,00;2,00;4,00;8,00;2,00;2,00;3,00;1,00;3,00;3,00;2,00;6,00;1,00;6,00;2,00;5,00;1,00;6,00;2,00;5,00;0,50;0,50;0,50;0,50;2,00;0,00;0,50
2020-03-15;37,00;27,75;3,08;6,17;0,50;9,00;2,00;3,00;5,00;4,00;1,00;1,00;0,50;4,00;3,00;1,00;4,00;1,00;5,00;2,00;3,00;1,00;5,00;2,00;3,00;1,00;0,50;0,00;0,00;1,00;0,00;0,00
2020-03-22;35,00;19,09;3,18;6,36;0,00;9,00;1,00;1,00;6,00;2,00;1,00;2,00;0,50;4,00;2,00;0,50;1,00;0,50;2,00;2,00;1,00;0,50;2,00;2,00;1,00;0,50;0,00;0,00;0,00;2,00;0,00;0,00
2020-03-29;22,00;15,71;3,14;3,14;0,00;5,00;2,00;2,00;6,00;2,00;1,00;1,00;0,00;3,00;1,00;1,00;2,00;1,00;4,00;4,00;2,00;1,00;4,00;4,00;2,00;0,50;0,50;0,50;0,50;2,00;0,00;0,00
2020-04-05;22,00;15,71;3,14;3,14;0,00;5,00;1,00;2,00;6,00;3,00;1,00;1,00;0,50;2,00;0,50;0,50;1,00;0,50;3,00;5,00;2,00;0,50;3,00;5,00;2,00;0,50;0,50;0,00;0,00;1,00;0,00;0,00
2020-04-12;18,00;21,00;3,00;3,00;0,50;6,00;2,00;3,00;4,00;2,00;0,50;1,00;0,50;3,00;2,00;0,50;1,00;0,50;3,00;4,00;3,00;0,50;3,00;4,00;3,00;0,50;0,00;0,00;0,50;1,00;0,00;0,50
2020-04-19;21,00;15,00;3,00;3,00;0,00;5,00;2,00;3,00;7,00;1,00;1,00;1,00;0,50;2,00;1,00;1,00;2,00;2,00;2,00;1,00;1,00;2,00;2,00;1,00;1,00;0,00;0,00;0,50;0,50;2,00;0,00;0,00
2020-04-26;24,00;12,00;3,00;3,00;0,00;6,00;2,00;3,00;5,00;2,00;1,00;2,00;1,00;3,00;2,00;1,00;0,50;0,00;3,00;3,00;2,00;0,00;3,00;3,00;2,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00
2020-05-03;24,00;15,00;3,00;3,00;0,00;4,00;1,00;2,00;6,00;4,00;2,00;1,00;1,00;4,00;1,00;0,50;2,00;2,00;3,00;2,00;3,00;2,00;3,00;2,00;3,00;0,50;0,00;0,50;0,00;1,00;0,00;0,00
2020-05-10;20,00;17,14;2,86;2,86;0,00;4,00;0,50;2,00;6,00;3,00;2,00;2,00;0,00;1,00;1,00;0,50;1,00;0,50;3,00;2,00;3,00;0,50;3,00;2,00;3,00;0,00;0,50;0,00;0,00;2,00;0,00;0,00
2020-05-17;22,00;22,00;3,14;12,57;0,00;5,00;4,00;4,00;5,00;3,00;0,50;3,00;0,50;4,00;2,00;0,50;2,00;1,00;3,00;2,00;3,00;1,00;3,00;2,00;3,00;0,50;0,00;0,50;0,50;3,00;0,00;0,00
2020-05-24;23,00;19,71;3,29;6,57;0,00;5,00;2,00;3,00;5,00;2,00;1,00;3,00;1,00;5,00;2,00;1,00;1,00;0,00;3,00;1,00;3,00;0,00;3,00;1,00;3,00;0,50;0,50;0,00;0,00;1,00;0,00;0,00
2020-05-31;26,00;20,22;2,89;5,78;0,50;7,00;3,00;3,00;3,00;3,00;1,00;2,00;1,00;3,00;1,00;1,00;1,00;1,00;2,00;1,00;2,00;1,00;2,00;1,00;2,00;0,50;0,50;0,50;0,00;2,00;0,50;0,00
2020-06-07;18,00;15,00;6,00;6,00;0,00;5,00;2,00;3,00;7,00;3,00;2,00;0,50;0,50;5,00;1,00;0,50;3,00;1,00;3,00;2,00;3,00;1,00;3,00;2,00;3,00;1,00;0,00;0,50;0,00;0,50;0,00;0,50
2020-06-14;17,00;19,83;2,83;8,50;0,00;6,00;3,00;5,00;8,00;4,00;2,00;2,00;1,00;4,00;2,00;2,00;4,00;1,00;3,00;2,00;2,00;1,00;3,00;2,00;2,00;1,00;0,50;0,50;1,00;2,00;0,00;0,50
2020-06-21;20,00;14,29;8,57;11,43;0,50;6,00;5,00;4,00;5,00;5,00;3,00;3,00;1,00;4,00;2,00;1,00;2,00;2,00;3,00;1,00;2,00;2,00;3,00;1,00;2,00;1,00;0,00;0,50;1,00;3,00;0,00;1,00
2020-06-28;24,00;24,00;6,00;9,00;0,00;4,00;5,00;3,00;6,00;5,00;1,00;4,00;3,00;5,00;3,00;1,00;4,00;2,00;3,00;2,00;5,00;2,00;3,00;2,00;5,00;2,00;0,00;0,50;1,00;3,00;1,00;0,00
2020-07-05;20,00;23,33;6,67;10,00;0,00;6,00;3,00;3,00;8,00;7,00;2,00;4,00;2,00;5,00;2,00;1,00;3,00;2,00;4,00;2,00;4,00;2,00;4,00;2,00;4,00;1,00;0,50;1,00;0,50;2,00;0,50;0,50
2020-07-12;21,00;24,00;9,00;15,00;0,00;8,00;3,00;3,00;7,00;20,00;4,00;6,00;1,00;6,00;2,00;2,00;3,00;2,00;2,00;3,00;1,00;2,00;2,00;3,00;1,00;1,00;0,50;2,00;1,00;3,00;0,00;1,00
2020-07-19;21,00;24,00;9,00;12,00;0,50;7,00;2,00;6,00;5,00;9,00;3,00;7,00;1,00;6,00;3,00;1,00;4,00;2,00;5,00;2,00;2,00;2,00;5,00;2,00;2,00;2,00;1,00;1,00;0,00;2,00;0,00;0,00
2020-07-26;26,00;29,25;9,75;9,75;1,00;7,00;2,00;3,00;6,00;5,00;3,00;5,00;0,50;6,00;3,00;3,00;1,00;2,00;7,00;1,00;3,00;2,00;7,00;1,00;3,00;1,00;0,00;1,00;1,00;2,00;1,00;0,00
2020-08-02;20,00;23,33;10,00;10,00;1,00;8,00;5,00;3,00;7,00;3,00;3,00;4,00;2,00;6,00;3,00;1,00;4,00;1,00;5,00;2,00;3,00;1,00;5,00;2,00;3,00;0,50;1,00;0,50;1,00;2,00;0,00;0,00
2020-08-09;22,00;37,71;9,43;9,43;0,00;8,00;5,00;6,00;5,00;3,00;3,00;6,00;1,00;4,00;2,00;1,00;2,00;2,00;6,00;1,00;10,00;2,00;6,00;1,00;10,00;0,50;0,50;1,00;0,50;2,00;0,00;0,50
2020-08-16;30,00;27,00;9,00;6,00;0,00;6,00;5,00;5,00;9,00;5,00;2,00;4,00;1,00;3,00;3,00;2,00;2,00;1,00;8,00;5,00;2,00;1,00;8,00;5,00;2,00;1,00;0,00;1,00;0,50;2,00;0,50;0,00
2020-08-23;26,00;29,25;9,75;6,50;0,00;6,00;4,00;5,00;9,00;5,00;4,00;4,00;2,00;2,00;2,00;1,00;1,00;1,00;6,00;2,00;3,00;1,00;6,00;2,00;3,00;0,00;0,00;1,00;0,50;1,00;0,00;0,00
2020-08-30;28,00;24,89;6,22;6,22;0,00;5,00;2,00;4,00;6,00;3,00;1,00;4,00;1,00;4,00;2,00;1,00;3,00;1,00;7,00;2,00;4,00;1,00;7,00;2,00;4,00;1,00;1,00;0,00;0,00;2,00;1,00;0,00
2020-09-06;30,00;24,00;9,00;6,00;0,50;7,00;3,00;5,00;3,00;5,00;1,00;5,00;1,00;3,00;3,00;0,00;2,00;1,00;5,00;3,00;3,00;1,00;5,00;3,00;3,00;0,00;0,00;0,50;0,00;3,00;0,00;0,00
2020-09-13;29,00;22,56;6,44;3,22;0,50;7,00;2,00;4,00;5,00;3,00;2,00;4,00;1,00;2,00;2,00;1,00;2,00;0,50;6,00;2,00;5,00;0,50;6,00;2,00;5,00;0,50;0,50;0,00;0,00;1,00;0,00;0,00
2020-09-20;24,00;33,00;6,00;6,00;0,00;5,00;2,00;5,00;6,00;3,00;2,00;3,00;0,50;2,00;2,00;1,00;3,00;1,00;4,00;2,00;4,00;1,00;4,00;2,00;4,00;0,50;0,50;0,50;0,00;1,00;0,50;0,00
2020-09-27;21,00;21,00;9,00;6,00;0,50;6,00;1,00;3,00;5,00;5,00;2,00;3,00;1,00;3,00;3,00;0,00;3,00;1,00;5,00;2,00;5,00;1,00;5,00;2,00;5,00;0,00;0,00;0,00;0,50;2,00;0,00;0,00
2020-10-04;21,00;30,00;6,00;6,00;0,50;5,00;2,00;3,00;6,00;5,00;1,00;3,00;1,00;2,00;1,00;1,00;3,00;1,00;2,00;2,00;4,00;1,00;2,00;2,00;4,00;1,00;1,00;0,50;0,00;1,00;0,00;0,50
2020-10-11;20,00;22,86;2,86;5,71;0,00;6,00;1,00;1,00;5,00;4,00;1,00;4,00;1,00;2,00;1,00;1,00;1,00;1,00;4,00;2,00;2,00;1,00;4,00;2,00;2,00;2,00;0,50;0,50;0,00;1,00;0,00;0,00
2020-10-18;17,00;17,00;2,83;2,83;0,00;7,00;2,00;3,00;8,00;3,00;1,00;3,00;1,00;2,00;2,00;0,50;2,00;1,00;3,00;2,00;3,00;1,00;3,00;2,00;3,00;0,50;0,00;0,50;0,00;1,00;0,00;0,00
2020-10-25;17,00;34,00;3,40;3,40;0,00;4,00;2,00;3,00;6,00;2,00;1,00;3,00;0,50;2,00;2,00;1,00;2,00;1,00;2,00;7,00;2,00;1,00;2,00;7,00;2,00;0,50;0,00;0,50;1,00;1,00;0,00;0,50
2020-11-01;18,00;87,00;3,00;3,00;0,00;5,00;1,00;1,00;6,00;1,00;2,00;7,00;0,00;3,00;1,00;0,50;1,00;1,00;3,00;2,00;3,00;1,00;3,00;2,00;3,00;0,00;0,00;0,00;0,50;2,00;0,50;0,00
2020-11-08;16,00;19,20;3,20;3,20;0,00;7,00;2,00;2,00;5,00;3,00;1,00;3,00;1,00;1,00;0,00;0,00;1,00;0,50;1,00;3,00;3,00;0,50;1,00;3,00;3,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00
2020-11-15;24,00;15,00;3,00;6,00;0,00;6,00;2,00;3,00;5,00;5,00;1,00;2,00;0,50;2,00;2,00;1,00;1,00;0,50;2,00;3,00;2,00;0,50;2,00;3,00;2,00;0,00;0,50;0,50;0,00;1,00;0,00;0,00
2020-11-22;19,00;19,00;6,33;3,17;0,00;6,00;1,00;2,00;3,00;4,00;2,00;1,00;2,00;3,00;0,50;0,00;1,00;1,00;2,00;1,00;2,00;1,00;2,00;1,00;2,00;0,50;0,00;0,00;0,50;1,00;0,50;0,00
