Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;23,00;43,29;4,06;0,00;6,76;17,00;2,00;2,00;25,00;138,00;11,50;5,75;14,38;4,60;101,20;6,13;1,53;4,00;6,00;10,00;0,00;90,36;4,93;6,57;1,64;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;50,00;29,73;0,00;0,00;1,35;32,00;0,00;2,00;6,00;155,56;11,11;8,33;8,33;1,56;92,19;4,69;0,00;4,00;6,00;6,00;0,00;91,67;11,67;18,33;1,67;0,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;45,00;32,73;0,00;0,00;2,73;31,00;2,00;4,00;10,00;171,56;11,25;2,81;5,63;7,76;69,83;1,55;0,00;2,00;2,00;8,00;0,00;81,67;8,33;18,33;3,33;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;34,00;36,72;1,36;0,00;0,00;14,00;8,00;4,00;12,00;124,67;17,00;11,33;8,50;1,55;58,73;1,55;0,00;4,00;4,00;6,00;2,00;74,48;3,24;12,95;6,48;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;43,00;37,63;0,00;0,00;1,34;12,00;0,00;0,00;8,00;110,19;10,75;8,06;5,38;4,61;70,64;6,14;0,00;4,00;2,00;8,00;0,00;72,77;3,31;19,85;8,27;0,00;0,00;0,00;0,00;14,00;2,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;30,00;46,36;1,36;0,00;4,09;22,00;2,00;0,00;12,00;136,36;16,36;5,45;2,73;1,58;94,74;1,58;0,00;6,00;2,00;2,00;0,00;83,33;10,00;21,67;3,33;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;44,00;52,00;4,00;0,00;0,00;18,00;6,00;0,00;14,00;140,25;13,75;8,25;2,75;4,55;78,90;0,00;0,00;4,00;2,00;10,00;2,00;84,74;3,26;30,96;3,26;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;32,00;40,35;9,74;0,00;1,39;28,00;0,00;0,00;12,00;177,45;11,64;11,64;5,82;4,80;72,00;4,80;1,60;8,00;0,00;4,00;0,00;96,00;11,79;18,53;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;45,00;40,91;6,82;0,00;4,09;35,00;2,00;0,00;14,00;163,13;16,88;14,06;11,25;1,55;45,00;1,55;0,00;2,00;4,00;8,00;0,00;90,00;10,00;23,33;3,33;0,00;0,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;28,00;46,67;2,67;0,00;2,67;26,00;2,00;0,00;14,00;142,80;28,00;0,00;2,80;6,22;65,33;0,00;4,67;2,00;0,00;12,00;2,00;88,94;6,59;21,41;3,29;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;37,00;43,85;2,74;0,00;2,74;17,00;2,00;2,00;6,00;182,15;14,23;14,23;2,85;7,71;87,88;6,17;0,00;4,00;4,00;4,00;0,00;105,95;18,50;16,82;1,68;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;31,00;49,87;2,70;0,00;8,09;38,00;2,00;0,00;15,00;152,18;22,55;2,82;8,45;4,65;83,70;0,00;0,00;2,00;2,00;4,00;2,00;81,58;14,68;29,37;6,53;0,00;0,00;0,00;2,00;10,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;50,00;56,76;8,11;0,00;4,05;15,00;2,00;0,00;21,00;188,89;16,67;11,11;5,56;1,56;65,63;12,50;0,00;2,00;2,00;6,00;2,00;125,00;5,00;16,67;1,67;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-04-07;43,00;68,53;2,69;0,00;2,69;25,00;0,00;0,00;15,00;158,56;10,75;18,81;2,69;1,54;81,39;4,61;0,00;6,00;0,00;4,00;0,00;125,69;8,27;18,19;11,58;0,00;2,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;45,00;55,91;2,73;0,00;2,73;24,00;0,00;4,00;9,00;180,00;22,50;5,63;2,81;0,00;105,52;6,21;0,00;11,00;0,00;4,00;0,00;95,00;10,00;23,33;10,00;0,00;0,00;0,00;0,00;6,00;0,00;2,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;34,00;55,76;8,16;0,00;8,16;17,00;6,00;2,00;23,00;189,83;22,67;14,17;8,50;6,18;97,36;6,18;4,64;2,00;0,00;8,00;0,00;108,80;13,60;23,80;0,00;0,00;0,00;0,00;0,00;8,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;49,00;51,72;4,08;0,00;6,81;37,00;0,00;2,00;8,00;171,50;16,33;10,89;5,44;1,53;81,16;7,66;4,59;2,00;4,00;4,00;0,00;84,93;11,43;22,87;6,53;0,00;0,00;0,00;0,00;8,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;82,00;63,18;4,03;0,00;0,00;36,00;0,00;0,00;15,00;206,41;22,62;22,62;2,83;4,64;74,26;4,64;1,55;8,00;0,00;10,00;0,00;125,51;16,73;31,80;6,69;0,00;0,00;0,00;2,00;6,00;0,00;0,00;0,00;4,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;62,00;43,13;4,04;0,00;2,70;28,00;4,00;0,00;11,00;188,82;16,91;14,09;5,64;9,30;105,40;6,20;1,55;2,00;2,00;6,00;2,00;115,62;21,78;31,84;5,03;0,00;2,00;0,00;4,00;6,00;0,00;0,00;0,00;2,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
