Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;23,00;690,00;828,00;138,00;391,00;460,00;11,50;368,00;92,00;101,86;88,71;111,71;157,71;34,50;368,00;80,50;11,50;211,60;349,60;18,40;110,40;9,86;88,71;47,64;50,93;10,89;36,32;44,79;23,00;6,00;2,00;2,00;6,00;23,00;4,00;2,00
2019-01-13;50,00;650,00;837,50;175,00;425,00;525,00;12,50;375,00;100,00;93,33;116,67;150,00;146,67;30,00;300,00;40,00;10,00;186,36;322,73;13,64;122,73;14,52;91,94;25,81;33,87;20,24;35,71;28,57;16,67;0,00;4,00;2,00;4,00;16,00;8,00;4,00
2019-01-20;45,00;915,00;1020,00;180,00;510,00;472,50;11,25;360,00;67,50;80,36;83,57;118,93;157,50;33,75;371,25;56,25;11,25;216,00;315,00;13,50;67,50;17,68;56,25;22,50;46,61;8,29;17,76;50,92;14,21;4,00;4,00;4,00;2,00;16,00;2,00;4,00
2019-01-27;34,00;521,33;702,67;124,67;408,00;357,00;0,00;289,00;68,00;74,80;91,80;115,60;125,80;22,67;317,33;45,33;11,33;174,86;315,71;14,57;116,57;22,67;50,19;27,52;50,19;17,59;28,14;35,17;9,38;6,00;2,00;2,00;8,00;10,00;4,00;0,00
2019-02-03;43,00;774,00;931,67;172,00;487,33;408,50;10,75;301,00;86,00;79,38;102,54;122,38;142,23;53,75;354,75;53,75;10,75;224,56;305,78;19,11;95,56;17,52;73,26;38,22;54,15;11,94;23,89;45,39;5,97;4,00;2,00;6,00;8,00;16,00;2,00;4,00
2019-02-10;30,00;780,00;1050,00;210,00;600,00;600,00;15,00;390,00;120,00;70,00;86,67;150,00;133,33;40,00;330,00;50,00;10,00;255,00;350,00;20,00;120,00;15,79;72,63;22,11;58,42;12,00;26,40;34,80;14,40;6,00;0,00;4,00;0,00;10,00;0,00;6,00
2019-02-17;44,00;880,00;894,67;205,33;557,33;440,00;11,00;330,00;88,00;81,71;88,00;128,86;182,29;44,00;363,00;77,00;22,00;200,44;376,44;29,33;97,78;27,70;76,59;26,07;39,11;16,65;23,78;40,43;9,51;4,00;6,00;0,00;0,00;14,00;0,00;0,00
2019-02-24;32,00;816,00;1024,00;208,00;688,00;736,00;16,00;512,00;96,00;67,20;99,20;112,00;176,00;32,00;373,33;53,33;10,67;210,29;361,14;13,71;68,57;20,21;55,58;30,32;38,74;8,62;27,08;46,77;28,31;8,00;4,00;2,00;6,00;18,00;2,00;6,00
2019-03-03;45,00;1035,00;1080,00;180,00;585,00;495,00;0,00;405,00;112,50;93,21;67,50;115,71;163,93;56,25;427,50;67,50;11,25;261,00;351,00;13,50;117,00;9,64;61,07;56,25;49,82;16,58;31,97;31,97;17,76;4,00;2,00;8,00;10,00;18,00;2,00;4,00
2019-03-10;28,00;938,00;980,00;196,00;518,00;616,00;14,00;532,00;112,00;71,56;118,22;93,33;161,78;37,33;354,67;46,67;18,67;196,00;382,67;14,00;98,00;14,82;72,47;32,94;75,76;8,17;33,83;53,67;10,50;10,00;6,00;2,00;12,00;16,00;0,00;4,00
2019-03-17;37,00;703,00;851,00;172,67;468,67;388,50;9,25;277,50;92,50;60,55;117,73;117,73;158,09;37,00;305,25;46,25;9,25;212,75;453,25;13,88;87,88;14,48;74,00;43,43;43,43;19,10;45,35;41,77;26,26;10,00;6,00;0,00;10,00;39,00;0,00;4,00
2019-03-24;31,00;930,00;1069,50;232,50;558,00;682,00;15,50;527,00;155,00;99,89;117,11;141,22;182,56;51,67;320,33;62,00;20,67;217,00;310,00;13,29;101,86;9,79;83,21;37,53;44,05;14,31;22,65;44,12;8,35;8,00;8,00;0,00;2,00;6,00;4,00;4,00
2019-03-31;50,00;850,00;837,50;175,00;512,50;575,00;12,50;425,00;125,00;113,33;113,33;146,67;193,33;50,00;320,00;70,00;20,00;236,36;377,27;9,09;140,91;19,35;87,10;27,42;32,26;22,62;22,62;30,95;16,67;12,00;6,00;2,00;8,00;25,00;4,00;0,00
2019-04-07;43,00;888,67;989,00;157,67;487,33;408,50;10,75;322,50;86,00;109,15;89,31;142,23;178,62;53,75;344,00;64,50;10,75;234,11;348,78;19,11;105,11;9,56;62,11;57,33;52,56;11,94;25,08;31,06;20,31;14,00;6,00;2,00;4,00;12,00;0,00;2,00
2019-04-14;45,00;1455,00;1080,00;195,00;600,00;495,00;11,25;315,00;67,50;83,57;99,64;118,93;173,57;56,25;371,25;33,75;33,75;252,00;292,50;22,50;103,50;19,29;67,50;25,71;35,36;16,58;34,34;37,89;16,58;2,00;6,00;9,00;13,00;11,00;0,00;6,00
2019-04-21;34,00;657,33;748,00;170,00;476,00;391,00;0,00;272,00;68,00;71,40;108,80;112,20;197,20;45,33;385,33;79,33;11,33;262,29;325,43;9,71;82,57;16,19;58,29;43,71;35,62;21,86;21,86;47,36;27,93;8,00;6,00;0,00;6,00;30,00;0,00;0,00
2019-04-28;49,00;784,00;808,50;159,25;490,00;490,00;12,25;465,50;98,00;88,20;98,00;133,93;176,40;49,00;362,60;78,40;19,60;284,20;372,40;24,50;93,10;21,23;101,27;53,90;44,10;16,73;33,46;25,10;20,32;8,00;8,00;2,00;12,00;10,00;6,00;6,00
2019-05-05;82,00;888,33;997,67;177,67;546,67;430,50;10,25;2050,00;82,00;114,80;108,24;147,60;183,68;30,75;369,00;71,75;10,25;255,65;352,12;19,29;149,53;20,90;91,65;27,33;56,27;13,07;21,39;35,65;30,90;21,00;6,00;2,00;8,00;21,00;4,00;4,00
