Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;50,00;0,00;13,00;12,50;6,82;83,33;19,05;0,00;25,00;45,83;0,00;0,00;19,00;6,00;0,00;13,00;0,00;50,00;6,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;42,00;0,00;18,00;5,68;23,84;93,33;18,67;0,00;42,00;37,80;0,00;6,00;0,00;0,00;0,00;12,00;6,00;42,00;0,00;0,00;5,25;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;17,00;0,00;17,00;11,33;17,00;75,29;29,14;0,00;29,75;42,50;0,00;0,00;6,00;6,00;0,00;23,00;0,00;29,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;29,00;0,00;6,00;0,00;17,85;106,33;24,17;0,00;66,29;53,86;0,00;0,00;6,00;0,00;0,00;23,00;0,00;35,00;18,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;25,00;0,00;12,00;6,82;19,32;106,82;36,36;8,33;37,50;33,33;0,00;0,00;25,00;0,00;0,00;0,00;6,00;50,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;12,00;0,00;6,00;5,45;17,45;98,40;19,20;8,00;36,00;36,00;12,00;0,00;12,00;6,00;0,00;6,00;6,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;12,00;0,00;0,00;0,00;12,00;108,00;50,40;0,00;36,00;48,00;8,00;6,00;6,00;12,00;6,00;6,00;0,00;25,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;18,00;0,00;30,00;5,63;24,75;132,75;47,25;7,20;21,60;50,40;18,00;0,00;6,00;6,00;12,00;24,00;12,00;43,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00
2019-03-03;6,00;0,00;19,00;0,00;17,00;86,00;16,00;0,00;27,00;39,00;6,00;6,00;6,00;0,00;6,00;32,00;6,00;38,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;19,00;0,00;19,00;0,00;12,29;87,88;38,00;7,60;64,60;22,80;0,00;6,00;0,00;6,00;6,00;32,00;0,00;51,00;0,00;0,00;5,43;0,00;0,00;6,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;13,00;0,00;25,00;7,09;33,09;104,00;62,40;0,00;39,00;69,33;8,67;0,00;6,00;13,00;6,00;31,00;0,00;31,00;6,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
