Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;35,00;283,50;178,50;84,00;105,00;118,13;0,00;135,63;135,63;50,00;205,00;245,00;90,00;75,83;70,00;81,67;23,33;23,33;64,17;46,67;105,00;5,25;103,25;80,50;22,75;0,00;5,25;105,00;6,00;6,00;0,00;0,00;6,00;0,00;6,00
2019-01-13;29,00;195,75;163,13;97,88;134,13;95,29;0,00;78,71;95,29;48,33;145,00;241,67;67,67;5,80;81,20;92,80;40,60;63,80;46,40;34,80;104,40;5,12;63,12;34,12;11,94;22,18;5,12;114,29;29,00;0,00;6,00;6,00;6,00;0,00;0,00
2019-01-20;23,00;237,67;176,33;92,00;191,67;79,45;6,27;125,45;73,18;36,80;165,60;207,00;82,80;11,50;69,00;80,50;28,75;51,75;69,00;23,00;86,25;30,08;47,77;65,46;23,00;17,69;5,31;65,46;12,00;6,00;6,00;6,00;12,00;0,00;0,00
2019-01-27;29,00;217,50;152,25;94,25;159,50;62,14;10,36;113,93;78,71;43,50;159,50;246,50;91,83;23,20;104,40;87,00;17,40;63,80;40,60;29,00;87,00;17,06;92,12;22,18;17,06;0,00;0,00;98,94;12,00;12,00;0,00;12,00;6,00;6,00;0,00
2019-02-03;6,00;174,00;171,00;75,00;105,00;56,00;6,00;114,00;68,00;24,00;222,00;252,00;132,00;18,00;81,00;93,00;42,00;25,50;49,50;49,50;93,00;28,00;98,00;62,00;14,00;22,00;0,00;98,00;0,00;0,00;6,00;0,00;18,00;6,00;6,00
2019-02-10;12,00;356,00;240,00;112,00;156,00;68,00;0,00;154,00;114,00;36,00;144,00;152,00;72,00;30,00;87,00;69,00;18,00;19,50;57,00;6,00;106,50;17,14;77,14;17,14;36,00;6,86;6,86;102,86;18,00;0,00;6,00;0,00;6,00;0,00;6,00
2019-02-17;31,00;296,22;206,67;134,33;113,67;47,53;0,00;138,47;53,73;39,86;190,43;208,14;66,43;16,91;90,18;53,55;42,27;44,29;57,57;44,29;75,29;12,06;172,22;36,17;24,11;0,00;0,00;118,83;6,00;6,00;6,00;6,00;6,00;0,00;0,00
2019-02-24;18,00;234,00;198,00;64,80;115,20;68,00;0,00;142,00;50,00;54,00;81,00;207,00;81,00;12,00;105,00;69,00;36,00;37,50;55,50;43,50;49,50;18,00;99,00;43,20;30,60;18,00;0,00;75,60;6,00;12,00;0,00;6,00;18,00;0,00;0,00
2019-03-03;6,00;252,00;150,00;96,00;138,00;72,00;6,00;132,00;94,00;78,00;180,00;294,00;180,00;12,00;78,00;66,00;30,00;54,00;96,00;54,00;54,00;34,00;134,00;54,00;34,00;20,00;0,00;68,00;0,00;6,00;6,00;6,00;0,00;12,00;0,00
2019-03-10;12,00;276,00;252,00;124,00;184,00;74,00;0,00;106,00;78,00;24,00;120,00;248,00;120,00;36,00;81,00;81,00;54,00;37,50;49,50;49,50;105,00;12,00;41,14;24,00;5,14;12,00;0,00;113,14;0,00;0,00;0,00;12,00;30,00;12,00;6,00
2019-03-17;50,00;235,71;182,14;128,57;192,86;69,57;6,52;100,00;56,52;40,91;127,27;236,36;95,45;11,76;55,88;79,41;44,12;80,88;44,12;36,76;94,12;7,14;114,29;44,64;7,14;18,97;0,00;86,21;0,00;6,00;0,00;6,00;6,00;6,00;0,00
2019-03-24;25,00;175,00;160,71;160,71;157,14;104,55;6,82;150,00;111,36;35,00;180,00;305,00;125,00;12,50;143,75;103,13;18,75;55,88;55,88;30,88;104,41;17,86;62,50;25,00;30,36;25,00;7,14;114,29;6,00;0,00;0,00;0,00;6,00;6,00;0,00
