Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;18,00;0,00;162,00;81,00;18,00;18,00
2019-01-13;36,00;0,00;216,00;99,00;9,00;46,00
2019-01-20;27,00;0,00;198,00;45,00;9,00;18,00
2019-01-27;46,00;9,20;140,30;92,00;0,00;28,00
2019-02-03;38,00;8,94;158,71;38,00;0,00;0,00
2019-02-10;29,00;8,92;93,69;84,77;0,00;10,00
2019-02-17;39,00;9,18;137,65;50,47;0,00;39,00
2019-02-24;19,00;0,00;168,63;59,38;0,00;9,00
2019-03-03;27,00;0,00;108,00;27,00;0,00;18,00
2019-03-10;47,00;0,00;64,90;47,00;0,00;19,00
2019-03-17;58,00;0,00;139,20;69,60;9,28;19,00
2019-03-24;10,00;0,00;105,00;52,50;0,00;10,00
2019-03-31;65,00;0,00;82,93;73,97;0,00;9,00
2019-04-07;52,00;0,00;140,17;88,17;0,00;9,00
2019-04-14;20,00;0,00;148,89;68,89;0,00;0,00
2019-04-21;30,00;0,00;113,08;30,00;0,00;20,00
2019-04-28;53,00;0,00;89,87;55,30;0,00;18,00
2019-05-05;36,00;0,00;105,75;36,00;9,00;36,00
2019-05-12;55,00;0,00;64,17;36,67;9,17;18,00
2019-05-19;36,00;0,00;45,00;72,00;9,00;36,00
2019-05-26;49,00;8,91;115,82;95,77;8,91;30,00
2019-06-02;37,00;0,00;94,81;46,25;9,25;0,00
2019-06-09;36,00;0,00;99,00;63,00;0,00;0,00
2019-06-16;28,00;8,62;71,08;81,85;8,62;10,00
2019-06-23;10,00;10,00;100,00;87,50;10,00;10,00
2019-06-30;19,00;9,50;80,75;90,25;0,00;19,00
2019-07-07;20,00;0,00;124,44;8,89;0,00;39,00
2019-07-14;21,00;0,00;119,00;32,67;11,67;11,00
2019-07-21;22,00;11,00;176,00;88,00;0,00;23,00
2019-07-28;68,00;0,00;158,67;68,00;22,67;23,00
2019-08-04;52,00;0,00;153,74;92,70;11,30;21,00
2019-08-11;38,00;8,94;111,76;84,94;0,00;67,00
2019-08-18;9,00;0,00;146,25;90,00;9,00;0,00
