Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2021-09-19;11,00;0,00;17,00;2,00;2,00
2021-09-26;2,00;2,00;11,00;0,00;2,00
2021-10-03;3,00;3,00;23,00;2,00;0,00
2021-10-10;11,00;3,00;22,00;2,00;3,00
2021-10-17;5,00;5,00;21,00;2,00;3,00
2021-10-24;8,00;3,00;18,00;0,00;2,00
2021-10-31;15,00;0,00;38,00;2,00;3,00
2021-11-07;11,00;6,00;27,00;0,00;0,00
2021-11-14;6,00;1,00;70,00;4,00;0,00
2021-11-21;12,00;0,00;22,00;0,00;0,00
2021-11-28;9,00;1,00;16,00;0,00;1,00
2021-12-05;8,00;9,00;8,00;0,00;3,00
2021-12-12;4,00;20,00;11,00;0,00;0,00
