Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;25,00;2,00;43,00;1,00;2,00
2019-01-13;17,00;0,50;34,00;2,00;1,00
2019-01-20;23,00;0,50;39,00;1,00;2,00
2019-01-27;23,00;1,00;33,00;1,00;3,00
2019-02-03;20,00;0,50;33,00;2,00;2,00
2019-02-10;18,00;1,00;28,00;1,00;3,00
2019-02-17;19,00;1,00;32,00;2,00;3,00
2019-02-24;14,00;1,00;30,00;0,50;1,00
2019-03-03;30,00;1,00;48,00;1,00;3,00
2019-03-10;19,00;2,00;40,00;2,00;1,00
2019-03-17;23,00;1,00;38,00;0,50;1,00
2019-03-24;20,00;1,00;32,00;2,00;1,00
2019-03-31;15,00;2,00;35,00;1,00;1,00
2019-04-07;15,00;2,00;31,00;1,00;2,00
2019-04-14;11,00;1,00;28,00;1,00;2,00
2019-04-21;18,00;1,00;37,00;0,00;1,00
2019-04-28;14,00;0,00;34,00;2,00;1,00
2019-05-05;15,00;1,00;34,00;0,50;1,00
2019-05-12;18,00;3,00;40,00;1,00;2,00
2019-05-19;18,00;1,00;34,00;1,00;2,00
2019-05-26;19,00;2,00;40,00;1,00;3,00
2019-06-02;18,00;0,50;81,00;1,00;2,00
2019-06-09;18,00;0,50;49,00;2,00;3,00
2019-06-16;17,00;1,00;34,00;0,00;1,00
2019-06-23;17,00;1,00;35,00;2,00;0,50
2019-06-30;19,00;1,00;24,00;2,00;1,00
2019-07-07;13,00;2,00;31,00;1,00;2,00
2019-07-14;15,00;1,00;34,00;1,00;2,00
2019-07-21;17,00;1,00;35,00;0,50;3,00
2019-07-28;15,00;1,00;36,00;1,00;2,00
2019-08-04;16,00;1,00;38,00;1,00;2,00
2019-08-11;19,00;2,00;36,00;5,00;2,00
2019-08-18;20,00;1,00;27,00;0,00;2,00
2019-08-25;27,00;1,00;28,00;1,00;1,00
2019-09-01;14,00;1,00;29,00;1,00;2,00
2019-09-08;15,00;0,00;29,00;2,00;2,00
2019-09-15;13,00;1,00;31,00;1,00;1,00
2019-09-22;12,00;1,00;36,00;1,00;3,00
2019-09-29;16,00;2,00;26,00;1,00;2,00
2019-10-06;20,00;1,00;29,00;1,00;1,00
2019-10-13;12,00;1,00;29,00;1,00;1,00
2019-10-20;18,00;2,00;28,00;1,00;2,00
2019-10-27;16,00;1,00;18,00;0,00;2,00
2019-11-03;18,00;1,00;22,00;2,00;2,00
2019-11-10;19,00;1,00;25,00;2,00;3,00
2019-11-17;15,00;2,00;27,00;2,00;2,00
2019-11-24;16,00;2,00;22,00;2,00;4,00
2019-12-01;15,00;2,00;27,00;1,00;1,00
2019-12-08;20,00;1,00;23,00;2,00;2,00
2019-12-15;19,00;2,00;33,00;2,00;1,00
2019-12-22;19,00;2,00;35,00;2,00;3,00
2019-12-29;19,00;1,00;34,00;2,00;2,00
2020-01-05;17,00;2,00;49,00;1,00;4,00
2020-01-12;22,00;1,00;42,00;2,00;3,00
2020-01-19;16,00;1,00;41,00;4,00;5,00
2020-01-26;18,00;2,00;30,00;2,00;2,00
2020-02-02;16,00;2,00;28,00;3,00;3,00
2020-02-09;19,00;1,00;35,00;1,00;2,00
2020-02-16;18,00;2,00;30,00;1,00;2,00
2020-02-23;16,00;2,00;33,00;2,00;3,00
2020-03-01;14,00;1,00;38,00;1,00;4,00
2020-03-08;17,00;2,00;32,00;2,00;2,00
2020-03-15;16,00;2,00;23,00;1,00;1,00
2020-03-22;11,00;1,00;22,00;1,00;3,00
2020-03-29;11,00;2,00;22,00;1,00;2,00
2020-04-05;12,00;1,00;32,00;6,00;2,00
2020-04-12;13,00;1,00;26,00;2,00;2,00
2020-04-19;13,00;2,00;26,00;1,00;1,00
2020-04-26;15,00;2,00;25,00;1,00;2,00
2020-05-03;13,00;1,00;26,00;2,00;2,00
2020-05-10;9,00;2,00;23,00;1,00;2,00
2020-05-17;12,00;1,00;25,00;0,50;2,00
2020-05-24;13,00;1,00;29,00;2,00;1,00
2020-05-31;13,00;1,00;22,00;1,00;2,00
2020-06-07;13,00;0,00;19,00;1,00;1,00
2020-06-14;10,00;1,00;24,00;2,00;3,00
2020-06-21;17,00;1,00;26,00;1,00;1,00
2020-06-28;15,00;0,50;24,00;1,00;0,50
2020-07-05;14,00;2,00;18,00;1,00;0,50
2020-07-12;13,00;2,00;22,00;1,00;2,00
2020-07-19;12,00;2,00;21,00;0,50;2,00
2020-07-26;14,00;1,00;21,00;0,50;2,00
2020-08-02;22,00;1,00;23,00;1,00;2,00
2020-08-09;16,00;2,00;26,00;1,00;1,00
2020-08-16;11,00;2,00;29,00;2,00;2,00
2020-08-23;13,00;2,00;27,00;1,00;2,00
2020-08-30;13,00;1,00;23,00;1,00;1,00
2020-09-06;12,00;1,00;24,00;0,50;2,00
2020-09-13;16,00;2,00;21,00;1,00;2,00
2020-09-20;12,00;1,00;17,00;0,00;2,00
2020-09-27;14,00;2,00;24,00;1,00;2,00
2020-10-04;10,00;3,00;20,00;6,00;1,00
2020-10-11;15,00;1,00;19,00;0,50;1,00
2020-10-18;11,00;2,00;21,00;1,00;0,50
2020-10-25;15,00;1,00;19,00;1,00;1,00
2020-11-01;10,00;1,00;13,00;1,00;1,00
2020-11-08;14,00;1,00;17,00;3,00;1,00
2020-11-15;11,00;1,00;18,00;2,00;1,00
2020-11-22;13,00;1,00;16,00;3,00;1,00
2020-11-29;10,00;1,00;21,00;1,00;0,50
2020-12-06;16,00;1,00;24,00;1,00;1,00
2020-12-13;15,00;1,00;19,00;0,50;0,50
2020-12-20;14,00;1,00;21,00;1,00;2,00
2020-12-27;18,00;1,00;26,00;1,00;1,00
2021-01-03;20,00;0,50;21,00;2,00;2,00
2021-01-10;15,00;2,00;22,00;1,00;1,00
2021-01-17;16,00;1,00;22,00;2,00;1,00
2021-01-24;17,00;1,00;19,00;2,00;0,50
2021-01-31;13,00;2,00;24,00;0,50;1,00
2021-02-07;10,00;2,00;20,00;3,00;2,00
2021-02-14;12,00;2,00;24,00;1,00;2,00
2021-02-21;11,00;1,00;22,00;1,00;2,00
2021-02-28;9,00;1,00;17,00;1,00;1,00
2021-03-07;17,00;2,00;21,00;1,00;0,50
2021-03-14;14,00;2,00;21,00;1,00;2,00
2021-03-21;15,00;1,00;24,00;2,00;2,00
2021-03-28;12,00;0,00;28,00;1,00;2,00
2021-04-04;15,00;1,00;23,00;2,00;2,00
2021-04-11;17,00;1,00;31,00;3,00;1,00
2021-04-18;13,00;2,00;27,00;1,00;2,00
2021-04-25;14,00;1,00;26,00;2,00;3,00
2021-05-02;18,00;2,00;27,00;1,00;2,00
2021-05-09;15,00;2,00;28,00;1,00;1,00
2021-05-16;21,00;1,00;23,00;2,00;3,00
2021-05-23;12,00;1,00;28,00;2,00;1,00
2021-05-30;15,00;2,00;22,00;2,00;1,00
2021-06-06;16,00;1,00;25,00;1,00;1,00
2021-06-13;14,00;1,00;21,00;1,00;1,00
2021-06-20;23,00;1,00;16,00;0,50;1,00
2021-06-27;14,00;3,00;24,00;0,50;2,00
2021-07-04;15,00;2,00;23,00;2,00;1,00
2021-07-11;16,00;2,00;21,00;1,00;2,00
2021-07-18;20,00;1,00;23,00;1,00;5,00
2021-07-25;21,00;1,00;28,00;3,00;1,00
2021-08-01;12,00;2,00;21,00;1,00;2,00
2021-08-08;16,00;2,00;23,00;1,00;1,00
2021-08-15;16,00;2,00;20,00;1,00;2,00
2021-08-22;19,00;1,00;100,00;1,00;2,00
2021-08-29;17,00;2,00;41,00;1,00;1,00
2021-09-05;12,00;1,00;30,00;1,00;0,00
2021-09-12;15,00;1,00;22,00;2,00;1,00
2021-09-19;17,00;1,00;19,00;1,00;2,00
2021-09-26;9,00;2,00;20,00;0,50;1,00
2021-10-03;14,00;2,00;22,00;1,00;1,00
2021-10-10;15,00;3,00;25,00;1,00;2,00
2021-10-17;12,00;3,00;21,00;1,00;1,00
2021-10-24;13,00;0,50;23,00;1,00;2,00
2021-10-31;12,00;2,00;16,00;1,00;1,00
2021-11-07;13,00;2,00;22,00;1,00;1,00
2021-11-14;13,00;2,00;23,00;0,50;0,50
2021-11-21;14,00;1,00;16,00;1,00;1,00
2021-11-28;13,00;2,00;23,00;0,50;1,00
2021-12-05;11,00;3,00;24,00;1,00;0,50
2021-12-12;12,00;6,00;23,00;2,00;1,00
