Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;55,00;400,00;370,00;345,00;275,00;15,71;141,43;94,29;238,33;128,33;96,90;99,52;247,50;271,07;55,00;7,86;93,50;473,00;16,50;49,50;14,00;46,00;45,00;50,00;27,00;86,00;4,00;22,00;15,00;7,00;13,00;6,00;4,00;2,00;0,00
2019-01-13;51,00;387,60;357,00;300,90;225,86;7,29;123,86;80,14;193,80;119,85;96,90;99,45;204,00;211,85;39,23;7,85;79,33;476,00;17,00;34,00;23,00;41,00;45,00;52,00;20,00;72,00;6,00;34,00;16,00;6,00;8,00;2,00;13,00;2,00;0,00
2019-01-20;40,00;370,00;340,00;370,00;240,00;8,00;160,00;112,00;187,50;117,50;85,00;117,50;212,00;256,00;56,00;8,00;91,43;480,00;17,14;22,86;15,00;45,00;36,00;43,00;17,00;80,00;2,00;22,00;21,00;7,00;12,00;3,00;14,00;3,00;1,00
2019-01-27;54,00;338,73;304,36;324,00;223,71;7,71;162,00;100,29;167,14;126,00;90,00;113,14;177,43;212,14;38,57;7,71;81,00;415,80;10,80;32,40;9,00;28,00;27,00;28,00;15,00;68,00;3,00;28,00;19,00;2,00;10,00;7,00;11,00;1,00;2,00
2019-02-03;43,00;381,63;306,38;381,63;283,80;8,60;163,40;94,60;189,71;106,24;103,71;134,06;203,27;258,00;43,00;11,73;69,88;430,00;21,50;32,25;15,00;38,00;39,00;43,00;32,00;56,00;6,00;27,00;23,00;11,00;6,00;7,00;13,00;2,00;0,00
2019-02-10;45,00;350,00;325,00;350,00;292,50;15,00;157,50;112,50;177,35;135,00;74,12;103,24;196,36;216,82;57,27;8,18;73,13;416,25;16,88;39,38;14,00;35,00;40,00;41,00;29,00;56,00;6,00;25,00;9,00;6,00;7,00;4,00;11,00;4,00;0,00
2019-02-17;64,00;320,00;305,23;359,38;240,00;8,00;144,00;88,00;184,32;133,12;102,40;138,24;200,00;220,00;48,00;12,00;80,00;453,33;10,67;32,00;20,00;35,00;28,00;59,00;22,00;49,00;13,00;20,00;18,00;6,00;5,00;8,00;15,00;2,00;2,00
2019-02-24;43,00;305,78;286,67;363,11;215,00;14,33;143,33;100,33;156,82;123,94;75,88;108,76;215,00;222,82;54,73;3,91;80,63;392,38;10,75;37,63;12,00;35,00;33,00;38,00;29,00;46,00;8,00;23,00;14,00;12,00;8,00;2,00;9,00;1,00;0,00
2019-03-03;58,00;348,00;290,00;384,91;256,86;8,29;165,71;99,43;174,00;116,00;68,09;116,00;201,07;220,40;42,53;3,87;63,27;406,00;15,82;36,91;18,00;39,00;38,00;44,00;21,00;61,00;9,00;21,00;9,00;6,00;8,00;6,00;9,00;2,00;1,00
2019-03-10;49,00;392,00;249,90;362,60;228,67;8,17;155,17;114,33;170,21;108,32;79,95;113,47;163,33;236,83;53,08;20,42;76,22;419,22;16,33;38,11;13,00;52,00;31,00;48,00;14,00;49,00;6,00;27,00;12,00;9,00;6,00;5,00;7,00;1,00;2,00
2019-03-17;49,00;372,40;274,40;387,10;253,17;16,33;163,33;114,33;162,47;121,21;92,84;126,37;183,75;216,42;53,08;8,17;70,78;408,33;21,78;38,11;20,00;32,00;37,00;37,00;22,00;56,00;6,00;26,00;14,00;0,00;7,00;2,00;15,00;1,00;2,00
2019-03-24;62,00;310,00;268,67;387,50;193,75;15,50;124,00;93,00;155,00;80,08;74,92;118,83;186,00;239,73;45,47;8,27;84,55;394,55;11,27;50,73;24,00;35,00;34,00;35,00;28,00;41,00;16,00;23,00;11,00;10,00;8,00;4,00;19,00;4,00;1,00
2019-03-31;55,00;315,00;250,00;415,00;235,71;7,86;141,43;94,29;144,05;128,33;99,52;144,05;196,43;223,93;43,21;3,93;88,00;379,50;16,50;27,50;24,00;40,00;33,00;39,00;21,00;45,00;6,00;22,00;13,00;2,00;8,00;5,00;11,00;5,00;4,00
2019-04-07;83,00;368,31;264,56;446,13;264,09;15,09;135,82;113,18;204,91;124,50;93,38;145,25;201,57;245,05;47,43;15,81;94,07;403,93;5,53;38,73;17,00;34,00;31,00;57,00;21,00;55,00;10,00;24,00;6,00;7,00;9,00;9,00;15,00;0,00;2,00
2019-04-14;70,00;390,00;220,00;500,00;225,56;15,56;155,56;116,67;181,48;103,70;82,96;137,41;143,89;213,89;35,00;7,78;75,38;387,69;10,77;37,69;16,00;44,00;34,00;28,00;21,00;41,00;14,00;23,00;16,00;4,00;10,00;6,00;16,00;3,00;0,00
2019-04-21;67,00;298,92;206,15;427,77;223,33;7,44;126,56;81,89;164,92;100,50;77,31;108,23;208,88;224,65;43,35;7,88;83,75;429,92;11,17;39,08;19,00;35,00;35,00;35,00;31,00;31,00;17,00;19,00;19,00;6,00;12,00;7,00;8,00;0,00;0,00
2019-04-28;45,00;330,00;240,00;490,00;202,50;7,50;150,00;105,00;162,50;95,00;92,50;150,00;171,82;241,36;49,09;8,18;90,00;393,75;16,88;39,38;28,00;35,00;37,00;43,00;22,00;24,00;8,00;30,00;13,00;8,00;12,00;7,00;20,00;3,00;0,00
2019-05-05;87,00;337,76;255,88;460,59;245,18;7,91;790,91;126,55;168,88;84,44;89,56;112,59;158,18;268,91;51,41;11,86;81,56;358,88;16,31;38,06;24,00;43,00;31,00;35,00;37,00;37,00;9,00;21,00;24,00;9,00;10,00;3,00;28,00;2,00;2,00
2019-05-12;75,00;330,00;225,00;455,00;232,50;7,50;270,00;105,00;152,59;100,86;80,17;106,03;173,68;228,95;47,37;11,84;80,36;375,00;16,07;32,14;32,00;46,00;38,00;32,00;36,00;37,00;7,00;19,00;8,00;7,00;7,00;13,00;19,00;4,00;2,00
2019-05-19;60,00;350,00;230,00;405,00;255,00;15,00;217,50;82,50;156,52;112,17;101,74;125,22;184,00;228,00;44,00;8,00;125,45;365,45;16,36;43,64;27,00;32,00;35,00;41,00;36,00;51,00;12,00;23,00;15,00;7,00;10,00;3,00;28,00;2,00;3,00
2019-05-26;83,00;316,44;264,56;415,00;233,91;7,55;482,91;98,09;176,38;108,94;103,75;137,47;245,05;225,29;39,52;7,90;94,07;409,47;16,60;38,73;29,00;39,00;38,00;49,00;26,00;27,00;14,00;27,00;13,00;9,00;14,00;13,00;36,00;5,00;1,00
2019-06-02;86,00;354,12;263,06;409,76;242,36;15,64;250,18;93,82;138,12;122,48;96,42;117,27;175,91;390,91;35,18;11,73;91,38;397,75;16,13;37,63;28,00;29,00;55,00;43,00;30,00;52,00;10,00;30,00;9,00;12,00;9,00;4,00;13,00;1,00;3,00
2019-06-09;100,00;365,00;240,00;450,00;246,15;15,38;153,85;115,38;164,10;123,08;84,62;123,08;172,00;228,00;68,00;8,00;94,44;477,78;5,56;33,33;26,00;47,00;39,00;44,00;34,00;37,00;9,00;31,00;18,00;7,00;8,00;3,00;17,00;6,00;1,00
2019-06-16;82,00;384,38;266,50;440,75;208,73;14,91;141,64;96,91;151,19;117,88;89,69;146,06;199,14;230,38;46,86;3,90;92,93;453,73;16,40;38,27;26,00;37,00;44,00;37,00;36,00;37,00;7,00;33,00;7,00;6,00;12,00;7,00;26,00;1,00;1,00
2019-06-23;85,00;385,00;250,00;430,00;239,55;15,45;139,09;108,18;164,85;126,21;105,61;146,82;198,33;226,67;48,57;12,14;100,94;398,44;26,56;53,13;18,00;58,00;30,00;33,00;25,00;50,00;11,00;35,00;8,00;6,00;20,00;7,00;14,00;5,00;4,00
2019-06-30;85,00;355,00;235,00;395,00;231,82;7,73;131,36;100,45;162,27;97,88;77,27;133,94;186,19;238,81;60,71;8,10;100,94;462,19;26,56;31,88;32,00;34,00;29,00;33,00;43,00;33,00;9,00;22,00;16,00;13,00;4,00;2,00;20,00;1,00;4,00
2019-07-07;73,00;396,29;250,29;458,86;259,56;24,33;154,11;129,78;208,57;122,54;91,25;151,21;178,44;227,11;52,72;4,06;95,46;432,38;33,69;39,31;17,00;29,00;31,00;38,00;26,00;37,00;10,00;17,00;27,00;10,00;14,00;5,00;5,00;2,00;2,00
2019-07-14;86,00;414,82;217,53;384,47;211,09;15,64;132,91;101,64;169,39;112,06;75,58;130,30;175,91;250,18;35,18;11,73;102,13;456,88;21,50;32,25;26,00;41,00;26,00;42,00;21,00;39,00;10,00;28,00;27,00;14,00;11,00;5,00;13,00;2,00;6,00
2019-07-21;90,00;415,00;235,00;385,00;217,50;15,00;142,50;112,50;169,71;113,14;82,29;120,86;191,74;226,96;50,87;7,83;100,59;402,35;10,59;42,35;19,00;28,00;28,00;42,00;34,00;33,00;4,00;25,00;18,00;9,00;12,00;11,00;6,00;2,00;1,00
2019-07-28;62,00;465,00;263,50;470,17;224,75;15,50;155,00;85,25;165,33;121,42;85,25;121,42;205,38;259,63;69,75;7,75;95,82;484,73;16,91;39,45;18,00;45,00;34,00;39,00;35,00;38,00;9,00;23,00;16,00;7,00;18,00;11,00;13,00;2,00;2,00
2019-08-04;87,00;414,53;291,71;378,71;221,45;15,82;158,18;94,91;163,76;107,47;87,00;133,06;197,73;280,77;55,36;11,86;70,69;543,75;21,75;48,94;15,00;34,00;37,00;42,00;35,00;53,00;16,00;25,00;13,00;10,00;13,00;17,00;18,00;1,00;3,00
2019-08-11;81,00;394,88;227,81;394,88;251,10;16,20;137,70;105,30;167,06;113,91;93,66;169,59;190,35;218,70;68,85;8,10;86,40;464,40;10,80;43,20;26,00;45,00;56,00;32,00;20,00;42,00;10,00;22,00;14,00;9,00;14,00;8,00;10,00;5,00;7,00
2019-08-18;82,00;363,88;271,63;399,75;223,64;14,91;134,18;104,36;169,13;123,00;79,44;120,44;171,81;234,29;50,76;7,81;71,07;481,07;16,40;43,73;17,00;46,00;32,00;55,00;24,00;38,00;6,00;28,00;25,00;6,00;19,00;2,00;24,00;1,00;5,00
