Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;42,00;8,00;31,00;11,00;9,00;7,00
2019-01-13;43,00;6,00;32,00;12,00;8,00;6,00
2019-01-20;38,00;9,00;25,00;9,00;9,00;6,00
2019-01-27;37,00;7,00;27,00;11,00;1,00;4,00
2019-02-03;32,00;8,00;27,00;13,00;0,00;5,00
2019-02-10;32,00;8,00;28,00;11,00;0,50;4,00
2019-02-17;39,00;15,00;28,00;10,00;0,50;5,00
2019-02-24;33,00;8,00;25,00;10,00;0,50;5,00
2019-03-03;40,00;8,00;27,00;10,00;0,50;3,00
2019-03-10;32,00;8,00;23,00;10,00;0,00;5,00
2019-03-17;31,00;8,00;23,00;12,00;0,50;5,00
2019-03-24;35,00;10,00;24,00;10,00;0,00;4,00
2019-03-31;35,00;7,00;24,00;11,00;10,00;4,00
2019-04-07;40,00;9,00;21,00;8,00;7,00;4,00
2019-04-14;41,00;11,00;24,00;8,00;6,00;4,00
2019-04-21;37,00;11,00;18,00;10,00;7,00;4,00
2019-04-28;33,00;7,00;23,00;9,00;8,00;3,00
2019-05-05;43,00;10,00;22,00;8,00;6,00;3,00
2019-05-12;36,00;10,00;20,00;9,00;5,00;4,00
2019-05-19;44,00;7,00;17,00;7,00;5,00;3,00
2019-05-26;36,00;9,00;20,00;5,00;5,00;2,00
2019-06-02;32,00;8,00;15,00;8,00;7,00;5,00
2019-06-09;38,00;12,00;19,00;7,00;9,00;5,00
2019-06-16;35,00;9,00;22,00;10,00;10,00;4,00
2019-06-23;35,00;13,00;20,00;8,00;5,00;5,00
2019-06-30;37,00;13,00;23,00;8,00;9,00;8,00
2019-07-07;38,00;12,00;21,00;9,00;8,00;8,00
2019-07-14;44,00;8,00;20,00;9,00;8,00;6,00
2019-07-21;39,00;9,00;22,00;9,00;12,00;5,00
2019-07-28;45,00;11,00;24,00;12,00;8,00;5,00
2019-08-04;40,00;10,00;29,00;13,00;10,00;8,00
2019-08-11;47,00;10,00;25,00;17,00;7,00;4,00
2019-08-18;45,00;7,00;25,00;14,00;11,00;3,00
2019-08-25;45,00;9,00;26,00;12,00;10,00;4,00
2019-09-01;39,00;9,00;23,00;9,00;9,00;4,00
2019-09-08;34,00;8,00;22,00;10,00;7,00;4,00
2019-09-15;39,00;8,00;23,00;9,00;12,00;3,00
