Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;50,00;325,00;60,00;15,00;20,00;34,00;35,00;16,00;31,00;17,00;9,00;12,00;14,00;12,16;21,62;4,05;48,65;6,00;10,00;89,00;6,00;53,33;3,33;2,22;2,22;48,00;15,00;26,00;1,00;36,59;20,73;40,24;6,10;4,00;8,00;5,00
2019-01-13;48,00;320,00;58,67;10,67;26,67;32,00;31,00;15,00;25,00;17,00;7,00;12,00;10,00;10,97;17,83;5,49;46,63;5,00;12,00;86,00;5,00;54,70;2,23;2,23;1,12;48,00;13,00;25,00;2,00;36,92;25,85;29,54;7,38;3,00;8,00;6,00
2019-01-20;51,00;311,10;51,00;15,30;20,40;28,00;33,00;16,00;26,00;16,00;6,00;11,00;13,00;9,39;14,76;4,03;53,68;5,00;8,00;84,00;5,00;52,11;3,33;2,22;2,22;44,00;17,00;25,00;1,00;35,21;21,86;38,86;4,86;3,00;7,00;6,00
2019-01-27;42,00;315,00;47,25;15,75;26,25;28,00;38,00;18,00;27,00;11,00;7,00;10,00;14,00;9,48;18,97;4,06;54,19;5,00;13,00;67,00;4,00;52,22;2,27;2,27;2,27;61,00;16,00;20,00;1,00;33,35;25,94;37,06;6,18;4,00;5,00;6,00
2019-02-03;38,00;369,14;54,29;21,71;27,14;32,00;37,00;19,00;31,00;15,00;8,00;10,00;13,00;12,21;16,29;4,07;54,29;5,00;11,00;72,00;5,00;67,06;3,35;2,24;2,24;48,00;15,00;17,00;2,00;40,45;25,74;34,32;7,35;4,00;6,00;7,00
2019-02-10;38,00;374,57;54,29;16,29;27,14;37,00;40,00;18,00;33,00;14,00;8,00;10,00;14,00;10,86;19,00;2,71;48,86;6,00;10,00;68,00;6,00;62,59;3,35;2,24;2,24;47,00;15,00;18,00;1,00;44,13;29,42;39,23;7,35;4,00;8,00;7,00
2019-02-17;41,00;343,38;46,13;15,38;25,63;37,00;44,00;17,00;32,00;18,00;8,00;12,00;14,00;12,30;21,87;5,47;49,20;5,00;9,00;71,00;5,00;56,51;4,43;2,22;1,11;48,00;14,00;18,00;2,00;37,27;32,30;39,76;7,45;7,00;5,00;6,00
2019-02-24;47,00;344,67;47,00;10,44;31,33;38,00;35,00;23,00;36,00;12,00;10,00;8,00;15,00;9,68;17,97;4,15;52,53;7,00;11,00;67,00;4,00;68,26;2,24;2,24;2,24;50,00;16,00;20,00;3,00;43,29;30,92;35,87;8,66;4,00;5,00;6,00
2019-03-03;39,00;356,57;55,71;16,71;33,43;34,00;37,00;20,00;35,00;14,00;7,00;10,00;14,00;11,14;20,89;4,18;61,29;7,00;12,00;66,00;4,00;63,51;3,34;2,23;2,23;55,00;13,00;16,00;2,00;45,29;35,23;40,26;8,81;5,00;6,00;6,00
2019-03-10;46,00;327,11;51,11;15,33;25,56;31,00;36,00;20,00;32,00;14,00;10,00;10,00;13,00;9,47;21,65;5,41;48,71;6,00;13,00;65,00;5,00;58,05;3,29;2,19;2,19;45,00;15,00;17,00;2,00;41,16;23,00;35,11;6,05;5,00;7,00;8,00
2019-03-17;49,00;386,56;49,00;16,33;32,67;35,00;35,00;21,00;35,00;13,00;7,00;10,00;13,00;12,25;19,06;5,44;54,44;8,00;10,00;65,00;6,00;65,70;4,45;2,23;2,23;41,00;14,00;20,00;2,00;40,43;26,95;37,98;8,58;6,00;7,00;7,00
2019-03-24;43,00;360,13;53,75;16,13;26,88;34,00;39,00;21,00;35,00;13,00;8,00;8,00;12,00;11,10;16,65;5,55;56,87;5,00;12,00;70,00;6,00;59,97;3,39;2,26;2,26;47,00;13,00;17,00;3,00;41,77;27,03;33,17;8,60;7,00;6,00;9,00
2019-03-31;52,00;374,40;52,00;15,60;31,20;43,00;42,00;20,00;34,00;14,00;7,00;12,00;15,00;10,95;17,79;5,47;50,63;6,00;11,00;96,00;6,00;61,96;3,32;3,32;1,11;51,00;14,00;32,00;2,00;36,28;29,02;49,58;9,67;6,00;9,00;9,00
2019-04-07;60,00;365,00;55,00;20,00;30,00;33,00;40,00;21,00;35,00;17,00;9,00;16,00;14,00;12,27;19,09;5,45;61,36;9,00;12,00;87,00;4,00;67,78;4,44;2,22;3,33;50,00;14,00;32,00;2,00;46,53;26,94;46,53;11,02;7,00;11,00;8,00
2019-04-14;70,00;538,46;53,85;16,15;37,69;30,00;45,00;17,00;34,00;12,00;9,00;15,00;16,00;10,77;18,85;2,69;51,15;9,00;10,00;80,00;5,00;72,22;3,33;2,22;1,11;54,00;13,00;35,00;1,00;44,21;34,39;52,81;9,82;8,00;9,00;9,00
2019-04-21;64,00;384,00;53,33;10,67;32,00;35,00;33,00;20,00;29,00;12,00;8,00;10,00;11,00;13,62;16,34;2,72;57,19;8,00;12,00;83,00;4,00;67,31;3,31;2,21;3,31;51,00;12,00;41,00;2,00;39,38;35,69;36,92;12,31;9,00;10,00;7,00
2019-04-28;65,00;362,92;48,75;16,25;27,08;36,00;38,00;18,00;31,00;14,00;8,00;12,00;14,00;10,83;20,31;4,06;66,35;8,00;11,00;70,00;6,00;84,05;4,48;3,36;1,12;49,00;15,00;35,00;3,00;39,25;28,21;34,34;11,04;7,00;12,00;9,00
2019-05-05;58,00;332,18;47,45;10,55;26,36;36,00;32,00;19,00;32,00;11,00;9,00;13,00;12,00;10,79;16,19;4,05;52,60;9,00;10,00;73,00;6,00;64,69;1,12;3,35;2,23;50,00;11,00;31,00;2,00;43,19;29,62;39,49;11,11;6,00;8,00;7,00
2019-05-12;59,00;343,27;42,91;10,73;26,82;30,00;34,00;18,00;28,00;12,00;8,00;13,00;10,00;10,98;17,84;2,74;54,88;7,00;12,00;73,00;6,00;66,79;2,23;1,11;2,23;50,00;12,00;35,00;1,00;38,10;33,19;28,27;8,60;4,00;9,00;9,00
2019-05-19;56,00;325,82;40,73;10,18;25,45;26,00;39,00;17,00;30,00;9,00;7,00;10,00;12,00;8,20;12,29;4,10;53,27;7,00;7,00;84,00;5,00;60,48;3,36;1,12;1,12;49,00;12,00;34,00;3,00;36,09;24,89;31,11;9,96;6,00;9,00;7,00
2019-05-26;62,00;361,67;46,50;10,33;31,00;25,00;39,00;18,00;30,00;9,00;6,00;10,00;10,00;14,83;13,48;5,39;49,87;8,00;9,00;81,00;5,00;63,11;4,43;3,32;2,21;51,00;10,00;34,00;2,00;37,69;27,96;32,82;12,16;8,00;10,00;12,00
2019-06-02;65,00;395,42;48,75;10,83;32,50;26,00;40,00;18,00;30,00;10,00;7,00;10,00;9,00;10,83;24,38;4,06;52,81;6,00;8,00;76,00;6,00;72,84;3,36;3,36;2,24;49,00;13,00;35,00;2,00;39,25;34,34;34,34;11,04;4,00;10,00;10,00
2019-06-09;67,00;371,08;41,23;10,31;30,92;27,00;35,00;16,00;28,00;11,00;9,00;15,00;12,00;8,20;16,41;5,47;56,06;8,00;9,00;77,00;6,00;71,47;3,35;3,35;2,23;52,00;15,00;35,00;3,00;36,55;36,55;36,55;14,62;8,00;11,00;10,00
2019-06-16;78,00;395,20;41,60;10,40;31,20;23,00;39,00;18,00;24,00;12,00;10,00;12,00;11,00;9,58;13,68;5,47;60,21;6,00;9,00;83,00;6,00;72,43;2,23;3,34;1,11;50,00;11,00;29,00;3,00;45,81;39,62;40,86;14,86;11,00;12,00;10,00
2019-06-23;78,00;410,80;36,40;10,40;31,20;22,00;41,00;15,00;25,00;8,00;8,00;10,00;14,00;6,84;21,89;4,11;58,84;7,00;7,00;88,00;5,00;80,23;4,46;3,34;1,11;53,00;15,00;40,00;1,00;42,10;35,90;38,38;13,62;8,00;11,00;10,00
2019-06-30;75,00;401,79;42,86;10,71;32,14;24,00;38,00;15,00;26,00;10,00;8,00;14,00;11,00;8,18;16,36;5,45;61,36;6,00;11,00;85,00;9,00;77,24;3,36;2,24;2,24;54,00;16,00;34,00;2,00;43,03;36,89;41,80;13,52;9,00;11,00;12,00
2019-07-07;79,00;405,53;47,40;15,80;36,87;23,00;41,00;18,00;23,00;11,00;9,00;11,00;11,00;8,17;13,62;4,09;58,57;7,00;11,00;86,00;8,00;86,79;2,23;2,23;2,23;55,00;14,00;30,00;2,00;48,14;45,67;39,50;19,75;9,00;13,00;14,00
2019-07-14;77,00;390,13;41,07;10,27;35,93;31,00;33,00;18,00;32,00;12,00;8,00;14,00;11,00;9,46;14,86;2,70;56,74;9,00;9,00;84,00;7,00;81,46;2,23;2,23;2,23;56,00;14,00;33,00;3,00;50,11;46,44;42,78;14,67;10,00;7,00;10,00
2019-07-21;83,00;420,19;46,69;15,56;36,31;25,00;36,00;18,00;30,00;9,00;12,00;15,00;13,00;6,80;16,33;5,44;55,79;11,00;8,00;86,00;7,00;91,97;4,49;3,36;2,24;59,00;17,00;34,00;2,00;43,36;47,07;43,36;16,10;10,00;11,00;8,00
2019-07-28;80,00;416,00;48,00;16,00;42,67;32,00;38,00;20,00;31,00;13,00;9,00;13,00;12,00;13,56;18,98;5,42;52,88;8,00;9,00;82,00;8,00;96,67;3,33;3,33;2,22;60,00;24,00;38,00;2,00;43,64;47,27;47,27;10,91;12,00;14,00;10,00
2019-08-04;89,00;439,76;52,35;15,71;47,12;30,00;43,00;19,00;38,00;14,00;8,00;15,00;14,00;13,48;18,88;5,39;57,98;9,00;9,00;98,00;8,00;109,03;4,45;4,45;3,34;65,00;18,00;37,00;2,00;58,52;56,08;53,64;15,85;10,00;12,00;15,00
