Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;23,00;4,00;13,00;2,00;0,00
2019-01-13;13,00;9,00;11,00;0,00;6,00
2019-01-20;15,00;2,00;11,00;2,00;7,00
2019-01-27;11,00;0,00;22,00;2,00;2,00
2019-02-03;13,00;2,00;11,00;2,00;4,00
2019-02-10;21,00;0,00;15,00;2,00;8,00
2019-02-17;31,00;2,00;15,00;0,00;4,00
2019-02-24;14,00;2,00;10,00;2,00;4,00
2019-03-03;8,00;2,00;23,00;2,00;4,00
2019-03-10;21,00;6,00;13,00;6,00;2,00
2019-03-17;20,00;2,00;20,00;0,00;0,00
2019-03-24;10,00;6,00;16,00;0,00;2,00
2019-03-31;18,00;0,00;10,00;6,00;2,00
2019-04-07;22,00;0,00;12,00;0,00;4,00
2019-04-14;17,00;0,00;15,00;0,00;2,00
2019-04-21;8,00;4,00;12,00;0,00;0,00
2019-04-28;15,00;0,00;19,00;0,00;8,00
2019-05-05;8,00;0,00;6,00;4,00;2,00
2019-05-12;6,00;2,00;16,00;0,00;0,00
2019-05-19;19,00;2,00;14,00;2,00;0,00
2019-05-26;24,00;6,00;12,00;2,00;4,00
2019-06-02;13,00;4,00;6,00;0,00;0,00
2019-06-09;16,00;6,00;24,00;2,00;2,00
2019-06-16;26,00;4,00;12,00;0,00;0,00
2019-06-23;6,00;2,00;10,00;2,00;2,00
2019-06-30;12,00;2,00;14,00;4,00;18,00
2019-07-07;18,00;2,00;18,00;2,00;0,00
2019-07-14;16,00;8,00;24,00;0,00;2,00
2019-07-21;25,00;2,00;19,00;0,00;2,00
2019-07-28;14,00;0,00;22,00;0,00;2,00
2019-08-04;12,00;4,00;17,00;0,00;2,00
2019-08-11;16,00;0,00;16,00;2,00;6,00
2019-08-18;14,00;4,00;26,00;0,00;2,00
2019-08-25;28,00;6,00;18,00;4,00;0,00
2019-09-01;17,00;0,00;17,00;6,00;8,00
2019-09-08;17,00;4,00;13,00;4,00;0,00
2019-09-15;8,00;0,00;14,00;4,00;2,00
2019-09-22;21,00;6,00;19,00;4,00;6,00
2019-09-29;13,00;2,00;19,00;2,00;4,00
2019-10-06;21,00;4,00;26,00;0,00;0,00
2019-10-13;17,00;0,00;17,00;4,00;2,00
2019-10-20;7,00;4,00;26,00;0,00;0,00
2019-10-27;9,00;2,00;11,00;0,00;0,00
2019-11-03;2,00;0,00;9,00;0,00;0,00
2019-11-10;11,00;5,00;16,00;4,00;2,00
2019-11-17;16,00;0,00;23,00;2,00;4,00
2019-11-24;11,00;2,00;18,00;2,00;5,00
2019-12-01;9,00;5,00;13,00;0,00;0,00
2019-12-08;16,00;11,00;25,00;4,00;0,00
2019-12-15;15,00;0,00;20,00;2,00;0,00
2019-12-22;15,00;2,00;13,00;6,00;0,00
2019-12-29;18,00;10,00;20,00;2,00;0,00
2020-01-05;16,00;7,00;26,00;5,00;5,00
2020-01-12;22,00;7,00;23,00;2,00;7,00
2020-01-19;10,00;2,00;10,00;2,00;2,00
2020-01-26;21,00;0,00;12,00;3,00;0,00
2020-02-02;7,00;3,00;12,00;0,00;5,00
2020-02-09;15,00;2,00;23,00;2,00;3,00
2020-02-16;12,00;2,00;21,00;2,00;0,00
2020-02-23;15,00;2,00;17,00;3,00;2,00
2020-03-01;8,00;3,00;19,00;3,00;2,00
2020-03-08;8,00;0,00;13,00;2,00;0,00
2020-03-15;22,00;3,00;9,00;0,00;0,00
2020-03-22;8,00;2,00;9,00;0,00;3,00
2020-03-29;22,00;5,00;11,00;5,00;2,00
2020-04-05;7,00;2,00;12,00;3,00;0,00
2020-04-12;11,00;2,00;8,00;0,00;2,00
2020-04-19;8,00;2,00;14,00;2,00;5,00
2020-04-26;9,00;2,00;6,00;3,00;5,00
2020-05-03;8,00;2,00;12,00;2,00;0,00
2020-05-10;5,00;3,00;14,00;2,00;2,00
2020-05-17;15,00;2,00;13,00;2,00;0,00
2020-05-24;11,00;3,00;6,00;0,00;3,00
2020-05-31;2,00;2,00;19,00;2,00;0,00
2020-06-07;8,00;0,00;9,00;0,00;2,00
2020-06-14;100,00;0,00;6,00;2,00;0,00
2020-06-21;13,00;2,00;7,00;3,00;3,00
2020-06-28;10,00;2,00;11,00;5,00;3,00
2020-07-05;18,00;3,00;5,00;2,00;0,00
2020-07-12;7,00;3,00;17,00;2,00;3,00
2020-07-19;11,00;0,00;9,00;0,00;4,00
2020-07-26;9,00;0,00;4,00;0,00;2,00
2020-08-02;12,00;4,00;12,00;0,00;4,00
2020-08-09;14,00;0,00;14,00;2,00;2,00
2020-08-16;14,00;5,00;9,00;2,00;2,00
2020-08-23;12,00;0,00;14,00;2,00;0,00
2020-08-30;12,00;3,00;16,00;2,00;2,00
2020-09-06;35,00;2,00;12,00;2,00;2,00
2020-09-13;5,00;2,00;9,00;0,00;0,00
2020-09-20;10,00;2,00;15,00;0,00;0,00
2020-09-27;16,00;5,00;12,00;0,00;9,00
2020-10-04;7,00;5,00;5,00;0,00;2,00
2020-10-11;5,00;0,00;4,00;0,00;0,00
2020-10-18;5,00;2,00;7,00;2,00;0,00
2020-10-25;9,00;2,00;7,00;0,00;2,00
2020-11-01;5,00;2,00;10,00;0,00;5,00
2020-11-08;10,00;3,00;12,00;5,00;0,00
2020-11-15;26,00;3,00;7,00;2,00;2,00
2020-11-22;3,00;2,00;7,00;3,00;0,00
2020-11-29;14,00;0,00;5,00;3,00;0,00
2020-12-06;9,00;0,00;7,00;0,00;0,00
2020-12-13;10,00;0,00;7,00;0,00;0,00
2020-12-20;10,00;4,00;14,00;0,00;4,00
2020-12-27;9,00;2,00;11,00;2,00;6,00
2021-01-03;27,00;5,00;8,00;0,00;3,00
2021-01-10;11,00;2,00;8,00;0,00;2,00
2021-01-17;10,00;0,00;6,00;3,00;2,00
2021-01-24;6,00;2,00;6,00;0,00;0,00
