Semaine;Nice;Paris;Londres;Barcelone;Rome;Lille;Madrid;Lisbonne;Prague;Berlin;Milan;Istanbul;Budapest;Venise;Vienne;Strasbourg;Athènes;Dublin;Lyon;Francfort-sur-le-Main;Marseille;Munich;Stockholm;Copenhague;Bordeaux;Genève;Tours;Hambourg;Toulouse;Montpellier;Nantes;Avignon;Monaco;Dijon;Aix-en-Provence
21/03/2021;11;121;77;33;16,5;0;52,25;33;13,75;38,5;27,5;99;17,6;17,6;17,6;4,4;27,5;0;4,125;6,875;3,666666667;11;11;13,44444444;4;4;0;11;7;0;0;4;0;0;0
28/03/2021;8;72;56;48;13,33333333;0;50,66666667;32;26,66666667;40;10,66666667;69,33333333;8;26,66666667;8;0;25,6;8;0;8;4;0;8;8;8;0;8;8;0;0;0;0;4;0;0
04/04/2021;0;8;9;7;10;0;24;18;13;8;5;19;12;18;5;0;13;10;3;3;3;20;3;3;14;11;0;11;4;0;0;4;4;0;0
11/04/2021;15;135;135;75;60;0;51;39;21;36;15;51;32,5;15;27,5;5;43,5;15;0;7,5;7,5;7,5;15;11,25;0;11;7;7;4;4;4;0;0;0;0
18/04/2021;4;56;80;64;44;0;48;68;40;80;36;100;12;28;10;4;10,66666667;32;6,666666667;17,33333333;8;24;8;12;0;4;0;4;7;4;7;0;4;0;0
25/04/2021;15;180;105;105;21;0;36;36;30;33;15;39;20;40;25;12,5;17,72727273;4,090909091;10,90909091;15;7,5;7,5;18,75;11,25;0;4;4;11;4;0;0;0;4;0;0
02/05/2021;15;225;165;120;51;3;93;36;36;54;15;69;5;35;27,5;0;31,5;7,5;4,5;7,5;0;21,25;32,5;15;7;11;0;22;4;0;0;0;11;0;0
09/05/2021;26;195;143;143;66,44444444;8,666666667;46,22222222;92,44444444;54,88888889;57,77777778;37,55555556;60,66666667;4,727272727;33,09090909;14,18181818;11,81818182;65,68421053;32,84210526;6,842105263;6,842105263;7,428571429;7,428571429;18,57142857;14,85714286;8;4;4;19;0;4;4;7;4;4;0
16/05/2021;18;180;99;126;66;0;15;87;54;54;27;57;45;45;11,25;13,5;48,46153846;18;6,923076923;13,84615385;7,714285714;18;10,28571429;18;11;18;4;11;11;11;7;4;14;0;0
23/05/2021;15;315;225;180;60;3;66;138;36;60;54;93;32,5;90;117,5;15;34,5;12;7,5;15;7,5;21,25;11,25;15;4;4;4;18;11;7;4;4;48;4;0
30/05/2021;11;253;121;99;71,5;2,75;66;104,5;24,75;49,5;35,75;96,25;22;41,8;41,8;4,4;39,875;39,875;15,125;26,125;14,66666667;25,66666667;18,33333333;14,66666667;4;11;4;15;4;4;4;4;11;8;4
06/06/2021;38;291,3333333;190;152;67,85714286;2,714285714;70,57142857;92,28571429;43,84615385;70,15384615;46,76923077;84,76923077;30,875;73,625;47,5;7,125;30,96296296;45,03703704;4,222222222;26,74074074;15,2;34,2;15,2;26,6;15;15;11;31;8;8;0;4;23;8;0
13/06/2021;44;308;165;154;60,5;16,5;38,5;140,25;52,8;114,4;67,46666667;96,8;132;50,94736842;64,84210526;4,631578947;32,64516129;51,09677419;18,4516129;25,5483871;28,91428571;32,68571429;21,37142857;11,31428571;7;4;7;18;4;18;0;11;14;0;0
20/06/2021;55;374;132;176;101,75;8,25;38,5;162,25;48,88888889;131,3888889;73,33333333;131,3888889;191,3043478;121,9565217;78,91304348;7,173913043;64,87179487;18,33333333;25,38461538;18,33333333;17,90697674;62,6744186;21,74418605;15,34883721;29;15;4;37;4;4;7;7;0;4;4
27/06/2021;37;481;296;172,6666667;125,2307692;8,538461538;91,07692308;150,8461538;49,33333333;126,4166667;74;135,6666667;129,5;69,375;55,5;0;56,92307692;25,61538462;18,5;11,38461538;14,8;83,86666667;29,6;50,56666667;11;26;4;49;4;15;7;7;11;11;0
04/07/2021;48;408;156;204;112,9411765;19,76470588;53,64705882;110,1176471;81;129;90;108;54,85714286;86,85714286;38,85714286;18,28571429;59,29411765;48;25,41176471;22,58823529;36,63157895;51,78947368;32,84210526;36,63157895;26;15;11;30;15;19;7;4;4;4;4
11/07/2021;23;425,5;172,5;172,5;115;17,25;40,25;51,75;63,25;117,875;60,375;143,75;57,5;110,4;46;11,5;38,8125;74,75;11,5;23;19,16666667;58,77777778;11,5;11,5;27;23;8;62;15;4;0;8;4;15;0
18/07/2021;67;513,6666667;134;212,1666667;142,375;22,33333333;47,45833333;67;130,9545455;182,7272727;161,4090909;161,4090909;67;136,3103448;69,31034483;16,17241379;46,0625;54,4375;25,125;33,5;16,43396226;88,49056604;12,64150943;50,56603774;29;29;25;21;8;4;4;0;25;0;0
25/07/2021;61;585,6;158,6;341,6;160,8181818;16,63636364;61;97,04545455;122;106,75;122;122;100,8846154;138,4230769;49,26923077;21,11538462;72,34883721;97,88372093;41,13953488;28,37209302;24,14583333;57,1875;53,375;33,04166667;4;8;8;20;8;16;0;4;12;4;0
01/08/2021;58;742,4;185,6;336,4;165,7142857;27,61904762;58;127,047619;130,5;95,7;110,2;162,4;90,48;148,48;99,76;46,4;87,70731707;42,43902439;25,46341463;38,19512195;41,60869565;50,43478261;37,82608696;41,60869565;29;13;25;21;0;17;8;8;25;17;0
08/08/2021;22;583;231;341;173,25;13,75;110;85,25;132;198;103,7142857;207,4285714;53,77777778;156,4444444;112,4444444;26,88888889;49,86666667;39,6;30,8;22;25,88235294;56,94117647;18,11764706;66;13;17;9;17;9;9;0;9;9;26;0
15/08/2021;71;556,1666667;248,5;295,8333333;122,12;17,04;79,52;113,6;118,3333333;168,625;103,5416667;139,0416667;59,16666667;101,7666667;92,3;26,03333333;71;36,92;4,26;25,56;38,03571429;50,71428571;45,64285714;45,64285714;25;21;8;21;21;8;4;8;17;8;0
22/08/2021;47;517;235;258,5;157,5882353;13,82352941;110,5882353;146,5294118;105,75;108,6875;76,375;135,125;86,95;108,1;82,25;4,7;56,96969697;47;29,90909091;29,90909091;33,39473684;47;17,31578947;38,34210526;26;22;9;61;9;21;0;4;30;9;0
29/08/2021;41;440,75;194,75;184,5;153,0666667;16,4;82;128,4666667;125,9285714;161,0714286;93,71428571;114,2142857;47,83333333;88,83333333;56,94444444;31,88888889;57,96551724;36,75862069;16,96551724;28,27586207;16,15151515;48,45454545;32,3030303;32,3030303;17;25;21;12;4;8;4;0;0;17;4
05/09/2021;39;585;286;234;136,5;8,357142857;78;175,5;108;150;117;117;68,82352941;119,2941176;75,70588235;9,176470588;101,6785714;47,35714286;4,178571429;20,89285714;3,774193548;33,96774194;12,58064516;39;4;13;13;26;9;9;0;9;22;0;0
12/09/2021;34;612;249,3333333;249,3333333;195,5;8,5;102;195,5;117,4545455;207,0909091;132,9090909;129,8181818;65,57142857;99,57142857;55,85714286;17;63,75;51;12,75;21,25;8,814814815;46,59259259;25,18518519;21,40740741;21;21;0;21;13;4;0;4;13;0;0
19/09/2021;34;691,3333333;215,3333333;283,3333333;150,1666667;14,16666667;150,1666667;138,8333333;117,4545455;163,8181818;102;154,5454545;95,2;95,2;70,26666667;4,533333333;46,75;89,25;4,25;29,75;46,59259259;16,37037037;17,62962963;46,59259259;21;17;9;30;4;13;9;4;17;4;0
26/09/2021;29;531,6666667;319;222,3333333;156,6;8,7;81,2;165,3;203;174;116;133,4;62,83333333;60,41666667;50,75;4,833333333;55,1;71,05;4,35;46,4;12,60869565;52,95652174;45,39130435;41,60869565;33;25;0;29;4;0;0;0;8;0;0
03/10/2021;33;671;330;209;154;16,5;112,75;209;144;120;78;219;54,21428571;61,28571429;44,78571429;28,28571429;33;117,6521739;17,2173913;45,91304348;12,69230769;29,19230769;20,30769231;33;0;8;4;29;8;0;0;8;8;4;0
10/10/2021;29;609;299,6666667;212,6666667;171,1;8,7;92,8;165,3;211,7;232;69,6;165,3;80,30769231;71,38461538;116;4,461538462;64,9047619;56,61904762;8,285714286;41,42857143;12,60869565;59,26086957;46,65217391;71,86956522;13;17;8;34;4;8;4;4;8;0;0
17/10/2021;17;1207;476;289;195,5;2,833333333;93,5;147,3333333;172,8333333;201,1666667;53,83333333;99,16666667;68;87,42857143;104,4285714;9,714285714;49,58333333;58,08333333;4,25;58,08333333;22,23076923;43,15384615;30,07692308;43,15384615;8;4;4;29;0;4;4;4;12;0;0
24/10/2021;17;1105;459;221;90,66666667;5,666666667;93,5;124,6666667;90,66666667;172,8333333;68;164,3333333;70,42857143;55,85714286;75,28571429;12,14285714;25,5;68;4,25;21,25;3,923076923;43,15384615;22,23076923;83,69230769;0;4;8;25;8;4;0;4;17;0;0
