Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;46,00;23,00;0,00;23,00;621,00;15,33;15,33;1533,33;7,67;17,25;11,50;488,75;149,50;552,00;6,57;26,29;657,14;0,00;7,26;92,00;7,26;0,00;7,36;163,76;38,64;0,00;13,00;7,00;20,00;11,50;0,00;287,50;0,00;130,58;0,00;143,94;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;39,00;9,75;19,50;9,75;468,00;26,00;13,00;1118,00;0,00;6,50;0,00;370,50;104,00;296,40;0,00;39,00;507,00;12,19;0,00;90,19;7,31;5,57;5,57;185,71;18,57;0,00;6,00;0,00;26,00;0,00;0,00;189,00;0,00;70,50;6,00;135,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;26,00;26,00;26,00;13,00;364,00;6,50;0,00;442,00;0,00;0,00;0,00;195,00;71,50;234,00;0,00;19,50;279,50;0,00;18,91;130,00;0,00;0,00;5,57;109,57;18,57;6,00;0,00;0,00;0,00;5,78;0,00;156,00;0,00;85,65;0,00;79,53;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;32,00;16,00;0,00;8,00;256,00;16,00;16,00;592,00;16,00;6,40;0,00;198,40;179,20;179,20;0,00;12,80;275,20;0,00;0,00;96,00;7,38;0,00;0,00;116,71;18,82;0,00;6,00;0,00;13,00;0,00;0,00;200,73;0,00;75,64;0,00;75,64;6,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;26,00;13,00;13,00;13,00;260,00;13,00;13,00;442,00;0,00;6,50;6,50;182,00;91,00;188,50;0,00;19,50;370,50;0,00;0,00;87,45;0,00;0,00;0,00;91,00;13,00;6,00;0,00;6,00;0,00;11,56;5,78;158,89;0,00;37,56;0,00;37,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;13,00;6,50;13,00;6,50;156,00;0,00;0,00;442,00;6,50;13,00;6,50;227,50;84,50;162,50;0,00;13,00;318,50;28,60;7,80;104,00;7,80;0,00;7,43;78,00;20,43;0,00;0,00;0,00;7,00;0,00;6,50;172,25;0,00;69,33;0,00;95,33;7,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-02-17;27,00;27,00;27,00;54,00;216,00;6,75;6,75;499,50;0,00;0,00;0,00;243,00;128,25;148,50;0,00;13,50;216,00;0,00;12,27;100,64;7,36;0,00;13,50;61,71;7,71;7,00;0,00;0,00;0,00;12,00;0,00;141,00;0,00;79,50;0,00;66,00;0,00;7,00;13,00;0,00;0,00;0,00;0,00
2019-02-24;41,00;10,25;10,25;0,00;225,50;13,67;0,00;355,33;0,00;0,00;5,86;111,29;64,43;177,67;0,00;6,83;259,67;0,00;19,29;101,29;0,00;7,45;7,45;61,50;0,00;0,00;7,00;0,00;0,00;0,00;0,00;108,36;0,00;39,54;0,00;54,18;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;20,00;20,00;20,00;20,00;260,00;0,00;0,00;580,00;20,00;6,67;13,33;126,67;120,00;213,33;0,00;26,67;206,67;7,50;12,50;87,50;7,50;0,00;7,27;76,36;32,73;0,00;0,00;0,00;0,00;25,71;0,00;94,29;0,00;47,69;0,00;53,85;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;20,00;40,00;40,00;20,00;340,00;10,00;20,00;540,00;0,00;6,67;6,67;246,67;73,33;226,67;6,67;20,00;233,33;12,50;12,50;80,00;0,00;0,00;0,00;83,64;32,73;0,00;13,00;7,00;7,00;25,71;0,00;100,00;0,00;53,85;0,00;67,69;0,00;7,00;0,00;0,00;0,00;0,00;0,00
