Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Marseille (FR);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-17;31,00;182,13;224,75;201,50;182,13;79,71;2,21;86,36;139,50;225,86;70,86;159,43;93,00;139,50;118,83;67,17;55,54;86,54;6,46;16,00;38,00;23,00;5,00;11,00;5,00;5,00;8,00;3,00;5,00;3,00;1,00;3,00
2019-03-24;34,00;173,78;204,00;207,78;147,33;97,75;2,13;78,63;167,88;225,25;68,00;131,75;90,67;119,00;141,67;90,67;50,37;73,04;6,30;15,00;22,00;25,00;5,00;8,00;10,00;5,00;3,00;3,00;0,00;5,00;0,00;2,00
2019-03-31;39,00;166,64;184,36;173,73;170,18;86,21;2,05;63,63;125,21;216,67;69,33;199,33;78,00;122,57;139,29;66,86;57,87;66,68;3,77;20,00;36,00;20,00;12,00;6,00;4,00;11,00;1,00;2,00;1,00;9,00;0,00;1,00
2019-04-07;35,00;225,56;233,33;213,89;229,44;122,50;1,09;105,00;218,75;249,38;74,38;175,00;93,33;169,17;163,33;87,50;66,11;70,00;11,67;13,00;40,00;35,00;7,00;19,00;8,00;7,00;2,00;5,00;1,00;5,00;2,00;0,00
2019-04-14;37,00;370,00;207,20;259,00;214,60;137,72;4,11;80,17;191,17;246,67;82,22;131,56;84,57;185,00;153,29;100,43;57,41;59,97;16,59;17,00;46,00;28,00;7,00;14,00;2,00;4,00;4,00;7,00;2,00;10,00;1,00;2,00
2019-04-21;48,00;188,31;180,92;177,23;221,54;130,91;0,00;67,64;98,18;248,73;61,09;126,55;122,67;176,00;149,33;85,33;50,53;54,32;8,84;15,00;41,00;32,00;9,00;10,00;2,00;8,00;4,00;2,00;3,00;11,00;1,00;0,00
2019-04-28;43,00;172,00;189,92;154,08;222,17;137,60;2,15;79,55;98,90;249,40;77,40;137,60;80,63;150,50;139,75;64,50;51,85;78,41;5,06;11,00;52,00;39,00;8,00;12,00;5,00;8,00;6,00;1,00;3,00;6,00;3,00;0,00
2019-05-05;44,00;172,33;198,00;179,67;231,00;140,80;0,00;85,80;127,60;233,20;57,20;140,80;82,50;154,00;132,00;77,00;63,41;72,47;14,24;10,00;51,00;17,00;12,00;16,00;0,00;6,00;2,00;5,00;1,00;8,00;0,00;2,00
2019-05-12;48,00;177,23;180,92;158,77;169,85;112,70;2,09;106,43;116,87;240,00;74,18;144,00;90,67;154,67;144,00;69,33;63,16;65,68;5,05;12,00;52,00;29,00;13,00;11,00;3,00;6,00;4,00;3,00;3,00;8,00;0,00;2,00
2019-05-19;26,00;215,43;159,71;163,43;163,43;127,83;0,00;73,67;125,67;229,67;73,67;134,33;78,00;161,20;124,80;67,60;61,90;82,95;11,14;9,00;38,00;29,00;14,00;17,00;5,00;7,00;5,00;3,00;0,00;8,00;2,00;1,00
2019-05-26;45,00;183,75;195,00;172,50;195,00;126,43;2,14;98,57;120,00;261,00;90,00;157,50;191,25;180,00;151,88;90,00;46,29;69,43;11,57;20,00;47,00;29,00;10,00;10,00;1,00;10,00;5,00;2,00;5,00;13,00;4,00;1,00
2019-06-02;38,00;193,80;190,00;163,40;209,00;141,44;6,33;92,89;116,11;266,00;63,33;135,11;119,43;336,57;130,29;76,00;48,13;89,93;10,13;18,00;47,00;39,00;11,00;15,00;3,00;8,00;4,00;5,00;1,00;8,00;1,00;2,00
2019-06-09;57,00;209,00;212,80;174,80;216,60;116,11;4,22;82,33;126,67;236,77;65,77;157,85;91,20;222,30;148,20;91,20;67,36;68,66;9,07;15,00;61,00;44,00;11,00;14,00;3,00;8,00;5,00;8,00;4,00;10,00;3,00;4,00
2019-06-16;48,00;199,38;199,38;177,23;195,69;115,64;2,18;78,55;117,82;257,45;74,18;157,09;80,00;160,00;122,67;96,00;60,97;68,76;14,27;14,00;46,00;52,00;11,00;19,00;3,00;6,00;5,00;3,00;5,00;12,00;1,00;3,00
2019-06-23;46,00;155,69;180,46;152,15;173,38;92,00;1,05;64,82;98,27;171,45;71,09;246,73;109,25;120,75;143,75;69,00;57,50;66,44;12,78;18,00;55,00;38,00;21,00;13,00;5,00;13,00;7,00;5,00;2,00;6,00;3,00;1,00
2019-06-30;52,00;167,14;200,57;159,71;204,29;88,83;1,08;67,17;95,33;190,67;73,67;160,33;92,44;150,22;144,44;69,33;58,34;81,17;10,15;27,00;50,00;31,00;8,00;9,00;3,00;7,00;6,00;2,00;3,00;18,00;4,00;2,00
2019-07-07;44,00;205,33;201,67;183,33;234,67;111,05;2,10;62,86;127,81;250,80;74,80;140,80;88,00;214,50;143,00;66,00;72,91;72,91;7,54;12,00;50,00;47,00;15,00;16,00;4,00;7,00;6,00;3,00;7,00;12,00;2,00;1,00
2019-07-14;59,00;191,75;184,38;213,88;206,50;105,36;2,11;75,86;96,93;261,29;63,21;193,86;96,55;171,64;139,45;91,18;71,83;70,54;10,26;10,00;36,00;47,00;13,00;12,00;1,00;7,00;7,00;3,00;6,00;10,00;6,00;1,00
2019-07-21;40,00;178,18;192,73;232,73;232,73;109,47;4,21;71,58;109,47;253,33;53,33;173,33;114,29;205,71;120,00;97,14;65,00;86,25;8,75;15,00;49,00;37,00;17,00;7,00;3,00;10,00;9,00;4,00;4,00;9,00;2,00;2,00
2019-07-28;36,00;176,40;208,80;219,60;219,60;108,00;2,12;65,65;105,88;238,50;67,50;166,50;120,00;186,00;132,00;78,00;55,29;65,57;7,71;18,00;47,00;39,00;14,00;15,00;3,00;8,00;8,00;5,00;5,00;12,00;2,00;2,00
2019-08-04;48,00;199,38;188,31;195,69;195,69;120,00;6,55;69,82;111,27;244,36;61,09;157,09;112,00;181,33;133,33;90,67;60,97;81,73;10,38;14,00;43,00;36,00;14,00;21,00;6,00;4,00;6,00;2,00;4,00;8,00;3,00;0,00
2019-08-11;28,00;178,50;206,50;203,00;206,50;127,08;2,15;60,31;120,62;275,33;74,67;172,67;100,80;173,60;162,40;89,60;53,45;90,36;7,64;15,00;38,00;32,00;10,00;8,00;3,00;10,00;4,00;1,00;7,00;9,00;0,00;2,00
2019-08-18;52,00;189,43;215,43;185,71;211,71;114,40;2,08;54,08;120,64;251,33;60,67;169,00;92,44;190,67;173,33;179,11;64,68;68,49;11,41;12,00;46,00;44,00;12,00;12,00;1,00;11,00;9,00;1,00;5,00;11,00;0,00;2,00
2019-08-25;50,00;175,00;207,14;182,14;210,71;143,48;0,00;95,65;110,87;208,33;62,50;137,50;83,33;166,67;138,89;222,22;60,26;73,08;14,10;21,00;42,00;48,00;8,00;13,00;3,00;0,00;5,00;2,00;1,00;8,00;1,00;1,00
2019-09-01;33,00;187,00;227,33;176,00;209,00;149,60;0,00;74,80;129,80;235,13;78,38;148,50;82,50;165,00;126,50;77,00;58,38;85,04;8,88;8,00;36,00;42,00;13,00;8,00;5,00;7,00;4,00;2,00;3,00;11,00;3,00;1,00
2019-09-08;35,00;210,00;245,00;175,00;198,33;126,88;1,09;89,69;131,25;210,00;70,00;166,25;93,33;163,33;157,50;81,67;53,15;85,56;10,37;21,00;43,00;27,00;10,00;12,00;4,00;4,00;1,00;4,00;3,00;9,00;2,00;2,00
2019-09-15;33,00;190,67;220,00;176,00;198,00;150,56;2,06;74,25;115,50;231,00;57,75;140,25;93,50;181,50;143,00;82,50;72,35;72,35;7,62;11,00;34,00;28,00;6,00;9,00;4,00;4,00;4,00;6,00;1,00;4,00;1,00;2,00
2019-09-22;44,00;216,33;249,33;198,00;194,33;132,00;4,19;81,71;117,33;255,20;70,40;228,80;104,50;143,00;143,00;93,50;62,12;75,06;12,94;11,00;36,00;35,00;11,00;16,00;2,00;5,00;4,00;3,00;2,00;7,00;5,00;0,00
2019-09-29;37,00;225,70;251,60;222,00;173,90;132,76;2,18;102,29;91,41;462,50;92,50;208,13;95,14;163,86;137,43;111,00;52,31;71,45;10,21;16,00;37,00;31,00;5,00;17,00;2,00;6,00;4,00;2,00;4,00;4,00;1,00;0,00
2019-10-06;30,00;206,25;221,25;150,00;176,25;122,14;2,14;79,29;107,14;265,71;77,14;132,86;96,00;150,00;174,00;84,00;43,75;73,75;8,75;15,00;32,00;25,00;8,00;9,00;4,00;6,00;5,00;1,00;2,00;3,00;0,00;0,00
2019-10-13;24,00;185,14;188,57;174,86;233,14;133,09;2,18;78,55;100,36;240,00;60,00;104,00;102,00;138,00;138,00;96,00;45,47;60,63;8,84;17,00;32,00;37,00;3,00;13,00;3,00;5,00;0,00;4,00;2,00;5,00;0,00;0,00
2019-10-20;30,00;176,25;187,50;168,75;217,50;113,57;2,14;85,71;87,86;227,14;77,14;145,71;84,00;120,00;168,00;72,00;62,50;65,00;5,00;9,00;27,00;31,00;5,00;8,00;3,00;6,00;6,00;2,00;0,00;4,00;2,00;0,00
2019-10-27;18,00;169,20;198,00;129,60;147,60;102,00;2,00;62,00;90,00;279,00;72,00;126,00;90,00;102,00;156,00;96,00;47,57;57,86;7,71;6,00;22,00;21,00;6,00;13,00;1,00;6,00;3,00;1,00;5,00;8,00;0,00;3,00
2019-11-03;11,00;150,33;183,33;135,67;150,33;112,20;0,00;72,60;92,40;179,67;47,67;110,00;66,00;99,00;137,50;60,50;45,22;48,89;9,78;5,00;26,00;22,00;11,00;11,00;0,00;5,00;4,00;3,00;2,00;4,00;1,00;2,00
2019-11-10;20,00;196,00;196,00;152,00;152,00;95,56;0,00;68,89;80,00;168,00;56,00;128,00;65,00;500,00;105,00;55,00;55,00;62,50;11,25;12,00;23,00;13,00;1,00;15,00;1,00;9,00;5,00;2,00;1,00;0,00;2,00;0,00
2019-11-17;14,00;150,50;192,50;108,50;98,00;91,00;4,67;67,67;74,67;242,67;65,33;135,33;84,00;315,00;175,00;70,00;38,18;52,18;7,64;6,00;30,00;19,00;5,00;12,00;0,00;3,00;1,00;2,00;3,00;7,00;0,00;0,00
2019-11-24;23,00;157,17;218,50;107,33;141,83;69,00;1,05;73,18;66,91;202,40;59,80;142,60;69,00;109,25;126,50;74,75;35,78;53,67;7,67;8,00;24,00;20,00;4,00;5,00;1,00;3,00;4,00;3,00;2,00;4,00;1,00;1,00
2019-12-01;21,00;150,50;157,50;112,00;126,00;84,00;1,05;67,20;73,50;180,60;58,80;113,40;63,00;68,25;120,75;73,50;31,50;63,00;6,56;10,00;22,00;22,00;2,00;15,00;0,00;12,00;1,00;4,00;0,00;5,00;1,00;0,00
2019-12-08;15,00;157,50;176,25;123,75;120,00;81,43;6,43;72,86;55,71;247,50;56,25;105,00;60,00;75,00;120,00;70,00;35,00;51,25;7,50;10,00;22,00;21,00;5,00;7,00;4,00;3,00;4,00;2,00;0,00;8,00;1,00;2,00
2019-12-15;25,00;167,86;171,43;139,29;135,71;70,83;2,08;66,67;56,25;195,83;66,67;125,00;93,75;81,25;131,25;87,50;46,05;52,63;3,95;11,00;32,00;17,00;6,00;10,00;0,00;5,00;6,00;0,00;2,00;5,00;2,00;0,00
2019-12-22;27,00;227,57;227,57;185,14;158,14;123,75;2,25;67,50;67,50;279,00;72,00;202,50;102,60;167,40;167,40;102,60;33,43;74,57;9,00;13,00;39,00;31,00;4,00;4,00;3,00;2,00;2,00;6,00;1,00;4,00;1,00;4,00
2019-12-29;21,00;206,50;206,50;168,00;143,50;128,10;1,05;56,70;100,80;264,60;54,60;134,40;78,75;131,25;147,00;89,25;45,94;68,25;3,94;13,00;30,00;25,00;7,00;14,00;1,00;10,00;4,00;1,00;2,00;10,00;2,00;0,00
2020-01-05;33,00;190,67;190,67;150,33;157,67;103,40;4,40;61,60;103,40;169,13;49,50;152,63;71,50;99,00;143,00;49,50;63,46;72,35;8,88;11,00;43,00;33,00;5,00;8,00;3,00;5,00;7,00;2,00;0,00;8,00;2,00;0,00
2020-01-12;23,00;199,33;207,00;153,33;157,17;102,45;4,18;81,55;94,09;197,80;64,40;161,00;86,25;149,50;149,50;51,75;54,94;79,22;7,67;14,00;39,00;28,00;6,00;9,00;1,00;3,00;4,00;2,00;0,00;4,00;2,00;1,00
2020-01-19;24,00;161,14;195,43;157,71;144,00;117,82;1,09;69,82;111,27;164,00;56,00;140,00;84,00;96,00;150,00;48,00;50,53;74,53;11,37;16,00;40,00;21,00;4,00;19,00;1,00;3,00;7,00;1,00;1,00;3,00;0,00;0,00
2020-01-26;29,00;152,25;203,00;137,75;148,63;131,62;4,46;64,69;104,85;149,14;49,71;124,29;69,60;98,60;150,80;52,20;48,77;72,50;6,59;12,00;32,00;29,00;11,00;14,00;0,00;9,00;3,00;3,00;1,00;3,00;2,00;1,00
2020-02-02;17,00;129,20;187,00;139,40;136,00;119,00;0,00;116,88;108,38;170,00;76,50;182,75;79,33;124,67;141,67;56,67;52,21;55,86;6,07;12,00;33,00;27,00;10,00;13,00;2,00;8,00;4,00;4,00;0,00;5,00;1,00;1,00
2020-02-09;22,00;161,33;198,00;154,00;143,00;127,60;2,20;88,00;107,80;184,80;61,60;136,40;77,00;115,50;137,50;60,50;55,65;66,00;11,65;13,00;36,00;23,00;8,00;15,00;2,00;4,00;3,00;1,00;4,00;5,00;3,00;0,00
2020-02-16;30,00;183,75;210,00;168,75;176,25;126,43;0,00;75,00;96,43;188,57;72,86;158,57;78,00;120,00;174,00;72,00;46,96;80,87;15,65;11,00;41,00;24,00;11,00;9,00;2,00;4,00;4,00;2,00;5,00;8,00;2,00;0,00
2020-02-23;29,00;145,00;166,75;123,25;170,38;107,08;4,46;64,69;82,54;161,57;74,57;140,86;63,80;162,40;127,60;58,00;47,45;69,86;9,23;12,00;29,00;13,00;6,00;14,00;3,00;4,00;3,00;1,00;4,00;7,00;0,00;1,00
2020-03-01;27,00;146,57;150,43;135,00;165,86;120,46;4,15;56,08;99,69;180,00;49,50;144,00;70,20;113,40;97,20;54,00;46,29;52,71;9,00;9,00;26,00;25,00;5,00;6,00;2,00;4,00;3,00;4,00;0,00;0,00;1,00;1,00
2020-03-08;26,00;115,14;156,00;122,57;141,14;86,67;0,00;125,67;82,33;156,00;47,67;156,00;78,00;114,40;114,40;41,60;42,10;50,76;4,95;6,00;25,00;23,00;6,00;10,00;2,00;2,00;3,00;0,00;1,00;6,00;1,00;2,00
2020-03-15;6,00;108,00;150,00;96,00;120,00;46,00;0,00;68,00;48,00;42,00;36,00;84,00;24,00;288,00;54,00;24,00;30,00;37,50;3,00;5,00;13,00;2,00;3,00;8,00;3,00;1,00;2,00;2,00;0,00;2,00;0,00;0,00
2020-03-22;8,00;64,00;80,00;40,00;52,00;44,00;0,00;52,00;18,00;28,00;20,00;32,00;32,00;224,00;48,00;56,00;13,33;10,67;4,00;5,00;13,00;6,00;0,00;5,00;2,00;0,00;1,00;3,00;1,00;1,00;0,00;1,00
2020-03-29;8,00;64,00;76,00;28,00;40,00;28,00;0,00;40,00;38,00;28,00;20,00;40,00;32,00;96,00;24,00;24,00;21,33;17,33;2,67;5,00;8,00;6,00;1,00;8,00;0,00;2,00;0,00;0,00;3,00;4,00;1,00;0,00
2020-04-05;6,00;39,00;51,00;27,00;30,00;50,00;0,00;26,00;26,00;60,00;24,00;78,00;24,00;72,00;36,00;18,00;16,80;15,60;1,20;6,00;5,00;5,00;3,00;5,00;2,00;2,00;1,00;0,00;0,00;3,00;0,00;0,00
2020-04-12;5,00;65,00;60,00;35,00;45,00;52,50;0,00;25,00;35,00;35,00;30,00;55,00;15,00;45,00;25,00;15,00;13,75;26,25;3,75;3,00;9,00;3,00;1,00;5,00;0,00;2,00;0,00;1,00;0,00;2,00;0,00;0,00
2020-04-19;7,00;35,00;38,50;24,50;24,50;37,33;0,00;21,00;18,67;28,00;17,50;31,50;21,00;63,00;42,00;21,00;15,17;11,67;0,00;4,00;6,00;5,00;4,00;2,00;3,00;1,00;2,00;0,00;1,00;2,00;0,00;1,00
2020-04-26;4,00;40,00;44,00;28,00;40,00;30,00;1,00;16,00;18,00;40,00;12,00;28,00;12,00;36,00;16,00;8,00;20,00;20,00;2,67;2,00;12,00;6,00;3,00;2,00;0,00;2,00;2,00;1,00;0,00;3,00;1,00;0,00
2020-05-03;8,00;52,00;60,00;32,00;48,00;38,00;0,00;22,00;20,00;32,00;28,00;36,00;16,00;56,00;48,00;16,00;24,00;24,00;1,33;2,00;7,00;9,00;0,00;2,00;2,00;2,00;1,00;0,00;0,00;2,00;0,00;0,00
2020-05-10;12,00;56,00;60,00;36,00;44,00;34,00;2,00;22,00;14,00;28,00;12,00;32,00;18,00;72,00;36,00;18,00;20,00;20,00;4,00;7,00;6,00;7,00;1,00;7,00;1,00;2,00;2,00;1,00;2,00;3,00;0,00;1,00
2020-05-17;7,00;45,50;42,00;49,00;38,50;37,33;2,33;21,00;23,33;35,00;24,50;38,50;21,00;77,00;63,00;21,00;32,20;16,80;2,80;5,00;12,00;5,00;3,00;6,00;1,00;3,00;2,00;0,00;1,00;2,00;0,00;1,00
2020-05-24;13,00;52,00;60,67;69,33;52,00;43,33;0,00;23,83;21,67;43,33;17,33;56,33;26,00;65,00;45,50;13,00;28,60;18,20;5,20;6,00;15,00;8,00;4,00;5,00;2,00;2,00;1,00;0,00;0,00;5,00;0,00;0,00
2020-05-31;13,00;73,67;69,33;104,00;56,33;52,00;0,00;32,50;32,50;60,67;30,33;56,33;26,00;91,00;84,50;19,50;36,40;15,60;1,30;5,00;13,00;15,00;5,00;7,00;2,00;2,00;2,00;2,00;0,00;1,00;0,00;0,00
2020-06-07;14,00;59,50;63,00;105,00;52,50;56,00;2,00;26,00;38,00;112,00;28,00;74,67;23,33;84,00;65,33;18,67;47,09;21,64;5,09;5,00;13,00;12,00;13,00;10,00;2,00;0,00;2,00;2,00;2,00;6,00;2,00;2,00
2020-06-14;24,00;76,00;52,00;112,00;64,00;58,91;2,18;26,18;43,64;88,00;24,00;56,00;48,00;120,00;78,00;42,00;29,05;25,26;2,53;13,00;9,00;13,00;3,00;14,00;2,00;2,00;4,00;0,00;2,00;5,00;2,00;0,00
2020-06-21;22,00;69,67;44,00;132,00;66,00;37,40;2,20;28,60;68,20;123,20;30,80;66,00;38,50;110,00;66,00;44,00;37,53;23,29;5,18;7,00;7,00;12,00;7,00;11,00;3,00;3,00;2,00;1,00;2,00;6,00;2,00;1,00
2020-06-28;32,00;92,44;46,22;160,00;85,33;55,47;2,13;38,40;49,07;132,57;32,00;91,43;48,00;117,33;74,67;53,33;32,00;19,20;6,40;9,00;10,00;21,00;6,00;7,00;2,00;6,00;2,00;1,00;1,00;4,00;3,00;1,00
2020-07-05;41,00;115,55;63,36;201,27;96,91;66,89;1,08;32,37;43,16;151,70;32,80;94,30;46,86;140,57;105,43;58,57;38,44;15,38;11,53;8,00;15,00;8,00;12,00;9,00;2,00;2,00;5,00;3,00;1,00;9,00;2,00;2,00
2020-07-12;55,00;121,00;55,00;220,00;99,00;55,00;1,06;40,19;59,23;194,62;33,85;93,08;66,00;148,50;115,50;60,50;30,70;19,19;8,95;12,00;20,00;17,00;10,00;7,00;1,00;5,00;2,00;12,00;0,00;13,00;3,00;2,00
2020-07-19;60,00;123,75;63,75;221,25;108,75;49,29;2,14;23,57;51,43;205,71;34,29;94,29;60,00;163,64;98,18;65,45;43,40;24,26;6,38;18,00;11,00;22,00;10,00;10,00;1,00;4,00;4,00;5,00;2,00;13,00;1,00;2,00
2020-07-26;39,00;102,82;46,09;216,27;92,18;60,67;1,08;28,17;32,50;190,67;30,33;91,00;55,71;178,29;83,57;66,86;28,94;21,39;5,03;12,00;7,00;15,00;5,00;6,00;3,00;3,00;10,00;2,00;4,00;6,00;0,00;0,00
2020-08-02;47,00;101,23;50,62;195,23;72,31;61,95;1,07;34,18;44,86;196,55;25,64;72,64;64,63;199,75;99,88;70,50;40,65;17,78;10,16;13,00;13,00;18,00;10,00;8,00;2,00;2,00;6,00;3,00;3,00;5,00;1,00;1,00
2020-08-09;50,00;84,62;57,69;161,54;103,85;56,52;2,17;30,43;71,74;190,91;27,27;81,82;61,11;166,67;77,78;83,33;43,59;19,23;6,41;12,00;14,00;18,00;5,00;8,00;2,00;3,00;3,00;2,00;1,00;7,00;2,00;0,00
2020-08-16;31,00;96,88;81,38;127,88;54,25;62,00;2,07;26,87;57,87;177,14;39,86;75,29;51,67;160,17;82,67;56,83;32,29;21,96;2,58;13,00;10,00;21,00;12,00;3,00;0,00;4,00;4,00;4,00;3,00;5,00;1,00;0,00
2020-08-23;48,00;84,92;66,46;114,46;51,69;58,43;1,04;22,96;83,48;178,91;26,18;78,55;53,33;176,00;90,67;58,67;49,26;26,53;6,32;6,00;13,00;17,00;12,00;20,00;0,00;2,00;1,00;4,00;0,00;4,00;2,00;0,00
2020-08-30;32,00;64,00;60,44;120,89;49,78;57,60;2,13;23,47;46,93;187,43;41,14;59,43;37,33;181,33;80,00;58,67;40,96;19,20;3,84;4,00;17,00;11,00;4,00;5,00;2,00;7,00;2,00;2,00;2,00;7,00;0,00;0,00
2020-09-06;14,00;49,00;70,00;115,50;49,00;40,00;0,00;24,00;60,00;210,00;37,33;70,00;18,67;149,33;70,00;51,33;44,55;20,36;3,82;5,00;14,00;15,00;4,00;11,00;2,00;2,00;4,00;3,00;2,00;4,00;1,00;0,00
2020-09-13;14,00;59,50;66,50;105,00;45,50;66,00;0,00;32,00;48,00;88,67;42,00;84,00;37,33;149,33;84,00;42,00;34,36;19,09;1,27;5,00;10,00;15,00;3,00;6,00;0,00;0,00;2,00;1,00;1,00;4,00;1,00;0,00
2020-09-20;13,00;55,25;61,75;52,00;42,25;58,50;1,08;43,33;71,50;73,67;26,00;69,33;65,00;156,00;52,00;39,00;35,10;20,80;5,20;3,00;18,00;15,00;2,00;4,00;1,00;2,00;1,00;3,00;0,00;2,00;1,00;1,00
2020-09-27;14,00;56,00;59,50;42,00;35,00;44,00;0,00;42,00;28,00;56,00;42,00;74,67;18,67;98,00;32,67;37,33;44,55;19,09;2,55;3,00;15,00;7,00;2,00;7,00;1,00;3,00;3,00;0,00;1,00;3,00;0,00;1,00
2020-10-04;15,00;45,00;60,00;52,50;30,00;42,86;1,07;27,86;27,86;45,00;40,00;85,00;15,00;115,00;35,00;25,00;47,50;20,00;2,50;3,00;11,00;4,00;1,00;4,00;2,00;5,00;3,00;0,00;1,00;1,00;0,00;1,00
2020-10-11;13,00;65,00;60,67;43,33;52,00;43,33;0,00;26,00;23,83;43,33;21,67;65,00;19,50;104,00;32,50;32,50;48,10;10,40;5,20;4,00;10,00;6,00;2,00;4,00;1,00;4,00;2,00;1,00;1,00;6,00;0,00;0,00
2020-10-18;14,00;42,00;52,50;28,00;35,00;46,00;0,00;36,00;12,00;37,33;18,67;46,67;14,00;51,33;28,00;14,00;36,91;14,00;2,55;3,00;10,00;4,00;1,00;4,00;0,00;3,00;0,00;0,00;1,00;2,00;2,00;1,00
2020-10-25;100,00;48,15;51,85;25,93;40,74;36,17;2,13;23,40;17,02;39,13;17,39;47,83;11,11;44,44;33,33;11,11;26,92;12,82;1,28;4,00;9,00;3,00;2,00;3,00;3,00;2,00;1,00;2,00;1,00;5,00;1,00;0,00
2020-11-01;13,00;30,33;52,00;21,67;34,67;32,50;0,00;15,17;15,17;34,67;17,33;60,67;19,50;26,00;104,00;13,00;22,10;14,30;1,30;2,00;6,00;2,00;0,00;0,00;1,00;0,00;2,00;0,00;1,00;2,00;0,00;0,00
2020-11-08;11,00;40,33;69,67;22,00;33,00;26,40;0,00;30,80;15,40;25,67;7,33;51,33;16,50;44,00;27,50;16,50;20,78;13,44;1,22;3,00;7,00;3,00;1,00;5,00;0,00;3,00;2,00;1,00;1,00;0,00;1,00;0,00
2020-11-15;7,00;42,00;45,50;10,50;49,00;35,00;2,33;39,67;51,33;21,00;21,00;56,00;14,00;35,00;49,00;14,00;15,40;8,40;4,20;7,00;11,00;3,00;1,00;2,00;1,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00
2020-11-22;6,00;33,00;42,00;12,00;21,00;40,00;0,00;18,00;42,00;42,00;24,00;84,00;18,00;30,00;36,00;12,00;13,20;10,80;1,20;4,00;1,00;3,00;3,00;1,00;2,00;1,00;0,00;1,00;2,00;2,00;0,00;0,00
