Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2020-05-03;7,00;1,00;11,00;2,00;2,00
2020-05-10;7,00;2,00;10,00;0,50;1,00
2020-05-17;4,00;0,50;16,00;1,00;0,50
2020-05-24;6,00;1,00;11,00;1,00;2,00
2020-05-31;7,00;1,00;16,00;2,00;2,00
2020-06-07;6,00;1,00;14,00;0,50;2,00
2020-06-14;7,00;0,50;13,00;1,00;0,50
2020-06-21;9,00;2,00;11,00;1,00;1,00
2020-06-28;7,00;3,00;21,00;1,00;1,00
2020-07-05;5,00;2,00;14,00;0,50;0,00
2020-07-12;7,00;1,00;8,00;0,50;2,00
2020-07-19;6,00;1,00;10,00;0,50;8,00
2020-07-26;5,00;1,00;14,00;0,50;1,00
2020-08-02;6,00;0,00;10,00;0,50;2,00
2020-08-09;6,00;2,00;15,00;0,00;1,00
2020-08-16;5,00;2,00;18,00;1,00;1,00
2020-08-23;6,00;0,50;14,00;2,00;0,50
2020-08-30;9,00;1,00;13,00;0,00;0,00
2020-09-06;7,00;1,00;13,00;1,00;1,00
2020-09-13;8,00;2,00;12,00;0,50;0,00
2020-09-20;4,00;0,50;11,00;0,00;0,00
2020-09-27;2,00;2,00;8,00;0,50;0,50
2020-10-04;5,00;5,00;13,00;1,00;0,00
2020-10-11;6,00;1,00;13,00;2,00;0,00
2020-10-18;3,00;2,00;14,00;0,00;1,00
2020-10-25;7,00;1,00;8,00;0,50;0,50
2020-11-01;5,00;2,00;10,00;1,00;0,00
2020-11-08;2,00;1,00;15,00;0,50;1,00
2020-11-15;1,00;2,00;21,00;1,00;1,00
2020-11-22;4,00;1,00;13,00;1,00;0,50
2020-11-29;7,00;0,50;10,00;0,50;1,00
2020-12-06;3,00;1,00;12,00;1,00;0,00
2020-12-13;3,00;3,00;15,00;1,00;3,00
2020-12-20;5,00;3,00;15,00;1,00;2,00
2020-12-27;5,00;1,00;12,00;1,00;0,00
2021-01-03;4,00;1,00;18,00;0,50;1,00
2021-01-10;6,00;0,50;12,00;1,00;1,00
2021-01-17;7,00;2,00;12,00;1,00;1,00
2021-01-24;7,00;0,00;12,00;0,00;0,50
2021-01-31;6,00;0,00;11,00;0,50;1,00
2021-02-07;3,00;1,00;9,00;0,50;1,00
2021-02-14;7,00;1,00;11,00;1,00;0,00
2021-02-21;7,00;4,00;13,00;0,50;1,00
2021-02-28;5,00;1,00;10,00;2,00;2,00
2021-03-07;6,00;1,00;15,00;1,00;1,00
2021-03-14;5,00;1,00;9,00;0,50;1,00
2021-03-21;4,00;2,00;9,00;0,00;1,00
2021-03-28;6,00;0,00;15,00;1,00;2,00
2021-04-04;11,00;1,00;10,00;1,00;1,00
2021-04-11;2,00;1,00;5,00;1,00;0,00
2021-04-18;4,00;1,00;6,00;1,00;1,00
2021-04-25;3,00;1,00;9,00;0,00;0,00
2021-05-02;3,00;1,00;9,00;0,00;1,00
2021-05-09;7,00;1,00;11,00;1,00;1,00
2021-05-16;4,00;1,00;6,00;1,00;1,00
2021-05-23;6,00;2,00;5,00;1,00;0,00
2021-05-30;3,00;0,00;5,00;0,00;1,00
2021-06-06;2,00;2,00;4,00;1,00;0,00
2021-06-13;6,00;0,00;9,00;1,00;0,00
2021-06-20;4,00;1,00;8,00;1,00;0,00
2021-06-27;3,00;1,00;7,00;1,00;1,00
2021-07-04;2,00;1,00;9,00;1,00;0,00
2021-07-11;3,00;0,00;13,00;0,00;0,00
2021-07-18;6,00;1,00;12,00;1,00;1,00
2021-07-25;7,00;1,00;35,00;1,00;1,00
2021-08-01;7,00;0,00;9,00;1,00;1,00
2021-08-08;3,00;1,00;3,00;0,00;2,00
2021-08-15;7,00;1,00;10,00;0,00;1,00
2021-08-22;1,00;2,00;9,00;0,00;0,00
2021-08-29;8,00;1,00;8,00;1,00;0,00
2021-09-05;5,00;4,00;8,00;1,00;1,00
2021-09-12;5,00;1,00;13,00;1,00;2,00
2021-09-19;3,00;1,00;5,00;0,00;0,00
2021-09-26;2,00;1,00;7,00;0,00;1,00
2021-10-03;2,00;1,00;8,00;1,00;0,00
2021-10-10;3,00;2,00;9,00;0,00;2,00
2021-10-17;2,00;1,00;8,00;1,00;1,00
2021-10-24;5,00;1,00;11,00;0,00;1,00
