Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;9,00;2,00;19,00;3,00;0,00
2019-01-13;7,00;2,00;19,00;2,00;2,00
2019-01-20;6,00;1,00;18,00;1,00;3,00
2019-01-27;7,00;0,00;20,00;1,00;3,00
2019-02-03;3,00;1,00;11,00;1,00;4,00
2019-02-10;9,00;2,00;17,00;0,00;3,00
2019-02-17;3,00;1,00;13,00;0,00;1,00
2019-02-24;7,00;1,00;15,00;2,00;2,00
2019-03-03;5,00;2,00;12,00;1,00;10,00
2019-03-10;5,00;1,00;19,00;0,00;2,00
2019-03-17;5,00;2,00;21,00;1,00;0,00
2019-03-24;5,00;1,00;14,00;0,00;2,00
2019-03-31;2,00;1,00;22,00;1,00;2,00
2019-04-07;6,00;2,00;19,00;1,00;2,00
2019-04-14;2,00;2,00;10,00;1,00;2,00
2019-04-21;8,00;2,00;18,00;1,00;3,00
2019-04-28;4,00;1,00;21,00;1,00;1,00
2019-05-05;12,00;2,00;20,00;0,00;1,00
2019-05-12;8,00;1,00;19,00;1,00;0,00
2019-05-19;11,00;0,00;13,00;1,00;1,00
2019-05-26;6,00;1,00;18,00;1,00;1,00
2019-06-02;5,00;3,00;13,00;1,00;2,00
2019-06-09;2,00;2,00;18,00;1,00;1,00
2019-06-16;7,00;4,00;11,00;1,00;1,00
2019-06-23;6,00;2,00;20,00;2,00;1,00
2019-06-30;4,00;2,00;12,00;2,00;1,00
2019-07-07;6,00;0,00;19,00;1,00;1,00
2019-07-14;4,00;1,00;14,00;1,00;2,00
2019-07-21;5,00;1,00;16,00;0,00;2,00
2019-07-28;5,00;2,00;16,00;1,00;2,00
2019-08-04;10,00;1,00;12,00;1,00;1,00
2019-08-11;7,00;1,00;12,00;2,00;1,00
2019-08-18;5,00;1,00;10,00;2,00;2,00
2019-08-25;9,00;1,00;16,00;1,00;1,00
2019-09-01;7,00;1,00;14,00;1,00;2,00
2019-09-08;11,00;2,00;18,00;1,00;1,00
2019-09-15;5,00;2,00;27,00;2,00;3,00
2019-09-22;8,00;2,00;32,00;0,00;1,00
2019-09-29;5,00;1,00;27,00;1,00;2,00
2019-10-06;5,00;3,00;100,00;3,00;2,00
2019-10-13;7,00;2,00;22,00;0,00;2,00
2019-10-20;6,00;2,00;20,00;1,00;2,00
2019-10-27;6,00;0,00;16,00;1,00;1,00
2019-11-03;10,00;2,00;17,00;0,50;0,50
2019-11-10;4,00;1,00;23,00;0,00;2,00
2019-11-17;3,00;1,00;18,00;1,00;1,00
2019-11-24;2,00;1,00;15,00;0,50;1,00
2019-12-01;6,00;3,00;9,00;1,00;0,00
2019-12-08;9,00;3,00;13,00;2,00;2,00
2019-12-15;6,00;1,00;13,00;1,00;1,00
2019-12-22;7,00;2,00;28,00;1,00;3,00
2019-12-29;7,00;3,00;21,00;1,00;2,00
2020-01-05;6,00;1,00;21,00;1,00;2,00
2020-01-12;5,00;3,00;21,00;3,00;1,00
2020-01-19;6,00;1,00;22,00;0,50;2,00
2020-01-26;4,00;3,00;17,00;1,00;3,00
2020-02-02;7,00;2,00;18,00;1,00;0,50
2020-02-09;7,00;1,00;12,00;0,00;0,50
2020-02-16;6,00;1,00;13,00;1,00;1,00
2020-02-23;4,00;0,50;13,00;0,50;1,00
2020-03-01;6,00;2,00;17,00;2,00;2,00
2020-03-08;5,00;0,50;14,00;0,50;1,00
2020-03-15;6,00;1,00;13,00;2,00;1,00
2020-03-22;6,00;2,00;16,00;2,00;0,00
2020-03-29;6,00;0,50;14,00;3,00;2,00
2020-04-05;6,00;2,00;12,00;1,00;3,00
2020-04-12;7,00;3,00;15,00;1,00;1,00
2020-04-19;3,00;1,00;12,00;1,00;2,00
2020-04-26;7,00;3,00;12,00;1,00;0,50
