Semaine;Nice (FR);Paris (FR);London (GB);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;39,00;877,50;916,50;448,50;242,67;8,67;186,33;273,00;277,33;299,00;108,33;182,00;178,29;119,79;122,57;16,71;92,18;122,32;14,18;58,50;18,00;105,00;52,50;75,00;16,90;41,60;29,90;55,90;10,00;8,00;4,00;6,00;15,00;3,00;3,00
2019-01-13;46,00;613,33;628,67;322,00;221,64;20,91;175,64;271,82;188,18;280,18;104,55;158,91;140,88;112,13;115,00;14,38;86,69;150,38;17,69;65,46;22,26;111,29;66,77;80,13;22,34;35,49;30,23;65,71;8,00;11,00;4,00;3,00;17,00;1,00;3,00
2019-01-20;45,00;555,00;630,00;270,00;229,09;24,55;171,82;225,00;196,36;225,00;106,36;171,82;149,06;92,81;81,56;11,25;84,81;141,92;24,23;43,27;16,50;85,50;67,50;54,00;12,86;28,29;34,71;37,29;5,00;11,00;16,00;3,00;9,00;1,00;1,00
2019-01-27;19,00;684,00;798,00;380,00;186,20;11,40;152,00;254,60;171,00;342,00;156,75;228,00;122,14;86,86;108,57;16,29;57,00;117,45;19,00;72,55;15,83;109,25;52,25;74,42;16,29;28,50;6,79;23,07;7,00;11,00;7,00;5,00;8,00;1,00;1,00
2019-02-03;23,00;897,00;966,00;460,00;199,33;7,67;157,17;214,67;149,50;268,33;115,00;184,00;155,25;74,75;97,75;17,25;58,38;115,00;14,15;53,08;17,25;80,50;57,50;67,56;12,78;39,61;3,83;44,72;6,00;15,00;4,00;4,00;10,00;3,00;3,00
2019-02-10;24,00;960,00;936,00;384,00;200,00;16,00;184,00;244,00;148,00;288,00;144,00;188,00;174,00;108,00;117,00;24,00;44,57;123,43;17,14;70,29;19,50;103,50;48,00;55,50;16,00;24,00;2,67;48,00;6,00;7,00;7,00;10,00;10,00;0,00;0,00
2019-02-17;30,00;555,00;630,00;315,00;235,71;8,57;184,29;300,00;162,86;265,71;132,86;210,00;147,27;100,91;98,18;13,64;61,76;123,53;54,71;61,76;24,00;94,50;52,50;46,50;13,04;26,09;3,91;49,57;14,00;13,00;4,00;4,00;18,00;3,00;1,00
2019-02-24;37,00;814,00;795,50;351,50;222,00;16,44;246,67;238,44;156,22;230,22;119,22;180,89;130,92;128,08;105,31;5,69;56,38;142,71;8,81;58,14;29,60;79,92;65,12;47,36;22,97;22,97;7,66;40,83;11,00;7,00;4,00;4,00;4,00;1,00;1,00
2019-03-03;33,00;693,00;693,00;330,00;189,75;12,38;297,00;251,63;152,63;239,25;144,38;202,13;123,75;115,50;77,00;11,00;59,05;132,00;10,42;53,84;13,50;87,00;58,50;54,00;17,16;39,60;6,60;33,00;12,00;4,00;14,00;3,00;10,00;0,00;4,00
2019-03-10;31,00;651,00;635,50;356,50;224,75;19,38;182,13;271,25;163,86;252,43;146,14;199,29;129,64;95,82;93,00;19,73;56,83;148,11;37,89;80,94;29,52;79,71;81,19;45,76;7,75;51,67;9,04;50,38;14,00;12,00;4,00;7,00;9,00;1,00;0,00
2019-03-17;22,00;792,00;814,00;374,00;202,40;8,80;158,40;259,60;158,40;237,60;140,80;180,40;112,75;104,50;68,75;8,25;55,00;113,67;5,50;73,33;17,60;85,07;42,53;54,27;17,88;31,63;4,13;42,63;8,00;11,00;4,00;5,00;12,00;8,00;0,00
2019-03-24;28,00;560,00;546,00;280,00;188,00;4,00;160,00;244,00;144,00;264,00;136,00;168,00;128,80;120,40;89,60;14,00;57,75;157,50;10,50;66,50;33,89;76,63;56,00;47,16;17,33;25,33;2,67;60,00;11,00;6,00;1,00;4,00;11,00;1,00;0,00
2019-03-31;48,00;656,00;560,00;320,00;208,00;16,00;176,00;264,00;213,82;274,91;130,91;209,45;144,00;129,88;98,82;14,12;78,22;124,44;21,33;67,56;16,50;76,50;43,50;63,00;19,46;20,76;12,97;49,30;4,00;7,00;13,00;6,00;8,00;7,00;4,00
2019-04-07;66,00;709,50;693,00;363,00;255,75;20,63;185,63;231,00;206,25;297,00;169,13;181,50;145,75;129,25;93,50;8,25;93,79;144,16;24,32;64,26;29,33;82,13;58,67;57,20;10,35;25,88;19,41;47,88;7,00;5,00;7,00;11,00;12,00;3,00;3,00
2019-04-14;48,00;1600,00;736,00;352,00;252,00;32,00;196,00;192,00;244,36;274,91;135,27;170,18;121,41;138,35;81,88;28,24;83,56;142,22;23,11;69,33;22,50;87,00;46,50;43,50;18,67;18,67;34,67;48,00;9,00;12,00;7,00;7,00;13,00;6,00;0,00
2019-04-21;57,00;684,00;570,00;313,50;228,00;12,21;199,50;268,71;199,50;293,14;118,07;166,93;135,71;146,57;84,14;13,57;55,27;103,64;24,18;86,36;27,77;71,62;65,77;70,15;15,55;28,50;38,86;62,18;6,00;11,00;3,00;9,00;7,00;11,00;6,00
2019-04-28;60,00;795,00;750,00;345,00;252,00;20,00;340,00;252,00;231,43;325,71;120,00;162,86;141,82;122,73;90,00;27,27;70,29;135,43;20,57;66,86;10,24;81,95;81,95;58,54;22,17;30,00;26,09;67,83;14,00;8,00;13,00;8,00;15,00;3,00;3,00
2019-05-05;57,00;513,00;584,25;327,75;219,86;12,21;407,14;256,50;171,00;289,07;97,71;154,71;136,80;108,30;91,20;17,10;110,55;129,55;24,18;81,18;11,69;73,08;49,69;51,15;25,91;29,80;51,82;41,45;17,00;8,00;3,00;4,00;11,00;5,00;1,00
2019-05-12;56,00;560,00;476,00;350,00;260,00;12,00;160,00;236,00;185,23;262,77;116,31;159,38;131,60;106,40;95,20;25,20;71,75;106,75;22,75;68,25;25,05;69,26;69,26;50,11;20,84;19,53;20,84;44,28;11,00;7,00;3,00;8,00;11,00;4,00;4,00
2019-05-19;57,00;584,25;498,75;313,50;219,86;12,21;166,93;199,50;179,14;244,29;114,00;158,79;122,14;103,14;105,86;16,29;82,91;114,00;38,00;65,64;19,00;86,23;64,31;51,15;23,32;24,61;20,73;67,36;8,00;16,00;7,00;7,00;41,00;7,00;0,00
2019-05-26;50,00;733,33;583,33;383,33;270,83;29,17;187,50;225,00;208,33;275,00;125,00;175,00;161,11;102,78;97,22;27,78;93,10;117,24;24,14;43,10;22,06;77,94;54,41;52,94;31,58;22,37;39,47;51,32;8,00;14,00;7,00;8,00;51,00;7,00;3,00
2019-06-02;55,00;861,67;715,00;403,33;228,46;25,38;148,08;232,69;211,54;253,85;139,62;139,62;129,25;275,00;110,00;13,75;70,47;116,88;18,91;85,94;16,35;83,24;41,62;60,95;31,43;26,19;32,74;55,00;14,00;9,00;8,00;5,00;18,00;4,00;3,00
2019-06-09;61,00;594,75;579,50;305,00;231,80;20,33;138,27;223,67;170,80;252,13;85,40;150,47;119,23;141,41;80,41;19,41;61,00;116,77;22,66;61,00;23,80;87,78;55,05;62,49;27,26;22,06;51,91;57,11;10,00;20,00;9,00;8,00;7,00;1,00;3,00
2019-06-16;65,00;650,00;585,00;325,00;190,94;20,31;162,50;195,00;216,67;286,00;117,00;169,00;124,35;110,22;93,26;11,30;94,86;135,27;24,59;73,78;30,23;101,28;52,91;54,42;27,86;35,82;43,78;58,37;15,00;11,00;11,00;4,00;12,00;7,00;0,00
2019-06-23;58,00;580,00;507,50;261,00;169,86;16,57;153,29;186,43;219,57;244,43;111,86;194,71;135,33;113,24;74,57;13,81;80,85;108,97;43,94;63,27;14,87;80,31;53,54;49,08;20,62;24,49;36,09;48,98;25,00;15,00;7,00;7,00;9,00;9,00;3,00
2019-06-30;73,00;642,40;613,20;292,00;186,56;28,39;141,94;186,56;240,47;304,88;120,24;163,18;129,15;109,50;137,58;30,88;83,43;130,36;111,24;86,90;19,37;96,84;73,00;74,49;23,46;27,38;44,32;71,70;15,00;16,00;15,00;16,00;19,00;9,00;5,00
2019-07-07;71,00;923,00;798,75;497,00;250,59;25,06;179,59;267,29;258,94;346,65;150,35;192,12;153,36;144,84;119,28;34,08;86,59;114,29;43,29;84,85;39,94;116,85;78,40;71,00;28,93;38,13;44,70;74,94;23,00;17,00;8,00;8,00;19,00;12,00;3,00
2019-07-14;82,00;902,00;754,40;442,80;241,90;24,60;143,50;229,60;250,10;352,60;135,30;184,50;192,28;172,48;127,24;31,10;97,70;118,64;26,17;111,66;26,84;113,31;73,05;82,00;36,44;31,24;37,75;85,90;20,00;27,00;11,00;8,00;14,00;13,00;4,00
2019-07-21;70,00;927,50;752,50;437,50;259,41;41,18;160,59;234,71;255,29;358,24;177,06;189,41;198,80;179,20;128,80;22,40;85,75;136,50;35,00;138,25;50,64;148,94;86,38;71,49;54,44;38,89;44,07;101,11;20,00;18,00;15,00;5,00;20,00;11,00;2,00
2019-07-28;78,00;1029,60;686,40;452,40;234,00;12,32;176,53;254,53;273,00;351,00;156,00;186,33;250,71;167,14;125,36;39,00;91,87;112,67;36,40;145,60;16,50;144,00;82,50;99,00;34,37;39,66;50,24;75,36;27,00;22,00;6,00;16,00;30,00;13,00;3,00
2019-08-04;68,00;952,00;816,00;476,00;204,00;24,00;148,00;232,00;306,00;425,00;153,00;165,75;274,83;184,17;133,17;34,00;125,54;148,21;29,64;69,74;32,52;116,78;90,17;72,43;35,31;28,77;47,08;85,00;14,00;29,00;11,00;8,00;24,00;11,00;8,00
2019-08-11;62,00;759,50;728,50;403,00;223,20;24,80;148,80;223,20;260,40;305,87;128,13;169,47;205,73;124,00;118,36;31,00;79,71;127,54;26,57;81,49;27,22;113,41;52,93;81,66;30,34;43,53;32,98;81,79;13,00;18,00;11,00;6,00;14,00;3,00;7,00
2019-08-18;67,00;703,50;820,75;385,25;204,94;23,65;161,59;240,41;217,75;305,69;125,63;163,31;159,13;100,50;111,67;27,92;92,77;103,08;20,62;72,15;31,27;71,47;68,49;58,07;20,62;23,19;46,38;61,85;13,00;16,00;6,00;6,00;20,00;3,00;0,00
2019-08-25;67,00;603,00;720,25;402,00;192,63;41,88;167,50;230,31;196,81;309,88;108,88;163,31;125,63;83,75;94,92;13,96;88,16;146,34;19,39;82,87;23,82;84,87;53,60;50,62;18,39;22,33;44,67;70,94;11,00;17,00;6,00;3,00;11,00;1,00;3,00
2019-09-01;59,00;575,25;693,25;339,25;231,79;12,64;189,64;269,71;193,86;316,07;139,07;172,79;115,19;134,86;106,76;16,86;88,50;154,44;27,76;72,88;22,13;67,85;75,23;59,00;15,73;35,40;32,78;53,76;9,00;14,00;7,00;3,00;22,00;8,00;0,00
2019-09-08;67,00;737,00;770,50;385,25;209,38;16,75;184,25;226,13;196,81;301,50;117,25;184,25;139,58;100,50;108,88;19,54;100,50;158,68;19,39;65,24;22,33;64,02;72,96;56,58;21,02;36,78;27,59;78,82;16,00;8,00;9,00;11,00;12,00;4,00;0,00
2019-09-15;53,00;759,67;795,00;335,67;199,77;16,31;216,08;228,31;224,23;309,85;85,62;179,38;156,21;111,58;97,63;19,53;95,40;155,47;30,03;63,60;13,25;92,75;55,94;47,11;9,28;30,48;38,43;72,88;7,00;9,00;8,00;4,00;12,00;3,00;1,00
2019-09-22;48,00;656,00;816,00;320,00;224,00;24,00;184,00;248,00;253,09;353,45;122,18;192,00;149,65;110,12;98,82;8,47;106,29;154,29;12,00;73,71;18,00;90,00;60,00;49,50;12,97;18,16;27,24;51,89;5,00;5,00;3,00;4,00;13,00;1,00;4,00
2019-09-29;48,00;736,00;784,00;352,00;220,00;16,00;216,00;220,00;218,18;327,27;117,82;165,82;121,41;98,82;96,00;22,59;94,22;156,44;33,78;55,11;18,00;96,00;40,50;60,00;12,00;28,00;29,33;45,33;16,00;10,00;6,00;1,00;9,00;1,00;4,00
