Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;35,00;420,00;315,00;210,00;157,50;118,70;76,09;83,70;106,52;61,55;79,66;53,10;54,31;75,00;65,00;35,00;22,50;36,00;41,00;22,00;36,00;22,00;29,00;24,00;15,00;17,00;22,00;17,00;8,00;7,00;8,00;4,00;4,00;4,00;3,00;2,00
2019-01-13;32,00;352,00;288,00;176,00;176,00;129,52;83,81;73,14;118,86;60,44;55,70;55,70;56,89;71,38;61,54;29,54;22,15;34,00;65,00;22,00;29,00;21,00;18,00;19,00;23,00;29,00;13,00;13,00;11,00;13,00;4,00;10,00;6,00;0,00;4,00;2,00
2019-01-20;28,00;266,00;224,00;182,00;112,00;114,95;73,68;100,21;120,84;74,67;52,50;50,17;59,50;76,36;68,73;22,91;17,82;38,00;52,00;24,00;24,00;24,00;29,00;25,00;26,00;19,00;23,00;17,00;11,00;9,00;7,00;6,00;5,00;3,00;3,00;2,00
2019-01-27;23,00;241,50;218,50;126,50;115,00;118,07;61,33;93,53;110,40;82,32;61,74;50,84;67,79;81,78;58,78;38,33;28,11;29,00;47,00;26,00;24,00;30,00;23,00;16,00;23,00;13,00;20,00;5,00;8,00;8,00;12,00;5,00;5,00;5,00;0,00;1,00
2019-02-03;17,00;374,00;306,00;221,00;136,00;92,73;52,55;100,45;120,55;66,79;75,29;51,00;78,93;72,86;68,00;21,86;19,43;29,00;58,00;27,00;21,00;28,00;22,00;28,00;23,00;15,00;21,00;3,00;17,00;10,00;13,00;5,00;4,00;5,00;2,00;2,00
2019-02-10;29,00;333,50;290,00;188,50;130,50;114,47;53,42;91,58;102,26;72,50;55,58;45,92;73,71;72,50;62,83;29,00;29,00;38,00;51,00;17,00;24,00;30,00;14,00;18,00;15,00;16,00;15,00;4,00;12,00;14,00;17,00;12,00;9,00;12,00;1,00;3,00
2019-02-17;24,00;252,00;228,00;144,00;108,00;91,50;46,50;94,50;123,00;73,20;51,60;57,60;75,60;57,60;74,40;28,80;21,60;40,00;58,00;35,00;31,00;33,00;25,00;15,00;22,00;27,00;16,00;3,00;9,00;11,00;9,00;8,00;9,00;5,00;2,00;5,00
2019-02-24;26,00;299,00;260,00;156,00;104,00;122,35;59,65;108,59;114,71;78,00;82,95;53,24;75,52;65,00;67,60;20,80;26,00;38,00;46,00;26,00;36,00;30,00;14,00;13,00;14,00;18,00;13,00;1,00;7,00;11,00;12,00;7,00;8,00;7,00;4,00;5,00
2019-03-03;30,00;390,00;285,00;210,00;135,00;124,50;67,50;103,50;103,50;63,46;64,62;47,31;81,92;55,00;67,50;32,50;25,00;30,00;52,00;30,00;30,00;25,00;20,00;26,00;20,00;26,00;18,00;4,00;11,00;11,00;13,00;6,00;6,00;3,00;2,00;3,00
2019-03-10;21,00;252,00;189,00;126,00;84,00;112,50;51,00;94,50;115,50;65,33;56,00;61,83;88,67;44,33;56,00;23,33;25,67;29,00;51,00;25,00;28,00;30,00;28,00;21,00;20,00;15,00;18,00;3,00;6,00;11,00;11,00;10,00;11,00;4,00;1,00;4,00
2019-03-17;26,00;338,00;234,00;182,00;104,00;106,89;44,78;85,22;98,22;49,64;61,45;63,82;69,73;42,55;59,09;26,00;16,55;35,00;49,00;18,00;25,00;22,00;26,00;18,00;19,00;17,00;21,00;5,00;8,00;4,00;15,00;4,00;2,00;4,00;2,00;2,00
2019-03-24;36,00;288,00;228,00;144,00;108,00;111,00;63,00;88,50;111,00;63,87;66,19;49,94;70,84;64,80;67,20;31,20;24,00;29,00;48,00;28,00;40,00;35,00;24,00;16,00;21,00;21,00;12,00;7,00;7,00;13,00;11,00;7,00;15,00;7,00;4,00;3,00
2019-03-31;37,00;308,33;209,67;160,33;148,00;134,13;77,08;94,04;144,92;78,77;71,61;71,61;94,29;71,53;78,93;24,67;17,27;40,00;41,00;17,00;31,00;43,00;23,00;9,00;22,00;23,00;18,00;14,00;16,00;19,00;14,00;10,00;15,00;7,00;9,00;5,00
2019-04-07;46,00;429,33;322,00;230,00;184,00;151,80;90,47;111,93;121,13;83,53;78,68;75,05;65,37;82,32;70,21;29,05;24,21;55,00;54,00;25,00;37,00;32,00;23,00;21,00;22,00;26,00;10,00;14,00;12,00;8,00;12,00;2,00;14,00;9,00;5,00;0,00
2019-04-14;31,00;1550,00;263,50;263,50;170,50;111,60;93,00;88,35;137,95;65,58;66,77;59,62;63,19;72,33;46,50;28,42;41,33;37,00;53,00;24,00;28,00;36,00;13,00;13,00;19,00;33,00;15,00;16,00;12,00;12,00;13,00;11,00;9,00;5,00;7,00;1,00
2019-04-21;42,00;350,00;210,00;154,00;140,00;85,50;60,00;87,00;88,50;61,20;54,00;42,00;70,80;39,53;42,00;32,12;29,65;39,00;51,00;28,00;19,00;43,00;18,00;9,00;25,00;27,00;11,00;7,00;11,00;11,00;11,00;10,00;10,00;2,00;2,00;3,00
2019-04-28;35,00;385,00;245,00;210,00;157,50;116,67;53,96;86,04;105,00;67,67;60,67;46,67;52,50;52,50;57,50;27,50;17,50;55,00;45,00;27,00;27,00;25,00;21,00;27,00;16,00;17,00;8,00;19,00;16,00;9,00;5,00;10,00;9,00;4,00;5,00;0,00
2019-05-05;42,00;308,00;182,00;154,00;126,00;111,00;49,50;135,00;106,50;57,60;58,80;57,60;52,80;64,24;69,18;19,76;19,76;47,00;48,00;20,00;29,00;32,00;22,00;22,00;21,00;29,00;16,00;20,00;19,00;15,00;14,00;2,00;13,00;8,00;6,00;5,00
2019-05-12;47,00;329,00;203,67;172,33;172,33;122,81;71,26;90,97;109,16;62,67;63,87;55,44;59,05;61,84;66,79;24,74;14,84;47,00;40,00;22,00;23,00;34,00;21,00;22,00;25,00;22,00;15,00;10,00;13,00;5,00;12,00;7,00;6,00;10,00;1,00;7,00
2019-05-19;44,00;337,33;205,33;161,33;161,33;118,34;60,69;81,93;101,66;45,19;59,46;78,49;55,89;63,56;70,89;22,00;24,44;40,00;44,00;24,00;34,00;24,00;13,00;25,00;24,00;28,00;13,00;24,00;17,00;7,00;6,00;11,00;9,00;5,00;4,00;5,00
2019-05-26;42,00;308,00;168,00;168,00;126,00;106,50;82,50;91,50;85,50;63,60;49,20;43,20;60,00;79,06;66,71;19,76;24,71;25,00;37,00;27,00;25,00;33,00;11,00;25,00;13,00;24,00;6,00;20,00;9,00;10,00;7,00;8,00;13,00;6,00;8,00;4,00
2019-06-02;39,00;299,00;208,00;143,00;130,00;103,50;69,00;78,00;96,00;62,64;81,55;42,55;56,73;60,94;117,00;34,13;21,94;45,00;39,00;28,00;19,00;43,00;19,00;19,00;20,00;27,00;13,00;19,00;14,00;13,00;8,00;9,00;8,00;13,00;11,00;4,00
