Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2021-08-08;61,00;5,00;28,00;0,00;0,00
2021-08-15;65,00;4,00;35,00;9,00;0,00
2021-08-22;46,00;0,00;27,00;0,00;5,00
2021-08-29;48,00;4,00;9,00;0,00;0,00
2021-09-05;45,00;4,00;22,00;0,00;0,00
2021-09-12;31,00;0,00;18,00;0,00;13,00
2021-09-19;51,00;13,00;17,00;4,00;9,00
2021-09-26;30,00;4,00;17,00;4,00;0,00
2021-10-03;26,00;4,00;27,00;4,00;0,00
2021-10-10;9,00;5,00;9,00;0,00;5,00
2021-10-17;54,00;4,00;18,00;0,00;0,00
2021-10-24;26,00;4,00;13,00;9,00;4,00
2021-10-31;30,00;0,00;26,00;0,00;4,00
2021-11-07;39,00;9,00;13,00;4,00;0,00
2021-11-14;34,00;0,00;22,00;9,00;13,00
2021-11-21;37,00;0,00;12,00;4,00;0,00
2021-11-28;21,00;0,00;12,00;0,00;4,00
2021-12-05;34,00;4,00;30,00;4,00;4,00
2021-12-12;9,00;22,00;17,00;0,00;4,00
2021-12-19;41,00;5,00;5,00;0,00;0,00
2021-12-26;58,00;5,00;27,00;0,00;5,00
2022-01-02;45,00;9,00;37,00;0,00;9,00
2022-01-09;40,00;4,00;49,00;9,00;9,00
2022-01-16;70,00;9,00;40,00;13,00;0,00
2022-01-23;49,00;13,00;22,00;0,00;4,00
2022-01-30;68,00;5,00;32,00;0,00;9,00
2022-02-06;33,00;0,00;0,00;5,00;0,00
2022-02-13;51,00;5,00;14,00;5,00;9,00
2022-02-20;45,00;5,00;32,00;5,00;0,00
2022-02-27;50,00;9,00;36,00;0,00;5,00
2022-03-06;46,00;0,00;41,00;5,00;0,00
2022-03-13;53,00;0,00;9,00;4,00;0,00
2022-03-20;27,00;5,00;28,00;9,00;0,00
2022-03-27;26,00;4,00;39,00;4,00;9,00
2022-04-03;34,00;4,00;34,00;0,00;0,00
2022-04-10;34,00;15,00;25,00;0,00;5,00
