Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;16,00;147,20;134,40;60,80;89,60;72,00;2,67;54,67;81,33;48,00;109,33;138,67;58,67;48,00;59,43;54,86;16,00;31,00;40,00;28,00;56,00;9,00;51,00;17,00;13,00;12,00;5,00;56,00;5,00;6,00;8,00;1,00;5,00;2,00;0,00
2019-01-13;26,00;121,33;127,11;54,89;92,44;62,95;2,74;65,68;69,79;42,55;85,09;144,18;54,36;49,64;63,82;66,18;23,64;31,00;37,00;22,00;39,00;8,00;36,00;25,00;17,00;8,00;8,00;65,00;7,00;4,00;5,00;2,00;9,00;3,00;1,00
2019-01-20;27,00;144,00;135,00;75,00;111,00;82,35;2,70;67,50;70,20;46,64;71,18;152,18;51,55;51,75;42,75;42,75;18,00;27,00;38,00;25,00;46,00;9,00;54,00;29,00;17,00;12,00;10,00;55,00;2,00;7,00;6,00;1,00;7,00;4,00;1,00
2019-01-27;17,00;156,40;170,00;98,60;88,40;56,67;1,42;77,92;73,67;38,86;94,71;138,43;63,14;38,86;58,29;51,00;21,86;35,00;33,00;16,00;44,00;9,00;46,00;24,00;12,00;9,00;2,00;64,00;5,00;2,00;5,00;2,00;10,00;2,00;0,00
2019-02-03;14,00;134,40;106,40;56,00;78,40;53,20;0,00;72,80;67,20;42,00;88,67;140,00;60,67;51,33;67,67;60,67;23,33;40,00;51,00;20,00;52,00;10,00;64,00;23,00;18,00;13,00;1,00;59,00;2,00;5,00;2,00;6,00;5,00;2,00;2,00
2019-02-10;20,00;134,29;125,71;57,14;65,71;65,33;2,67;70,67;73,33;37,50;85,00;145,00;62,50;53,33;60,00;53,33;28,89;50,00;39,00;19,00;37,00;16,00;46,00;21,00;16,00;11,00;3,00;52,00;3,00;1,00;3,00;5,00;10,00;0,00;3,00
2019-02-17;25,00;162,50;146,88;68,75;96,88;52,78;0,00;66,67;68,06;45,00;110,00;130,00;67,50;43,18;59,09;52,27;18,18;42,00;34,00;24,00;45,00;11,00;55,00;23,00;16,00;9,00;4,00;36,00;6,00;4,00;2,00;2,00;5,00;2,00;1,00
2019-02-24;20,00;180,00;160,00;76,67;106,67;52,86;2,86;81,43;91,43;47,50;107,50;135,00;70,00;52,50;70,00;55,00;37,50;32,00;30,00;29,00;42,00;12,00;49,00;24,00;23,00;9,00;7,00;49,00;4,00;7,00;10,00;4,00;6,00;4,00;2,00
2019-03-03;23,00;161,00;157,71;75,57;75,57;57,50;1,44;73,31;86,25;40,89;99,67;138,00;66,44;52,90;62,10;57,50;25,30;20,00;36,00;24,00;53,00;9,00;39,00;26,00;7,00;19,00;0,00;71,00;2,00;8,00;7,00;4,00;8,00;5,00;2,00
2019-03-10;26,00;144,44;132,89;72,22;98,22;54,74;1,37;78,00;64,32;46,80;96,20;140,40;78,00;59,09;68,55;47,27;26,00;36,00;36,00;32,00;55,00;14,00;55,00;16,00;24,00;12,00;3,00;63,00;5,00;5,00;5,00;3,00;5,00;2,00;3,00
2019-03-17;26,00;156,00;117,00;84,50;97,50;62,95;5,47;61,58;82,11;57,20;104,00;156,00;88,40;56,73;68,55;52,00;18,91;35,00;35,00;22,00;46,00;10,00;46,00;18,00;19,00;7,00;1,00;69,00;3,00;6,00;9,00;5,00;8,00;3,00;1,00
2019-03-24;28,00;171,11;136,89;74,67;105,78;51,80;2,80;70,00;77,00;40,73;94,18;145,09;68,73;53,67;77,00;51,33;28,00;33,00;38,00;24,00;47,00;17,00;52,00;21,00;18,00;9,00;1,00;66,00;2,00;6,00;2,00;4,00;7,00;2,00;1,00
2019-03-31;34,00;160,73;129,82;68,00;129,82;73,44;2,72;72,08;100,64;51,00;97,14;184,57;82,57;56,67;74,80;49,87;31,73;42,00;39,00;36,00;41,00;21,00;46,00;27,00;17,00;14,00;5,00;62,00;3,00;8,00;2,00;6,00;9,00;6,00;4,00
2019-04-07;48,00;192,00;129,00;93,00;135,00;85,03;1,37;58,97;101,49;73,26;133,89;202,11;60,63;48,00;89,14;73,14;38,86;48,00;39,00;52,00;50,00;17,00;62,00;31,00;16,00;18,00;7,00;65,00;7,00;8,00;5,00;6,00;12,00;4,00;3,00
2019-04-14;49,00;287,88;168,44;85,75;147,00;114,33;4,08;73,50;73,50;85,75;117,60;235,20;85,75;60,67;126,00;77,00;65,33;43,00;55,00;58,00;40,00;20,00;73,00;20,00;15,00;10,00;4,00;82,00;3,00;10,00;5,00;8,00;14,00;14,00;3,00
2019-04-21;36,00;168,00;138,00;75,00;141,00;90,00;1,38;85,85;84,46;79,71;123,43;200,57;79,71;67,20;96,00;64,80;52,80;42,00;40,00;46,00;44,00;14,00;64,00;28,00;13,00;17,00;7,00;84,00;2,00;7,00;3,00;5,00;7,00;5,00;3,00
2019-04-28;40,00;147,69;138,46;80,00;144,62;84,14;1,38;82,76;82,76;80,00;97,50;157,50;65,00;68,24;89,41;72,94;51,76;42,00;37,00;24,00;34,00;14,00;55,00;25,00;17,00;14,00;4,00;63,00;4,00;8,00;4,00;2,00;7,00;5,00;1,00
2019-05-05;29,00;135,33;145,00;77,33;122,44;78,71;2,76;138,10;85,62;53,17;91,83;154,67;53,17;48,33;87,00;60,42;36,25;41,00;31,00;19,00;54,00;12,00;42,00;23,00;20,00;15,00;3,00;74,00;6,00;5,00;8,00;5,00;12,00;5,00;1,00
2019-05-12;35,00;152,73;111,36;50,91;127,27;131,60;1,40;99,40;98,00;50,00;105,00;172,50;57,50;56,00;88,67;65,33;32,67;48,00;24,00;25,00;47,00;18,00;47,00;32,00;15,00;9,00;7,00;67,00;9,00;5,00;8,00;5,00;5,00;2,00;1,00
2019-05-19;37,00;160,33;114,08;58,58;107,92;79,48;2,74;83,59;75,37;56,73;88,80;165,27;51,80;57,81;80,94;64,75;32,38;43,00;40,00;40,00;42,00;13,00;61,00;20,00;12,00;20,00;9,00;64,00;5,00;3,00;6,00;8,00;11,00;3,00;4,00
2019-05-26;63,00;153,00;129,00;57,00;120,00;80,80;1,37;87,65;76,70;63,00;90,72;181,44;63,00;114,33;79,33;65,33;53,67;40,00;36,00;44,00;35,00;13,00;59,00;19,00;20,00;16,00;7,00;61,00;7,00;4,00;5,00;3,00;22,00;9,00;3,00
2019-06-02;35,00;175,00;146,36;63,64;120,91;70,00;0,00;79,42;76,73;55,00;87,50;190,00;67,50;67,67;123,67;67,67;23,33;41,00;33,00;31,00;46,00;17,00;56,00;32,00;21,00;20,00;4,00;68,00;6,00;4,00;8,00;4,00;9,00;5,00;0,00
2019-06-09;46,00;144,13;113,47;61,33;116,53;62,24;2,71;52,76;67,65;53,67;99,67;163,56;48,56;50,60;75,90;59,80;29,90;48,00;44,00;31,00;45,00;12,00;52,00;26,00;19,00;12,00;12,00;72,00;6,00;8,00;6,00;4,00;5,00;7,00;1,00
2019-06-16;48,00;138,00;114,00;45,00;108,00;54,86;5,49;54,86;75,43;65,68;85,89;179,37;53,05;64,00;80,00;50,29;29,71;48,00;34,00;28,00;41,00;22,00;49,00;31,00;17,00;9,00;10,00;74,00;4,00;9,00;9,00;6,00;11,00;6,00;2,00
2019-06-23;43,00;150,50;104,43;58,36;132,07;70,74;4,16;73,52;79,06;48,06;101,18;172,00;73,35;64,50;78,83;57,33;23,89;44,00;29,00;32,00;38,00;16,00;48,00;32,00;19,00;13,00;6,00;57,00;7,00;9,00;3,00;2,00;14,00;3,00;1,00
2019-06-30;42,00;141,00;108,00;63,00;117,00;59,61;1,35;58,26;58,26;59,29;88,94;158,12;46,94;44,33;74,67;42,00;23,33;39,00;33,00;37,00;41,00;20,00;49,00;24,00;15,00;11,00;5,00;69,00;7,00;10,00;7,00;6,00;7,00;1,00;4,00
2019-07-07;53,00;159,00;146,53;65,47;134,06;69,31;2,72;61,15;88,33;73,19;113,57;166,57;75,71;71,43;110,61;55,30;34,57;56,00;32,00;40,00;46,00;19,00;64,00;38,00;22,00;12,00;4,00;76,00;7,00;10,00;4,00;3,00;7,00;4,00;3,00
2019-07-14;54,00;162,00;132,00;63,00;138,00;72,00;4,15;70,62;101,08;63,82;98,18;191,45;68,73;56,35;112,70;65,74;35,22;63,00;35,00;39,00;47,00;21,00;51,00;29,00;17,00;12,00;5,00;71,00;5,00;15,00;7,00;6,00;14,00;2,00;5,00
2019-07-21;62,00;167,40;133,30;77,50;142,60;63,38;1,38;68,89;78,53;66,96;106,64;176,08;52,08;69,15;112,08;62,00;45,31;59,00;42,00;25,00;62,00;20,00;57,00;38,00;14,00;19,00;3,00;68,00;8,00;9,00;8,00;6,00;10,00;9,00;2,00
2019-07-28;52,00;162,12;134,59;82,59;149,88;71,16;5,47;60,21;93,05;64,38;116,38;178,29;49,52;68,55;96,91;68,55;37,82;40,00;37,00;36,00;56,00;23,00;58,00;36,00;25,00;19,00;6,00;69,00;7,00;7,00;6,00;7,00;15,00;8,00;3,00
2019-08-04;40,00;153,85;129,23;61,54;129,23;75,86;1,38;66,21;70,34;50,00;82,50;142,50;75,00;61,18;75,29;65,88;37,65;45,00;48,00;36,00;40,00;20,00;47,00;18,00;19,00;14,00;8,00;70,00;6,00;14,00;7,00;5,00;12,00;3,00;1,00
2019-08-11;45,00;141,00;126,00;60,00;117,00;60,00;2,73;66,82;81,82;60,00;100,00;140,00;55,00;40,26;87,63;66,32;35,53;43,00;23,00;32,00;46,00;19,00;63,00;19,00;22,00;17,00;7,00;61,00;3,00;9,00;5,00;5,00;7,00;1,00;1,00
2019-08-18;43,00;150,50;135,14;70,64;107,50;61,03;1,39;66,58;69,35;53,12;91,06;156,82;53,12;57,33;69,28;59,72;33,44;40,00;32,00;29,00;44,00;17,00;49,00;22,00;21,00;13,00;11,00;48,00;3,00;6,00;6,00;3,00;10,00;5,00;0,00
2019-08-25;39,00;153,00;105,00;48,00;126,00;76,61;1,39;73,82;68,25;53,63;80,44;143,81;68,25;50,47;84,88;52,76;34,41;35,00;41,00;31,00;42,00;17,00;38,00;21,00;25,00;14,00;10,00;50,00;6,00;6,00;4,00;4,00;11,00;4,00;1,00
2019-09-01;41,00;173,46;148,23;72,54;123,00;79,17;2,83;66,45;91,90;61,50;117,88;176,81;82,00;69,94;84,41;65,12;43,41;46,00;58,00;35,00;44,00;14,00;44,00;17,00;19,00;12,00;3,00;60,00;2,00;12,00;7,00;5,00;9,00;6,00;2,00
2019-09-08;39,00;168,00;150,00;66,00;102,00;73,82;0,00;82,18;83,57;70,69;107,25;165,75;70,69;45,88;89,47;61,94;48,18;39,00;37,00;41,00;46,00;14,00;60,00;19,00;20,00;16,00;6,00;70,00;8,00;6,00;3,00;4,00;13,00;6,00;3,00
2019-09-15;37,00;178,83;138,75;70,92;111,00;91,81;4,11;80,85;61,67;61,67;120,87;194,87;86,33;57,81;83,25;53,19;55,50;49,00;43,00;29,00;44,00;12,00;68,00;16,00;16,00;13,00;5,00;73,00;8,00;6,00;4,00;4,00;5,00;5,00;2,00
2019-09-22;37,00;197,33;163,42;61,67;129,50;80,85;1,37;75,37;71,26;71,53;120,87;157,87;81,40;55,50;74,00;57,81;46,25;45,00;42,00;32,00;47,00;19,00;75,00;21,00;25,00;7,00;5,00;63,00;5,00;7,00;4,00;2,00;7,00;8,00;1,00
2019-09-29;43,00;199,64;159,71;86,00;141,29;81,84;2,77;91,55;84,61;68,29;108,76;225,12;70,82;61,11;83,74;76,95;33,95;37,00;38,00;33,00;49,00;19,00;64,00;18,00;16,00;9,00;5,00;63,00;4,00;6,00;2,00;5,00;6,00;2,00;3,00
2019-10-06;32,00;198,40;163,20;70,40;121,60;86,26;2,78;86,26;77,91;66,46;110,77;189,54;73,85;54,86;66,29;54,86;48,00;46,00;43,00;41,00;43,00;11,00;67,00;19,00;17,00;13,00;3,00;51,00;2,00;2,00;4,00;2,00;9,00;7,00;1,00
2019-10-13;23,00;172,50;135,13;57,50;146,63;71,71;2,71;63,59;66,29;74,11;109,89;209,56;74,11;57,50;80,50;55,20;41,40;32,00;45,00;36,00;55,00;13,00;43,00;22,00;15,00;12,00;5,00;58,00;4,00;2,00;5,00;3,00;5,00;5,00;2,00
2019-10-20;22,00;188,57;157,14;59,71;91,14;75,63;4,13;82,50;66,00;70,89;97,78;168,67;63,56;48,89;73,33;61,11;34,22;36,00;42,00;36,00;51,00;9,00;58,00;18,00;15,00;9,00;4,00;45,00;3,00;5,00;5,00;2,00;8,00;4,00;0,00
2019-10-27;17,00;158,67;130,33;51,00;70,83;73,67;1,42;62,33;69,42;60,71;104,43;160,29;43,71;53,43;58,29;63,14;38,86;36,00;32,00;27,00;55,00;10,00;35,00;23,00;8,00;7,00;7,00;45,00;2,00;3,00;6,00;3,00;4,00;5,00;1,00
2019-11-03;16,00;156,80;150,40;57,60;83,20;65,45;2,91;72,73;62,55;61,33;106,67;176,00;61,33;38,86;48,00;59,43;43,43;32,00;26,00;40,00;50,00;8,00;62,00;24,00;8,00;6,00;4,00;51,00;3,00;4,00;3,00;1,00;4,00;4,00;1,00
2019-11-10;23,00;164,29;239,86;69,00;95,29;56,06;1,44;79,06;58,94;61,33;97,11;143,11;53,67;46,00;230,00;57,50;46,00;45,00;27,00;34,00;43,00;6,00;62,00;22,00;16,00;8,00;4,00;58,00;4,00;2,00;5,00;1,00;3,00;4,00;2,00
2019-11-17;15,00;138,00;135,00;60,00;72,00;58,64;2,73;61,36;40,91;45,00;85,00;160,00;50,00;52,50;97,50;62,50;50,00;31,00;28,00;22,00;34,00;4,00;35,00;18,00;15,00;7,00;3,00;51,00;1,00;0,00;4,00;1,00;6,00;5,00;0,00
2019-11-24;13,00;159,25;136,50;42,25;74,75;54,60;3,90;52,00;50,70;49,40;93,60;166,40;39,00;43,33;47,67;41,17;49,83;24,00;33,00;26,00;42,00;7,00;45,00;12,00;7,00;5,00;4,00;41,00;4,00;4,00;2,00;1,00;4,00;3,00;0,00
2019-12-01;14,00;140,00;114,80;53,20;70,00;63,00;1,40;57,40;46,20;53,67;81,67;133,00;49,00;53,67;35,00;49,00;51,33;21,00;24,00;42,00;46,00;3,00;58,00;17,00;9,00;6,00;3,00;45,00;4,00;3,00;2,00;2,00;5,00;3,00;0,00
2019-12-08;13,00;146,25;123,50;48,75;74,75;66,44;4,33;72,22;44,78;62,40;72,80;143,00;62,40;44,20;36,40;59,80;54,60;19,00;18,00;30,00;32,00;8,00;43,00;15,00;11,00;7,00;6,00;48,00;4,00;5,00;1,00;1,00;2,00;2,00;1,00
2019-12-15;25,00;156,25;115,63;65,63;109,38;79,17;2,78;70,83;55,56;57,50;67,50;162,50;50,00;38,64;43,18;31,82;36,36;16,00;27,00;31,00;39,00;10,00;45,00;17,00;12,00;8,00;2,00;43,00;4,00;5,00;4,00;1,00;8,00;0,00;1,00
2019-12-22;26,00;195,00;149,50;78,00;117,00;68,42;4,11;75,26;87,58;75,40;111,80;189,80;65,00;56,73;70,91;61,45;40,18;26,00;24,00;29,00;35,00;16,00;51,00;24,00;15,00;8,00;3,00;70,00;5,00;3,00;2,00;2,00;6,00;4,00;3,00
2019-12-29;16,00;160,00;160,00;86,40;108,80;65,45;2,91;75,64;82,91;61,33;109,33;197,33;61,33;48,00;57,14;57,14;27,43;38,00;30,00;25,00;36,00;9,00;43,00;20,00;17,00;11,00;4,00;68,00;5,00;5,00;4,00;6,00;5,00;2,00;0,00
2020-01-05;16,00;156,80;140,80;54,40;102,40;64,00;2,67;77,33;70,67;48,00;96,00;154,67;69,33;48,00;52,57;50,29;27,43;28,00;44,00;28,00;45,00;9,00;38,00;27,00;17,00;14,00;5,00;64,00;4,00;4,00;4,00;1,00;4,00;4,00;0,00
2020-01-12;16,00;150,40;144,00;73,60;99,20;66,91;2,91;80,00;82,91;48,00;82,67;160,00;80,00;43,43;61,71;52,57;20,57;29,00;46,00;24,00;42,00;14,00;45,00;24,00;16,00;6,00;4,00;52,00;5,00;6,00;2,00;3,00;6,00;2,00;2,00
2020-01-19;29,00;148,22;128,89;83,78;112,78;71,81;2,76;66,29;52,48;55,36;84,36;171,36;55,36;48,33;33,83;55,58;26,58;32,00;30,00;26,00;35,00;7,00;47,00;20,00;22,00;7,00;4,00;64,00;5,00;6,00;5,00;3,00;7,00;3,00;2,00
2020-01-26;19,00;133,00;126,67;76,00;91,83;95,00;0,00;61,07;65,14;38,00;85,50;149,63;68,88;40,38;49,88;57,00;19,00;32,00;35,00;21,00;34,00;6,00;37,00;21,00;18,00;7,00;6,00;61,00;2,00;3,00;3,00;2,00;5,00;4,00;2,00
2020-02-02;29,00;135,33;135,33;61,22;103,11;69,05;4,14;98,05;64,90;70,08;77,33;125,67;84,58;58,00;46,85;44,62;22,31;37,00;40,00;24,00;45,00;14,00;34,00;25,00;13,00;9,00;4,00;58,00;6,00;3,00;4,00;1,00;2,00;4,00;1,00
