Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;48,00;372,00;60,00;18,00;24,00;31,00;38,00;18,00;28,00;15,00;9,00;10,00;13,00;14,00;21,00;5,00;55,00;6,70;10,05;93,77;5,58;60,00;3,60;2,40;2,40;46,00;15,00;30,00;1,00;44,49;25,76;39,80;7,02;5,00;10,00;8,00
2019-01-13;46,00;400,86;59,14;19,71;26,29;33,00;33,00;17,00;30,00;15,00;9,00;10,00;11,00;12,00;18,00;5,00;59,00;6,73;10,10;89,76;5,61;57,79;2,36;2,36;2,36;45,00;15,00;30,00;2,00;46,00;24,77;38,92;7,08;5,00;10,00;8,00
2019-01-20;45,00;405,00;57,86;19,29;25,71;30,00;41,00;20,00;27,00;14,00;8,00;10,00;11,00;11,00;18,00;4,00;52,00;6,59;9,88;87,80;5,49;56,84;3,55;2,37;1,18;47,00;16,00;34,00;2,00;39,23;28,85;36,92;8,08;5,00;7,00;8,00
2019-01-27;37,00;376,17;49,33;18,50;18,50;27,00;30,00;17,00;28,00;14,00;9,00;8,00;13,00;11,00;18,00;4,00;53,00;5,61;10,09;71,76;5,61;56,10;2,39;2,39;1,19;60,00;16,00;20,00;2,00;41,63;25,44;34,69;6,94;5,00;5,00;6,00
2019-02-03;37,00;388,50;55,50;12,33;24,67;30,00;29,00;21,00;29,00;15,00;9,00;10,00;13,00;12,00;18,00;4,00;54,00;6,73;10,09;67,27;5,61;58,48;3,58;2,39;2,39;44,00;15,00;20,00;2,00;41,63;25,44;40,47;6,94;4,00;7,00;6,00
2019-02-10;35,00;385,00;46,67;17,50;23,33;29,00;29,00;21,00;32,00;16,00;9,00;9,00;14,00;12,00;19,00;4,00;56,00;7,66;10,94;63,44;4,38;57,17;2,33;2,33;2,33;46,00;15,00;19,00;2,00;42,00;26,83;39,67;9,33;6,00;6,00;7,00
2019-02-17;37,00;419,33;55,50;18,50;24,67;30,00;29,00;21,00;32,00;14,00;10,00;9,00;13,00;13,00;20,00;3,00;57,00;6,73;11,21;72,88;5,61;66,84;2,39;2,39;2,39;47,00;15,00;17,00;2,00;43,94;28,91;39,31;9,25;5,00;6,00;7,00
2019-02-24;38,00;405,33;57,00;19,00;31,67;30,00;29,00;23,00;33,00;16,00;10,00;9,00;14,00;11,00;20,00;4,00;57,00;8,94;11,18;65,94;4,47;76,00;2,38;2,38;2,38;46,00;15,00;21,00;2,00;46,31;30,88;40,38;9,50;5,00;4,00;7,00
2019-03-03;36,00;390,00;48,00;18,00;24,00;31,00;28,00;20,00;37,00;13,00;10,00;10,00;14,00;11,00;19,00;5,00;68,00;5,45;10,91;75,27;4,36;66,19;2,32;2,32;2,32;52,00;17,00;19,00;2,00;41,81;34,84;41,81;8,13;5,00;6,00;6,00
2019-03-10;41,00;380,71;52,71;17,57;23,43;30,00;27,00;20,00;36,00;14,00;8,00;9,00;15,00;11,00;18,00;3,00;58,00;6,65;14,41;67,59;7,76;59,74;2,34;2,34;2,34;47,00;15,00;17,00;2,00;44,51;26,94;38,66;9,37;5,00;5,00;7,00
2019-03-17;34,00;408,00;45,33;17,00;22,67;30,00;26,00;20,00;33,00;13,00;9,00;8,00;15,00;10,00;18,00;3,00;57,00;6,58;9,87;65,81;6,58;70,34;2,34;2,34;2,34;47,00;14,00;16,00;2,00;39,86;28,14;38,69;8,21;5,00;5,00;7,00
2019-03-24;42,00;396,00;48,00;12,00;24,00;29,00;29,00;19,00;34,00;14,00;9,00;8,00;13,00;11,00;18,00;4,00;59,00;6,63;11,05;67,42;6,63;64,17;3,50;2,33;2,33;45,00;15,00;18,00;2,00;43,17;28,00;38,50;8,17;6,00;5,00;7,00
2019-03-31;55,00;446,11;55,00;18,33;30,56;36,00;39,00;21,00;32,00;14,00;10,00;13,00;16,00;11,00;20,00;5,00;61,00;7,86;12,35;107,76;7,86;75,33;3,59;2,39;2,39;53,00;15,00;37,00;2,00;42,13;30,43;53,83;11,70;6,00;9,00;7,00
2019-04-07;58,00;451,11;58,00;19,33;32,22;37,00;39,00;20,00;38,00;16,00;10,00;15,00;15,00;12,00;21,00;4,00;60,00;7,81;11,15;82,54;6,69;76,94;3,55;3,55;1,18;49,00;13,00;38,00;2,00;45,24;32,48;46,40;10,44;6,00;9,00;9,00
2019-04-14;67,00;609,09;48,73;18,27;36,55;35,00;47,00;18,00;34,00;15,00;10,00;13,00;14,00;9,00;17,00;4,00;58,00;7,82;10,05;81,52;6,70;75,23;3,53;2,35;2,35;55,00;15,00;38,00;2,00;47,02;32,91;54,07;10,58;8,00;11,00;8,00
2019-04-21;66,00;444,00;48,00;12,00;30,00;33,00;36,00;19,00;32,00;13,00;8,00;14,00;13,00;12,00;17,00;4,00;61,00;8,95;11,19;83,90;5,59;75,43;3,54;2,36;2,36;53,00;14,00;34,00;2,00;43,61;36,54;37,71;11,79;8,00;9,00;9,00
2019-04-28;61,00;408,70;48,80;12,20;30,50;32,00;37,00;21,00;32,00;14,00;8,00;11,00;14,00;13,00;17,00;5,00;57,00;8,87;9,98;72,09;5,55;78,94;4,78;3,59;2,39;50,00;13,00;39,00;2,00;44,58;31,67;41,06;8,21;6,00;11,00;9,00
