Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-04-28;34,00;1,00;1,00;5,00;3,00;3,00;1,00;1,00;0,00;1,31;0,00;2,62;13,08;0,00;0,00;1,00;5,00;0,00;0,00;52,13;2,27;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;4,00;0,00;0,00;1,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;18,00;1,00;0,00;12,00;1,00;3,00;1,00;4,00;0,00;1,29;0,00;2,57;18,00;1,00;0,00;4,00;3,00;0,00;0,00;49,50;2,25;0,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00;3,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-05-12;17,00;1,00;6,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;14,57;0,00;0,00;2,00;4,00;2,13;0,00;34,00;2,13;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;11,00;0,00;1,00;9,00;1,00;2,00;2,00;4,00;0,00;0,00;0,00;5,50;13,75;6,00;0,00;2,00;5,00;0,00;0,00;28,60;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;20,00;0,00;2,00;9,00;2,00;2,00;0,00;4,00;0,00;0,00;1,25;0,00;12,50;0,00;0,00;6,00;4,00;0,00;0,00;31,11;0,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;22,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;1,38;0,00;2,75;19,25;0,00;1,00;3,00;4,00;4,40;0,00;37,40;0,00;0,00;0,00;5,00;1,00;1,00;0,00;0,00;0,00;1,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;26,00;1,00;5,00;12,00;3,00;4,00;1,00;4,00;0,00;2,60;1,30;5,20;26,00;5,00;0,00;0,00;8,00;2,36;0,00;44,91;0,00;0,00;5,00;0,00;0,00;1,00;1,00;0,00;1,00;1,00;5,00;0,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;36,00;0,00;8,00;27,00;3,00;3,00;0,00;5,00;0,00;0,00;0,00;7,71;25,71;1,00;0,00;3,00;3,00;2,25;0,00;51,75;2,25;0,00;5,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;8,00;0,00;5,00;0,00;0,00;5,00;1,00;3,00;0,00;0,00;0,00;0,00
2019-06-23;28,00;1,00;9,00;23,00;1,00;4,00;0,00;9,00;0,00;0,00;0,00;7,64;25,45;0,00;0,00;5,00;5,00;4,67;0,00;58,33;2,33;0,00;1,00;3,00;0,00;4,00;1,00;0,00;1,00;1,00;3,00;0,00;5,00;3,00;0,00;1,00;3,00;4,00;1,00;0,00;0,00;0,00
2019-06-30;40,00;3,00;5,00;30,00;1,00;1,00;1,00;3,00;0,00;2,67;0,00;13,33;32,00;3,00;3,00;4,00;7,00;2,35;2,35;65,88;0,00;0,00;3,00;0,00;3,00;0,00;1,00;1,00;1,00;1,00;7,00;0,00;13,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;52,00;0,00;10,00;18,00;3,00;9,00;0,00;5,00;0,00;0,00;0,00;2,60;33,80;4,00;0,00;8,00;6,00;6,78;0,00;52,00;6,78;0,00;1,00;1,00;1,00;0,00;0,00;1,00;1,00;3,00;4,00;0,00;9,00;1,00;0,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-07-14;58,00;0,00;9,00;26,00;5,00;5,00;3,00;8,00;0,00;2,64;0,00;5,27;44,82;4,00;0,00;12,00;12,00;2,32;0,00;76,56;2,32;0,00;1,00;8,00;0,00;0,00;0,00;0,00;1,00;0,00;8,00;0,00;5,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;54,00;14,00;15,00;22,00;3,00;20,00;1,00;5,00;1,00;0,00;0,00;7,71;257,14;3,00;0,00;3,00;12,00;2,35;4,70;91,57;2,35;0,00;0,00;4,00;7,00;0,00;3,00;3,00;11,00;1,00;9,00;4,00;7,00;1,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;49,00;3,00;4,00;18,00;1,00;3,00;3,00;1,00;0,00;0,00;0,00;10,32;87,68;0,00;5,00;8,00;7,00;2,33;2,33;88,67;2,33;0,00;1,00;1,00;1,00;0,00;1,00;3,00;1,00;1,00;14,00;0,00;7,00;3,00;0,00;5,00;3,00;1,00;0,00;0,00;0,00;0,00
2019-08-04;81,00;0,00;1,00;25,00;6,00;6,00;0,00;8,00;0,00;0,00;2,61;10,45;47,03;4,00;1,00;3,00;14,00;2,31;2,31;83,31;4,63;0,00;0,00;6,00;4,00;1,00;0,00;1,00;0,00;8,00;7,00;4,00;7,00;0,00;1,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;78,00;2,00;6,00;17,00;6,00;6,00;0,00;9,00;1,00;2,60;2,60;7,80;57,20;7,00;1,00;7,00;10,00;2,29;0,00;123,88;2,29;0,00;0,00;4,00;3,00;1,00;1,00;3,00;0,00;3,00;4,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;65,00;1,00;4,00;8,00;1,00;4,00;1,00;3,00;0,00;0,00;0,00;5,20;44,20;1,00;1,00;8,00;10,00;2,32;2,32;99,82;0,00;0,00;0,00;5,00;3,00;0,00;4,00;3,00;4,00;1,00;12,00;1,00;3,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;54,00;0,00;1,00;12,00;3,00;3,00;0,00;8,00;0,00;2,57;1,29;5,14;36,00;3,00;3,00;4,00;4,00;0,00;0,00;110,35;0,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;3,00;4,00;1,00;5,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;37,00;1,00;1,00;1,00;4,00;4,00;1,00;4,00;0,00;0,00;0,00;2,64;26,43;1,00;0,00;5,00;8,00;2,31;0,00;62,44;0,00;0,00;0,00;1,00;0,00;1,00;0,00;2,00;1,00;1,00;1,00;1,00;4,00;0,00;0,00;1,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;42,00;3,00;0,00;1,00;5,00;1,00;0,00;5,00;2,00;0,00;2,63;5,25;18,38;1,00;0,00;7,00;5,00;4,67;0,00;58,33;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;3,00;5,00;5,00;0,00;4,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;36,00;1,00;10,00;9,00;2,00;0,00;0,00;4,00;1,00;2,57;0,00;7,71;20,57;2,00;0,00;0,00;7,00;2,40;0,00;48,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;2,00;0,00;1,00;4,00;0,00;6,00;0,00;0,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00
2019-09-22;33,00;4,00;5,00;6,00;4,00;2,00;1,00;1,00;0,00;1,27;0,00;5,08;30,46;5,00;1,00;4,00;5,00;4,71;2,36;73,07;0,00;0,00;1,00;2,00;5,00;0,00;1,00;1,00;2,00;2,00;0,00;1,00;5,00;1,00;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;34,00;1,00;1,00;5,00;6,00;2,00;0,00;4,00;0,00;1,31;0,00;2,62;13,08;1,00;0,00;7,00;9,00;2,27;0,00;54,40;0,00;0,00;1,00;1,00;4,00;2,00;0,00;1,00;2,00;0,00;6,00;1,00;5,00;2,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-10-06;36,00;1,00;2,00;5,00;4,00;0,00;1,00;5,00;0,00;0,00;0,00;2,57;25,71;0,00;0,00;9,00;5,00;4,50;0,00;47,25;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;2,00;10,00;0,00;7,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;40,00;6,00;0,00;9,00;4,00;6,00;0,00;4,00;2,00;1,33;2,67;5,33;16,00;1,00;0,00;1,00;5,00;2,35;0,00;44,71;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;3,00;0,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-10-20;34,00;3,00;4,00;12,00;1,00;2,00;1,00;7,00;0,00;0,00;1,31;1,31;26,15;1,00;2,00;2,00;6,00;2,27;0,00;49,87;2,27;0,00;1,00;2,00;4,00;1,00;2,00;1,00;2,00;2,00;7,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-10-27;35,00;1,00;0,00;10,00;1,00;2,00;1,00;2,00;1,00;1,35;0,00;2,69;21,54;1,00;0,00;6,00;2,00;4,67;0,00;65,33;0,00;0,00;5,00;2,00;4,00;0,00;2,00;1,00;1,00;5,00;5,00;0,00;1,00;0,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;31,00;0,00;7,00;4,00;5,00;5,00;2,00;5,00;1,00;2,58;1,29;1,29;28,42;1,00;0,00;13,00;8,00;2,38;2,38;83,46;0,00;0,00;4,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;6,00;6,00;0,00;0,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00
2019-11-10;41,00;1,00;4,00;5,00;5,00;4,00;0,00;1,00;1,00;1,28;0,00;5,13;23,06;0,00;1,00;6,00;6,00;4,56;0,00;72,89;2,28;0,00;2,00;2,00;2,00;0,00;0,00;0,00;1,00;5,00;4,00;2,00;1,00;1,00;1,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;28,00;4,00;1,00;10,00;4,00;2,00;2,00;4,00;0,00;1,27;0,00;2,55;38,18;0,00;0,00;7,00;2,00;2,33;0,00;105,00;0,00;0,00;2,00;0,00;0,00;0,00;1,00;1,00;1,00;5,00;4,00;2,00;2,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;35,00;4,00;2,00;6,00;9,00;6,00;3,00;2,00;0,00;5,38;0,00;2,69;32,31;0,00;0,00;10,00;2,00;1,17;0,00;88,67;0,00;1,00;7,00;1,00;0,00;1,00;0,00;0,00;1,00;3,00;3,00;0,00;2,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;1,00
2019-12-01;33,00;3,00;7,00;10,00;1,00;4,00;0,00;4,00;2,00;0,00;0,00;10,15;27,92;1,00;0,00;8,00;6,00;2,36;0,00;96,64;0,00;1,00;5,00;2,00;4,00;1,00;0,00;2,00;2,00;4,00;5,00;1,00;5,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-12-08;45,00;3,00;4,00;13,00;7,00;5,00;2,00;2,00;2,00;1,32;0,00;2,65;31,76;1,00;0,00;9,00;4,00;2,37;2,37;153,95;2,37;0,00;6,00;1,00;5,00;0,00;1,00;5,00;3,00;6,00;5,00;2,00;1,00;2,00;0,00;0,00;4,00;0,00;1,00;0,00;0,00;0,00
2019-12-15;49,00;5,00;7,00;15,00;5,00;6,00;2,00;2,00;1,00;2,58;0,00;7,74;18,05;2,00;2,00;4,00;4,00;2,33;2,33;147,00;0,00;0,00;9,00;2,00;5,00;1,00;0,00;4,00;4,00;2,00;15,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-12-22;73,00;9,00;6,00;10,00;4,00;3,00;3,00;9,00;1,00;0,00;0,00;7,82;39,11;4,00;0,00;23,00;0,00;0,00;0,00;177,94;0,00;1,00;4,00;0,00;7,00;3,00;0,00;1,00;1,00;6,00;14,00;7,00;4,00;1,00;0,00;0,00;6,00;3,00;1,00;0,00;0,00;0,00
2019-12-29;100,00;3,00;8,00;18,00;8,00;3,00;7,00;7,00;0,00;7,89;2,63;10,53;52,63;1,00;3,00;28,00;7,00;2,33;0,00;225,58;2,33;0,00;12,00;1,00;7,00;4,00;1,00;4,00;3,00;11,00;9,00;4,00;7,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;44,00;9,00;8,00;6,00;7,00;4,00;1,00;11,00;0,00;2,59;2,59;7,76;33,65;1,00;0,00;7,00;4,00;0,00;0,00;92,63;0,00;1,00;11,00;0,00;6,00;1,00;0,00;1,00;0,00;8,00;8,00;0,00;0,00;1,00;0,00;1,00;1,00;2,00;0,00;0,00;0,00;0,00
2020-01-12;40,00;2,00;3,00;9,00;4,00;1,00;0,00;17,00;0,00;1,33;0,00;8,00;32,00;34,00;1,00;8,00;6,00;2,35;0,00;103,53;0,00;1,00;6,00;0,00;8,00;0,00;2,00;1,00;0,00;2,00;11,00;5,00;2,00;1,00;0,00;1,00;6,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;31,00;4,00;5,00;7,00;2,00;0,00;2,00;5,00;0,00;2,58;0,00;7,75;28,42;3,00;1,00;7,00;3,00;2,21;0,00;95,21;2,21;1,00;3,00;5,00;7,00;0,00;2,00;1,00;1,00;6,00;11,00;2,00;2,00;3,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-01-26;39,00;2,00;6,00;9,00;3,00;2,00;2,00;16,00;1,00;5,20;1,30;7,80;31,20;6,00;1,00;13,00;1,00;4,59;2,29;75,71;1,15;0,00;5,00;1,00;8,00;0,00;1,00;6,00;1,00;3,00;4,00;3,00;2,00;11,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-02-02;32,00;2,00;4,00;12,00;8,00;3,00;0,00;6,00;0,00;0,00;0,00;8,00;32,00;2,00;1,00;7,00;7,00;0,00;0,00;86,86;0,00;0,00;2,00;2,00;8,00;0,00;0,00;1,00;2,00;0,00;7,00;2,00;14,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;72,00;6,00;6,00;12,00;8,00;3,00;2,00;28,00;1,00;0,00;0,00;13,33;26,67;5,00;2,00;5,00;2,00;1,16;1,16;76,65;0,00;1,00;3,00;1,00;2,00;0,00;2,00;1,00;1,00;2,00;6,00;3,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00
2020-02-16;37,00;5,00;2,00;2,00;5,00;1,00;1,00;2,00;1,00;2,64;1,32;2,64;21,14;1,00;0,00;7,00;6,00;2,31;0,00;78,63;0,00;2,00;5,00;1,00;8,00;1,00;1,00;0,00;3,00;7,00;3,00;1,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;28,00;5,00;5,00;2,00;3,00;0,00;1,00;3,00;1,00;2,55;1,27;7,64;20,36;2,00;0,00;9,00;2,00;2,33;0,00;81,67;1,17;0,00;2,00;1,00;3,00;1,00;0,00;1,00;1,00;2,00;6,00;8,00;0,00;0,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;28,00;1,00;2,00;5,00;6,00;0,00;0,00;3,00;1,00;2,55;0,00;2,55;20,36;3,00;0,00;8,00;3,00;1,17;0,00;46,67;0,00;0,00;1,00;1,00;6,00;0,00;0,00;3,00;1,00;2,00;1,00;6,00;1,00;2,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;20,00;2,00;6,00;3,00;7,00;3,00;1,00;0,00;0,00;0,00;0,00;7,50;12,50;0,00;2,00;4,00;0,00;0,00;0,00;28,89;0,00;1,00;5,00;2,00;2,00;2,00;0,00;0,00;2,00;0,00;5,00;2,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-15;16,00;3,00;5,00;6,00;11,00;0,00;0,00;2,00;0,00;0,00;0,00;5,33;18,67;1,00;0,00;3,00;5,00;0,00;0,00;25,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;1,00;3,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;15,00;1,00;2,00;2,00;46,00;1,00;0,00;1,00;0,00;1,25;0,00;2,50;10,00;0,00;1,00;2,00;1,00;0,00;0,00;22,50;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;7,00;0,00;3,00;0,00;17,00;1,00;0,00;1,00;0,00;0,00;0,00;1,17;7,00;1,00;0,00;5,00;2,00;0,00;0,00;23,33;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;2,00;0,00;5,00;4,00;5,00;0,00;1,00;0,00;0,00;2,00;0,00;0,00;6,00;1,00;0,00;0,00;1,00;0,00;0,00;12,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;5,00;0,00;1,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;1,00;1,00;0,00;0,00;22,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;12,00;1,00;7,00;3,00;4,00;2,00;0,00;0,00;0,00;1,20;0,00;0,00;7,20;0,00;0,00;1,00;0,00;1,20;0,00;16,80;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;6,00;0,00;7,00;10,00;1,00;0,00;0,00;1,00;0,00;0,00;1,50;1,50;9,00;0,00;0,00;2,00;0,00;1,00;0,00;12,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;5,00;0,00;1,00;5,00;2,00;0,00;0,00;0,00;0,00;1,25;0,00;2,50;5,00;0,00;0,00;2,00;1,00;0,00;1,25;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;2,00;0,00;3,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;4,00;0,00;0,00;5,00;2,00;0,00;0,00;16,00;1,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;14,00;0,00;1,00;8,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;2,80;11,20;0,00;0,00;3,00;0,00;0,00;0,00;18,67;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;6,00;1,00;2,00;2,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;1,50;15,00;1,00;1,00;1,00;1,00;1,00;0,00;22,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;14,00;0,00;2,00;4,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;2,80;14,00;0,00;0,00;0,00;0,00;0,00;0,00;18,67;0,00;0,00;2,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;7,00;0,00;3,00;10,00;1,00;3,00;0,00;3,00;0,00;1,17;0,00;1,17;14,00;1,00;0,00;7,00;0,00;1,17;0,00;23,33;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
