Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-03-17;61,00;4,36;5,81;2,90;37,76;1,09;4,36;2,18;2,18;5,00;0,00;19,00;1,00;9,00;5,00;5,00;1,00;11,00;0,00;9,00;1,00;4,00;0,00;0,00;0,00;1,00;0,00;12,00;3,00;0,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;49,00;4,45;4,45;0,00;31,18;4,36;1,09;1,09;1,09;5,00;3,00;7,00;1,00;10,00;9,00;5,00;5,00;5,00;0,00;0,00;3,00;0,00;0,00;7,00;0,00;1,00;4,00;5,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-03-31;47,00;7,34;4,41;0,00;22,03;4,37;2,19;6,56;1,09;9,00;0,00;11,00;0,00;9,00;10,00;9,00;3,00;13,00;0,00;4,00;1,00;0,00;1,00;4,00;0,00;4,00;1,00;9,00;3,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;38,00;1,46;1,46;1,46;19,00;3,26;2,17;2,17;2,17;11,00;1,00;6,00;0,00;5,00;11,00;4,00;5,00;7,00;0,00;2,00;5,00;0,00;3,00;1,00;0,00;2,00;0,00;2,00;4,00;0,00;1,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-04-14;48,00;4,36;5,82;2,91;26,18;1,09;0,00;4,36;0,00;16,00;0,00;17,00;1,00;3,00;6,00;7,00;4,00;1,00;0,00;1,00;0,00;0,00;0,00;4,00;0,00;3,00;1,00;0,00;3,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;65,00;2,89;4,33;0,00;17,33;3,31;0,00;1,10;0,00;1,00;1,00;13,00;0,00;4,00;13,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;35,00;0,00;1,46;0,00;26,25;0,00;0,00;1,09;1,09;3,00;0,00;6,00;3,00;1,00;4,00;3,00;3,00;3,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;3,00;1,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;47,00;2,94;2,94;0,00;11,75;3,28;0,00;1,09;0,00;1,00;0,00;6,00;3,00;1,00;5,00;4,00;4,00;3,00;0,00;0,00;0,00;0,00;1,00;3,00;0,00;3,00;0,00;0,00;5,00;0,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;35,00;5,83;1,46;1,46;5,83;1,09;0,00;5,47;0,00;3,00;0,00;4,00;0,00;4,00;3,00;9,00;0,00;4,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;35,00;0,00;2,92;0,00;7,29;0,00;0,00;4,38;0,00;0,00;0,00;8,00;1,00;5,00;3,00;4,00;3,00;0,00;0,00;0,00;7,00;0,00;0,00;3,00;0,00;0,00;0,00;5,00;5,00;0,00;1,00;0,00;0,00;4,00;1,00;0,00;0,00;0,00;0,00;1,00
2019-05-26;55,00;0,00;0,00;0,00;4,34;3,30;0,00;1,10;0,00;3,00;0,00;11,00;1,00;4,00;3,00;11,00;3,00;4,00;0,00;1,00;2,00;0,00;1,00;4,00;0,00;0,00;1,00;4,00;6,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;47,00;0,00;5,88;0,00;10,28;0,00;1,09;4,37;0,00;1,00;0,00;4,00;0,00;6,00;9,00;4,00;1,00;4,00;0,00;4,00;1,00;0,00;0,00;5,00;0,00;3,00;1,00;0,00;6,00;0,00;1,00;3,00;1,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-06-09;49,00;0,00;1,44;5,76;8,65;5,44;0,00;1,09;0,00;1,00;0,00;10,00;5,00;3,00;14,00;6,00;1,00;13,00;0,00;0,00;3,00;0,00;0,00;10,00;1,00;0,00;1,00;1,00;6,00;0,00;5,00;3,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-06-16;39,00;1,44;1,44;1,44;11,56;6,69;2,23;2,23;0,00;4,00;1,00;9,00;3,00;1,00;5,00;9,00;4,00;5,00;0,00;0,00;6,00;0,00;0,00;5,00;0,00;0,00;1,00;1,00;5,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;66,00;0,00;4,30;0,00;5,74;0,00;0,00;1,08;0,00;1,00;0,00;6,00;0,00;1,00;7,00;3,00;3,00;11,00;0,00;0,00;5,00;3,00;1,00;1,00;1,00;0,00;0,00;4,00;3,00;0,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;49,00;1,48;1,48;7,42;10,39;0,00;0,00;1,11;0,00;3,00;0,00;8,00;1,00;1,00;8,00;24,00;7,00;3,00;0,00;1,00;3,00;0,00;1,00;7,00;1,00;3,00;0,00;4,00;5,00;1,00;5,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;57,00;0,00;0,00;0,00;19,95;3,23;1,08;4,30;0,00;1,00;1,00;17,00;0,00;6,00;11,00;32,00;4,00;10,00;0,00;1,00;0,00;0,00;1,00;4,00;0,00;1,00;0,00;3,00;7,00;0,00;6,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;81,00;2,89;7,23;2,89;18,80;0,00;0,00;1,09;0,00;6,00;0,00;18,00;2,00;3,00;13,00;8,00;4,00;3,00;0,00;0,00;3,00;0,00;2,00;6,00;1,00;0,00;0,00;1,00;6,00;0,00;6,00;3,00;3,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-07-21;93,00;7,27;5,81;4,36;20,34;13,13;0,00;3,28;1,09;3,00;0,00;11,00;0,00;8,00;9,00;11,00;6,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;5,00;2,00;2,00;2,00;9,00;2,00;0,00;2,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00
2019-07-28;78,00;0,00;4,42;4,42;23,55;4,39;1,10;6,59;0,00;6,00;0,00;19,00;2,00;5,00;16,00;6,00;6,00;11,00;0,00;5,00;7,00;0,00;0,00;5,00;0,00;3,00;2,00;3,00;11,00;0,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;78,00;4,33;2,89;1,44;13,00;3,30;0,00;4,39;0,00;4,00;0,00;21,00;0,00;4,00;10,00;3,00;7,00;3,00;2,00;2,00;5,00;0,00;2,00;3,00;1,00;0,00;3,00;0,00;6,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;83,00;2,91;1,46;2,91;18,93;3,28;2,18;8,74;0,00;5,00;3,00;12,00;1,00;3,00;12,00;7,00;7,00;4,00;0,00;0,00;4,00;0,00;0,00;3,00;1,00;1,00;1,00;3,00;11,00;1,00;4,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;86,00;0,00;1,43;1,43;18,63;6,53;2,18;4,35;0,00;1,00;0,00;13,00;0,00;8,00;7,00;10,00;9,00;1,00;0,00;3,00;3,00;0,00;1,00;0,00;1,00;1,00;1,00;5,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;72,00;0,00;1,44;0,00;11,52;6,55;0,00;1,09;0,00;3,00;0,00;5,00;0,00;7,00;13,00;8,00;8,00;9,00;0,00;0,00;4,00;1,00;0,00;5,00;1,00;0,00;1,00;1,00;5,00;0,00;0,00;3,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;76,00;1,46;0,00;0,00;17,54;1,09;1,09;3,26;0,00;1,00;1,00;10,00;0,00;2,00;10,00;2,00;9,00;4,00;0,00;7,00;1,00;0,00;1,00;2,00;1,00;0,00;0,00;5,00;6,00;0,00;4,00;0,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-08;64,00;2,91;2,91;0,00;14,55;2,21;1,10;2,21;1,10;6,00;0,00;12,00;1,00;3,00;13,00;1,00;8,00;8,00;0,00;1,00;7,00;4,00;1,00;3,00;0,00;1,00;3,00;3,00;1,00;0,00;1,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-15;42,00;2,90;5,79;0,00;15,93;0,00;1,11;0,00;1,11;1,00;1,00;17,00;1,00;6,00;9,00;3,00;4,00;3,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;1,00;4,00;3,00;0,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-22;53,00;2,94;2,94;1,47;17,67;5,52;1,10;6,63;0,00;3,00;1,00;8,00;0,00;6,00;4,00;1,00;4,00;4,00;0,00;1,00;1,00;1,00;0,00;5,00;0,00;1,00;1,00;6,00;9,00;0,00;4,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;45,00;4,35;0,00;4,35;15,97;1,07;2,14;1,07;1,07;1,00;0,00;8,00;1,00;4,00;8,00;1,00;1,00;4,00;0,00;1,00;1,00;1,00;0,00;3,00;0,00;1,00;1,00;5,00;3,00;0,00;6,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-10-06;54,00;1,46;2,92;1,46;18,97;1,10;1,10;0,00;0,00;0,00;1,00;12,00;0,00;7,00;10,00;3,00;7,00;3,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;3,00;1,00;3,00;7,00;0,00;8,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;62,00;5,90;2,95;0,00;14,76;2,21;1,11;4,43;0,00;1,00;0,00;10,00;1,00;0,00;10,00;5,00;1,00;4,00;0,00;0,00;0,00;0,00;1,00;4,00;0,00;1,00;1,00;4,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;57,00;1,46;4,38;1,46;16,08;1,08;2,15;3,23;3,23;2,00;0,00;15,00;0,00;6,00;12,00;2,00;2,00;6,00;0,00;5,00;3,00;0,00;1,00;1,00;0,00;1,00;0,00;11,00;5,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-10-27;61,00;2,90;4,36;1,45;27,60;1,09;0,00;3,27;1,09;7,00;0,00;16,00;1,00;2,00;2,00;6,00;1,00;0,00;0,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;9,00;4,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-03;37,00;7,40;1,48;4,44;22,20;5,44;1,09;1,09;0,00;4,00;5,00;16,00;1,00;5,00;7,00;6,00;4,00;2,00;0,00;1,00;3,00;0,00;0,00;4,00;0,00;1,00;1,00;2,00;6,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;43,00;4,30;1,43;0,00;34,40;10,75;1,08;3,23;1,08;7,00;1,00;22,00;0,00;4,00;12,00;5,00;5,00;4,00;0,00;2,00;1,00;2,00;0,00;2,00;0,00;1,00;2,00;7,00;7,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-11-17;55,00;5,79;4,34;2,89;30,39;3,30;3,30;3,30;1,10;4,00;0,00;17,00;0,00;5,00;4,00;6,00;6,00;5,00;0,00;0,00;0,00;1,00;0,00;1,00;1,00;4,00;1,00;12,00;2,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;42,00;4,34;2,90;2,90;36,21;7,54;2,15;6,46;2,15;12,00;5,00;24,00;1,00;14,00;2,00;6,00;6,00;2,00;1,00;2,00;3,00;1,00;1,00;2,00;0,00;1,00;1,00;7,00;5,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;63,00;4,40;10,26;0,00;46,88;5,53;2,21;5,53;3,32;6,00;1,00;43,00;1,00;11,00;4,00;6,00;5,00;9,00;0,00;8,00;3,00;1,00;3,00;8,00;0,00;3,00;4,00;10,00;8,00;0,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;70,00;4,38;2,92;1,46;23,33;8,75;3,28;5,47;2,19;18,00;0,00;22,00;0,00;13,00;5,00;5,00;9,00;6,00;0,00;5,00;1,00;0,00;4,00;5,00;0,00;1,00;5,00;12,00;6,00;1,00;1,00;1,00;4,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-12-15;64,00;4,36;2,91;1,45;36,36;6,51;1,08;3,25;0,00;18,00;4,00;24,00;0,00;15,00;5,00;8,00;4,00;5,00;0,00;5,00;1,00;1,00;3,00;3,00;0,00;4,00;5,00;15,00;4,00;0,00;4,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;100,00;8,70;2,90;4,35;44,93;3,26;4,35;8,70;1,09;15,00;1,00;34,00;9,00;15,00;16,00;13,00;4,00;22,00;0,00;15,00;5,00;3,00;3,00;9,00;0,00;1,00;7,00;22,00;1,00;3,00;1,00;1,00;10,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;92,00;5,84;5,84;1,46;40,89;12,05;3,29;7,67;3,29;20,00;3,00;41,00;3,00;23,00;9,00;9,00;12,00;23,00;0,00;19,00;2,00;3,00;2,00;12,00;1,00;3,00;1,00;30,00;7,00;0,00;3,00;0,00;7,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-01-05;77,00;4,36;2,91;2,91;45,04;2,20;8,80;3,30;4,40;21,00;4,00;34,00;1,00;18,00;14,00;10,00;12,00;24,00;0,00;6,00;3,00;5,00;0,00;7,00;1,00;5,00;5,00;24,00;8,00;1,00;7,00;2,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2020-01-12;61,00;8,71;2,90;0,00;45,02;5,45;5,45;3,27;1,09;18,00;1,00;36,00;37,00;10,00;8,00;18,00;9,00;28,00;0,00;5,00;0,00;1,00;2,00;7,00;2,00;8,00;1,00;21,00;2,00;0,00;0,00;1,00;1,00;0,00;8,00;1,00;0,00;0,00;0,00;0,00
2020-01-19;47,00;7,12;2,85;0,00;32,76;6,56;1,09;5,47;3,28;19,00;4,00;37,00;1,00;19,00;12,00;7,00;2,00;25,00;1,00;1,00;5,00;1,00;2,00;9,00;0,00;4,00;4,00;12,00;24,00;0,00;2,00;1,00;4,00;1,00;5,00;2,00;0,00;0,00;0,00;0,00
2020-01-26;66,00;10,04;4,30;4,30;31,57;8,66;0,00;7,57;2,16;12,00;0,00;21,00;2,00;11,00;6,00;13,00;11,00;13,00;0,00;7,00;3,00;0,00;2,00;7,00;0,00;2,00;1,00;18,00;13,00;1,00;8,00;12,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2020-02-02;92,00;8,76;5,84;2,92;35,05;9,86;2,19;9,86;4,38;18,00;0,00;26,00;5,00;18,00;6,00;18,00;14,00;13,00;0,00;2,00;3,00;1,00;0,00;6,00;0,00;5,00;1,00;9,00;7,00;0,00;7,00;2,00;5,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-02-09;97,00;10,13;2,90;1,45;20,27;3,27;4,36;108,99;2,18;15,00;0,00;36,00;0,00;20,00;7,00;13,00;16,00;21,00;0,00;13,00;1,00;1,00;0,00;8,00;2,00;4,00;8,00;27,00;1,00;1,00;2,00;0,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-02-16;64,00;10,18;4,36;2,91;34,91;4,41;2,21;7,72;1,10;16,00;0,00;24,00;6,00;12,00;4,00;8,00;6,00;10,00;0,00;7,00;3,00;2,00;1,00;5,00;2,00;1,00;2,00;11,00;7,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-02-23;49,00;7,21;7,21;0,00;33,15;3,27;3,27;4,36;3,27;16,00;1,00;18,00;2,00;9,00;8,00;7,00;7,00;21,00;0,00;9,00;1,00;0,00;2,00;3,00;0,00;3,00;3,00;10,00;3,00;0,00;1,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;52,00;4,33;4,33;0,00;26,00;3,25;1,08;7,58;1,08;12,00;1,00;22,00;0,00;8,00;6,00;7,00;7,00;8,00;0,00;8,00;1,00;0,00;0,00;2,00;1,00;2,00;2,00;9,00;3,00;0,00;0,00;0,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-08;44,00;7,33;7,33;1,47;146,67;6,60;7,70;5,50;2,20;16,00;2,00;50,00;2,00;8,00;7,00;10,00;9,00;15,00;0,00;3,00;2,00;4,00;1,00;5,00;0,00;8,00;10,00;11,00;5,00;1,00;2,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-03-15;19,00;2,92;1,46;0,00;49,69;1,12;0,00;6,71;0,00;1,00;0,00;10,00;0,00;2,00;11,00;1,00;6,00;2,00;0,00;1,00;0,00;0,00;0,00;2,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;5,00;0,00;1,25;0,00;22,50;0,00;0,00;2,00;0,00;0,00;0,00;3,00;0,00;2,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-29;10,00;1,43;1,43;0,00;27,14;0,00;2,22;1,11;0,00;1,00;0,00;2,00;0,00;1,00;4,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;2,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;2,00;1,00;0,00;0,00;12,00;0,00;2,00;0,00;0,00;2,00;0,00;3,00;0,00;2,00;1,00;1,00;0,00;2,00;0,00;1,00;0,00;3,00;0,00;1,00;0,00;0,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;13,00;0,00;1,44;1,44;8,67;0,00;0,00;1,08;0,00;1,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;12,00;3,00;0,00;0,00;10,50;2,18;0,00;1,09;0,00;1,00;0,00;7,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;6,00;0,00;0,00;0,00;10,50;3,00;0,00;0,00;0,00;2,00;0,00;4,00;1,00;0,00;3,00;4,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-03;10,00;1,43;2,86;0,00;10,00;1,11;0,00;0,00;0,00;1,00;0,00;3,00;0,00;3,00;3,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;15,00;0,00;1,50;1,50;13,50;1,07;0,00;4,29;0,00;1,00;0,00;5,00;1,00;1,00;4,00;1,00;0,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;15,00;0,00;3,00;1,50;10,50;0,00;1,07;2,14;0,00;0,00;0,00;5,00;1,00;0,00;4,00;1,00;3,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-24;22,00;2,93;0,00;0,00;7,33;2,20;0,00;2,20;0,00;0,00;1,00;8,00;1,00;0,00;9,00;1,00;2,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;32,00;1,45;2,91;0,00;5,82;1,07;1,07;3,20;0,00;2,00;0,00;4,00;1,00;4,00;8,00;2,00;3,00;2,00;0,00;0,00;4,00;1,00;1,00;2,00;0,00;1,00;1,00;10,00;2,00;0,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-06-07;28,00;1,47;0,00;0,00;8,84;0,00;0,00;2,15;0,00;2,00;0,00;8,00;2,00;3,00;7,00;0,00;4,00;2,00;0,00;0,00;4,00;1,00;0,00;4,00;0,00;0,00;0,00;1,00;5,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;33,00;2,87;2,87;2,87;7,17;3,19;0,00;5,32;0,00;0,00;1,00;10,00;3,00;1,00;9,00;0,00;1,00;3,00;0,00;0,00;5,00;0,00;0,00;1,00;0,00;0,00;2,00;4,00;4,00;0,00;2,00;2,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;33,00;1,43;1,43;0,00;17,22;1,10;0,00;1,10;0,00;1,00;0,00;4,00;0,00;1,00;9,00;7,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;6,00;0,00;0,00;4,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;62,00;0,00;0,00;0,00;16,24;5,54;0,00;2,21;0,00;1,00;0,00;7,00;0,00;2,00;9,00;2,00;6,00;3,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;6,00;2,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;67,00;0,00;4,37;0,00;11,65;1,10;4,39;4,39;0,00;5,00;0,00;5,00;0,00;5,00;13,00;10,00;10,00;5,00;0,00;2,00;1,00;0,00;0,00;2,00;0,00;1,00;1,00;6,00;2,00;0,00;0,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
