Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;29,00;106,33;83,78;48,33;109,56;90,63;81,56;181,25;88,81;41,43;47,64;64,21;47,64;81,00;29,00;43,00;62,00;18,00;28,00;14,00;18,00;14,00;11,00;18,00;7,00;25,00;14,00;7,00;7,00;11,00;21,00;11,00;14,00;4,00;7,00;7,00;21,00;4,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;40,00;95,38;61,54;64,62;83,08;50,91;81,82;136,36;63,64;48,00;46,00;84,00;40,00;57,00;47,00;39,00;39,00;46,00;28,00;18,00;18,00;14,00;11,00;18,00;0,00;36,00;43,00;14,00;11,00;14,00;7,00;14,00;11,00;7,00;11,00;4,00;4,00;7,00;21,00;7,00;4,00;0,00;0,00;0,00
2019-01-20;47,00;87,73;72,07;72,07;56,40;63,27;72,31;56,04;56,04;44,96;49,04;24,52;32,70;80,00;39,00;52,00;23,00;28,00;38,00;35,00;17,00;0,00;49,00;10,00;7,00;10,00;28,00;7,00;17,00;14,00;14,00;14,00;10,00;4,00;3,00;10,00;3,00;14,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;46,00;70,53;92,00;76,67;64,40;44,23;118,54;77,85;67,23;54,00;48,00;38,00;42,00;48,00;35,00;52,00;34,00;17,00;28,00;21,00;35,00;17,00;14,00;24,00;3,00;7,00;14,00;10,00;21,00;21,00;24,00;0,00;7,00;7,00;7,00;7,00;10,00;14,00;3,00;3,00;0,00;0,00;0,00;0,00
2019-02-03;55,00;90,59;77,65;55,00;74,41;33,00;56,83;60,50;45,83;22,41;18,33;57,04;28,52;21,00;39,00;11,00;35,00;39,00;25,00;18,00;14,00;11,00;25,00;14,00;0,00;18,00;18,00;14,00;18,00;11,00;11,00;14,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-02-10;15,00;60,00;39,00;54,00;60,00;33,75;30,00;52,50;41,25;12,86;34,29;30,00;8,57;32,00;22,00;29,00;24,00;32,00;25,00;25,00;18,00;4,00;11,00;22,00;4,00;7,00;11,00;4,00;14,00;7,00;7,00;4,00;4,00;7,00;0,00;4,00;7,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00
2019-02-17;45,00;61,07;86,79;54,64;70,71;21,60;43,20;81,00;50,40;24,55;14,32;32,73;12,27;26,00;15,00;26,00;20,00;7,00;29,00;4,00;22,00;18,00;18,00;26,00;7,00;40,00;26,00;4,00;22,00;11,00;7,00;4,00;0,00;0,00;4,00;4,00;7,00;18,00;0,00;4,00;0,00;0,00;0,00;4,00
2019-02-24;66,00;103,71;116,29;75,43;47,14;74,92;87,41;69,57;66,00;30,94;39,19;33,00;33,00;32,00;32,00;18,00;23,00;28,00;43,00;28,00;21,00;25,00;18,00;25,00;0,00;36,00;32,00;18,00;28,00;18,00;21,00;14,00;7,00;18,00;14,00;7,00;4,00;11,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;75,00;115,63;193,75;81,25;46,88;54,88;73,17;76,83;58,54;26,35;14,19;32,43;12,16;43,00;26,00;29,00;28,00;29,00;36,00;22,00;14,00;14,00;25,00;7,00;7,00;25,00;18,00;18,00;22,00;11,00;7,00;18,00;11,00;7,00;11,00;14,00;7,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;29,00;54,78;170,78;58,00;58,00;39,88;65,25;74,31;50,75;12,43;24,86;24,86;18,64;57,00;4,00;21,00;16,00;21,00;14,00;14,00;25,00;7,00;21,00;4,00;0,00;7,00;29,00;21,00;25,00;11,00;4,00;11,00;11,00;0,00;7,00;4,00;7,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00
