Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;35,00;98,82;63,82;0,00;35,00;40,30;46,67;49,85;32,88;45,00;31,00;20,00;12,00;13,00;16,00;11,00;14,00;5,00;16,00;9,00;10,00;9,00;8,00;13,00;2,00;2,00;7,00;5,00;0,00;3,00;4,00;1,00;1,00;0,00;3,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00
2019-01-13;32,00;80,00;40,00;0,00;40,00;44,80;33,07;32,00;33,07;40,00;31,00;30,00;14,00;13,00;12,00;11,00;10,00;12,00;10,00;10,00;8,00;4,00;7,00;12,00;1,00;3,00;3,00;2,00;0,00;5,00;3,00;1,00;2,00;1,00;1,00;0,00;4,00;0,00;0,00;0,00;1,00;0,00;1,00
2019-01-20;28,00;86,00;58,00;0,00;44,00;29,04;34,22;32,15;29,04;47,00;15,00;28,00;15,00;14,00;19,00;8,00;11,00;5,00;6,00;9,00;6,00;10,00;6,00;13,00;8,00;3,00;4,00;2,00;1,00;2,00;2,00;3,00;4,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00
2019-01-27;23,00;83,64;52,27;0,00;58,55;39,73;51,23;36,59;28,23;39,00;15,00;17,00;25,00;19,00;13,00;10,00;13,00;7,00;8,00;8,00;6,00;6,00;9,00;9,00;3,00;5,00;0,00;7,00;0,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00
2019-02-03;17,00;93,50;48,88;0,00;48,88;45,69;38,25;28,69;35,06;23,00;25,00;17,00;20,00;15,00;9,00;6,00;16,00;11,00;5,00;3,00;8,00;8,00;7,00;8,00;10,00;4,00;3,00;2,00;4,00;1,00;5,00;1,00;0,00;1,00;1,00;1,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-02-10;29,00;89,07;39,36;0,00;39,36;46,19;40,81;31,15;38,67;41,00;21,00;18,00;22,00;11,00;22,00;11,00;16,00;7,00;9,00;7,00;17,00;6,00;12,00;5,00;3,00;2,00;4,00;5,00;3,00;1,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;24,00;78,00;48,00;0,00;68,00;38,61;32,35;27,13;30,26;29,00;31,00;24,00;16,00;12,00;14,00;9,00;8,00;10,00;8,00;3,00;16,00;9,00;6,00;9,00;6,00;6,00;1,00;2,00;3,00;2,00;3,00;2,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-02-24;26,00;76,00;46,00;0,00;48,00;36,83;53,08;31,42;28,17;33,00;26,00;15,00;24,00;15,00;15,00;12,00;10,00;9,00;9,00;5,00;9,00;7,00;3,00;15,00;1,00;5,00;1,00;4,00;4,00;1,00;6,00;3,00;0,00;1,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;30,00;88,00;34,00;0,00;44,00;35,17;46,55;25,86;25,86;30,00;28,00;18,00;21,00;12,00;16,00;11,00;15,00;12,00;13,00;4,00;14,00;7,00;11,00;13,00;2,00;4,00;2,00;2,00;2,00;1,00;3,00;2,00;1,00;0,00;2,00;1,00;0,00;0,00;1,00;1,00;0,00;1,00;0,00
2019-03-10;21,00;97,36;45,82;0,00;43,91;44,10;54,60;43,05;27,30;23,00;24,00;22,00;23,00;13,00;5,00;11,00;10,00;8,00;7,00;5,00;7,00;9,00;8,00;12,00;1,00;3,00;0,00;1,00;0,00;2,00;4,00;2,00;2,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;1,00
2019-03-17;26,00;90,00;44,00;0,00;28,00;27,04;55,12;35,36;31,20;30,00;27,00;25,00;17,00;13,00;12,00;11,00;17,00;9,00;8,00;11,00;6,00;8,00;8,00;6,00;3,00;1,00;5,00;8,00;1,00;0,00;3,00;6,00;0,00;0,00;3,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-03-24;36,00;100,00;48,00;0,00;44,00;51,88;56,12;26,47;34,94;35,00;25,00;22,00;17,00;18,00;16,00;10,00;9,00;8,00;8,00;13,00;11,00;9,00;8,00;15,00;6,00;5,00;4,00;6,00;4,00;1,00;3,00;1,00;2,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;37,00;137,72;49,33;0,00;43,17;48,63;57,09;41,23;34,89;49,00;32,00;23,00;20,00;15,00;8,00;18,00;14,00;20,00;16,00;13,00;17,00;9,00;4,00;8,00;8,00;4,00;2,00;6,00;2,00;1,00;3,00;0,00;2,00;2,00;0,00;1,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-04-07;46,00;150,00;46,00;0,00;42,00;54,56;53,49;63,12;14,98;35,00;33,00;25,00;21,00;21,00;9,00;17,00;23,00;15,00;7,00;11,00;22,00;11,00;7,00;6,00;5,00;6,00;3,00;8,00;6,00;1,00;6,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-04-14;31,00;144,67;72,33;0,00;47,53;55,59;78,03;34,21;50,24;45,00;41,00;26,00;20,00;27,00;9,00;5,00;24,00;29,00;12,00;10,00;14,00;8,00;7,00;18,00;2,00;5,00;1,00;7,00;5,00;0,00;7,00;1,00;1,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;42,00;108,00;48,00;0,00;38,00;39,90;57,75;21,00;44,10;37,00;30,00;21,00;19,00;21,00;12,00;16,00;22,00;20,00;11,00;9,00;8,00;11,00;12,00;9,00;12,00;6,00;2,00;7,00;1,00;1,00;4,00;2,00;0,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;35,00;118,61;40,83;0,00;27,22;43,24;53,53;32,94;50,44;45,00;27,00;28,00;12,00;27,00;22,00;11,00;19,00;12,00;14,00;2,00;15,00;7,00;7,00;16,00;5,00;3,00;2,00;3,00;2,00;1,00;4,00;1,00;2,00;2,00;0,00;2,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-05-05;42,00;122,00;38,00;0,00;30,00;57,75;38,85;43,05;51,45;34,00;18,00;14,00;14,00;41,00;10,00;15,00;13,00;13,00;7,00;4,00;9,00;6,00;3,00;7,00;7,00;5,00;2,00;4,00;1,00;2,00;3,00;1,00;2,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-05-12;47,00;130,78;51,09;2,04;24,52;55,55;67,30;39,52;51,27;46,00;17,00;27,00;16,00;23,00;17,00;21,00;15,00;21,00;11,00;9,00;9,00;9,00;18,00;12,00;7,00;2,00;2,00;2,00;3,00;5,00;8,00;1,00;2,00;0,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;44,00;154,00;48,00;0,00;42,00;66,00;55,52;29,33;66,00;37,00;24,00;21,00;14,00;26,00;18,00;15,00;11,00;7,00;13,00;13,00;13,00;8,00;14,00;10,00;8,00;7,00;2,00;4,00;2,00;2,00;5,00;0,00;0,00;3,00;0,00;0,00;0,00;1,00;1,00;0,00;2,00;0,00;0,00
2019-05-26;42,00;144,00;50,00;0,00;28,00;76,46;60,31;42,00;70,00;41,00;17,00;19,00;22,00;23,00;27,00;25,00;26,00;12,00;18,00;6,00;13,00;3,00;11,00;12,00;4,00;3,00;0,00;8,00;5,00;2,00;12,00;3,00;0,00;2,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;39,00;119,05;36,95;0,00;28,74;61,14;52,70;43,22;59,03;58,00;26,00;20,00;20,00;25,00;24,00;14,00;22,00;11,00;13,00;10,00;17,00;10,00;6,00;14,00;8,00;3,00;3,00;5,00;3,00;4,00;9,00;0,00;2,00;0,00;1,00;2,00;2,00;2,00;0,00;0,00;2,00;0,00;1,00
2019-06-09;47,00;141,00;48,96;0,00;23,50;81,47;39,69;47,00;66,84;53,00;28,00;34,00;13,00;32,00;16,00;27,00;24,00;12,00;19,00;13,00;16,00;11,00;8,00;8,00;3,00;4,00;3,00;11,00;2,00;5,00;9,00;4,00;2,00;5,00;2,00;2,00;2,00;1,00;1,00;1,00;0,00;0,00;0,00
2019-06-16;57,00;140,46;52,93;0,00;36,64;73,89;43,28;52,78;61,22;62,00;27,00;22,00;21,00;31,00;26,00;19,00;21,00;9,00;10,00;8,00;23,00;5,00;8,00;8,00;5,00;6,00;4,00;6,00;2,00;5,00;6,00;3,00;2,00;1,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-06-23;51,00;116,28;30,60;0,00;32,64;62,45;51,00;55,16;57,24;48,00;24,00;19,00;20,00;39,00;18,00;17,00;30,00;18,00;18,00;11,00;25,00;14,00;8,00;7,00;13,00;7,00;4,00;15,00;4,00;5,00;8,00;2,00;2,00;2,00;1,00;2,00;5,00;1,00;0,00;0,00;2,00;0,00;1,00
2019-06-30;48,00;162,00;46,00;0,00;36,00;92,80;77,87;60,80;68,27;60,00;37,00;24,00;16,00;37,00;29,00;28,00;29,00;33,00;35,00;10,00;26,00;7,00;4,00;17,00;6,00;8,00;4,00;4,00;3,00;3,00;8,00;2,00;1,00;3,00;2,00;1,00;3,00;1,00;1,00;1,00;0,00;2,00;2,00
2019-07-07;61,00;170,80;56,93;2,03;36,60;105,17;74,67;102,02;71,52;51,00;29,00;30,00;17,00;42,00;26,00;22,00;29,00;34,00;32,00;15,00;40,00;12,00;9,00;12,00;13,00;10,00;4,00;17,00;5,00;1,00;5,00;2,00;2,00;1,00;4,00;3,00;3,00;8,00;0,00;2,00;0,00;1,00;0,00
2019-07-14;82,00;200,00;52,00;0,00;50,00;89,36;86,21;65,18;73,59;53,00;35,00;28,00;36,00;49,00;32,00;22,00;45,00;28,00;29,00;17,00;28,00;9,00;16,00;21,00;13,00;11,00;2,00;18,00;9,00;6,00;5,00;11,00;9,00;3,00;1,00;3,00;5,00;1,00;1,00;2,00;1,00;1,00;0,00
2019-07-21;59,00;174,97;46,79;2,03;48,83;83,23;69,54;70,59;60,05;54,00;32,00;31,00;20,00;31,00;37,00;17,00;46,00;20,00;25,00;13,00;37,00;22,00;16,00;14,00;19,00;7,00;5,00;10,00;7,00;2,00;10,00;8,00;5,00;4,00;1,00;0,00;4,00;2,00;0,00;0,00;1,00;0,00;0,00
2019-07-28;61,00;174,87;50,83;0,00;36,60;83,09;70,47;64,16;53,64;66,00;39,00;33,00;15,00;37,00;30,00;30,00;25,00;31,00;19,00;8,00;36,00;14,00;8,00;12,00;9,00;10,00;5,00;7,00;7,00;7,00;6,00;9,00;5,00;3,00;6,00;0,00;2,00;2,00;0,00;1,00;1,00;2,00;1,00
2019-08-04;54,00;148,00;72,00;0,00;42,00;87,88;54,00;40,24;62,47;66,00;31,00;34,00;18,00;39,00;31,00;28,00;37,00;23,00;29,00;10,00;28,00;9,00;6,00;8,00;7,00;14,00;3,00;14,00;5,00;8,00;2,00;7,00;5,00;1,00;1,00;3,00;5,00;2,00;0,00;1,00;0,00;1,00;0,00
2019-08-11;58,00;152,00;54,00;0,00;26,00;70,65;53,78;62,22;74,87;50,00;28,00;27,00;21,00;28,00;16,00;25,00;22,00;24,00;23,00;15,00;21,00;14,00;9,00;9,00;7,00;15,00;5,00;10,00;5,00;1,00;10,00;4,00;0,00;7,00;2,00;3,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-08-18;47,00;117,50;45,04;0,00;27,42;66,84;45,96;53,27;43,87;49,00;30,00;33,00;14,00;26,00;25,00;66,00;19,00;22,00;19,00;12,00;14,00;11,00;11,00;10,00;7,00;12,00;3,00;6,00;3,00;0,00;3,00;9,00;3,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-08-25;46,00;136,00;48,00;0,00;42,00;81,30;48,14;56,70;51,35;30,00;31,00;32,00;14,00;31,00;24,00;54,00;22,00;16,00;19,00;9,00;16,00;9,00;7,00;11,00;7,00;6,00;4,00;4,00;3,00;6,00;9,00;5,00;2,00;2,00;1,00;2,00;2,00;0,00;0,00;1,00;0,00;2,00;0,00
2019-09-01;40,00;132,00;54,00;0,00;36,00;68,42;69,47;46,32;51,58;36,00;33,00;30,00;19,00;35,00;22,00;22,00;17,00;14,00;15,00;12,00;16,00;13,00;8,00;10,00;5,00;4,00;6,00;2,00;3,00;2,00;9,00;3,00;1,00;1,00;1,00;3,00;3,00;1,00;1,00;1,00;0,00;0,00;0,00
2019-09-08;50,00;146,00;74,00;2,00;32,00;72,34;41,49;59,57;44,68;34,00;32,00;25,00;20,00;35,00;17,00;23,00;16,00;11,00;15,00;8,00;13,00;6,00;7,00;9,00;4,00;6,00;1,00;6,00;4,00;1,00;4,00;1,00;0,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;1,00;0,00;0,00
2019-09-15;36,00;114,00;48,00;0,00;36,00;52,94;49,76;33,88;31,76;34,00;26,00;28,00;20,00;28,00;20,00;14,00;12,00;7,00;7,00;12,00;14,00;8,00;8,00;9,00;3,00;4,00;2,00;1,00;2,00;1,00;3,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;2,00;0,00;1,00;0,00;0,00
2019-09-22;32,00;104,00;46,00;2,00;40,00;53,33;48,00;29,87;49,07;38,00;23,00;19,00;16,00;21,00;11,00;13,00;7,00;8,00;6,00;5,00;9,00;7,00;9,00;10,00;3,00;0,00;1,00;2,00;2,00;2,00;4,00;1,00;1,00;1,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;29,00;67,67;29,00;0,00;32,87;41,43;34,18;25,89;34,18;21,00;22,00;26,00;11,00;16,00;7,00;13,00;8,00;16,00;10,00;5,00;9,00;4,00;6,00;5,00;0,00;3,00;1,00;1,00;0,00;4,00;6,00;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;29,00;70,43;43,50;0,00;22,79;36,52;40,81;23,63;11,81;29,00;19,00;22,00;20,00;11,00;9,00;12,00;5,00;5,00;6,00;6,00;8,00;3,00;3,00;4,00;3,00;3,00;1,00;2,00;1,00;2,00;0,00;1,00;0,00;3,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;27,00;63,64;40,50;0,00;34,71;40,50;33,23;23,88;12,46;27,00;18,00;18,00;14,00;9,00;14,00;6,00;6,00;7,00;7,00;2,00;4,00;4,00;9,00;6,00;4,00;3,00;0,00;3,00;2,00;0,00;6,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;28,00;44,00;46,00;0,00;40,00;19,70;47,70;41,48;18,67;20,00;22,00;17,00;19,00;5,00;10,00;10,00;8,00;13,00;10,00;4,00;5,00;5,00;2,00;3,00;1,00;5,00;3,00;3,00;3,00;1,00;1,00;1,00;1,00;2,00;1,00;0,00;0,00;2,00;0,00;1,00;0,00;0,00;0,00
2019-10-27;30,00;56,00;60,00;0,00;44,00;35,17;44,48;32,07;11,38;23,00;33,00;16,00;17,00;6,00;4,00;12,00;8,00;6,00;4,00;6,00;9,00;7,00;2,00;0,00;3,00;3,00;2,00;7,00;1,00;2,00;3,00;0,00;2,00;2,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-11-03;28,00;46,00;62,00;0,00;38,00;29,08;31,23;16,15;15,08;19,00;18,00;16,00;12,00;9,00;7,00;17,00;6,00;7,00;7,00;2,00;8,00;4,00;1,00;8,00;4,00;1,00;4,00;1,00;3,00;3,00;2,00;2,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;27,00;46,29;54,00;0,00;34,71;28,04;30,12;20,77;20,77;23,00;24,00;14,00;11,00;1,00;6,00;6,00;6,00;3,00;6,00;8,00;4,00;8,00;2,00;4,00;2,00;3,00;0,00;2,00;1,00;0,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-11-17;31,00;38,75;38,75;0,00;36,81;27,90;24,80;16,53;16,53;24,00;13,00;19,00;13,00;7,00;5,00;9,00;6,00;7,00;6,00;4,00;8,00;2,00;4,00;4,00;4,00;2,00;3,00;1,00;1,00;2,00;1,00;0,00;2,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;19,00;49,40;32,30;0,00;30,40;24,28;24,28;13,72;21,11;13,00;19,00;16,00;11,00;16,00;4,00;9,00;3,00;3,00;7,00;7,00;4,00;4,00;3,00;9,00;0,00;2,00;2,00;4,00;1,00;2,00;1,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;22,00;90,00;44,00;0,00;38,00;23,05;31,43;27,24;12,57;16,00;18,00;18,00;8,00;6,00;9,00;10,00;11,00;5,00;8,00;1,00;7,00;6,00;5,00;4,00;5,00;2,00;4,00;1,00;2,00;2,00;3,00;0,00;1,00;1,00;0,00;2,00;2,00;0,00;0,00;1,00;1,00;0,00;0,00
2019-12-08;31,00;77,50;34,88;0,00;31,00;16,53;17,57;12,40;16,53;14,00;14,00;13,00;13,00;6,00;4,00;6,00;5,00;6,00;8,00;7,00;5,00;4,00;6,00;3,00;5,00;0,00;2,00;1,00;2,00;2,00;2,00;1,00;1,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-12-15;26,00;46,00;34,00;0,00;42,00;31,20;21,84;22,88;22,88;22,00;13,00;11,00;7,00;8,00;7,00;7,00;6,00;10,00;1,00;8,00;4,00;4,00;5,00;0,00;1,00;1,00;5,00;4,00;5,00;1,00;3,00;0,00;2,00;1,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;32,00;64,00;60,00;0,00;50,00;37,33;34,13;14,93;10,67;23,00;16,00;25,00;17,00;16,00;8,00;9,00;9,00;13,00;8,00;4,00;5,00;5,00;2,00;5,00;9,00;2,00;3,00;6,00;3,00;3,00;1,00;2,00;1,00;2,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-12-29;41,00;80,05;50,76;0,00;39,05;50,46;36,79;18,92;24,18;30,00;25,00;21,00;8,00;10,00;9,00;16,00;11,00;4,00;16,00;7,00;8,00;10,00;4,00;9,00;3,00;4,00;6,00;5,00;1,00;3,00;2,00;0,00;0,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
