Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;52,00;22,43;35,69;24,47;2,04;24,47;22,43;0,51;14,27;16,31;11,22;1,02;3,06;1,02;28,55;3,06;0,51;14,27;7,14;2,04;19,37;2,04;13,25;0,51;0,00;16,31;10,20;5,10;10,20;7,00;10,00;0,50;12,00;0,51;0,00;6,12;0,00;1,02;0,51;20,39;13,25;3,06;6,12;9,18
2019-01-13;52,00;24,00;43,00;28,00;1,00;28,00;28,00;1,00;16,00;16,00;10,00;2,00;3,00;0,50;27,00;3,00;1,00;12,00;8,00;1,00;19,00;2,00;11,00;1,00;1,00;16,00;13,00;7,00;12,00;10,00;12,00;0,50;11,00;0,50;0,00;8,00;0,00;1,00;0,50;22,00;16,00;2,00;5,00;8,00
2019-01-20;46,00;22,49;35,78;25,56;2,04;23,51;23,51;0,51;18,40;16,36;12,27;1,02;3,07;0,51;24,53;3,07;0,51;15,33;9,20;2,04;17,38;2,04;23,51;0,00;0,51;16,36;10,22;7,16;13,29;6,00;13,00;1,00;13,00;0,51;0,51;6,13;0,00;0,51;0,51;28,62;18,40;4,09;11,24;11,24
2019-01-27;49,00;26,00;37,00;39,00;1,00;27,00;29,00;0,50;21,00;19,00;14,00;1,00;4,00;0,50;29,00;3,00;0,00;21,00;8,00;1,00;20,00;8,00;15,00;0,50;0,50;18,00;13,00;10,00;13,00;10,00;14,00;1,00;7,00;0,50;0,50;7,00;0,00;1,00;0,50;26,00;16,00;2,00;9,00;9,00
2019-02-03;49,00;25,00;39,00;31,00;2,00;28,00;30,00;0,50;22,00;19,00;12,00;1,00;3,00;0,50;28,00;3,00;1,00;17,00;10,00;2,00;21,00;9,00;15,00;0,50;0,50;19,00;14,00;6,00;12,00;7,00;13,00;0,50;4,00;0,50;0,00;7,00;0,00;1,00;1,00;25,00;15,00;3,00;9,00;10,00
2019-02-10;53,00;24,00;30,00;27,00;1,00;27,00;27,00;0,50;24,00;19,00;10,00;1,00;4,00;0,50;28,00;4,00;0,50;17,00;6,00;1,00;19,00;7,00;19,00;1,00;0,00;29,00;15,00;7,00;14,00;8,00;13,00;0,50;4,00;0,00;0,00;8,00;0,00;1,00;0,50;27,00;14,00;2,00;7,00;7,00
2019-02-17;51,00;28,56;38,76;27,54;1,02;24,48;31,62;0,00;19,38;17,34;11,22;1,02;3,06;0,00;25,50;3,06;0,51;16,32;14,28;1,02;19,38;8,16;15,30;0,51;0,00;37,74;14,28;7,14;16,32;9,00;15,00;0,50;3,00;0,51;0,51;6,12;0,00;1,02;1,02;26,52;13,26;2,04;8,16;7,14
2019-02-24;51,00;25,00;40,00;26,00;0,50;30,00;31,00;0,50;26,00;18,00;10,00;1,00;3,00;0,50;26,00;4,00;0,50;19,00;11,00;1,00;19,00;7,00;15,00;0,00;0,00;23,00;16,00;7,00;13,00;8,00;12,00;0,50;3,00;0,50;0,00;5,00;0,50;1,00;0,50;23,00;11,00;2,00;9,00;7,00
2019-03-03;54,00;24,45;30,57;20,38;1,02;28,53;28,53;0,51;20,38;19,36;8,15;1,02;3,06;0,51;23,43;3,06;0,51;15,28;7,13;1,02;13,25;4,08;14,26;0,51;0,51;18,34;14,26;4,08;11,21;8,00;12,00;0,50;3,00;0,51;0,51;6,11;0,00;2,04;0,51;24,45;11,21;1,02;7,13;5,09
2019-03-10;53,00;26,00;38,00;22,00;0,50;29,00;30,00;0,50;18,00;16,00;7,00;0,50;2,00;0,50;24,00;4,00;0,50;14,00;6,00;1,00;16,00;5,00;12,00;0,50;0,00;16,00;11,00;6,00;12,00;9,00;11,00;0,50;3,00;0,50;0,00;4,00;0,00;0,50;0,50;13,00;8,00;1,00;6,00;4,00
