Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;40,00;0,00;42,00;2,58;43,87;100,00;40,00;5,00;60,00;80,00;5,00;12,00;9,00;3,00;2,00;13,33;1,48;32,59;5,93;0,00;20,00;0,00;3,00;3,00;2,00;0,00;0,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;30,00;0,00;33,00;1,36;36,82;157,50;26,25;5,00;60,00;70,00;10,00;7,00;9,00;6,00;3,00;18,00;9,00;33,00;7,50;0,00;4,29;2,14;0,00;3,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;36,00;0,00;25,00;13,33;42,67;126,00;39,60;9,00;63,00;54,00;4,50;12,00;3,00;4,00;1,00;15,00;1,50;40,50;4,50;0,00;4,00;4,00;7,00;0,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;28,00;0,00;31,00;14,67;28,00;147,00;31,50;9,33;56,00;65,33;9,33;7,00;8,00;6,00;0,00;23,58;5,89;41,26;1,47;2,00;4,00;4,00;6,00;3,00;1,00;1,00;1,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;27,00;0,00;32,00;10,29;30,86;124,88;37,13;9,00;63,00;72,00;9,00;5,00;9,00;6,00;2,00;13,50;12,00;34,50;4,50;0,00;7,71;1,93;3,00;0,00;1,00;0,00;0,00;0,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-02-10;28,00;0,00;33,00;2,67;32,00;157,50;49,00;0,00;93,33;84,00;4,67;7,00;3,00;4,00;4,00;33,89;7,37;44,21;5,89;0,00;2,00;2,00;4,00;3,00;0,00;0,00;4,00;3,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-02-17;37,00;0,00;31,00;3,96;47,57;141,27;30,27;9,25;83,25;111,00;27,75;10,00;7,00;12,00;7,00;25,16;4,44;38,48;5,92;4,11;2,06;0,00;6,00;0,00;0,00;1,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;18,00;0,00;31,00;2,77;55,38;158,40;75,60;9,00;81,00;81,00;4,50;13,00;7,00;12,00;3,00;24,00;12,00;37,50;6,00;0,00;1,80;0,00;4,00;4,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;32,00;0,00;29,00;12,00;42,67;177,78;49,78;10,67;117,33;106,67;10,67;11,00;17,00;8,00;6,00;20,36;7,27;48,00;4,36;0,00;4,00;4,00;3,00;3,00;3,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00
2019-03-10;29,00;0,00;24,00;3,95;42,18;181,25;47,13;9,67;77,33;96,67;4,83;11,00;6,00;9,00;5,00;31,90;14,50;44,95;5,80;0,00;4,14;0,00;3,00;2,00;0,00;5,00;5,00;3,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-03-17;40,00;0,00;21,00;4,00;36,00;181,82;61,82;10,00;100,00;120,00;10,00;18,00;5,00;6,00;3,00;17,78;4,44;47,41;11,85;0,00;2,00;0,00;5,00;3,00;0,00;3,00;2,00;2,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00
2019-03-24;46,00;0,00;20,00;7,89;47,31;219,38;60,15;9,20;110,40;92,00;4,60;3,00;9,00;5,00;9,00;17,81;11,87;40,06;8,90;0,00;1,92;0,00;6,00;2,00;2,00;0,00;2,00;2,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00
2019-03-31;63,00;0,00;31,00;9,19;39,38;157,50;56,00;9,00;63,00;81,00;18,00;17,00;7,00;7,00;0,00;21,00;13,50;51,00;10,50;1,97;3,94;3,94;7,00;0,00;1,00;4,00;0,00;3,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;49,00;0,00;26,00;2,65;46,35;192,50;38,50;9,80;88,20;127,40;19,60;13,00;12,00;7,00;1,00;34,15;17,82;54,94;10,39;0,00;8,17;2,04;3,00;1,00;0,00;1,00;1,00;3,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00
2019-04-14;71,00;0,00;25,00;11,83;38,13;276,90;67,45;17,75;79,88;221,88;8,88;25,00;15,00;14,00;9,00;36,98;10,35;31,06;11,83;0,00;7,89;0,00;3,00;2,00;2,00;5,00;6,00;2,00;10,00;0,00;0,00;0,00;0,00;2,00;0,00
2019-04-21;58,00;0,00;16,00;9,23;63,27;232,00;58,00;4,83;106,33;116,00;9,67;22,00;19,00;7,00;0,00;20,82;8,92;47,59;10,41;1,93;3,87;3,87;3,00;0,00;3,00;0,00;1,00;1,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;49,00;0,00;16,00;9,27;51,65;238,00;56,00;9,80;98,00;107,80;9,80;13,00;13,00;7,00;4,00;31,18;14,85;49,00;7,42;0,00;4,08;0,00;10,00;3,00;0,00;3,00;1,00;3,00;3,00;1,00;1,00;1,00;0,00;0,00;1,00
2019-05-05;48,00;0,00;29,00;12,00;54,67;192,00;34,29;9,60;105,60;115,20;9,60;16,00;16,00;9,00;3,00;23,27;7,27;45,09;11,64;2,00;4,00;0,00;9,00;3,00;0,00;1,00;3,00;3,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-05-12;50,00;0,00;27,00;5,26;63,16;246,43;64,29;10,00;100,00;100,00;10,00;15,00;9,00;10,00;4,00;32,35;17,65;54,41;11,76;0,00;3,85;0,00;12,00;3,00;1,00;0,00;1,00;1,00;6,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-05-19;66,00;0,00;17,00;3,96;85,80;229,26;41,68;28,29;160,29;94,29;9,43;6,00;17,00;13,00;4,00;17,60;32,27;60,13;17,60;3,88;3,88;1,94;7,00;3,00;4,00;1,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-05-26;67,00;0,00;24,00;3,94;72,25;236,26;56,42;19,14;114,86;86,14;9,57;9,00;19,00;9,00;4,00;27,67;16,02;75,74;11,65;0,00;7,88;1,97;11,00;1,00;0,00;0,00;7,00;3,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;67,00;0,00;28,00;5,25;88,02;285,63;52,89;19,14;143,57;143,57;9,57;4,00;10,00;24,00;4,00;28,29;23,82;67,00;10,42;0,00;3,94;0,00;9,00;3,00;3,00;0,00;3,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;71,00;0,00;33,00;10,52;89,41;312,40;56,80;17,75;142,00;142,00;8,88;18,00;20,00;16,00;6,00;147,92;17,75;57,69;8,88;0,00;0,00;1,97;10,00;4,00;3,00;3,00;1,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;66,00;0,00;32,00;6,60;109,56;319,58;55,58;18,86;198,00;141,43;9,43;23,00;19,00;22,00;1,00;35,20;16,13;60,13;13,20;0,00;3,88;1,94;14,00;1,00;3,00;0,00;1,00;6,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;99,00;2,00;31,00;13,20;120,12;339,43;60,11;9,90;168,30;148,50;9,90;38,00;25,00;17,00;3,00;47,28;13,30;81,27;25,12;3,96;7,92;1,98;14,00;5,00;3,00;0,00;3,00;2,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;72,00;0,00;41,00;6,55;102,11;301,71;54,86;18,00;171,00;171,00;9,00;17,00;18,00;14,00;2,00;39,67;16,16;96,98;11,76;4,00;8,00;2,00;11,00;8,00;3,00;2,00;8,00;5,00;8,00;2,00;3,00;0,00;0,00;0,00;0,00
2019-07-07;86,00;0,00;34,00;9,26;127,02;319,92;72,24;19,11;191,11;162,44;9,56;22,00;22,00;28,00;6,00;51,90;11,86;66,72;14,83;0,00;7,82;3,91;9,00;7,00;4,00;1,00;6,00;1,00;11,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-07-14;89,00;0,00;35,00;9,30;104,94;304,65;75,31;29,67;168,11;217,56;9,89;23,00;23,00;9,00;5,00;50,43;5,93;77,13;13,35;0,00;15,48;1,93;11,00;5,00;5,00;2,00;8,00;9,00;8,00;0,00;0,00;3,00;0,00;2,00;0,00
2019-07-21;79,00;0,00;42,00;19,75;89,53;316,00;85,87;19,75;227,13;246,88;19,75;37,00;32,00;23,00;8,00;30,72;19,02;74,61;10,24;1,98;15,80;3,95;19,00;5,00;8,00;3,00;6,00;5,00;10,00;2,00;2,00;5,00;0,00;0,00;0,00
2019-07-28;100,00;0,00;30,00;13,16;109,21;344,83;93,10;27,27;200,00;254,55;18,18;29,00;32,00;30,00;3,00;58,82;39,71;58,82;22,06;0,00;8,00;2,00;13,00;6,00;9,00;0,00;3,00;2,00;5,00;0,00;0,00;3,00;0,00;2,00;0,00
2019-08-04;89,00;0,00;37,00;17,01;129,57;277,27;85,58;19,78;178,00;316,44;19,78;35,00;35,00;17,00;14,00;33,56;23,34;84,62;13,13;1,93;7,74;1,93;14,00;2,00;11,00;6,00;8,00;3,00;5,00;2,00;6,00;2,00;0,00;2,00;0,00
2019-08-11;93,00;0,00;26,00;14,61;122,23;310,00;75,78;27,90;186,00;362,70;18,60;27,00;35,00;19,00;10,00;42,81;26,57;64,95;17,71;1,94;7,75;1,94;18,00;6,00;11,00;10,00;3,00;5,00;9,00;5,00;0,00;2,00;0,00;2,00;0,00
2019-08-18;97,00;0,00;15,00;13,11;91,76;284,07;83,14;29,10;155,20;970,00;9,70;17,00;26,00;21,00;9,00;39,68;20,58;61,73;13,23;0,00;15,52;3,88;20,00;5,00;3,00;0,00;5,00;5,00;13,00;6,00;2,00;0,00;2,00;0,00;0,00
2019-08-25;69,00;0,00;27,00;9,29;71,65;207,00;72,45;9,86;138,00;423,86;19,71;21,00;27,00;22,00;7,00;23,49;14,68;71,94;14,68;0,00;8,12;4,06;7,00;6,00;6,00;1,00;4,00;0,00;8,00;0,00;0,00;1,00;0,00;1,00;0,00
2019-09-01;62,00;0,00;35,00;7,91;44,85;172,22;51,67;17,71;97,43;132,86;4,43;21,00;20,00;15,00;6,00;19,19;10,33;54,62;13,29;0,00;7,75;0,00;10,00;1,00;1,00;1,00;1,00;1,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;72,00;0,00;24,00;9,16;54,98;178,29;54,86;9,00;90,00;117,00;4,50;12,00;17,00;14,00;1,00;30,86;11,76;39,67;17,63;0,00;8,00;0,00;8,00;1,00;3,00;3,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-15;45,00;0,00;33,00;1,32;54,26;155,77;38,08;9,00;63,00;126,00;4,50;12,00;16,00;11,00;5,00;17,42;13,06;52,26;7,26;0,00;3,75;0,00;10,00;0,00;0,00;3,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00
2019-09-22;77,00;0,00;25,00;10,62;37,17;115,50;42,00;9,63;67,38;105,88;9,63;7,00;7,00;11,00;11,00;20,73;4,44;37,02;14,81;0,00;8,11;2,03;15,00;0,00;0,00;3,00;1,00;3,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-09-29;64,00;0,00;18,00;32,00;37,33;120,89;35,56;18,29;73,14;109,71;4,57;14,00;8,00;11,00;3,00;25,30;4,47;28,28;8,93;0,00;2,00;2,00;10,00;1,00;0,00;1,00;1,00;3,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00
2019-10-06;50,00;0,00;20,00;14,47;30,26;121,43;42,86;10,00;50,00;130,00;10,00;4,00;10,00;19,00;6,00;11,76;8,82;35,29;4,41;0,00;3,85;1,92;7,00;1,00;1,00;0,00;1,00;3,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-10-13;59,00;0,00;13,00;7,87;27,53;86,76;27,76;9,83;39,33;88,50;0,00;5,00;4,00;1,00;0,00;14,75;8,85;22,13;4,43;0,00;7,87;0,00;4,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;35,00;0,00;34,00;5,38;30,96;94,50;24,50;8,75;35,00;87,50;8,75;9,00;4,00;5,00;1,00;13,13;7,29;16,04;0,00;0,00;11,67;0,00;4,00;0,00;0,00;1,00;0,00;0,00;3,00;0,00;0,00;0,00;1,00;1,00;0,00
2019-10-27;37,00;0,00;19,00;3,96;19,82;97,55;23,55;9,25;27,75;120,25;4,63;7,00;5,00;5,00;1,00;19,24;4,44;37,00;5,92;0,00;8,22;0,00;7,00;5,00;0,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-11-03;37,00;0,00;29,00;15,86;14,54;80,73;37,00;9,25;27,75;64,75;4,63;7,00;3,00;5,00;1,00;5,92;4,44;23,68;4,44;0,00;11,10;0,00;3,00;0,00;0,00;1,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-11-10;35,00;0,00;25,00;4,04;13,46;94,50;28,00;8,75;26,25;52,50;8,75;5,00;9,00;5,00;1,00;14,58;5,83;20,42;7,29;0,00;19,44;0,00;0,00;4,00;1,00;0,00;1,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;28,00;0,00;28,00;9,33;17,33;63,00;28,00;9,33;28,00;65,33;9,33;11,00;4,00;9,00;1,00;14,74;1,47;14,74;4,42;0,00;32,00;0,00;5,00;0,00;1,00;3,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-24;32,00;0,00;32,00;15,36;19,20;67,56;32,00;10,67;32,00;85,33;5,33;1,00;5,00;3,00;1,00;14,55;5,82;21,82;4,36;0,00;48,00;2,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-01;43,00;0,00;25,00;2,61;18,24;68,08;32,25;4,30;25,80;103,20;4,30;8,00;3,00;10,00;6,00;11,86;5,93;16,31;7,41;0,00;172,00;0,00;4,00;1,00;1,00;1,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;26,00;0,00;30,00;3,90;14,30;81,25;29,25;4,33;26,00;86,67;4,33;10,00;7,00;3,00;1,00;11,56;0,00;28,89;5,78;0,00;148,57;0,00;4,00;1,00;0,00;0,00;0,00;5,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-12-15;31,00;0,00;22,00;5,17;16,79;65,44;31,00;5,17;31,00;72,33;5,17;8,00;3,00;3,00;3,00;20,67;5,90;19,19;8,86;0,00;112,38;1,94;1,00;1,00;4,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-12-22;24,00;0,00;32,00;9,33;13,33;68,57;24,00;8,00;32,00;72,00;4,00;5,00;8,00;11,00;0,00;21,00;13,50;15,00;6,00;4,00;260,00;0,00;9,00;0,00;2,00;2,00;0,00;0,00;7,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-12-29;39,00;0,00;37,00;12,10;25,55;85,09;46,09;4,88;48,75;107,25;4,88;7,00;3,00;6,00;0,00;12,00;3,00;19,50;7,50;0,00;230,10;0,00;1,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;50,00;0,00;27,00;10,53;23,68;117,86;25,00;10,00;60,00;80,00;10,00;8,00;8,00;7,00;1,00;16,18;5,88;25,00;8,82;0,00;57,69;1,92;5,00;0,00;1,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-12;39,00;0,00;40,00;14,30;27,30;99,27;28,36;9,75;48,75;78,00;9,75;6,00;10,00;8,00;1,00;24,00;6,00;34,50;6,00;0,00;7,80;0,00;3,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-19;39,00;0,00;36,00;7,80;23,40;159,55;28,36;9,75;68,25;68,25;4,88;4,00;2,00;5,00;4,00;11,56;1,44;41,89;5,78;0,00;7,80;0,00;2,00;4,00;4,00;0,00;4,00;1,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-01-26;34,00;0,00;24,00;13,08;22,23;119,00;27,20;8,50;42,50;68,00;4,25;10,00;9,00;13,00;3,00;10,35;4,43;38,43;1,48;0,00;3,78;1,89;4,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-02-02;40,00;0,00;28,00;18,67;45,33;141,82;54,55;5,00;50,00;90,00;10,00;18,00;8,00;12,00;1,00;19,26;4,44;45,93;4,44;0,00;8,00;0,00;5,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-02-09;42,00;0,00;32,00;10,50;24,94;143,50;42,00;10,50;73,50;63,00;10,50;10,00;8,00;11,00;4,00;19,50;7,50;31,50;6,00;0,00;3,82;0,00;3,00;4,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-16;36,00;0,00;26,00;10,67;34,67;144,00;46,80;9,00;63,00;90,00;9,00;5,00;12,00;13,00;5,00;18,72;7,20;38,88;7,20;2,00;8,00;4,00;4,00;3,00;0,00;3,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;47,00;0,00;30,00;11,75;24,81;130,15;43,38;9,40;56,40;65,80;9,40;10,00;11,00;4,00;1,00;20,56;5,88;29,38;10,28;1,96;3,92;1,96;3,00;3,00;0,00;0,00;5,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-01;38,00;0,00;26,00;2,62;22,28;100,18;51,82;9,50;38,00;57,00;9,50;10,00;7,00;2,00;2,00;5,85;5,85;32,15;8,77;0,00;3,80;3,80;2,00;1,00;0,00;1,00;0,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-08;35,00;0,00;20,00;2,69;17,50;49,00;38,50;8,75;26,25;43,75;8,75;5,00;4,00;4,00;1,00;9,13;3,04;15,22;1,52;0,00;3,89;0,00;1,00;0,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-15;18,00;0,00;13,00;14,14;7,71;46,80;10,80;4,50;9,00;18,00;4,50;5,00;5,00;2,00;2,00;4,50;4,50;4,50;3,00;0,00;1,80;0,00;0,00;0,00;0,00;0,00;0,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-03-22;11,00;0,00;9,00;6,11;12,22;51,33;7,33;5,50;22,00;22,00;11,00;11,00;1,00;1,00;0,00;6,88;2,75;8,25;0,00;0,00;0,00;0,00;1,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-03-29;6,00;0,00;9,00;1,50;7,50;42,00;6,00;3,00;18,00;12,00;3,00;3,00;6,00;2,00;1,00;12,00;1,50;6,00;3,00;0,00;6,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-05;12,00;0,00;7,00;2,67;8,00;88,00;4,00;6,00;36,00;24,00;6,00;5,00;6,00;2,00;5,00;19,50;4,50;6,00;3,00;0,00;2,00;0,00;0,00;1,00;1,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-12;14,00;0,00;16,00;1,40;14,00;73,50;3,50;7,00;28,00;42,00;0,00;3,00;8,00;1,00;0,00;20,22;6,22;4,67;3,11;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-19;7,00;0,00;9,00;1,40;12,60;63,00;7,00;7,00;21,00;21,00;7,00;6,00;8,00;2,00;1,00;15,75;3,50;1,75;1,75;0,00;0,00;0,00;4,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-04-26;9,00;0,00;9,00;1,29;30,86;54,00;6,00;9,00;27,00;18,00;4,50;1,00;9,00;3,00;0,00;34,50;1,50;3,00;7,50;0,00;4,50;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-05-03;2,00;0,00;2,00;2,00;9,00;42,00;6,00;4,00;8,00;8,00;2,00;6,00;3,00;9,00;2,00;12,00;0,00;0,00;10,00;0,00;1,00;0,00;0,00;5,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-10;3,00;0,00;9,00;3,00;18,00;60,00;6,00;3,00;24,00;18,00;3,00;5,00;4,00;4,00;1,00;10,50;3,00;6,00;6,00;1,50;0,00;0,00;5,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;8,00;0,00;11,00;2,67;14,67;68,00;8,00;8,00;24,00;16,00;4,00;10,00;3,00;7,00;1,00;6,67;2,67;9,33;8,00;0,00;2,00;0,00;1,00;1,00;1,00;0,00;1,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2020-05-24;9,00;0,00;9,00;0,00;14,14;69,00;9,00;9,00;18,00;27,00;9,00;5,00;8,00;6,00;0,00;13,50;0,00;6,00;3,00;0,00;4,50;2,25;2,00;0,00;0,00;0,00;0,00;1,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00
2020-05-31;20,00;0,00;12,00;2,67;14,67;70,00;10,00;5,00;30,00;50,00;5,00;12,00;6,00;5,00;2,00;9,23;3,08;9,23;6,15;0,00;2,00;2,00;1,00;0,00;0,00;1,00;1,00;0,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-06-07;14,00;0,00;13,00;2,80;26,60;84,00;14,00;14,00;28,00;70,00;0,00;6,00;7,00;3,00;1,00;4,67;4,67;6,22;6,22;0,00;0,00;4,67;0,00;0,00;2,00;1,00;2,00;3,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;23,00;0,00;16,00;2,71;31,12;75,57;23,00;11,50;57,50;69,00;0,00;0,00;10,00;2,00;2,00;10,06;4,31;17,25;4,31;0,00;7,67;3,83;1,00;1,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;29,00;0,00;13,00;3,95;39,55;134,13;18,13;19,33;48,33;77,33;9,67;13,00;12,00;3,00;3,00;7,63;3,05;16,79;4,58;0,00;0,00;2,07;4,00;3,00;3,00;0,00;1,00;1,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00
2020-06-28;22,00;0,00;15,00;2,59;32,35;80,67;25,67;11,00;44,00;110,00;11,00;14,00;27,00;5,00;4,00;23,47;7,33;10,27;4,40;0,00;7,33;0,00;1,00;4,00;0,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;27,00;0,00;8,00;5,40;27,00;94,50;23,63;9,00;54,00;108,00;4,50;11,00;13,00;11,00;3,00;19,50;9,00;15,00;4,50;0,00;7,71;0,00;4,00;4,00;1,00;1,00;3,00;3,00;3,00;0,00;0,00;1,00;0,00;0,00;0,00
2020-07-12;30,00;1,00;25,00;11,74;20,87;100,00;30,00;10,00;60,00;140,00;5,00;8,00;14,00;5,00;3,00;12,86;2,86;18,57;5,71;0,00;7,50;0,00;8,00;1,00;4,00;3,00;4,00;0,00;6,00;1,00;0,00;5,00;0,00;0,00;0,00
2020-07-19;25,00;0,00;15,00;5,26;25,00;139,29;46,43;16,67;58,33;100,00;8,33;21,00;25,00;8,00;1,00;13,24;10,29;11,76;10,29;2,08;4,17;2,08;1,00;1,00;1,00;0,00;1,00;0,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00
2020-07-26;25,00;0,00;14,00;2,63;31,58;125,00;42,86;8,33;58,33;116,67;8,33;21,00;22,00;8,00;6,00;29,41;10,29;22,06;7,35;2,08;8,33;0,00;3,00;1,00;1,00;0,00;0,00;1,00;8,00;0,00;3,00;1,00;0,00;0,00;0,00
2020-08-02;44,00;0,00;16,00;8,00;21,33;128,62;44,00;8,80;61,60;167,20;17,60;18,00;14,00;16,00;0,00;24,93;11,73;22,00;5,87;2,00;4,00;4,00;3,00;0,00;1,00;6,00;1,00;3,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00
2020-08-09;29,00;0,00;20,00;3,95;25,05;166,75;54,38;9,67;87,00;174,00;9,67;18,00;19,00;7,00;3,00;15,95;13,05;8,70;14,50;2,07;16,57;4,14;7,00;3,00;4,00;0,00;10,00;1,00;6,00;0,00;1,00;1,00;0,00;0,00;0,00
