Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-07-07;90,00;439,41;280,59;497,65;230,00;10,00;180,00;110,00;182,50;115,00;95,00;147,50;193,50;216,00;58,50;9,00;126,00;510,00;18,00;36,00;22,25;43,48;32,36;46,52;31,03;41,38;15,52;26,90;22,25;11,12;12,13;9,10;17,00;2,00;2,00
2019-07-14;100,00;405,00;265,00;430,00;230,00;20,00;140,00;110,00;185,00;132,50;85,00;135,00;190,91;236,36;68,18;9,09;135,29;470,59;23,53;52,94;30,00;41,00;33,00;40,00;34,02;45,36;14,43;28,87;20,00;13,00;13,00;9,00;15,00;4,00;2,00
2019-07-21;87,00;440,12;266,12;455,47;222,33;9,67;164,33;106,33;181,68;143,29;104,91;150,97;210,63;224,37;59,53;9,16;104,40;504,60;29,00;46,40;28,33;40,47;43,50;52,60;33,14;51,79;14,50;31,07;23,27;9,10;13,15;9,10;17,00;3,00;3,00
2019-07-28;72,00;452,57;298,29;421,71;236,57;10,29;144,00;113,14;185,14;133,71;79,71;146,57;234,00;265,50;58,50;13,50;102,00;504,00;18,00;42,00;28,80;42,17;40,11;50,40;29,65;41,29;15,88;30,71;21,60;10,29;15,43;7,20;17,00;4,00;3,00
2019-08-04;88,00;424,47;295,06;393,41;224,89;9,78;156,44;107,56;183,54;128,23;100,57;140,80;202,40;250,80;61,60;13,20;105,60;586,67;17,60;46,93;27,31;38,44;33,38;51,59;31,06;47,62;16,56;25,88;23,26;8,09;16,18;6,07;16,00;4,00;1,00
2019-08-11;77,00;420,93;287,47;415,80;231,00;19,25;144,38;115,50;187,37;128,33;89,83;187,37;203,82;231,00;58,88;9,06;100,69;533,08;17,77;47,38;28,37;38,50;39,51;46,61;30,18;32,26;12,49;23,93;20,26;13,17;14,18;6,08;12,00;1,00;3,00
2019-08-18;82,00;384,38;287,00;379,25;225,50;10,25;164,00;112,75;205,00;130,69;94,81;143,50;200,44;209,56;63,78;9,11;99,57;533,00;23,43;46,86;21,53;41,00;49,20;46,13;34,69;42,05;9,46;33,64;19,48;11,28;10,25;5,13;17,00;2,00;2,00
2019-08-25;71,00;404,15;289,46;404,15;243,43;20,29;182,57;111,57;184,07;128,85;102,56;131,48;194,07;213,00;56,80;9,47;100,58;455,58;23,67;41,42;21,61;46,30;41,16;53,51;29,67;44,51;7,42;26,49;16,46;8,23;12,35;5,14;13,00;2,00;1,00
2019-09-01;84,00;409,50;330,75;414,75;294,00;21,00;189,00;115,50;191,63;152,25;120,75;212,63;228,67;228,67;70,00;14,00;102,00;492,00;24,00;54,00;25,93;58,07;42,52;49,78;27,65;51,04;12,76;35,09;18,67;10,37;10,37;8,30;16,00;3,00;3,00
2019-09-08;80,00;448,00;325,33;410,67;270,00;20,00;190,00;110,00;209,03;152,26;123,87;157,42;213,33;226,67;71,11;13,33;116,92;498,46;24,62;61,54;26,67;52,31;51,28;56,41;28,42;53,68;12,63;41,05;14,36;10,26;10,26;8,21;17,00;3,00;4,00
2019-09-15;76,00;488,57;336,57;445,14;275,50;19,00;199,50;114,00;207,03;149,38;117,93;162,48;196,71;232,47;71,53;13,41;111,08;496,92;23,38;64,31;21,57;69,84;51,35;52,38;28,50;52,78;10,56;40,11;24,65;13,35;13,35;6,16;22,00;4,00;3,00
2019-09-22;82,00;420,25;333,13;389,50;276,75;20,50;194,75;102,50;207,56;138,38;120,44;166,56;195,89;246,00;68,33;18,22;111,29;503,71;23,43;64,43;24,60;73,80;50,23;50,23;27,33;50,46;10,51;41,00;20,50;12,30;10,25;5,13;16,00;2,00;2,00
2019-09-29;65,00;449,58;325,00;400,83;260,00;21,67;195,00;108,33;208,00;156,00;106,60;156,00;204,29;213,57;69,64;18,57;94,55;484,55;17,73;53,18;23,73;67,06;51,59;55,71;24,51;47,95;17,05;41,56;21,67;10,32;9,29;4,13;16,00;4,00;4,00
2019-10-06;58,00;432,36;363,82;390,18;261,00;19,33;183,67;106,33;263,64;152,91;118,64;166,09;209,69;214,15;89,23;17,85;92,80;504,60;23,20;58,00;14,50;60,07;49,71;52,82;22,15;56,95;18,98;32,69;15,54;10,36;6,21;4,14;11,00;3,00;1,00
2019-10-13;58,00;437,64;300,55;485,09;232,00;9,67;154,67;96,67;247,82;145,00;108,09;158,18;214,15;187,38;75,85;17,85;81,20;446,60;17,40;63,80;18,64;48,68;47,64;43,50;16,87;48,51;13,71;34,80;16,57;8,29;9,32;4,14;15,00;2,00;3,00
2019-10-20;50,00;400,00;270,00;325,00;240,00;10,00;160,00;100,00;205,00;132,50;112,50;140,00;190,91;200,00;63,64;13,64;77,78;422,22;16,67;44,44;20,00;56,00;39,00;47,00;18,37;47,96;14,29;31,63;19,00;9,00;7,00;3,00;10,20;3,06;1,02
2019-10-27;34,00;349,71;247,71;262,29;215,33;11,33;158,67;102,00;196,15;130,77;91,54;133,38;174,25;153,00;72,25;12,75;68,00;442,00;17,00;45,33;11,00;42,00;34,00;46,00;12,36;46,36;10,30;32,97;15,00;7,00;8,00;3,00;11,00;2,00;2,00
2019-11-03;38,00;390,86;276,86;309,43;190,00;9,50;142,50;85,50;207,73;200,13;86,13;129,20;204,25;190,00;71,25;14,25;65,14;390,86;16,29;54,29;17,00;38,00;40,00;44,00;18,49;44,16;10,27;27,73;15,00;8,00;6,00;3,00;9,00;1,00;3,00
2019-11-10;35,00;360,00;265,00;250,00;210,00;11,67;198,33;81,67;190,00;130,00;85,00;137,50;188,13;437,50;74,38;13,13;70,00;402,50;17,50;46,67;17,50;46,32;36,03;43,24;18,03;46,67;12,73;31,82;14,41;4,12;7,21;4,12;12,00;2,00;2,00
2019-11-17;39,00;378,86;278,57;261,86;165,75;9,75;156,00;68,25;176,80;124,80;98,80;124,80;182,00;208,00;69,33;13,00;66,86;384,43;16,71;50,14;14,37;46,18;40,03;55,42;14,76;35,84;7,38;30,57;13,34;8,21;6,16;2,05;12,00;4,00;1,00
2019-11-24;41,00;328,00;256,25;230,63;194,75;10,25;153,75;71,75;179,38;123,00;92,25;117,88;186,78;154,89;82,00;13,67;64,43;386,57;17,57;46,86;15,00;47,00;39,00;45,00;15,38;44,08;12,30;28,70;16,00;6,00;8,00;2,00;11,00;2,00;2,00
2019-12-01;34,00;330,29;223,43;233,14;215,33;11,33;158,67;79,33;177,85;122,92;102,00;117,69;170,00;127,50;72,25;12,75;62,33;368,33;17,00;51,00;14,00;51,00;37,00;43,00;20,61;49,45;9,27;29,88;16,00;4,00;6,00;2,00;12,00;2,00;1,00
2019-12-08;36,00;308,57;205,71;205,71;153,00;9,00;117,00;63,00;164,57;123,43;87,43;118,29;175,50;144,00;72,00;13,50;66,00;372,00;18,00;48,00;15,00;55,00;42,00;35,00;13,37;54,51;8,23;29,83;18,00;9,00;7,00;5,00;8,00;3,00;2,00
2019-12-15;44,00;407,00;275,00;275,00;209,00;11,00;187,00;99,00;178,59;119,06;88,00;142,35;190,67;146,67;92,89;14,67;75,43;402,29;25,14;56,57;23,05;61,81;47,14;56,57;18,24;70,83;12,88;28,98;14,67;9,43;9,43;2,10;9,00;3,00;2,00
2019-12-22;49,00;424,67;315,78;294,00;235,20;9,80;147,00;107,80;208,89;134,11;113,47;157,32;187,09;178,18;84,64;13,36;79,63;410,38;24,50;55,13;24,50;50,02;37,77;53,08;26,06;75,06;14,60;38,57;11,23;4,08;12,25;2,04;13,00;1,00;3,00
2019-12-29;63,00;435,75;341,25;309,75;273,00;10,50;178,50;126,00;225,75;152,25;99,75;136,50;211,50;193,50;85,50;13,50;97,36;486,82;28,64;40,09;22,35;47,76;47,76;54,87;25,20;75,60;10,50;31,50;22,35;9,15;17,27;6,10;12,00;1,00;2,00
2020-01-05;68,00;496,92;444,62;387,08;291,43;19,43;174,86;116,57;244,30;151,11;115,85;156,15;258,40;226,67;77,07;13,60;102,00;481,67;22,67;45,33;26,39;50,75;49,73;59,88;33,48;82,65;10,46;30,34;23,34;11,16;15,22;6,09;16,00;3,00;5,00
2020-01-12;69,00;483,00;414,00;424,62;315,43;9,86;167,57;128,14;235,11;140,56;122,67;150,78;257,60;276,00;82,80;13,80;103,50;557,75;23,00;46,00;28,84;48,40;44,28;57,67;28,66;92,35;16,98;31,85;23,69;10,30;9,27;7,21;16,00;3,00;4,00
2020-01-19;60,00;420,00;360,00;410,00;270,00;10,00;150,00;120,00;217,50;135,00;110,00;155,00;227,14;218,57;72,86;8,57;102,00;492,00;24,00;48,00;22,00;50,00;44,00;57,00;26,44;80,34;17,29;35,59;19,00;8,00;10,00;5,00;13,00;1,00;2,00
2020-01-26;63,00;393,75;336,00;362,25;283,50;10,50;168,00;115,50;207,38;139,13;112,88;152,25;207,00;198,00;72,00;9,00;97,36;486,82;17,18;40,09;23,75;45,44;39,25;46,48;34,17;64,07;17,08;27,76;22,72;9,30;10,33;5,16;12,00;3,00;3,00
2020-02-02;58,00;411,27;384,91;395,45;261,00;9,67;193,33;96,67;199,22;128,61;116,00;163,91;236,46;200,77;71,38;13,38;98,60;504,60;23,20;46,40;21,37;40,70;47,82;46,81;27,42;69,60;13,71;31,64;21,37;8,14;11,19;6,11;16,00;2,00;2,00
2020-02-09;64,00;469,33;384,00;389,33;237,71;9,14;173,71;109,71;227,84;145,92;110,08;143,36;233,14;228,57;68,57;13,71;110,55;552,73;29,09;58,18;25,00;55,00;40,00;57,00;28,90;103,23;16,52;32,00;21,00;6,00;11,00;5,00;13,00;2,00;3,00
2020-02-16;73,00;432,79;333,71;380,64;302,43;20,86;187,71;125,14;182,50;140,79;119,93;164,25;237,25;219,00;73,00;13,69;103,42;529,25;18,25;48,67;26,73;50,38;50,38;61,69;24,33;65,59;14,81;27,51;19,54;10,28;11,31;7,20;13,00;1,00;1,00
2020-02-23;63,00;420,00;283,50;378,00;304,50;10,50;189,00;105,00;181,13;139,13;144,38;154,88;193,50;382,50;63,00;13,50;91,64;435,27;17,18;45,82;25,82;51,64;37,18;45,44;25,20;55,65;13,65;25,20;16,52;12,39;10,33;6,20;11,00;2,00;2,00
2020-03-01;48,00;405,33;261,33;357,33;259,20;9,60;163,20;86,40;176,00;125,33;96,00;122,67;187,20;244,80;48,00;14,40;84,00;408,00;24,00;42,00;19,83;46,96;31,30;32,35;20,27;70,40;17,07;29,87;12,52;9,39;9,39;4,17;9,00;1,00;2,00
2020-03-08;37,00;327,71;237,86;343,57;231,25;9,25;222,00;74,00;177,60;106,07;106,07;115,93;171,13;212,75;46,25;9,25;67,83;419,33;18,50;43,17;15,00;36,00;28,00;38,00;17,47;68,86;8,22;23,64;11,00;7,00;5,00;3,00;11,00;1,00;1,00
2020-03-15;28,00;229,60;134,40;156,80;121,33;4,67;121,33;56,00;68,73;86,55;56,00;89,09;93,33;364,00;32,67;9,33;50,40;229,60;16,80;33,60;17,00;39,00;26,00;19,00;13,48;61,19;4,15;18,67;11,00;6,00;8,00;2,00;6,00;2,00;1,00
2020-03-22;9,00;108,00;49,50;72,00;81,00;4,50;90,00;27,00;33,75;42,75;33,75;56,25;40,50;157,50;18,00;4,50;31,50;99,00;4,50;13,50;12,00;25,00;19,00;13,00;6,00;14,00;3,00;13,00;3,00;4,00;2,00;2,00;4,00;1,00;1,00
2020-03-29;12,00;144,00;66,00;84,00;96,00;6,00;96,00;24,00;33,60;38,40;26,40;52,80;28,00;88,00;16,00;4,00;30,00;114,00;6,00;18,00;9,00;18,00;17,00;13,00;10,00;10,00;3,00;11,00;4,00;4,00;2,00;1,00;8,00;2,00;0,50
2020-04-05;14,00;107,33;51,33;74,67;126,00;7,00;98,00;28,00;42,00;50,40;36,40;64,40;42,00;98,00;18,67;9,33;42,00;140,00;7,00;14,00;12,00;21,00;17,00;18,00;11,85;12,92;4,31;11,85;4,00;3,00;4,00;1,00;5,38;1,08;2,15
2020-04-12;15,00;125,00;60,00;80,00;120,00;7,50;105,00;30,00;47,50;47,50;40,00;60,00;45,00;80,00;20,00;5,00;25,00;85,00;5,00;15,00;10,00;22,00;18,00;17,00;7,50;11,79;3,21;10,71;4,00;2,00;3,00;2,00;5,00;1,00;1,00
2020-04-19;15,00;100,00;55,00;80,00;52,50;3,75;45,00;15,00;47,50;40,00;30,00;60,00;45,00;100,00;20,00;5,00;40,00;95,00;5,00;15,00;6,00;18,00;19,00;16,00;7,50;16,07;4,29;9,64;6,00;3,00;4,00;1,00;5,00;1,00;1,00
2020-04-26;16,00;112,00;58,67;74,67;64,00;4,00;64,00;24,00;42,67;42,67;29,33;61,33;42,67;96,00;21,33;5,33;32,00;101,33;5,33;16,00;5,33;18,13;17,07;20,27;8,00;13,71;3,43;14,86;3,20;3,20;3,20;1,07;7,00;1,00;2,00
2020-05-03;14,00;102,67;51,33;79,33;126,00;7,00;84,00;42,00;44,33;44,33;32,67;53,67;42,00;88,67;18,67;4,67;49,00;147,00;7,00;21,00;6,00;22,00;17,00;18,00;7,00;14,00;4,00;10,00;5,00;3,00;2,00;1,00;8,00;0,50;1,00
2020-05-10;16,00;128,00;64,00;96,00;72,00;4,00;56,00;24,00;88,00;42,67;34,67;66,67;44,00;64,00;16,00;8,00;42,67;96,00;5,33;16,00;9,00;15,00;20,00;18,00;10,67;11,73;4,27;14,93;5,00;5,00;3,00;2,00;7,00;1,00;2,00
2020-05-17;21,00;126,00;63,00;94,50;84,00;5,25;73,50;31,50;55,13;52,50;49,88;63,00;42,00;71,40;21,00;4,20;47,25;110,25;5,25;21,00;5,00;14,00;22,00;18,00;9,45;15,75;4,20;11,55;6,00;4,00;3,00;2,00;7,00;1,00;1,00
2020-05-24;20,00;110,00;60,00;100,00;90,00;5,00;70,00;30,00;47,50;52,50;42,50;67,50;45,00;75,00;20,00;5,00;53,33;140,00;6,67;26,67;9,47;16,84;16,84;18,95;8,42;14,74;6,32;10,53;6,32;4,21;3,16;1,05;6,00;1,00;2,00
2020-05-31;24,00;115,20;67,20;86,40;120,00;6,00;72,00;36,00;53,33;48,00;42,67;69,33;48,00;81,60;24,00;4,80;48,00;138,00;6,00;30,00;10,43;20,87;20,87;18,78;7,30;15,65;4,17;13,57;5,22;3,13;3,13;1,04;6,00;2,00;2,00
2020-06-07;21,00;126,00;73,50;105,00;105,00;5,25;63,00;42,00;55,13;55,13;47,25;76,13;42,00;79,80;21,00;4,20;42,00;147,00;10,50;21,00;11,00;20,00;18,00;20,00;13,65;14,70;6,30;16,80;6,00;4,00;5,00;4,00;28,00;1,00;1,00
2020-06-14;30,00;145,00;80,00;110,00;110,00;10,00;70,00;40,00;57,50;55,00;40,00;80,00;47,14;72,86;25,71;8,57;48,00;144,00;12,00;24,00;12,41;23,79;19,66;21,72;10,34;18,62;4,14;15,52;6,21;6,21;5,17;3,10;23,00;4,00;1,00
2020-06-21;44,00;161,33;83,11;136,89;96,80;8,80;79,20;35,20;59,53;56,94;51,76;82,82;57,20;79,20;30,80;4,40;60,50;165,00;11,00;16,50;15,00;21,00;24,00;22,00;11,26;23,53;5,12;13,30;5,00;9,00;6,00;6,00;23,00;2,00;3,00
2020-06-28;44,00;161,33;107,56;166,22;121,00;11,00;99,00;44,00;75,06;62,12;59,53;90,59;66,00;110,00;35,20;4,40;55,00;198,00;16,50;22,00;18,00;19,00;15,00;21,00;16,76;24,10;7,33;16,76;11,00;9,00;8,00;5,00;16,00;1,00;2,00
2020-07-05;47,00;219,33;135,78;172,33;103,40;9,40;84,60;37,60;80,94;65,28;60,06;107,06;79,90;103,40;28,20;9,40;58,75;211,50;11,75;29,38;19,84;28,20;20,89;24,02;26,70;25,64;8,55;12,82;10,44;7,31;8,36;5,22;13,00;4,00;3,00
2020-07-12;55,00;210,00;145,00;260,00;119,17;9,17;91,67;36,67;73,33;73,33;68,10;104,76;77,92;110,00;32,08;9,17;73,33;238,33;18,33;30,56;17,31;26,48;20,37;21,39;22,21;22,21;7,40;20,10;11,20;7,13;23,43;3,06;13,00;5,00;3,00
2020-07-19;60,00;225,00;160,00;265,00;130,00;10,00;80,00;50,00;92,50;72,50;65,00;110,00;83,08;115,38;32,31;9,23;72,00;234,00;12,00;30,00;17,29;20,34;21,36;31,53;28,42;24,21;7,37;15,79;13,22;7,12;14,24;2,03;13,00;3,00;2,00
2020-07-26;57,00;217,64;155,45;124,36;114,00;9,50;76,00;28,50;85,50;59,59;59,59;124,36;61,38;109,62;30,69;4,38;79,80;233,70;11,40;22,80;22,39;24,43;21,38;26,46;29,56;25,33;7,39;12,67;12,21;6,11;11,20;4,07;15,00;3,00;3,00
2020-08-02;48,00;192,00;154,67;117,33;124,80;9,60;76,80;38,40;75,79;65,68;70,74;126,32;56,73;100,36;26,18;8,73;90,00;204,00;18,00;24,00;16,34;24,51;17,36;27,57;13,57;26,09;8,35;20,87;10,21;7,15;8,17;5,11;13,00;2,00;3,00
2020-08-09;51,00;173,40;147,90;142,80;132,60;10,20;81,60;40,80;81,60;71,40;66,30;127,50;64,91;120,55;37,09;9,27;73,67;215,33;17,00;22,67;14,00;30,00;29,00;29,00;17,69;28,10;9,37;19,78;9,00;7,00;9,00;4,00;14,00;3,00;2,00
2020-08-16;30,00;150,00;110,00;110,00;140,00;5,00;60,00;90,00;97,50;62,50;65,00;122,50;68,57;124,29;34,29;8,57;72,00;234,00;18,00;24,00;12,41;31,03;23,79;32,07;11,38;25,86;5,17;18,62;8,28;8,28;4,14;2,07;14,00;0,50;1,00
2020-08-23;31,00;144,67;124,00;103,33;155,00;10,33;82,67;93,00;82,67;72,33;64,58;131,75;62,00;132,86;31,00;8,86;86,80;241,80;12,40;24,80;12,40;26,87;26,87;28,93;12,83;20,31;6,41;20,31;8,27;4,13;5,17;4,13;12,00;1,00;1,00
2020-08-30;29,00;174,00;145,00;139,20;135,33;9,67;77,33;58,00;79,09;76,45;76,45;145,00;67,67;140,17;29,00;9,67;63,80;203,00;5,80;29,00;10,36;37,29;21,75;33,14;9,67;20,41;6,44;22,56;7,25;6,21;5,18;3,11;9,00;1,00;1,00
2020-09-06;24,00;120,00;96,00;91,20;156,00;6,00;84,00;48,00;66,67;69,33;66,67;128,00;52,80;115,20;24,00;4,80;72,00;192,00;6,00;24,00;12,52;24,00;28,17;29,22;9,39;18,78;4,17;19,83;3,13;5,22;5,22;2,09;7,00;1,00;1,00
2020-09-13;20,00;130,00;105,00;90,00;150,00;5,00;90,00;30,00;60,00;70,00;67,50;127,50;50,00;105,00;25,00;5,00;73,33;226,67;13,33;33,33;12,00;23,00;32,00;31,00;8,42;15,79;4,21;17,89;7,00;3,00;6,00;1,00;8,00;0,50;2,00
2020-09-20;20,00;125,00;90,00;95,00;130,00;5,00;90,00;30,00;45,00;57,50;57,50;140,00;50,00;115,00;20,00;10,00;80,00;186,67;6,67;33,33;8,42;29,47;30,53;23,16;8,89;16,67;5,56;17,78;4,21;4,21;5,26;1,05;8,00;2,00;1,00
2020-09-27;19,00;109,25;90,25;80,75;114,00;4,75;85,50;28,50;67,86;70,57;65,14;149,29;33,25;114,00;19,00;9,50;76,00;164,67;6,33;31,67;11,61;27,44;31,67;25,33;9,50;17,94;2,11;20,06;6,33;3,17;4,22;1,06;8,00;0,50;1,00
