Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;46,00;60,72;7,36;0,92;7,36;30,00;1,00;1,00;19,00;280,60;18,40;9,20;9,20;7,26;203,37;7,26;2,42;5,00;2,00;7,00;1,00;88,83;11,10;22,21;4,76;0,00;1,00;0,00;1,00;7,00;1,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-01-13;44,00;62,33;3,67;0,00;7,33;29,00;0,50;1,00;18,00;259,60;13,20;13,20;8,80;7,33;149,11;7,33;1,22;7,00;4,00;5,00;1,00;106,86;9,43;18,86;4,71;0,50;0,00;0,00;0,00;10,00;2,00;0,00;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;51,00;56,67;7,56;0,00;3,78;27,00;3,00;1,00;24,00;301,36;23,18;9,27;9,27;7,29;131,14;9,71;0,00;5,00;2,00;6,00;1,00;95,63;11,16;30,28;6,38;0,50;2,00;0,00;0,50;11,00;2,00;0,50;0,00;1,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-01-27;40,00;62,86;5,71;0,00;7,62;28,00;1,00;1,00;18,00;253,33;17,78;4,44;8,89;5,00;132,50;7,50;1,25;4,00;1,00;10,00;0,50;100,80;9,60;22,40;3,20;0,00;0,00;0,00;0,50;8,00;0,50;0,00;0,50;2,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-02-03;50,00;57,41;7,41;0,00;7,41;31,00;1,00;0,50;21,00;227,27;18,18;9,09;4,55;9,52;111,90;7,14;1,19;3,00;3,00;5,00;0,50;103,23;9,68;16,13;6,45;0,00;1,00;1,00;0,50;7,00;2,00;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;50,00;55,56;9,26;0,00;9,26;34,00;3,00;4,00;21,00;231,82;22,73;9,09;4,55;4,76;114,29;9,52;2,38;3,00;2,00;3,00;0,50;103,23;11,29;24,19;4,84;0,00;0,50;0,00;0,00;8,00;2,00;0,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00
2019-02-17;44,00;69,67;7,33;0,00;3,67;31,00;2,00;1,00;28,00;246,40;17,60;13,20;4,40;7,33;117,33;12,22;2,44;7,00;1,00;5,00;0,50;111,57;7,86;23,57;6,29;0,00;2,00;0,00;0,00;10,00;0,00;1,00;0,50;2,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00
2019-02-24;50,00;72,22;7,41;0,00;7,41;28,00;1,00;3,00;21,00;263,64;13,64;9,09;4,55;11,90;116,67;9,52;1,19;5,00;2,00;6,00;0,50;109,68;9,68;20,97;6,45;0,00;0,50;0,00;0,50;8,00;1,00;0,00;0,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50
2019-03-03;56,00;65,33;3,73;0,00;7,47;33,00;2,00;4,00;24,00;275,33;18,67;14,00;9,33;7,30;121,74;7,30;1,22;6,00;3,00;7,00;1,00;115,20;16,00;24,00;4,80;0,00;0,50;0,00;2,00;12,00;0,00;0,00;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;63,00;107,47;7,41;0,00;9,26;29,00;2,00;2,00;20,00;256,50;22,50;13,50;4,50;7,27;106,62;9,69;2,42;9,00;3,00;6,00;1,00;110,25;11,03;25,20;6,30;0,00;1,00;0,00;1,00;8,00;2,00;0,00;0,50;2,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;60,00;82,50;9,38;0,00;5,63;27,00;1,00;2,00;32,00;286,15;18,46;13,85;9,23;7,20;120,00;12,00;1,20;4,00;2,00;7,00;0,00;102,63;11,05;26,84;3,16;0,50;2,00;0,00;1,00;10,00;0,50;0,00;0,00;2,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;60,00;67,50;5,63;0,00;9,38;28,00;3,00;4,00;26,00;286,15;27,69;13,85;4,62;7,20;108,00;9,60;2,40;6,00;3,00;7,00;0,50;94,74;12,63;28,42;9,47;0,00;1,00;0,00;0,50;8,00;2,00;0,00;0,00;4,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;57,00;81,70;3,80;0,00;9,50;38,00;1,00;3,00;18,00;280,62;26,31;13,15;8,77;14,25;111,63;11,88;1,19;7,00;2,00;8,00;1,00;101,33;12,67;33,25;6,33;0,00;0,50;0,00;1,00;10,00;0,50;0,00;0,00;4,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;60,00;82,50;9,38;0,00;9,38;31,00;1,00;4,00;25,00;300,00;23,08;9,23;9,23;9,60;117,60;12,00;1,20;6,00;1,00;8,00;0,50;129,47;17,37;28,42;6,32;0,00;0,00;0,00;0,50;11,00;1,00;0,00;0,00;3,00;0,00;1,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-04-14;63,00;66,71;7,41;0,00;7,41;36,00;1,00;4,00;26,00;351,00;27,00;9,00;4,50;7,27;121,15;12,12;2,42;11,00;1,00;3,00;1,00;122,77;12,92;35,54;4,85;0,00;2,00;0,00;0,50;10,00;2,00;0,00;0,00;3,00;0,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-04-21;57,00;79,80;15,20;0,00;7,60;27,00;1,00;2,00;26,00;298,15;13,15;8,77;4,38;9,50;118,75;9,50;2,38;4,00;2,00;8,00;1,00;121,92;20,58;25,33;7,92;0,50;0,00;0,00;0,50;11,00;2,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,50;0,00;1,00;0,00;0,00
2019-04-28;70,00;81,05;11,05;0,00;7,37;35,00;2,00;4,00;25,00;310,63;21,88;8,75;4,38;14,48;137,59;12,07;2,41;4,00;4,00;4,00;0,00;108,18;14,32;23,86;7,95;0,50;0,50;0,50;0,50;12,00;2,00;0,50;0,50;2,00;0,50;0,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00
2019-05-05;70,00;77,37;7,37;0,00;5,53;39,00;2,00;3,00;20,00;297,50;21,88;8,75;4,38;9,66;142,41;12,07;2,41;4,00;4,00;6,00;0,00;124,09;11,14;33,41;6,36;0,00;0,00;0,00;1,00;9,00;1,00;0,00;0,00;4,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00
2019-05-12;64,00;92,24;5,65;0,00;3,76;35,00;6,00;3,00;30,00;324,57;22,86;9,14;9,14;14,22;158,81;11,85;2,37;10,00;5,00;4,00;0,50;132,80;28,80;38,40;11,20;0,00;0,50;0,00;1,00;14,00;3,00;0,00;0,00;4,00;0,00;2,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;79,00;110,98;24,45;0,00;5,64;46,00;5,00;21,00;26,00;324,78;35,11;13,17;13,17;11,97;169,97;16,76;1,20;11,00;4,00;9,00;2,00;134,30;26,86;36,34;6,32;0,00;3,00;0,00;3,00;11,00;2,00;0,50;1,00;2,00;0,00;1,00;0,50;0,00;0,00;0,00;0,50;0,50;0,00
2019-05-26;77,00;112,68;13,15;0,94;16,90;51,00;14,00;8,00;37,00;452,94;31,71;13,59;9,06;21,66;235,81;19,25;2,41;15,00;2,00;10,00;1,00;154,00;24,06;40,10;9,63;0,00;0,00;1,00;1,00;7,00;2,00;2,00;0,00;6,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00
2019-06-02;84,00;115,73;7,47;0,00;5,60;39,00;2,00;1,00;25,00;384,63;26,53;13,26;8,84;14,40;189,60;9,60;2,40;12,00;2,00;10,00;1,00;161,54;22,62;33,92;11,31;0,00;1,00;0,00;1,00;11,00;1,00;0,00;0,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;78,00;102,14;11,14;0,00;13,00;45,00;0,50;4,00;39,00;422,12;27,53;13,76;9,18;17,06;195,00;14,63;2,44;9,00;4,00;5,00;0,50;136,90;20,69;36,61;7,96;0,50;1,00;0,00;1,00;12,00;1,00;1,00;0,50;6,00;0,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-06-16;70,00;114,21;5,53;0,00;11,05;51,00;2,00;3,00;31,00;393,75;30,63;8,75;8,75;19,31;212,41;12,07;4,83;10,00;0,50;7,00;2,00;144,77;27,05;39,77;15,91;0,00;2,00;0,00;2,00;16,00;0,50;1,00;0,00;4,00;0,50;2,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;76,00;96,39;7,41;0,00;11,12;54,00;4,00;6,00;35,00;384,47;22,35;13,41;8,94;19,61;215,74;17,16;4,90;7,00;2,00;7,00;0,50;161,70;21,02;30,72;14,55;0,00;1,00;0,00;1,00;13,00;2,00;0,00;1,00;2,00;0,00;1,00;1,00;0,00;0,00;0,50;0,00;0,00;0,00
2019-06-30;70,00;108,68;9,21;0,00;12,89;54,00;6,00;3,00;42,00;350,00;26,25;8,75;8,75;16,90;210,00;12,07;2,41;6,00;6,00;7,00;1,00;152,73;14,32;30,23;9,55;0,00;1,00;0,00;2,00;17,00;1,00;1,00;0,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2019-07-07;71,00;99,03;7,47;0,00;9,34;48,00;3,00;1,00;36,00;372,75;26,63;8,88;8,88;17,14;217,90;14,69;2,45;7,00;2,00;9,00;0,50;138,77;9,68;37,11;9,68;1,00;1,00;0,00;3,00;14,00;1,00;0,00;0,00;5,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00
