Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;49,00;379,75;61,25;12,25;24,50;32,00;38,00;18,00;28,00;15,00;9,00;10,00;12,00;14,00;21,00;5,00;55,00;6,68;10,02;95,77;5,57;59,76;3,59;2,39;2,39;45,00;15,00;30,00;1,00;44,33;25,67;39,67;7,00;5,00;10,00;8,00
2019-01-13;47,00;358,38;52,88;17,63;23,50;33,00;32,00;17,00;31,00;15,00;9,00;9,00;11,00;12,00;18,00;5,00;59,00;6,71;11,19;90,64;5,60;57,58;2,35;2,35;2,35;45,00;14,00;31,00;2,00;45,83;25,85;38,78;7,05;5,00;10,00;8,00
2019-01-20;45,00;405,00;57,86;12,86;25,71;30,00;41,00;20,00;27,00;14,00;8,00;10,00;11,00;11,00;17,00;4,00;53,00;5,49;9,88;88,90;5,49;56,84;3,55;2,37;2,37;47,00;16,00;34,00;2,00;40,26;28,42;37,89;7,11;5,00;8,00;8,00
2019-01-27;38,00;392,67;50,67;19,00;19,00;27,00;29,00;17,00;27,00;14,00;10,00;8,00;13,00;11,00;18,00;4,00;53,00;5,59;10,06;72,65;5,59;54,63;2,38;2,38;2,38;60,00;17,00;20,00;2,00;41,56;26,13;35,63;7,13;5,00;5,00;6,00
2019-02-03;37,00;388,50;55,50;18,50;24,67;29,00;29,00;21,00;29,00;15,00;9,00;10,00;13,00;12,00;18,00;4,00;54,00;5,61;11,21;68,39;5,61;59,68;3,58;2,39;2,39;44,00;15,00;20,00;2,00;44,16;26,26;40,58;7,16;4,00;7,00;7,00
2019-02-10;36,00;396,00;48,00;18,00;24,00;30,00;29,00;21,00;32,00;15,00;9,00;9,00;14,00;12,00;19,00;4,00;56,00;7,64;10,91;66,55;4,36;56,90;2,32;2,32;2,32;46,00;15,00;20,00;2,00;41,81;26,71;39,48;8,13;6,00;6,00;7,00
2019-02-17;36,00;408,00;54,00;18,00;24,00;31,00;29,00;21,00;32,00;14,00;9,00;9,00;14,00;14,00;20,00;3,00;56,00;7,64;10,91;70,91;5,45;65,03;2,32;2,32;2,32;47,00;15,00;17,00;2,00;44,13;29,03;39,48;9,29;5,00;6,00;7,00
2019-02-24;39,00;416,00;58,50;19,50;32,50;30,00;29,00;23,00;33,00;15,00;10,00;9,00;14,00;11,00;20,00;4,00;57,00;8,67;10,83;65,00;5,42;75,64;2,36;2,36;2,36;46,00;15,00;21,00;2,00;46,09;30,73;39,00;9,45;5,00;4,00;6,00
2019-03-03;37,00;400,83;49,33;18,50;24,67;31,00;28,00;20,00;36,00;13,00;9,00;10,00;14,00;11,00;18,00;4,00;68,00;5,61;11,21;78,48;4,48;68,03;2,39;2,39;2,39;53,00;17,00;19,00;2,00;42,97;35,81;42,97;8,35;5,00;6,00;6,00
2019-03-10;41,00;386,57;52,71;17,57;23,43;30,00;27,00;20,00;37,00;14,00;8,00;9,00;15,00;11,00;18,00;3,00;57,00;6,47;14,03;66,89;7,55;60,91;2,34;2,34;2,34;47,00;15,00;17,00;2,00;44,51;26,94;38,66;8,20;5,00;5,00;7,00
