Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;89,00;55,00;39,00;49,00;18,00;72,00;35,00;45,00;12,00;38,00;19,00;96,00;33,00;10,00;16,00;29,00;3,00;104,71;5,24;40,84;38,74;0,00;23,00;11,00;2,00;11,00;13,00;1,00;41,00;37,00;13,00;21,00;0,00;4,00;4,00;1,00;2,00;18,00;2,00;1,00;1,00;0,00;1,00;0,00
2019-01-13;100,00;44,00;39,00;37,00;7,00;63,00;38,00;37,00;13,00;26,00;12,00;73,00;30,00;4,00;14,00;29,00;2,00;92,71;7,29;28,13;44,79;1,00;14,00;10,00;1,00;8,00;11,00;1,00;37,00;35,00;13,00;19,00;0,00;2,00;2,00;1,00;1,00;10,00;4,00;2,00;1,00;0,00;0,00;0,00
2019-01-20;78,00;38,00;40,00;30,00;5,00;51,00;31,00;27,00;13,00;24,00;17,00;35,00;32,00;2,00;7,00;29,00;1,00;80,08;6,24;28,08;28,08;2,00;47,00;7,00;2,00;8,00;12,00;1,00;33,00;30,00;9,00;10,00;1,00;4,00;2,00;1,00;2,00;11,00;1,00;1,00;1,00;1,00;1,00;1,00
2019-01-27;78,00;32,00;27,00;34,00;13,00;48,00;34,00;18,00;13,00;27,00;14,00;39,00;24,00;4,00;10,00;31,00;2,00;87,36;6,24;28,08;31,20;0,00;18,00;10,00;0,00;6,00;6,00;2,00;33,00;31,00;5,00;13,00;0,00;1,00;5,00;2,00;0,00;8,00;3,00;2,00;1,00;0,00;1,00;1,00
2019-02-03;87,00;28,00;36,00;25,00;15,00;45,00;29,00;16,00;8,00;18,00;9,00;44,00;23,00;8,00;13,00;23,00;2,00;73,54;6,21;29,00;22,79;0,00;19,00;8,00;2,00;7,00;8,00;2,00;33,00;25,00;9,00;8,00;1,00;2,00;5,00;1,00;0,00;11,00;1,00;2,00;1,00;0,00;1,00;0,00
2019-02-10;69,00;33,00;30,00;26,00;3,00;39,00;25,00;21,00;8,00;13,00;9,00;32,00;25,00;3,00;8,00;26,00;2,00;71,09;5,23;29,27;19,86;3,00;16,00;4,00;1,00;5,00;17,00;0,00;29,00;21,00;6,00;9,00;0,00;4,00;2,00;1,00;0,00;11,00;2,00;1,00;1,00;0,00;0,00;0,00
2019-02-17;66,00;33,00;35,00;29,00;7,00;51,00;21,00;20,00;13,00;16,00;7,00;38,00;36,00;1,00;10,00;24,00;2,00;61,88;6,19;21,66;22,69;2,00;22,00;5,00;1,00;8,00;10,00;0,00;26,00;27,00;6,00;11,00;0,00;2,00;1,00;1,00;1,00;11,00;2,00;1,00;0,00;1,00;1,00;0,00
2019-02-24;65,00;23,00;31,00;22,00;4,00;42,00;36,00;16,00;3,00;18,00;12,00;40,00;21,00;3,00;3,00;21,00;1,00;56,75;3,10;29,92;13,41;1,00;15,00;8,00;1,00;7,00;7,00;1,00;26,00;20,00;8,00;11,00;1,00;2,00;2,00;1,00;1,00;7,00;3,00;1,00;1,00;0,00;0,00;0,00
2019-03-03;62,00;31,00;32,00;23,00;5,00;29,00;25,00;14,00;10,00;17,00;7,00;36,00;24,00;2,00;7,00;26,00;1,00;60,97;4,13;20,67;22,73;1,00;16,00;7,00;1,00;3,00;6,00;0,00;27,00;42,00;5,00;9,00;1,00;2,00;1,00;1,00;1,00;7,00;1,00;1,00;0,00;0,00;1,00;0,00
2019-03-10;53,00;32,00;24,00;25,00;7,00;35,00;27,00;18,00;7,00;13,00;10,00;27,00;23,00;2,00;4,00;25,00;1,00;49,88;1,04;16,63;18,71;1,00;8,00;5,00;1,00;5,00;8,00;0,00;21,00;18,00;4,00;7,00;0,00;1,00;2,00;1,00;1,00;2,00;2,00;0,00;1,00;0,00;0,00;0,00
