Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;55,00;412,50;529,38;0,00;55,00;154,52;2,62;55,00;123,10;184,25;82,50;85,25;33,00;37,32;90,36;13,75;5,89;12,00;3,00;5,00;3,00;38,00;9,00;34,00;6,00;2,00;11,00;1,00;2,00;5,00;1,00;1,00;0,00;4,00;0,50;1,00;1,00;0,00;0,00;0,50;0,00;1,00;0,00
2019-01-13;57,00;384,75;513,00;0,00;49,88;154,71;2,71;57,00;141,14;173,85;94,05;102,60;45,60;31,45;74,69;9,83;5,90;13,00;2,00;8,00;3,00;39,00;10,00;35,00;5,00;2,00;10,00;0,50;2,00;4,00;0,50;1,00;0,00;6,00;0,50;0,50;0,00;0,00;0,50;1,00;0,50;0,50;0,00
2019-01-20;54,00;330,75;425,25;0,00;54,00;121,50;2,70;32,40;129,60;176,21;71,05;82,42;36,95;28,93;73,29;9,64;5,79;12,00;2,00;8,00;3,00;35,00;11,00;34,00;8,00;4,00;8,00;0,00;1,00;4,00;0,00;0,50;0,00;4,00;1,00;1,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00
2019-01-27;49,00;308,00;420,00;0,00;56,00;139,26;2,58;25,79;103,16;147,00;65,33;84,39;40,83;23,52;64,68;9,80;3,92;8,00;2,00;5,00;3,00;28,00;7,00;30,00;8,00;2,00;8,00;0,50;1,00;5,00;1,00;1,00;0,00;5,00;0,50;2,00;1,00;0,00;0,00;0,00;0,50;1,00;0,50
2019-02-03;50,00;328,57;407,14;0,00;50,00;113,16;2,63;31,58;115,79;138,89;69,44;86,11;38,89;28,85;57,69;13,46;7,69;7,00;2,00;6,00;1,00;37,00;5,00;31,00;8,00;2,00;7,00;0,00;1,00;5,00;1,00;1,00;0,00;3,00;0,50;1,00;1,00;0,00;0,00;0,50;0,00;1,00;0,00
2019-02-10;50,00;314,29;428,57;0,00;50,00;97,37;2,63;28,95;102,63;127,78;69,44;83,33;33,33;25,00;53,85;9,62;3,85;8,00;1,00;4,00;2,00;33,00;11,00;32,00;8,00;3,00;9,00;0,00;1,00;3,00;1,00;0,00;0,00;6,00;0,50;1,00;0,00;1,00;0,50;0,00;0,50;0,50;0,00
2019-02-17;54,00;330,75;438,75;0,00;54,00;102,60;2,70;24,30;113,40;147,79;65,37;88,11;42,63;32,79;48,21;15,43;7,71;11,00;2,00;4,00;4,00;37,00;10,00;29,00;7,00;2,00;6,00;0,00;0,50;3,00;2,00;0,50;0,50;6,00;0,50;0,50;1,00;0,50;0,00;0,50;1,00;1,00;0,00
2019-02-24;54,00;303,75;432,00;0,00;40,50;118,80;2,70;29,70;116,10;179,05;68,21;85,26;34,11;27,00;48,21;13,50;5,79;9,00;3,00;6,00;2,00;33,00;10,00;33,00;4,00;1,00;8,00;0,50;2,00;4,00;1,00;1,00;0,50;6,00;1,00;1,00;0,50;0,00;0,00;0,50;0,00;0,50;0,00
2019-03-03;57,00;327,75;413,25;0,00;49,88;108,82;2,59;23,32;103,64;148,20;71,25;94,05;48,45;25,55;51,10;13,76;5,90;9,00;3,00;6,00;2,00;40,00;12,00;33,00;7,00;2,00;6,00;0,50;0,50;5,00;1,00;0,50;1,00;3,00;0,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00
2019-03-10;64,00;341,33;426,67;0,00;49,78;109,33;2,67;32,00;106,67;139,13;64,00;91,83;38,96;29,09;58,18;15,52;5,82;10,00;1,00;4,00;2,00;37,00;15,00;34,00;7,00;0,50;9,00;0,50;1,00;3,00;1,00;0,50;0,50;5,00;0,50;1,00;0,50;0,00;0,50;0,50;0,00;1,00;0,00
