Semaine;London (GB);Paris (FR);Amsterdam (NL);Roma (IT);Lille (FR);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-09-15;77,00;65,51;18,39;55,44;0,77;18,48;32,00;19,00;18,00;26,00;22,00;23,00;22,00;3,00;6,00;20,00;3,00;8,00;2,00;8,00;8,00;4,00;5,00;4,00;1,00;4,00;3,00;1,00;3,00;1,00;1,00;0,50;0,00
2019-09-22;85,00;62,88;17,47;57,18;0,77;15,45;32,00;20,00;17,00;27,00;23,00;24,00;21,00;4,00;5,00;19,00;3,00;9,00;3,00;10,00;10,00;3,00;5,00;3,00;1,00;5,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-09-29;83,00;58,79;18,44;50,72;0,77;15,37;33,00;19,00;16,00;21,00;25,00;22,00;23,00;3,00;5,00;19,00;3,00;7,00;3,00;9,00;8,00;5,00;6,00;2,00;1,00;5,00;3,00;1,00;2,00;1,00;2,00;1,00;0,50
2019-10-06;85,00;55,89;19,79;55,64;1,55;17,00;35,00;20,00;18,00;21,00;25,00;22,00;24,00;3,00;6,00;23,00;4,00;7,00;3,00;8,00;8,00;4,00;5,00;3,00;1,00;4,00;4,00;1,00;3,00;1,00;1,00;0,50;0,00
2019-10-13;70,00;48,20;17,21;47,17;0,76;15,22;29,00;19,00;16,00;19,00;20,00;18,00;19,00;3,00;6,00;19,00;3,00;7,00;4,00;7,00;10,00;3,00;6,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,00;0,00
2019-10-20;69,00;55,20;14,95;46,00;1,53;15,33;37,00;20,00;17,00;22,00;23,00;19,00;23,00;3,00;5,00;18,00;2,00;8,00;2,00;7,00;8,00;4,00;5,00;3,00;2,00;5,00;4,00;1,00;3,00;1,00;1,00;0,00;0,50
2019-10-27;67,00;64,69;18,48;47,20;1,52;18,27;28,00;18,00;17,00;21,00;23,00;20,00;28,00;3,00;4,00;16,00;2,00;7,00;3,00;8,00;6,00;4,00;5,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-11-03;81,00;54,39;20,83;51,96;0,76;18,34;33,00;30,00;18,00;21,00;26,00;19,00;23,00;4,00;4,00;16,00;3,00;7,00;3,00;9,00;7,00;3,00;5,00;4,00;1,00;4,00;3,00;2,00;2,00;0,50;1,00;0,50;0,50
2019-11-10;100,00;54,02;16,09;49,23;0,77;21,54;33,00;18,00;19,00;17,00;23,00;82,00;24,00;3,00;3,00;15,00;3,00;7,00;2,00;8,00;7,00;3,00;4,00;4,00;0,50;3,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-11-17;85,00;54,73;16,30;54,09;0,77;21,64;32,00;19,00;15,00;17,00;26,00;33,00;24,00;4,00;4,00;15,00;2,00;6,00;2,00;6,00;6,00;3,00;6,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-11-24;98,00;56,49;17,29;44,41;0,77;21,44;32,00;18,00;15,00;21,00;24,00;20,00;23,00;5,00;4,00;15,00;3,00;5,00;3,00;7,00;7,00;3,00;5,00;3,00;1,00;3,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-12-01;88,00;56,00;17,14;47,03;0,76;30,34;34,00;20,00;17,00;21,00;26,00;17,00;24,00;4,00;4,00;16,00;3,00;6,00;3,00;6,00;8,00;3,00;6,00;3,00;1,00;4,00;4,00;1,00;2,00;1,00;1,00;0,50;0,50
2019-12-08;69,00;47,95;16,37;42,93;0,77;15,33;27,00;19,00;14,00;20,00;19,00;15,00;20,00;3,00;4,00;12,00;3,00;5,00;3,00;6,00;6,00;3,00;4,00;3,00;1,00;4,00;2,00;1,00;1,00;0,50;1,00;0,00;0,50
2019-12-15;64,00;46,55;13,96;40,59;0,78;14,05;22,00;15,00;13,00;15,00;19,00;16,00;19,00;2,00;4,00;12,00;2,00;7,00;2,00;6,00;5,00;2,00;4,00;3,00;1,00;3,00;3,00;1,00;1,00;0,50;1,00;0,50;0,50
2019-12-22;68,00;47,25;14,98;44,82;0,77;17,00;27,00;17,00;15,00;18,00;21,00;19,00;23,00;3,00;5,00;13,00;3,00;6,00;3,00;6,00;6,00;3,00;5,00;3,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2019-12-29;74,00;52,03;17,34;44,71;0,77;18,50;27,00;19,00;15,00;18,00;25,00;18,00;44,00;3,00;5,00;17,00;3,00;5,00;3,00;5,00;6,00;4,00;6,00;3,00;1,00;2,00;4,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-01-05;83,00;56,49;20,75;56,87;0,77;18,44;29,00;18,00;16,00;23,00;23,00;20,00;22,00;3,00;5,00;17,00;2,00;6,00;3,00;6,00;7,00;3,00;4,00;3,00;1,00;3,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-01-12;87,00;60,32;20,88;63,70;0,78;20,20;29,00;19,00;17,00;24,00;22,00;25,00;22,00;3,00;6,00;16,00;2,00;5,00;3,00;7,00;8,00;3,00;5,00;4,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-01-19;79,00;54,60;20,91;55,76;0,77;17,04;28,00;17,00;16,00;23,00;25,00;20,00;22,00;2,00;6,00;15,00;2,00;4,00;3,00;6,00;7,00;4,00;5,00;3,00;1,00;3,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-01-26;74,00;54,34;18,50;55,50;0,77;15,42;29,00;15,00;16,00;23,00;22,00;23,00;22,00;2,00;6,00;16,00;1,00;5,00;3,00;7,00;7,00;3,00;5,00;3,00;1,00;3,00;2,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-02-02;81,00;57,86;19,67;58,08;0,76;16,81;26,00;18,00;16,00;28,00;22,00;22,00;21,00;2,00;6,00;17,00;3,00;6,00;2,00;6,00;7,00;4,00;5,00;4,00;1,00;4,00;3,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-02-09;76,00;52,97;18,42;53,20;0,76;16,72;25,00;17,00;15,00;20,00;20,00;21,00;20,00;2,00;7,00;21,00;2,00;7,00;3,00;7,00;6,00;3,00;4,00;3,00;1,00;4,00;4,00;1,00;2,00;0,50;1,00;0,50;0,50
2020-02-16;70,00;58,52;16,07;56,00;0,78;17,11;28,00;19,00;18,00;22,00;20,00;26,00;21,00;2,00;6,00;15,00;2,00;5,00;3,00;6,00;7,00;3,00;5,00;3,00;1,00;4,00;3,00;1,00;2,00;1,00;1,00;0,50;0,50
2020-02-23;61,00;48,34;12,66;45,75;1,53;18,30;24,00;16,00;22,00;19,00;21,00;26,00;20,00;2,00;6,00;16,00;3,00;6,00;3,00;7,00;6,00;3,00;4,00;2,00;2,00;4,00;3,00;2,00;2,00;1,00;1,00;0,50;0,50
2020-03-01;56,00;44,57;13,71;38,89;0,78;12,44;21,00;15,00;13,00;17,00;18,00;14,00;16,00;2,00;4,00;13,00;2,00;5,00;2,00;5,00;4,00;2,00;3,00;3,00;1,00;4,00;3,00;2,00;1,00;0,50;1,00;0,50;0,50
2020-03-08;52,00;36,98;10,40;29,06;0,76;10,71;16,00;12,00;13,00;12,00;12,00;11,00;11,00;1,00;3,00;11,00;2,00;6,00;2,00;5,00;4,00;2,00;3,00;2,00;1,00;3,00;2,00;1,00;1,00;0,50;1,00;0,00;0,50
2020-03-15;32,00;21,71;5,71;18,29;0,76;4,57;7,00;9,00;5,00;6,00;6,00;23,00;6,00;1,00;1,00;8,00;1,00;8,00;1,00;5,00;3,00;1,00;1,00;2,00;1,00;5,00;1,00;1,00;1,00;0,50;1,00;0,50;0,50
2020-03-22;19,00;15,44;3,56;20,58;0,79;3,17;5,00;5,00;4,00;6,00;3,00;15,00;5,00;0,50;1,00;4,00;1,00;3,00;1,00;3,00;3,00;0,50;1,00;1,00;0,50;2,00;0,50;0,50;0,50;0,50;1,00;0,50;0,50
2020-03-29;18,00;13,50;3,38;15,00;0,75;1,50;6,00;4,00;4,00;6,00;4,00;10,00;4,00;1,00;1,00;4,00;1,00;2,00;1,00;2,00;4,00;0,50;1,00;0,50;1,00;2,00;1,00;0,50;0,50;0,50;0,50;0,50;0,50
2020-04-05;17,00;14,73;3,40;20,09;0,77;3,09;16,00;6,00;3,00;6,00;4,00;10,00;6,00;0,50;1,00;3,00;1,00;3,00;1,00;2,00;6,00;1,00;1,00;0,50;0,50;1,00;1,00;0,50;0,50;0,50;1,00;0,00;0,00
2020-04-12;17,00;15,87;2,27;20,09;0,00;3,09;6,00;5,00;5,00;7,00;4,00;8,00;4,00;0,50;1,00;4,00;1,00;3,00;1,00;2,00;3,00;1,00;1,00;0,50;1,00;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,50
2020-04-19;17,00;14,57;2,43;17,00;0,00;3,09;7,00;4,00;3,00;6,00;5,00;8,00;4,00;0,50;1,00;4,00;0,50;2,00;1,00;2,00;3,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;0,50;0,50;1,00;0,00;0,50
2020-04-26;16,00;12,57;2,29;14,55;0,73;2,91;5,00;5,00;3,00;6,00;4,00;10,00;4,00;0,50;1,00;4,00;0,50;2,00;1,00;1,00;4,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;0,50;0,50;1,00;0,00;0,50
2020-05-03;18,00;12,38;3,38;16,50;0,00;3,00;5,00;5,00;4,00;6,00;4,00;9,00;3,00;1,00;1,00;4,00;1,00;3,00;1,00;1,00;3,00;1,00;0,50;1,00;1,00;1,00;1,00;0,50;0,50;0,50;0,50;0,50;0,00
2020-05-10;17,00;13,60;2,27;17,00;0,77;3,09;5,00;4,00;3,00;5,00;4,00;6,00;5,00;1,00;1,00;3,00;1,00;2,00;1,00;1,00;3,00;1,00;0,50;1,00;0,50;1,00;1,00;0,50;0,50;0,50;1,00;0,50;0,00
2020-05-17;15,00;11,54;2,31;18,00;0,75;3,00;6,00;5,00;4,00;6,00;3,00;6,00;3,00;0,50;1,00;4,00;1,00;1,00;1,00;1,00;3,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;0,00;0,50;0,50;0,50;0,00
2020-05-24;16,00;12,57;3,43;16,00;0,80;4,80;6,00;5,00;4,00;7,00;3,00;6,00;3,00;0,50;2,00;3,00;0,50;3,00;1,00;1,00;3,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;1,00;0,50;0,50;0,50;0,00
2020-05-31;17,00;13,60;3,40;13,91;0,77;3,09;5,00;4,00;3,00;7,00;4,00;7,00;5,00;1,00;2,00;4,00;1,00;3,00;1,00;1,00;3,00;1,00;1,00;1,00;1,00;1,00;1,00;0,50;1,00;0,00;0,50;0,00;0,00
2020-06-07;16,00;14,86;3,43;14,55;0,73;4,36;6,00;4,00;4,00;6,00;4,00;6,00;5,00;0,50;2,00;4,00;1,00;2,00;1,00;2,00;2,00;1,00;1,00;1,00;0,50;1,00;0,50;1,00;1,00;0,50;1,00;0,00;0,50
2020-06-14;16,00;17,14;3,43;16,00;0,80;4,80;6,00;5,00;4,00;7,00;6,00;6,00;6,00;1,00;3,00;4,00;1,00;4,00;2,00;3,00;3,00;1,00;2,00;1,00;0,50;2,00;1,00;0,50;0,50;0,50;1,00;0,50;0,00
2020-06-21;17,00;17,00;4,53;13,91;0,00;4,64;9,00;5,00;5,00;8,00;4,00;6,00;5,00;1,00;2,00;4,00;2,00;3,00;2,00;2,00;3,00;1,00;3,00;1,00;0,50;2,00;1,00;1,00;1,00;0,50;0,50;0,50;0,50
2020-06-28;17,00;19,27;4,53;13,91;0,77;6,18;6,00;4,00;5,00;7,00;5,00;6,00;7,00;1,00;2,00;4,00;2,00;3,00;2,00;2,00;3,00;1,00;3,00;2,00;0,50;2,00;1,00;1,00;1,00;1,00;1,00;0,50;0,50
2020-07-05;18,00;16,88;4,50;13,50;0,75;4,50;8,00;5,00;4,00;5,00;6,00;7,00;8,00;1,00;2,00;3,00;1,00;2,00;2,00;3,00;3,00;1,00;2,00;2,00;1,00;2,00;2,00;1,00;1,00;0,50;1,00;0,50;0,50
2020-07-12;18,00;20,25;5,63;13,50;0,75;6,00;7,00;6,00;5,00;8,00;6,00;8,00;8,00;1,00;2,00;5,00;2,00;4,00;2,00;2,00;4,00;1,00;3,00;2,00;1,00;1,00;1,00;1,00;22,00;0,50;1,00;0,50;1,00
2020-07-19;22,00;18,53;5,79;14,14;0,79;6,29;7,00;6,00;5,00;6,00;6,00;8,00;7,00;2,00;3,00;7,00;2,00;4,00;3,00;2,00;3,00;1,00;3,00;2,00;0,50;2,00;2,00;1,00;7,00;0,50;1,00;0,50;0,50
2020-07-26;22,00;22,00;4,63;15,71;0,79;7,86;6,00;6,00;4,00;9,00;4,00;9,00;8,00;1,00;2,00;6,00;1,00;4,00;2,00;3,00;2,00;1,00;3,00;2,00;0,50;2,00;2,00;1,00;2,00;0,50;0,50;0,50;0,50
2020-08-02;17,00;21,53;5,67;17,00;0,77;6,18;9,00;7,00;4,00;8,00;7,00;9,00;8,00;1,00;3,00;5,00;2,00;4,00;3,00;3,00;4,00;1,00;5,00;2,00;1,00;2,00;2,00;1,00;1,00;0,50;1,00;0,50;1,00
2020-08-09;17,00;24,93;5,67;17,00;0,77;7,73;9,00;6,00;4,00;10,00;6,00;8,00;8,00;1,00;2,00;5,00;2,00;5,00;3,00;3,00;3,00;1,00;3,00;1,00;1,00;4,00;2,00;1,00;1,00;1,00;2,00;0,00;0,50
2020-08-16;19,00;28,50;4,75;12,67;0,79;9,50;9,00;6,00;6,00;8,00;5,00;7,00;12,00;1,00;2,00;5,00;2,00;5,00;2,00;2,00;4,00;1,00;3,00;1,00;1,00;2,00;2,00;1,00;1,00;0,50;1,00;0,50;0,50
2020-08-23;18,00;26,40;3,60;13,09;0,82;8,18;6,00;7,00;6,00;10,00;4,00;7,00;7,00;1,00;2,00;5,00;2,00;4,00;2,00;2,00;3,00;0,50;2,00;1,00;0,50;2,00;2,00;1,00;1,00;0,50;1,00;0,00;0,50
2020-08-30;23,00;25,30;4,60;15,33;0,77;7,67;8,00;7,00;5,00;8,00;4,00;11,00;7,00;1,00;2,00;6,00;2,00;4,00;2,00;2,00;4,00;1,00;2,00;1,00;1,00;2,00;1,00;1,00;1,00;0,50;2,00;0,50;0,50
2020-09-06;19,00;23,47;4,47;13,15;0,73;5,85;12,00;5,00;5,00;9,00;5,00;7,00;6,00;1,00;2,00;5,00;2,00;3,00;2,00;2,00;3,00;1,00;3,00;1,00;1,00;2,00;2,00;1,00;1,00;0,50;1,00;0,00;0,50
2020-09-13;17,00;21,53;4,53;66,45;0,77;6,18;6,00;5,00;5,00;8,00;3,00;6,00;5,00;1,00;2,00;7,00;1,00;3,00;2,00;2,00;4,00;1,00;3,00;1,00;0,50;1,00;1,00;1,00;1,00;0,50;1,00;0,50;0,50
2020-09-20;20,00;24,71;4,71;36,92;0,77;6,15;6,00;5,00;6,00;11,00;10,00;5,00;5,00;1,00;1,00;5,00;1,00;3,00;1,00;2,00;3,00;1,00;2,00;1,00;0,50;1,00;1,00;0,50;1,00;0,50;1,00;0,00;0,50
2020-09-27;21,00;21,00;3,50;15,00;0,75;4,50;6,00;6,00;5,00;10,00;3,00;7,00;5,00;0,50;2,00;5,00;1,00;3,00;1,00;2,00;4,00;1,00;2,00;1,00;0,50;1,00;1,00;1,00;1,00;0,50;0,50;0,50;0,50
2020-10-04;23,00;23,00;4,60;15,33;0,77;6,13;7,00;5,00;5,00;11,00;4,00;12,00;5,00;1,00;2,00;4,00;1,00;3,00;1,00;2,00;4,00;1,00;3,00;1,00;1,00;1,00;2,00;0,50;1,00;0,50;0,50;0,00;0,00
2020-10-11;18,00;22,50;4,50;16,50;0,75;6,00;5,00;5,00;4,00;9,00;4,00;7,00;6,00;1,00;1,00;4,00;1,00;2,00;0,50;2,00;3,00;1,00;2,00;1,00;1,00;1,00;2,00;0,50;1,00;0,50;1,00;0,50;0,50
2020-10-18;18,00;15,75;4,50;12,00;0,75;6,00;5,00;5,00;4,00;10,00;3,00;4,00;5,00;1,00;1,00;4,00;2,00;2,00;1,00;1,00;3,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;1,00;0,50;1,00;0,50;0,50
2020-10-25;19,00;16,63;3,56;14,25;0,79;3,17;4,00;4,00;5,00;10,00;2,00;4,00;13,00;1,00;1,00;4,00;1,00;2,00;1,00;2,00;4,00;1,00;1,00;1,00;0,50;1,00;0,50;0,50;0,50;0,50;1,00;0,00;0,50
2020-11-01;17,00;20,40;2,27;13,91;0,77;1,55;4,00;5,00;4,00;9,00;4,00;4,00;59,00;0,50;1,00;3,00;0,50;2,00;1,00;1,00;3,00;1,00;0,50;1,00;0,50;1,00;1,00;0,50;0,50;0,50;0,50;0,00;0,50
