Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Marseille (FR);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-03-17;22,00;150,86;185,43;176,00;113,14;67,83;1,83;71,50;111,83;150,33;66,00;146,67;88,00;137,50;126,50;71,50;50,60;78,10;6,60;12,00;34,00;22,00;7,00;12,00;2,00;6,00;4,00;4,00;2,00;10,00;1,00;1,00
2019-03-24;19,00;152,00;177,33;167,83;117,17;58,90;1,90;77,90;125,40;167,20;72,20;136,80;76,00;114,00;109,25;71,25;49,18;76,00;4,47;11,00;32,00;22,00;9,00;11,00;2,00;6,00;2,00;2,00;3,00;9,00;1,00;1,00
2019-03-31;24,00;171,43;181,71;164,57;161,14;110,77;1,85;73,85;120,00;192,00;68,57;178,29;76,80;124,80;110,40;62,40;53,45;63,27;7,64;12,00;32,00;24,00;8,00;10,00;5,00;4,00;3,00;5,00;3,00;5,00;1,00;0,50
2019-04-07;37,00;205,18;188,36;181,64;181,64;112,76;1,76;82,81;176,19;218,64;84,09;158,09;83,25;129,50;115,63;64,75;53,32;71,82;8,71;13,00;31,00;26,00;7,00;11,00;4,00;4,00;3,00;4,00;2,00;6,00;1,00;1,00
2019-04-14;35,00;318,18;168,64;197,27;162,27;112,00;1,75;75,25;145,25;276,50;73,50;150,50;95,00;170,00;150,00;90,00;48,13;77,66;6,56;15,00;38,00;22,00;8,00;12,00;4,00;4,00;5,00;3,00;1,00;6,00;1,00;0,50
2019-04-21;35,00;155,91;165,45;155,91;159,09;101,50;1,75;68,25;99,75;224,00;70,00;119,00;85,00;140,00;130,00;80,00;49,22;65,63;5,47;15,00;40,00;30,00;13,00;10,00;5,00;4,00;4,00;3,00;2,00;9,00;1,00;1,00
2019-04-28;30,00;156,67;176,67;153,33;163,33;111,18;1,76;68,82;95,29;213,33;60,00;126,67;85,00;160,00;115,00;75,00;52,50;64,29;7,50;15,00;44,00;30,00;10,00;10,00;5,00;4,00;3,00;3,00;2,00;6,00;0,50;0,50
2019-05-05;27,00;155,25;189,00;141,75;182,25;104,40;1,80;90,00;95,40;185,63;67,50;128,25;81,00;156,60;129,60;64,80;52,92;69,12;6,48;14,00;38,00;18,00;9,00;12,00;7,00;6,00;4,00;2,00;2,00;8,00;1,00;1,00
2019-05-12;32,00;160,00;172,80;140,80;150,40;113,78;1,78;72,89;99,56;176,00;57,60;115,20;73,14;132,57;109,71;68,57;49,07;65,07;7,47;15,00;37,00;23,00;7,00;12,00;5,00;6,00;3,00;2,00;2,00;6,00;1,00;1,00
2019-05-19;29,00;167,56;148,22;145,00;148,22;110,56;1,81;68,88;99,69;186,89;58,00;112,78;67,67;145,00;116,00;72,50;54,65;70,27;12,27;15,00;40,00;34,00;6,00;19,00;5,00;4,00;3,00;3,00;2,00;6,00;2,00;1,00
2019-05-26;35,00;155,91;152,73;143,18;162,27;105,00;3,68;77,37;97,63;220,50;63,00;133,00;190,00;155,00;135,00;80,00;53,59;67,81;10,94;15,00;40,00;33,00;10,00;13,00;4,00;6,00;5,00;2,00;3,00;12,00;2,00;1,00
2019-06-02;39,00;172,25;175,50;146,25;159,25;102,14;1,86;70,57;96,57;201,50;55,25;117,00;102,38;321,75;117,00;73,13;47,67;66,08;8,67;16,00;40,00;29,00;10,00;10,00;4,00;5,00;4,00;5,00;2,00;6,00;1,00;1,00
2019-06-09;38,00;177,33;158,33;148,83;158,33;106,76;1,81;65,14;103,14;221,09;65,64;124,36;80,75;152,00;128,25;80,75;53,20;61,89;7,60;17,00;49,00;27,00;10,00;12,00;6,00;6,00;5,00;4,00;2,00;8,00;2,00;1,00
2019-06-16;44,00;165,85;162,46;159,08;145,54;100,83;1,83;67,83;88,00;213,23;60,92;148,92;83,11;141,78;127,11;88,00;50,60;68,20;11,00;16,00;47,00;34,00;11,00;12,00;6,00;5,00;6,00;3,00;3,00;7,00;1,00;1,00
2019-06-23;37,00;148,00;154,73;137,91;158,09;88,10;1,76;65,19;88,10;178,27;60,55;198,45;69,38;124,88;101,75;55,50;54,41;66,38;8,71;21,00;41,00;31,00;12,00;10,00;5,00;8,00;5,00;3,00;4,00;9,00;2,00;2,00
2019-06-30;38,00;142,50;148,83;142,50;148,83;94,10;1,81;66,95;81,43;190,00;51,82;138,18;76,00;128,25;114,00;61,75;47,77;61,89;9,77;16,00;37,00;31,00;10,00;11,00;4,00;4,00;5,00;4,00;2,00;9,00;1,00;1,00
2019-07-07;41,00;157,69;160,85;173,46;160,85;99,83;1,78;64,17;89,13;215,25;58,08;140,08;87,13;220,38;138,38;76,88;61,50;74,45;7,55;15,00;44,00;33,00;12,00;14,00;4,00;6,00;6,00;3,00;4,00;6,00;1,00;1,00
2019-07-14;42,00;190,62;161,54;180,92;180,92;102,26;3,65;73,04;91,30;248,50;59,50;157,50;79,33;172,67;126,00;84,00;77,37;72,95;9,95;16,00;44,00;36,00;10,00;14,00;5,00;4,00;7,00;5,00;4,00;8,00;1,00;1,00
2019-07-21;48,00;156,80;169,60;185,60;160,00;99,56;3,56;76,44;85,33;216,00;61,71;144,00;86,40;158,40;124,80;72,00;54,55;74,18;10,91;16,00;43,00;33,00;7,00;13,00;6,00;5,00;4,00;4,00;3,00;8,00;1,00;1,00
2019-07-28;42,00;187,38;161,54;193,85;184,15;93,13;1,83;69,39;84,00;200,31;48,46;142,15;84,00;144,67;112,00;74,67;47,38;61,38;8,62;15,00;48,00;30,00;13,00;10,00;4,00;5,00;4,00;3,00;2,00;8,00;2,00;1,00
2019-08-04;39,00;159,25;195,00;198,25;172,25;126,29;3,71;65,00;98,43;223,36;60,27;134,73;97,50;156,00;141,38;87,75;52,00;73,67;7,58;19,00;46,00;33,00;12,00;10,00;5,00;6,00;5,00;4,00;4,00;7,00;3,00;1,00
2019-08-11;46,00;167,57;184,00;164,29;184,00;117,76;3,68;62,56;101,20;207,00;46,00;124,86;97,11;168,67;138,00;97,11;52,57;74,48;12,05;17,00;46,00;32,00;9,00;11,00;5,00;4,00;5,00;4,00;3,00;9,00;2,00;1,00
2019-08-18;38,00;161,50;180,50;158,33;158,33;99,52;1,81;66,95;112,19;214,18;62,18;138,18;85,50;152,00;152,00;137,75;57,54;71,66;8,69;17,00;42,00;35,00;9,00;10,00;4,00;3,00;3,00;3,00;2,00;5,00;3,00;1,00
2019-08-25;37,00;154,73;185,00;168,18;158,09;103,95;1,76;82,81;100,43;201,82;53,82;131,18;74,00;143,38;115,63;194,25;52,24;67,47;9,79;20,00;41,00;36,00;11,00;10,00;5,00;6,00;7,00;3,00;3,00;7,00;1,00;2,00
2019-09-01;40,00;156,67;190,00;153,33;153,33;114,55;1,82;69,09;116,36;193,33;63,33;133,33;80,00;150,00;120,00;70,00;52,97;69,19;9,73;11,00;32,00;25,00;10,00;11,00;5,00;3,00;4,00;4,00;2,00;6,00;1,00;1,00
2019-09-08;43,00;158,77;215,00;158,77;158,77;111,08;1,79;77,04;103,92;198,46;59,54;122,38;81,22;148,11;129,00;76,44;52,92;76,08;9,92;14,00;34,00;28,00;12,00;12,00;4,00;6,00;5,00;5,00;2,00;6,00;2,00;1,00
2019-09-15;37,00;188,36;208,55;148,00;185,00;116,55;1,85;77,70;109,15;208,55;63,91;141,27;89,86;153,29;132,14;79,29;60,94;74,00;7,62;14,00;35,00;27,00;11,00;11,00;4,00;6,00;3,00;3,00;3,00;5,00;2,00;1,00
2019-09-22;30,00;183,33;203,33;160,00;153,33;112,50;3,75;73,13;95,63;226,67;60,00;186,67;90,00;130,00;135,00;75,00;60,00;73,33;7,78;13,00;33,00;26,00;7,00;8,00;6,00;4,00;4,00;2,00;2,00;7,00;1,00;0,50
2019-09-29;31,00;227,33;230,78;196,33;168,78;125,82;1,82;72,94;102,12;344,44;65,44;151,56;87,83;139,50;149,83;103,33;57,57;75,29;8,86;14,00;31,00;32,00;8,00;12,00;5,00;5,00;4,00;2,00;2,00;7,00;1,00;1,00
2019-10-06;25,00;153,13;184,38;134,38;125,00;107,14;1,79;69,64;89,29;239,29;64,29;132,14;80,00;120,00;125,00;80,00;47,83;66,30;6,52;16,00;37,00;24,00;7,00;10,00;3,00;4,00;3,00;1,00;2,00;6,00;1,00;1,00
2019-10-13;22,00;169,71;176,00;135,14;220,00;113,67;1,83;77,00;91,67;207,43;53,43;110,00;88,00;121,00;143,00;71,50;47,30;62,70;6,60;12,00;32,00;22,00;8,00;12,00;4,00;3,00;4,00;3,00;2,00;5,00;1,00;1,00
2019-10-20;22,00;160,29;172,86;125,71;132,00;106,33;1,83;69,67;93,50;223,67;73,33;124,67;82,50;126,50;137,50;71,50;52,80;62,70;5,50;10,00;28,00;19,00;6,00;10,00;4,00;5,00;4,00;2,00;1,00;4,00;0,50;0,50
2019-10-27;19,00;145,67;180,50;129,83;120,33;88,09;3,45;62,18;81,18;205,83;47,50;110,83;76,00;95,00;109,25;85,50;47,50;60,17;5,28;10,00;27,00;24,00;6,00;7,00;3,00;5,00;2,00;2,00;1,00;5,00;1,00;1,00
2019-11-03;17,00;149,60;173,40;129,20;122,40;86,70;1,70;62,90;69,70;193,80;47,60;122,40;55,25;76,50;102,00;46,75;47,81;46,75;6,38;8,00;27,00;24,00;7,00;7,00;5,00;4,00;3,00;2,00;1,00;4,00;1,00;1,00
2019-11-10;14,00;147,00;182,00;122,50;105,00;80,50;1,75;59,50;71,75;185,50;52,50;112,00;65,33;466,67;112,00;51,33;40,92;47,38;5,38;9,00;23,00;19,00;5,00;12,00;2,00;3,00;3,00;3,00;0,50;6,00;1,00;1,00
2019-11-17;15,00;129,00;153,00;96,00;93,00;78,75;1,88;73,13;71,25;191,25;52,50;116,25;60,00;240,00;110,00;65,00;40,71;50,36;5,36;7,00;27,00;20,00;3,00;9,00;2,00;5,00;2,00;2,00;1,00;3,00;1,00;0,50
2019-11-24;17,00;136,00;190,40;108,80;115,60;73,67;1,89;58,56;60,44;166,60;40,80;115,60;68,00;102,00;119,00;68,00;39,67;49,87;5,67;8,00;24,00;17,00;5,00;6,00;3,00;4,00;3,00;2,00;1,00;3,00;0,50;0,00
2019-12-01;18,00;126,00;138,00;93,00;84,00;68,40;1,80;66,60;73,80;180,00;46,80;115,20;58,50;72,00;103,50;72,00;36,00;54,00;6,35;7,00;30,00;17,00;4,00;10,00;3,00;5,00;1,00;3,00;1,00;4,00;0,50;0,50
2019-12-08;13,00;133,25;139,75;100,75;94,25;72,43;1,86;63,14;57,57;237,25;42,25;110,50;52,00;60,67;95,33;65,00;36,83;49,83;6,50;6,00;27,00;19,00;6,00;10,00;4,00;3,00;2,00;1,00;1,00;5,00;0,50;1,00
2019-12-15;16,00;147,20;140,80;112,00;102,40;72,89;1,78;71,11;62,22;163,20;48,00;108,80;69,33;74,67;138,67;80,00;32,00;43,73;5,33;11,00;28,00;18,00;6,00;11,00;2,00;5,00;3,00;3,00;1,00;4,00;1,00;0,50
2019-12-22;20,00;190,00;190,00;163,33;123,33;96,36;1,82;60,00;80,00;246,67;53,33;146,67;70,00;150,00;155,00;100,00;37,89;54,74;5,26;12,00;34,00;26,00;6,00;10,00;4,00;4,00;3,00;2,00;1,00;6,00;1,00;0,50
2019-12-29;22,00;182,29;188,57;154,00;116,29;97,17;1,83;56,83;84,33;220,00;50,29;116,29;88,00;121,00;170,50;88,00;47,30;57,20;7,70;12,00;35,00;22,00;8,00;11,00;3,00;4,00;2,00;2,00;2,00;6,00;1,00;1,00
2020-01-05;19,00;161,50;164,67;129,83;114,00;100,18;1,73;55,27;77,73;148,83;47,50;117,17;66,50;95,00;123,50;52,25;49,61;61,22;8,44;12,00;36,00;25,00;6,00;10,00;4,00;5,00;4,00;2,00;1,00;3,00;1,00;1,00
2020-01-12;23,00;157,71;190,57;138,00;131,43;106,15;1,77;65,46;88,46;151,14;52,57;118,29;69,00;119,60;115,00;46,00;51,48;70,10;6,57;10,00;32,00;23,00;4,00;8,00;4,00;3,00;3,00;2,00;1,00;5,00;1,00;1,00
2020-01-19;21,00;154,00;185,50;147,00;150,50;108,82;1,91;68,73;85,91;150,50;52,50;133,00;68,25;105,00;131,25;42,00;50,84;61,89;5,53;11,00;37,00;26,00;7,00;10,00;3,00;2,00;4,00;3,00;2,00;5,00;0,00;1,00
2020-01-26;22,00;128,86;157,14;119,43;119,43;99,00;1,83;60,50;86,17;172,33;58,67;132,00;71,50;93,50;126,50;49,50;46,20;61,60;6,60;9,00;30,00;19,00;7,00;12,00;3,00;3,00;2,00;2,00;2,00;3,00;1,00;1,00
2020-02-02;22,00;132,00;160,29;119,43;122,57;100,83;1,83;95,33;84,33;187,00;58,67;172,33;77,00;104,50;110,00;55,00;49,50;67,10;5,50;10,00;28,00;18,00;5,00;9,00;2,00;5,00;2,00;4,00;1,00;6,00;1,00;0,50
2020-02-09;20,00;153,33;190,00;140,00;126,67;96,36;1,82;67,27;85,45;160,00;50,00;113,33;75,00;95,00;115,00;55,00;43,16;61,05;6,32;12,00;31,00;24,00;5,00;13,00;5,00;4,00;3,00;2,00;1,00;4,00;1,00;1,00
2020-02-16;23,00;164,29;177,43;131,43;131,43;95,54;1,77;67,23;83,15;167,57;52,57;131,43;64,40;96,60;119,60;55,20;44,90;66,81;7,67;12,00;30,00;23,00;6,00;11,00;4,00;5,00;5,00;3,00;2,00;4,00;0,50;1,00
2020-02-23;20,00;133,33;143,33;116,67;123,33;94,55;1,82;63,64;69,09;156,67;60,00;130,00;65,00;125,00;110,00;55,00;45,56;57,78;5,56;8,00;25,00;20,00;5,00;11,00;2,00;4,00;4,00;3,00;1,00;3,00;1,00;1,00
2020-03-01;22,00;122,57;122,57;103,71;110,00;86,17;1,83;67,83;77,00;143,00;44,00;128,33;60,50;99,00;99,00;55,00;46,20;53,90;7,70;9,00;23,00;19,00;6,00;12,00;4,00;4,00;3,00;3,00;1,00;3,00;2,00;1,00
2020-03-08;18,00;108,00;111,00;87,00;105,00;81,00;1,80;113,40;66,60;165,60;46,80;151,20;45,00;85,50;103,50;36,00;34,94;48,71;4,24;7,00;19,00;15,00;3,00;6,00;2,00;4,00;3,00;2,00;1,00;4,00;1,00;1,00
2020-03-15;10,00;73,33;83,33;50,00;53,33;41,67;1,67;63,33;33,33;33,33;23,33;56,67;25,00;250,00;35,00;20,00;20,00;31,11;3,33;5,00;10,00;6,00;3,00;6,00;3,00;4,00;2,00;2,00;1,00;2,00;0,00;0,00
2020-03-22;5,00;40,00;47,50;22,50;25,00;41,67;0,83;45,00;18,33;22,50;15,00;27,50;20,00;140,00;25,00;35,00;13,00;19,00;2,00;4,00;11,00;2,00;2,00;4,00;2,00;1,00;2,00;0,50;0,50;2,00;0,50;0,50
2020-03-29;6,00;45,00;48,00;21,00;24,00;42,00;1,00;38,00;52,00;24,00;12,00;33,00;18,00;78,00;30,00;18,00;15,00;18,00;1,00;3,00;7,00;3,00;3,00;3,00;2,00;1,00;1,00;1,00;1,00;4,00;0,50;0,00
2020-04-05;6,00;42,00;42,00;21,00;33,00;50,00;0,00;26,00;32,00;30,00;15,00;45,00;18,00;84,00;36,00;12,00;19,20;19,20;3,60;4,00;10,00;4,00;1,00;4,00;2,00;1,00;1,00;1,00;1,00;3,00;1,00;0,50
2020-04-12;5,00;32,50;32,50;20,00;22,50;40,00;0,83;18,33;18,33;25,00;10,00;30,00;15,00;50,00;30,00;15,00;14,00;12,00;2,00;3,00;9,00;6,00;1,00;3,00;1,00;1,00;2,00;0,50;0,50;2,00;0,50;0,00
2020-04-19;6,00;36,00;39,00;21,00;24,00;36,00;0,00;22,00;20,00;24,00;12,00;30,00;18,00;66,00;30,00;12,00;19,20;16,80;1,20;4,00;7,00;5,00;1,00;4,00;2,00;1,00;1,00;1,00;1,00;2,00;0,50;0,50
2020-04-26;6,00;36,00;39,00;21,00;21,00;38,00;1,00;22,00;18,00;24,00;9,00;30,00;18,00;60,00;30,00;12,00;14,00;11,00;1,00;3,00;9,00;6,00;2,00;3,00;2,00;1,00;1,00;1,00;1,00;2,00;0,50;0,50
2020-05-03;6,00;36,00;45,00;24,00;27,00;34,00;1,00;20,00;18,00;27,00;15,00;30,00;18,00;54,00;36,00;18,00;16,00;15,00;1,00;3,00;8,00;5,00;2,00;4,00;2,00;2,00;1,00;0,50;1,00;3,00;0,00;0,00
2020-05-10;8,00;52,00;52,00;36,00;36,00;28,80;0,80;20,80;17,60;36,00;16,00;44,00;16,00;44,00;28,00;12,00;21,71;19,43;1,14;3,00;7,00;6,00;2,00;3,00;2,00;2,00;1,00;1,00;1,00;2,00;0,50;1,00
2020-05-17;9,00;39,00;42,00;36,00;33,00;30,60;0,90;23,40;21,60;33,00;15,00;39,00;18,00;49,50;36,00;13,50;23,00;16,00;3,00;4,00;10,00;4,00;4,00;6,00;1,00;1,00;2,00;1,00;0,50;4,00;0,50;0,50
2020-05-24;12,00;39,00;39,00;48,00;39,00;32,57;0,86;20,57;25,71;33,00;15,00;39,00;24,00;60,00;54,00;18,00;26,18;15,27;2,18;4,00;16,00;7,00;3,00;4,00;1,00;1,00;1,00;2,00;0,50;3,00;1,00;0,50
2020-05-31;15,00;51,00;51,00;66,00;33,00;41,67;0,83;18,33;28,33;51,00;18,00;45,00;25,00;80,00;65,00;20,00;25,71;16,07;2,14;5,00;12,00;13,00;4,00;5,00;2,00;2,00;1,00;1,00;0,50;4,00;0,50;1,00
2020-06-07;21,00;59,50;49,00;101,50;49,00;49,64;0,95;26,73;34,36;87,50;24,50;73,50;36,75;94,50;73,50;31,50;29,84;18,79;3,32;8,00;12,00;11,00;7,00;6,00;3,00;3,00;2,00;1,00;2,00;5,00;1,00;1,00
2020-06-14;18,00;75,60;46,80;111,60;54,00;43,20;0,90;25,20;34,20;97,20;25,20;64,80;31,50;76,50;67,50;27,00;28,13;18,00;5,63;8,00;10,00;12,00;5,00;6,00;2,00;2,00;2,00;2,00;1,00;4,00;1,00;1,00
2020-06-21;23,00;65,71;39,43;101,86;62,43;42,46;1,77;30,08;56,62;95,29;23,00;62,43;27,60;92,00;69,00;36,80;29,57;18,62;4,38;9,00;10,00;12,00;6,00;9,00;1,00;2,00;3,00;1,00;1,00;4,00;2,00;1,00
2020-06-28;26,00;81,25;52,00;149,50;74,75;46,43;1,86;29,71;53,86;113,75;26,00;65,00;41,60;104,00;83,20;46,80;36,17;18,09;5,65;11,00;11,00;14,00;7,00;8,00;2,00;4,00;3,00;3,00;1,00;7,00;1,00;1,00
2020-07-05;33,00;92,40;52,80;174,90;85,80;51,33;1,83;31,17;45,83;138,60;33,00;79,20;42,43;117,86;84,86;51,86;34,06;21,29;6,39;12,00;13,00;17,00;10,00;10,00;3,00;4,00;4,00;2,00;2,00;7,00;1,00;1,00
2020-07-12;46,00;115,00;49,29;200,43;85,43;40,69;1,77;63,69;47,77;157,71;29,57;82,14;51,11;143,11;97,11;61,33;41,62;19,71;8,76;15,00;13,00;19,00;8,00;8,00;2,00;2,00;4,00;13,00;1,00;7,00;2,00;2,00
2020-07-19;44,00;108,31;54,15;213,23;91,38;45,83;1,83;25,67;45,83;176,00;33,85;88,00;48,89;141,78;88,00;63,56;39,60;19,80;6,60;14,00;11,00;18,00;8,00;10,00;3,00;3,00;4,00;6,00;2,00;9,00;1,00;1,00
2020-07-26;36,00;91,64;49,09;196,36;88,36;45,00;1,80;25,20;41,40;173,45;29,45;65,45;46,29;144,00;82,29;61,71;38,18;17,45;4,36;11,00;10,00;13,00;9,00;8,00;3,00;3,00;4,00;3,00;1,00;8,00;1,00;2,00
2020-08-02;38,00;95,00;53,83;167,83;63,33;50,67;1,81;27,14;56,10;152,00;27,64;72,55;52,25;152,00;80,75;61,75;39,09;18,46;5,43;12,00;12,00;12,00;8,00;10,00;3,00;1,00;5,00;2,00;2,00;7,00;2,00;1,00
2020-08-09;31,00;99,89;55,11;137,78;86,11;54,71;1,82;38,29;58,35;165,33;31,00;65,44;46,50;165,33;87,83;62,00;43,18;19,93;4,43;13,00;13,00;13,00;8,00;11,00;3,00;2,00;3,00;2,00;2,00;7,00;2,00;1,00
2020-08-16;29,00;87,00;61,22;116,00;45,11;48,94;1,81;25,38;58,00;151,44;22,56;64,44;38,67;159,50;82,17;58,00;33,30;21,48;6,44;9,00;13,00;17,00;5,00;9,00;2,00;3,00;3,00;1,00;1,00;5,00;1,00;1,00
2020-08-23;35,00;89,09;54,09;101,82;44,55;49,74;1,84;20,26;71,84;150,50;31,50;59,50;50,00;150,00;75,00;60,00;35,00;19,69;6,56;8,00;13,00;15,00;5,00;13,00;3,00;2,00;4,00;2,00;1,00;5,00;0,50;1,00
2020-08-30;26,00;58,50;58,50;94,25;39,00;52,00;1,86;20,43;50,14;136,50;26,00;52,00;31,20;166,40;83,20;57,20;38,43;21,48;2,26;4,00;11,00;14,00;5,00;6,00;3,00;3,00;2,00;2,00;0,50;4,00;0,50;1,00
2020-09-06;9,00;48,00;60,00;105,00;36,00;45,00;1,80;25,20;48,60;153,00;27,00;48,00;27,00;153,00;72,00;45,00;43,88;18,00;4,50;4,00;14,00;14,00;4,00;11,00;2,00;2,00;1,00;1,00;0,50;2,00;1,00;0,50
2020-09-13;8,00;72,00;92,00;116,00;44,00;60,00;2,00;24,00;58,00;104,00;36,00;64,00;24,00;120,00;56,00;32,00;46,86;26,29;3,43;19,00;11,00;15,00;3,00;7,00;2,00;2,00;2,00;2,00;1,00;4,00;0,50;0,50
2020-09-20;8,00;76,00;76,00;60,00;44,00;64,00;2,00;42,00;72,00;72,00;32,00;64,00;40,00;100,00;36,00;32,00;44,57;20,57;2,29;5,00;17,00;11,00;3,00;5,00;2,00;3,00;2,00;1,00;0,50;3,00;0,00;0,50
2020-09-27;12,00;48,00;57,00;39,00;33,00;48,00;1,71;32,57;27,43;42,00;27,00;51,00;24,00;138,00;48,00;42,00;38,18;18,55;3,27;3,00;11,00;7,00;1,00;4,00;2,00;2,00;1,00;1,00;1,00;3,00;0,50;0,50
2020-10-04;15,00;48,75;63,75;41,25;33,75;48,75;1,88;26,25;28,13;48,75;26,25;63,75;20,00;115,00;35,00;35,00;41,54;15,00;2,31;3,00;9,00;6,00;3,00;5,00;1,00;2,00;1,00;0,50;0,00;2,00;1,00;0,50
2020-10-11;5,00;37,50;35,00;20,00;20,00;40,00;0,83;13,33;25,00;30,00;17,50;37,50;15,00;80,00;30,00;30,00;36,00;11,00;2,00;3,00;8,00;6,00;1,00;5,00;2,00;1,00;0,50;1,00;0,50;3,00;0,50;0,50
2020-10-18;7,00;42,00;49,00;21,00;28,00;33,25;1,75;26,25;17,50;45,50;17,50;49,00;21,00;84,00;35,00;28,00;35,00;16,33;2,33;1,00;9,00;4,00;2,00;2,00;1,00;1,00;1,00;1,00;0,50;2,00;1,00;0,00
2020-10-25;100,00;41,94;38,71;19,35;35,48;27,27;0,91;21,82;16,36;36,67;13,33;53,33;20,00;45,00;25,00;20,00;23,91;9,78;1,09;3,00;7,00;3,00;0,50;4,00;1,00;1,00;0,50;0,50;1,00;3,00;0,50;0,50
2020-11-01;13,00;32,50;35,75;13,00;29,25;22,29;0,93;16,71;18,57;32,50;9,75;39,00;8,67;21,67;65,00;8,67;18,42;11,92;2,17;2,00;6,00;3,00;1,00;2,00;1,00;0,50;0,50;0,00;0,50;2,00;0,00;0,00
2020-11-08;11,00;36,67;55,00;22,00;25,67;25,67;0,92;29,33;18,33;40,33;14,67;62,33;16,50;44,00;27,50;11,00;14,30;12,10;1,10;2,00;8,00;3,00;1,00;3,00;1,00;0,50;1,00;1,00;0,50;2,00;0,00;0,00
2020-11-15;5,00;30,00;37,50;12,50;25,00;28,33;0,83;26,67;41,67;20,00;15,00;35,00;15,00;30,00;60,00;10,00;13,00;10,00;2,00;4,00;7,00;5,00;1,00;3,00;0,50;2,00;0,50;0,50;1,00;2,00;1,00;0,00
2020-11-22;6,00;33,00;36,00;15,00;24,00;28,00;1,00;18,00;44,00;24,00;12,00;36,00;18,00;36,00;30,00;12,00;15,60;10,80;2,40;3,00;7,00;3,00;1,00;3,00;1,00;1,00;2,00;1,00;0,50;2,00;0,50;0,00
