Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;18,00;2,25;225,00;114,75;0,00;15,00
2019-01-13;13,00;2,17;190,67;99,67;1,08;14,00
2019-01-20;14,00;1,00;162,00;84,00;2,00;15,00
2019-01-27;15,00;1,07;145,71;92,14;1,07;13,00
2019-02-03;12,00;2,40;160,80;91,20;2,40;16,00
2019-02-10;10,00;2,50;160,00;115,00;2,50;12,00
2019-02-17;15,00;2,14;124,29;90,00;0,00;10,00
2019-02-24;10,00;4,00;126,00;78,00;1,00;17,00
2019-03-03;14,00;6,00;138,00;80,00;0,00;15,00
2019-03-10;11,00;1,10;140,80;81,40;0,00;9,00
2019-03-17;17,00;4,25;129,63;93,50;1,06;12,00
2019-03-24;13,00;2,17;134,33;86,67;0,00;11,00
2019-03-31;12,00;2,40;127,20;93,60;2,40;10,00
2019-04-07;10,00;5,00;162,50;100,00;1,25;13,00
2019-04-14;10,00;2,50;120,00;100,00;1,25;16,00
2019-04-21;12,00;2,40;160,80;81,60;1,20;12,00
2019-04-28;12,00;1,00;122,00;70,00;1,00;8,00
2019-05-05;17,00;1,06;108,38;78,63;2,13;19,00
2019-05-12;8,00;2,00;120,00;78,00;1,00;13,00
2019-05-19;10,00;2,50;152,50;97,50;2,50;16,00
2019-05-26;14,00;1,17;147,00;70,00;1,17;13,00
2019-06-02;16,00;2,29;139,43;86,86;2,29;11,00
2019-06-09;17,00;1,06;155,13;74,38;2,13;12,00
2019-06-16;13,00;2,17;121,33;91,00;0,00;12,00
2019-06-23;15,00;2,14;115,71;83,57;1,07;12,00
2019-06-30;10,00;0,00;137,50;107,50;1,25;14,00
2019-07-07;12,00;2,00;122,00;70,00;2,00;25,00
2019-07-14;11,00;2,20;136,40;81,40;2,20;9,00
2019-07-21;12,00;2,40;148,80;103,20;2,40;13,00
2019-07-28;13,00;2,17;138,67;99,67;1,08;17,00
2019-08-04;42,00;1,11;150,32;92,84;1,11;10,00
2019-08-11;14,00;1,17;149,33;100,33;2,33;13,00
2019-08-18;17,00;4,25;136,00;78,63;2,13;15,00
2019-08-25;12,00;1,00;132,00;84,00;0,00;11,00
