Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;72,00;5,76;7,20;2,88;60,48;8,60;7,52;12,90;1,07;15,00;5,00;78,00;53,00;15,00;7,00;13,00;7,00;19,00;0,00;9,00;7,00;2,00;4,00;9,00;0,00;4,00;7,00;12,00;8,00;1,00;2,00;0,00;1,00;2,00;4,00;1,00;0,00;0,00;0,00;0,00
2019-01-13;77,00;5,81;4,36;2,91;65,38;9,76;3,25;8,68;4,34;25,00;0,00;45,00;2,00;13,00;10,00;8,00;14,00;27,00;0,00;11,00;2,00;0,00;1,00;12,00;0,00;4,00;0,00;20,00;7,00;0,00;5,00;6,00;7,00;1,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;65,00;2,89;10,11;2,89;34,67;3,20;4,26;6,39;0,00;18,00;2,00;26,00;0,00;15,00;7,00;17,00;7,00;20,00;0,00;14,00;1,00;1,00;0,00;13,00;0,00;2,00;4,00;11,00;23,00;0,00;4,00;0,00;6,00;1,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;69,00;5,75;2,88;4,31;46,00;7,55;7,55;3,23;4,31;21,00;5,00;34,00;0,00;22,00;8,00;13,00;6,00;16,00;1,00;5,00;1,00;1,00;1,00;13,00;0,00;5,00;5,00;14,00;9,00;0,00;8,00;8,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;75,00;4,33;2,88;1,44;33,17;2,14;3,21;7,50;2,14;17,00;1,00;27,00;2,00;10,00;9,00;22,00;11,00;17,00;0,00;6,00;7,00;4,00;5,00;9,00;0,00;6,00;2,00;17,00;6,00;0,00;2,00;1,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;79,00;5,75;8,62;1,44;53,15;6,41;2,14;9,61;2,14;6,00;4,00;22,00;4,00;10,00;6,00;12,00;11,00;20,00;1,00;9,00;0,00;1,00;5,00;5,00;0,00;2,00;1,00;17,00;7,00;0,00;0,00;1,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;69,00;8,81;2,94;0,00;26,43;2,16;9,70;1,08;3,23;14,00;1,00;19,00;2,00;12,00;7,00;9,00;16,00;11,00;1,00;6,00;2,00;4,00;2,00;9,00;0,00;4,00;4,00;11,00;4,00;0,00;2,00;1,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;63,00;4,30;4,30;2,86;28,64;9,61;0,00;9,61;5,34;17,00;0,00;22,00;1,00;9,00;7,00;5,00;9,00;10,00;0,00;4,00;0,00;1,00;4,00;7,00;0,00;5,00;0,00;9,00;6,00;0,00;4,00;0,00;4,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;53,00;2,86;7,16;2,86;44,41;8,48;3,18;6,36;2,12;17,00;3,00;20,00;5,00;7,00;12,00;10,00;2,00;5,00;0,00;3,00;6,00;2,00;2,00;6,00;1,00;0,00;3,00;10,00;5,00;0,00;6,00;0,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;77,00;4,36;11,62;1,45;23,25;7,49;2,14;7,49;0,00;9,00;1,00;33,00;0,00;6,00;5,00;9,00;7,00;6,00;0,00;9,00;2,00;1,00;1,00;5,00;0,00;2,00;2,00;5,00;2,00;0,00;1,00;2,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
