Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;33,00;99,00;92,40;46,20;115,50;86,17;80,67;183,33;86,17;46,00;47,00;69,00;49,00;79,00;33,00;43,00;69,00;16,00;30,00;16,00;20,00;13,00;13,00;16,00;7,00;23,00;13,00;7,00;7,00;10,00;20,00;10,00;13,00;4,00;7,00;7,00;20,00;3,00;10,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;46,00;88,93;58,27;61,33;79,73;47,77;74,31;125,62;61,92;49,00;44,00;82,00;49,00;56,00;53,00;43,00;56,00;43,00;30,00;17,00;17,00;13,00;10,00;17,00;0,00;33,00;43,00;13,00;13,00;13,00;7,00;13,00;10,00;7,00;10,00;3,00;3,00;7,00;23,00;7,00;3,00;0,00;0,00;0,00
2019-01-20;49,00;91,47;71,87;68,60;55,53;61,70;78,04;52,63;54,44;45,94;50,02;23,48;45,94;78,00;36,00;49,00;23,00;26,00;36,00;32,00;16,00;3,00;45,00;10,00;6,00;10,00;26,00;6,00;16,00;13,00;13,00;16,00;10,00;7,00;3,00;10,00;6,00;13,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;61,00;70,63;96,32;67,42;67,42;48,44;120,21;73,56;73,56;80,00;42,00;42,00;42,00;48,00;32,00;55,00;32,00;22,00;26,00;19,00;35,00;16,00;13,00;22,00;3,00;10,00;16,00;10,00;22,00;19,00;26,00;3,00;6,00;3,00;6,00;6,00;13,00;13,00;3,00;3,00;0,00;0,00;0,00;0,00
2019-02-03;49,00;82,69;67,38;55,13;73,50;32,67;59,89;76,22;43,56;23,00;20,00;56,00;33,00;23,00;43,00;10,00;36,00;39,00;26,00;16,00;13,00;16,00;26,00;13,00;0,00;16,00;20,00;13,00;16,00;10,00;13,00;13,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-02-10;17,00;64,60;51,00;64,60;68,00;34,00;32,11;58,56;41,56;17,00;34,00;33,00;10,00;30,00;23,00;30,00;33,00;30,00;23,00;23,00;17,00;3,00;10,00;20,00;3,00;7,00;10,00;3,00;13,00;7,00;7,00;3,00;3,00;7,00;0,00;3,00;7,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00
2019-02-17;48,00;64,00;89,60;57,60;67,20;27,69;42,46;86,77;48,00;24,00;17,00;31,00;17,00;27,00;14,00;27,00;27,00;10,00;27,00;3,00;20,00;17,00;17,00;24,00;7,00;37,00;27,00;3,00;20,00;10,00;7,00;3,00;0,00;0,00;3,00;3,00;7,00;17,00;0,00;3,00;0,00;0,00;0,00;3,00
2019-02-24;69,00;103,50;109,77;72,14;47,05;69,00;105,32;72,63;69,00;40,00;37,00;36,00;33,00;30,00;40,00;23,00;20,00;26,00;40,00;26,00;23,00;26,00;17,00;23,00;0,00;36,00;30,00;20,00;26,00;17,00;20,00;13,00;7,00;21,00;13,00;7,00;3,00;13,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;81,00;126,36;184,68;81,00;51,84;57,60;66,60;70,20;57,60;37,00;14,00;30,00;13,00;44,00;24,00;27,00;47,00;27,00;34,00;24,00;13,00;13,00;27,00;10,00;7,00;27,00;17,00;17,00;20,00;10,00;7,00;20,00;13,00;4,00;10,00;13,00;7,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;27,00;57,38;175,50;60,75;64,13;50,40;59,40;72,00;50,40;13,00;24,00;26,00;20,00;56,00;3,00;23,00;20,00;23,00;17,00;13,00;23,00;7,00;20,00;3,00;0,00;7,00;30,00;20,00;27,00;10,00;3,00;13,00;13,00;0,00;7,00;3,00;7,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;37,00;70,92;49,33;27,75;55,50;45,81;33,48;52,86;52,86;17,00;31,00;30,00;17,00;10,00;7,00;27,00;17,00;10,00;20,00;17,00;10,00;10,00;7,00;14,00;0,00;10,00;20,00;3,00;7,00;10,00;17,00;3,00;3,00;4,00;0,00;7,00;0,00;3,00;3,00;0,00;0,00;0,00;7,00;0,00
