Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-10-06;33,00;12,00;36,00;54,00;4,00;67,43;2,87;18,65;11,48
2019-10-13;34,00;15,00;44,00;52,00;4,00;65,17;2,83;14,17;9,92
2019-10-20;32,00;14,00;46,00;54,00;4,00;61,09;2,91;17,45;10,18
2019-10-27;35,00;11,00;39,00;52,00;4,00;54,60;4,20;15,40;11,20
2019-11-03;33,00;13,00;47,00;51,00;5,00;53,09;2,87;15,78;8,61
2019-11-10;31,00;12,00;36,00;50,00;4,00;50,73;2,82;12,68;8,45
2019-11-17;29,00;15,00;37,00;48,00;4,00;50,75;2,90;13,05;11,60
2019-11-24;28,00;11,00;28,00;42,00;4,00;48,63;4,42;10,32;11,79
2019-12-01;26,00;10,00;41,00;44,00;3,00;41,89;4,33;10,11;10,11
2019-12-08;27,00;10,00;33,00;39,00;2,00;41,21;2,84;14,21;11,37
2019-12-15;27,00;10,00;31,00;46,00;3,00;45,47;4,26;19,89;21,32
2019-12-22;35,00;10,00;35,00;74,00;4,00;61,60;4,20;21,00;19,60
2019-12-29;50,00;13,00;60,00;89,00;4,00;77,14;4,29;21,43;15,71
2020-01-05;61,00;16,00;58,00;81,00;3,00;75,19;2,84;19,86;15,60
2020-01-12;45,00;13,00;50,00;74,00;3,00;75,94;2,81;18,28;16,88
2020-01-19;43,00;16,00;53,00;68,00;3,00;75,97;2,87;18,63;18,63
2020-01-26;48,00;16,00;48,00;64,00;3,00;84,36;2,91;26,18;24,73
2020-02-02;41,00;11,00;43,00;59,00;4,00;59,38;5,66;31,10;29,69
2020-02-09;39,00;16,00;37,00;57,00;3,00;53,44;4,33;28,89;30,33
2020-02-16;39,00;17,00;44,00;49,00;3,00;52,00;4,33;27,44;24,56
2020-02-23;36,00;17,00;35,00;48,00;3,00;47,52;2,88;30,24;24,48
2020-03-01;29,00;11,00;44,00;53,00;3,00;42,05;4,35;30,45;37,70
2020-03-08;33,00;9,00;44,00;100,00;6,00;22,96;4,30;38,74;58,83
2020-03-15;14,00;4,00;22,00;39,00;2,00;18,20;2,80;25,20;18,20
2020-03-22;16,00;3,00;18,00;23,00;1,00;17,45;2,91;16,00;20,36
2020-03-29;14,00;8,00;11,00;27,00;1,00;15,40;4,20;15,40;26,60
2020-04-05;12,00;6,00;19,00;24,00;1,00;16,50;1,50;12,00;13,50
2020-04-12;13,00;5,00;18,00;26,00;1,00;17,33;1,44;11,56;8,67
2020-04-19;17,00;6,00;13,00;23,00;1,00;20,09;1,55;10,82;7,73
2020-04-26;10,00;6,00;17,00;27,00;0,50;14,29;1,43;8,57;7,14
2020-05-03;10,00;4,00;12,00;26,00;1,00;14,29;1,43;10,00;7,14
2020-05-10;11,00;5,00;12,00;25,00;1,00;18,86;1,57;9,43;7,86
2020-05-17;13,00;6,00;11,00;31,00;1,00;15,89;2,89;10,11;7,22
2020-05-24;13,00;10,00;16,00;31,00;1,00;20,22;4,33;10,11;5,78
2020-05-31;19,00;6,00;23,00;30,00;1,00;21,92;2,92;11,69;5,85
2020-06-07;18,00;9,00;16,00;33,00;1,00;22,15;1,38;11,08;6,92
2020-06-14;40,00;8,00;21,00;32,00;1,00;28,15;1,48;14,81;7,41
2020-06-21;39,00;9,00;24,00;29,00;1,00;27,44;2,89;13,00;5,78
2020-06-28;23,00;7,00;16,00;33,00;1,00;31,63;1,44;14,38;5,75
2020-07-05;26,00;8,00;27,00;36,00;1,00;28,89;1,44;15,89;5,78
2020-07-12;30,00;4,00;14,00;27,00;2,00;30,00;5,71;12,86;5,71
2020-07-19;32,00;12,00;28,00;30,00;2,00;32,00;4,36;11,64;5,82
2020-07-26;33,00;5,00;27,00;26,00;1,00;37,30;2,87;11,48;7,17
2020-08-02;32,00;6,00;30,00;34,00;1,00;40,73;5,82;13,09;7,27
2020-08-09;30,00;7,00;19,00;25,00;1,00;42,86;1,43;12,86;7,14
2020-08-16;34,00;8,00;19,00;22,00;1,00;44,35;2,96;14,78;5,91
2020-08-23;31,00;14,00;13,00;26,00;1,00;32,48;2,95;11,81;5,90
2020-08-30;20,00;5,00;14,00;18,00;1,00;27,14;4,29;11,43;5,71
2020-09-06;18,00;4,00;13,00;18,00;0,50;24,92;1,38;11,08;5,54
2020-09-13;17,00;6,00;9,00;18,00;1,00;22,67;2,83;9,92;5,67
2020-09-20;15,00;5,00;16,00;19,00;1,00;21,00;1,50;9,00;6,00
2020-09-27;14,00;3,00;14,00;19,00;1,00;22,40;1,40;11,20;5,60
2020-10-04;13,00;4,00;12,00;18,00;1,00;21,67;1,44;11,56;5,78
2020-10-11;12,00;3,00;12,00;16,00;0,50;14,67;1,33;9,33;6,67
2020-10-18;17,00;7,00;16,00;16,00;1,00;14,17;1,42;8,50;5,67
2020-10-25;9,00;5,00;7,00;16,00;0,50;12,00;3,00;9,00;6,00
2020-11-01;6,00;3,00;8,00;15,00;1,00;13,20;1,20;6,00;3,60
2020-11-08;8,00;7,00;9,00;16,00;1,00;13,33;1,33;8,00;6,67
2020-11-15;9,00;6,00;13,00;14,00;1,00;16,50;0,75;9,00;6,00
2020-11-22;10,00;7,00;13,00;14,00;1,00;15,71;1,43;7,14;5,71
2020-11-29;10,00;3,00;9,00;14,00;1,00;17,14;1,43;7,14;5,71
2020-12-06;8,00;5,00;9,00;13,00;1,00;13,33;1,33;8,00;5,33
2020-12-13;10,00;2,00;7,00;12,00;1,00;10,00;1,43;7,14;5,71
2020-12-20;10,00;2,00;15,00;22,00;0,50;14,29;4,29;7,14;5,71
2020-12-27;14,00;6,00;12,00;24,00;0,50;23,80;2,80;8,40;7,00
2021-01-03;14,00;5,00;10,00;19,00;1,00;21,00;2,80;9,80;5,60
2021-01-10;11,00;5,00;9,00;17,00;1,00;20,63;1,38;11,00;5,50
2021-01-17;12,00;5,00;12,00;18,00;1,00;22,50;1,50;12,00;6,00
2021-01-24;13,00;7,00;13,00;16,00;1,00;23,11;2,89;8,67;5,78
2021-01-31;12,00;5,00;13,00;18,00;1,00;21,00;1,50;9,00;7,50
2021-02-07;10,00;4,00;13,00;15,00;1,00;20,00;1,43;11,43;7,14
2021-02-14;14,00;6,00;10,00;16,00;1,00;18,20;1,40;11,20;7,00
2021-02-21;13,00;5,00;14,00;18,00;1,00;21,67;1,44;10,11;5,78
2021-02-28;12,00;5,00;12,00;20,00;1,00;24,00;1,50;10,50;7,50
2021-03-07;13,00;5,00;13,00;18,00;1,00;24,56;1,44;10,11;5,78
2021-03-14;12,00;4,00;15,00;17,00;1,00;22,50;1,50;10,50;7,50
2021-03-21;12,00;5,00;16,00;14,00;1,00;27,00;1,50;9,00;7,50
2021-03-28;10,00;8,00;10,00;16,00;1,00;34,29;1,43;7,14;7,14
2021-04-04;12,00;12,00;18,00;22,00;1,00;29,33;4,00;6,67;6,67
2021-04-11;10,00;7,00;7,00;19,00;1,00;28,57;1,43;7,14;7,14
2021-04-18;15,00;4,00;14,00;18,00;1,00;30,00;1,50;6,00;7,50
2021-04-25;17,00;9,00;19,00;19,00;1,00;31,17;1,42;8,50;7,08
2021-05-02;16,00;7,00;23,00;25,00;1,00;40,73;1,45;7,27;7,27
2021-05-09;21,00;10,00;22,00;27,00;1,00;43,50;1,50;10,50;9,00
2021-05-16;18,00;4,00;23,00;30,00;1,00;55,50;1,50;15,00;7,50
2021-05-23;22,00;11,00;20,00;31,00;1,00;49,50;1,38;9,63;11,00
2021-05-30;25,00;8,00;31,00;31,00;2,00;69,12;2,94;11,76;10,29
2021-06-06;27,00;8,00;22,00;33,00;2,00;63,95;2,84;14,21;11,37
2021-06-13;24,00;9,00;28,00;26,00;1,00;63,00;1,50;9,00;10,50
2021-06-20;26,00;12,00;26,00;32,00;1,00;66,44;1,44;14,44;8,67
2021-06-27;32,00;12,00;29,00;31,00;2,00;62,61;1,39;13,91;8,35
2021-07-04;31,00;13,00;33,00;35,00;2,00;77,50;1,41;14,09;9,86
2021-07-11;30,00;14,00;29,00;32,00;2,00;68,57;1,43;15,71;10,00
2021-07-18;40,00;9,00;40,00;35,00;2,00;62,86;2,86;15,71;10,00
2021-07-25;35,00;14,00;28,00;38,00;3,00;62,71;2,92;20,42;8,75
2021-08-01;35,00;11,00;28,00;45,00;2,00;64,40;2,80;18,20;8,40
2021-08-08;38,00;12,00;36,00;37,00;3,00;83,31;2,92;20,46;8,77
2021-08-15;37,00;14,00;32,00;37,00;3,00;82,54;2,85;18,50;8,54
2021-08-22;32,00;14,00;28,00;37,00;3,00;68,36;2,91;20,36;7,27
2021-08-29;27,00;12,00;28,00;39,00;1,00;58,26;2,84;14,21;8,53
2021-09-05;31,00;7,00;26,00;37,00;2,00;52,14;2,82;15,50;8,45
2021-09-12;23,00;14,00;26,00;38,00;3,00;40,25;1,44;14,38;8,63
2021-09-19;30,00;9,00;24,00;38,00;3,00;42,86;2,86;15,71;8,57
2021-09-26;29,00;14,00;20,00;37,00;3,00;40,60;2,90;14,50;8,70
2021-10-03;25,00;9,00;27,00;38,00;3,00;41,18;1,47;13,24;8,82
2021-10-10;27,00;9,00;32,00;44,00;4,00;44,05;2,84;12,79;8,53
2021-10-17;23,00;11,00;27,00;42,00;4,00;40,25;2,88;14,38;10,06
2021-10-24;26,00;8,00;25,00;40,00;4,00;43,33;4,33;10,11;10,11
2021-10-31;29,00;8,00;23,00;38,00;3,00;39,15;4,35;11,60;8,70
2021-11-07;26,00;10,00;21,00;32,00;3,00;34,67;2,89;11,56;8,67
2021-11-14;22,00;7,00;23,00;29,00;3,00;30,80;2,93;10,27;8,80
2021-11-21;20,00;4,00;13,00;25,00;1,00;22,86;1,43;10,00;8,57
2021-11-28;16,00;7,00;15,00;23,00;1,00;23,27;2,91;10,18;8,73
2021-12-05;15,00;6,00;13,00;25,00;1,00;21,82;1,36;8,18;10,91
2021-12-12;16,00;7,00;12,00;36,00;1,00;21,82;1,45;7,27;10,18
2021-12-19;16,00;5,00;8,00;37,00;2,00;20,36;1,45;11,64;13,09
2021-12-26;20,00;9,00;27,00;55,00;2,00;28,57;2,86;14,29;20,00
2022-01-02;22,00;9,00;24,00;47,00;2,00;38,13;2,93;17,60;13,20
2022-01-09;21,00;10,00;16,00;39,00;3,00;28,00;1,40;16,80;11,20
2022-01-16;20,00;11,00;24,00;39,00;1,00;30,00;2,86;12,86;10,00
2022-01-23;21,00;11,00;26,00;34,00;2,00;31,50;3,00;18,00;15,00
2022-01-30;23,00;12,00;21,00;33,00;3,00;48,88;2,88;12,94;10,06
2022-02-06;26,00;10,00;26,00;36,00;2,00;40,44;2,89;14,44;14,44
2022-02-13;26,00;17,00;28,00;38,00;2,00;49,11;1,44;14,44;11,56
2022-02-20;29,00;9,00;29,00;33,00;2,00;40,60;1,45;13,05;13,05
2022-02-27;23,00;10,00;23,00;29,00;2,00;35,94;1,44;11,50;10,06
2022-03-06;26,00;12,00;20,00;29,00;2,00;43,33;2,89;14,44;13,00
2022-03-13;28,00;10,00;24,00;30,00;2,00;45,68;2,95;14,74;14,74
2022-03-20;30,00;15,00;24,00;33,00;3,00;51,43;2,86;12,86;12,86
2022-03-27;28,00;11,00;27,00;32,00;2,00;51,80;2,80;18,20;12,60
2022-04-03;30,00;13,00;30,00;37,00;3,00;52,86;4,29;17,14;12,86
2022-04-10;27,00;17,00;27,00;40,00;3,00;58,26;4,26;19,89;11,37
2022-04-17;32,00;14,00;36,00;41,00;4,00;68,36;5,82;18,91;13,09
2022-04-24;33,00;20,00;34,00;39,00;3,00;68,87;5,74;18,65;12,91
