Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;59,00;19,00;79,00;75,00;3,00;100,73;4,32;20,15;15,83
2019-01-13;57,00;23,00;63,00;74,00;3,00;91,20;1,43;18,53;15,68
2019-01-20;48,00;13,00;71,00;64,00;4,00;81,45;4,36;17,45;13,09
2019-01-27;30,00;9,00;54,00;65,00;4,00;75,71;2,86;14,29;11,43
2019-02-03;23,00;8,00;40,00;50,00;2,00;73,31;4,31;14,38;11,50
2019-02-10;22,00;9,00;36,00;59,00;3,00;71,87;2,93;14,67;13,20
2019-02-17;25,00;12,00;43,00;52,00;3,00;72,06;1,47;23,53;14,71
2019-02-24;33,00;10,00;43,00;52,00;2,00;77,48;2,87;21,52;11,48
2019-03-03;26,00;9,00;42,00;53,00;2,00;73,67;4,33;17,33;23,11
2019-03-10;28,00;6,00;41,00;48,00;3,00;63,00;2,80;12,60;12,60
2019-03-17;26,00;11,00;35,00;53,00;4,00;79,44;5,78;24,56;15,89
2019-03-24;29,00;15,00;34,00;48,00;4,00;108,75;7,25;36,25;40,60
2019-03-31;36,00;11,00;32,00;39,00;3,00;60,48;2,88;14,40;11,52
2019-04-07;40,00;15,00;50,00;41,00;3,00;62,86;2,86;14,29;10,00
2019-04-14;41,00;14,00;54,00;40,00;3,00;60,04;2,93;14,64;10,25
2019-04-21;42,00;16,00;49,00;44,00;3,00;81,10;2,90;15,93;10,14
2019-04-28;40,00;16,00;59,00;49,00;4,00;78,57;2,86;15,71;17,14
2019-05-05;40,00;10,00;46,00;51,00;3,00;74,29;4,29;15,71;11,43
2019-05-12;35,00;12,00;43,00;46,00;2,00;65,80;2,80;19,60;11,20
2019-05-19;35,00;13,00;44,00;47,00;3,00;70,00;2,92;20,42;10,21
2019-05-26;35,00;11,00;50,00;47,00;4,00;71,46;4,38;20,42;10,21
2019-06-02;50,00;21,00;43,00;46,00;5,00;142,86;7,14;52,86;25,71
2019-06-09;40,00;15,00;46,00;54,00;5,00;87,14;5,71;22,86;11,43
2019-06-16;41,00;16,00;51,00;55,00;4,00;97,55;4,24;21,21;11,31
2019-06-23;38,00;21,00;40,00;48,00;3,00;97,11;2,81;19,70;12,67
2019-06-30;38,00;12,00;46,00;56,00;3,00;99,93;5,63;18,30;11,26
2019-07-07;56,00;23,00;58,00;66,00;5,00;123,49;7,18;34,46;35,90
2019-07-14;55,00;16,00;56,00;58,00;5,00;105,66;5,79;21,71;14,47
2019-07-21;45,00;17,00;46,00;58,00;6,00;113,23;7,26;23,23;20,32
2019-07-28;51,00;22,00;57,00;56,00;5,00;120,94;4,37;32,06;14,57
2019-08-04;56,00;17,00;55,00;63,00;6,00;124,92;4,31;22,97;11,49
2019-08-11;50,00;13,00;58,00;68,00;6,00;128,57;5,71;20,00;11,43
2019-08-18;46,00;19,00;49,00;59,00;5,00;119,31;4,31;23,00;11,50
2019-08-25;50,00;12,00;47,00;61,00;5,00;104,29;5,71;24,29;11,43
2019-09-01;41,00;15,00;42,00;59,00;6,00;91,90;2,83;22,62;12,72
2019-09-08;37,00;16,00;61,00;54,00;4,00;83,96;4,27;21,35;9,96
2019-09-15;39,00;13,00;48,00;59,00;4,00;80,89;2,89;20,22;10,11
2019-09-22;37,00;14,00;46,00;56,00;5,00;71,15;2,85;19,92;9,96
2019-09-29;36,00;13,00;56,00;54,00;6,00;70,56;4,32;17,28;10,08
