Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-09-27;51,00;14,00;8,00;23,00;17,00;3,00;6,00;15,00;6,00
2020-10-04;61,00;11,00;17,00;21,00;21,00;3,00;4,00;14,00;7,00
2020-10-11;51,00;4,00;15,00;16,00;14,00;3,00;4,00;16,00;7,00
2020-10-18;56,00;12,00;17,00;18,00;9,00;1,00;3,00;15,00;6,00
2020-10-25;30,00;7,00;5,00;15,00;13,00;1,00;6,00;18,00;5,00
2020-11-01;32,00;11,00;6,00;14,00;9,00;1,00;7,00;16,00;5,00
2020-11-08;40,00;7,00;8,00;14,00;10,00;1,00;6,00;20,00;6,00
2020-11-15;28,00;3,00;10,00;20,00;12,00;1,00;5,00;15,00;6,00
2020-11-22;21,00;6,00;10,00;11,00;9,00;0,00;6,00;12,00;6,00
2020-11-29;37,00;10,00;0,00;11,00;11,00;1,00;4,00;15,00;4,00
2020-12-06;62,00;6,00;11,00;11,00;11,00;1,00;6,00;15,00;6,00
2020-12-13;64,00;10,00;3,00;15,00;8,00;1,00;4,00;14,00;4,00
2020-12-20;47,00;12,00;11,00;19,00;7,00;1,00;6,00;13,00;6,00
2020-12-27;28,00;8,00;17,00;5,00;14,00;1,00;9,00;11,00;5,00
2021-01-03;50,00;7,00;10,00;13,00;11,00;1,00;7,00;10,00;6,00
2021-01-10;34,00;10,00;6,00;9,00;10,00;1,00;3,00;12,00;5,00
2021-01-17;53,00;7,00;21,00;16,00;12,00;2,00;5,00;14,00;5,00
2021-01-24;40,00;17,00;11,00;9,00;14,00;3,00;5,00;9,00;5,00
2021-01-31;49,00;16,00;8,00;15,00;14,00;3,00;3,00;15,00;5,00
2021-02-07;64,00;8,00;24,00;9,00;14,00;3,00;4,00;23,00;5,00
2021-02-14;40,00;13,00;13,00;13,00;10,00;1,00;8,00;12,00;6,00
2021-02-21;33,00;9,00;15,00;18,00;17,00;2,00;8,00;9,00;5,00
2021-02-28;25,00;9,00;20,00;7,00;18,00;1,00;7,00;10,00;5,00
2021-03-07;31,00;8,00;11,00;9,00;20,00;2,00;7,00;13,00;7,00
2021-03-14;55,00;8,00;15,00;26,00;24,00;3,00;9,00;24,00;6,00
2021-03-21;56,00;9,00;15,00;25,00;21,00;2,00;7,00;28,00;7,00
2021-03-28;19,00;12,00;12,00;19,00;20,00;2,00;6,00;19,00;7,00
2021-04-04;33,00;20,00;14,00;9,00;21,00;3,00;6,00;13,00;8,00
2021-04-11;54,00;10,00;10,00;24,00;19,00;5,00;8,00;25,00;9,00
2021-04-18;50,00;7,00;7,00;16,00;17,00;5,00;6,00;26,00;14,00
2021-04-25;60,00;12,00;13,00;12,00;21,00;5,00;12,00;26,00;11,00
2021-05-02;56,00;17,00;8,00;12,00;36,00;7,00;11,00;20,00;15,00
2021-05-09;67,00;26,00;13,00;20,00;42,00;5,00;13,00;28,00;15,00
2021-05-16;37,00;24,00;14,00;22,00;51,00;10,00;17,00;30,00;12,00
2021-05-23;43,00;15,00;22,00;18,00;57,00;8,00;15,00;14,00;12,00
2021-05-30;37,00;18,00;13,00;26,00;61,00;9,00;19,00;18,00;9,00
2021-06-06;61,00;22,00;25,00;25,00;56,00;8,00;18,00;22,00;13,00
2021-06-13;37,00;13,00;19,00;28,00;71,00;12,00;19,00;22,00;11,00
2021-06-20;41,00;14,00;10,00;19,00;70,00;11,00;17,00;12,00;10,00
2021-06-27;42,00;19,00;15,00;17,00;64,00;10,00;14,00;15,00;11,00
2021-07-04;76,00;21,00;21,00;25,00;77,00;14,00;18,00;21,00;10,00
2021-07-11;69,00;13,00;30,00;23,00;61,00;7,00;10,00;21,00;10,00
2021-07-18;53,00;20,00;18,00;19,00;73,00;9,00;15,00;14,00;12,00
2021-07-25;57,00;23,00;25,00;20,00;76,00;11,00;28,00;15,00;10,00
2021-08-01;100,00;23,00;21,00;31,00;81,00;13,00;27,00;19,00;9,00
2021-08-08;74,00;27,00;25,00;23,00;76,00;12,00;18,00;30,00;10,00
2021-08-15;55,00;10,00;16,00;18,00;72,00;10,00;23,00;18,00;11,00
2021-08-22;43,00;32,00;17,00;19,00;53,00;9,00;20,00;14,00;9,00
2021-08-29;35,00;15,00;22,00;15,00;41,00;10,00;27,00;17,00;10,00
2021-09-05;38,00;16,00;15,00;19,00;35,00;7,00;21,00;16,00;11,00
2021-09-12;39,00;17,00;22,00;16,00;28,00;3,00;18,00;13,00;9,00
2021-09-19;59,00;17,00;14,00;16,00;23,00;5,00;10,00;23,00;9,00
2021-09-26;51,00;12,00;9,00;17,00;28,00;3,00;20,00;25,00;10,00
2021-10-03;61,00;18,00;15,00;20,00;33,00;2,00;14,00;17,00;10,00
2021-10-10;68,00;25,00;13,00;20,00;22,00;5,00;17,00;22,00;10,00
2021-10-17;66,00;10,00;9,00;17,00;27,00;10,00;8,00;27,00;11,00
2021-10-24;69,00;12,00;25,00;18,00;27,00;6,00;6,00;25,00;11,00
2021-10-31;70,00;12,00;11,00;16,00;26,00;5,00;10,00;20,00;9,00
2021-11-07;43,00;10,00;11,00;17,00;25,00;5,00;7,00;23,00;7,00
2021-11-14;37,00;10,00;14,00;17,00;23,00;5,00;12,00;17,00;7,00
2021-11-21;43,00;16,00;12,00;12,00;20,00;4,00;7,00;19,00;12,00
2021-11-28;41,00;12,00;9,00;12,00;25,00;4,00;8,00;17,00;8,00
2021-12-05;61,00;16,00;14,00;15,00;18,00;4,00;8,00;19,00;6,00
2021-12-12;43,00;20,00;13,00;18,00;13,00;4,00;7,00;22,00;7,00
2021-12-19;67,00;13,00;17,00;15,00;13,00;3,00;10,00;16,00;7,00
2021-12-26;65,00;33,00;15,00;18,00;16,00;6,00;22,00;21,00;7,00
2022-01-02;64,00;27,00;19,00;25,00;26,00;4,00;25,00;29,00;6,00
2022-01-09;55,00;23,00;26,00;23,00;21,00;4,00;19,00;32,00;6,00
2022-01-16;54,00;22,00;20,00;23,00;27,00;7,00;18,00;33,00;4,00
2022-01-23;64,00;26,00;15,00;27,00;25,00;4,00;29,00;35,00;4,00
2022-01-30;61,00;21,00;26,00;24,00;32,00;6,00;21,00;25,00;5,00
2022-02-06;69,00;13,00;25,00;20,00;30,00;6,00;16,00;22,00;5,00
2022-02-13;71,00;23,00;17,00;22,00;29,00;9,00;18,00;18,00;6,00
2022-02-20;52,00;18,00;17,00;17,00;35,00;7,00;28,00;18,00;5,00
2022-02-27;30,00;24,00;26,00;15,00;29,00;7,00;15,00;15,00;6,00
2022-03-06;46,00;15,00;57,00;15,00;27,00;4,00;12,00;15,00;6,00
2022-03-13;39,00;18,00;51,00;18,00;34,00;5,00;17,00;20,00;8,00
2022-03-20;40,00;11,00;41,00;11,00;34,00;8,00;18,00;24,00;8,00
2022-03-27;35,00;14,00;50,00;14,00;35,00;6,00;13,00;26,00;6,00
2022-04-03;40,00;26,00;47,00;15,00;40,00;11,00;20,00;23,00;7,00
2022-04-10;38,00;17,00;32,00;15,00;39,00;11,00;18,00;25,00;6,00
2022-04-17;42,00;13,00;15,00;19,00;48,00;16,00;26,00;25,00;6,00
2022-04-24;39,00;22,00;28,00;21,00;36,00;12,00;22,00;23,00;7,00
