Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;40,00;32,00;25,00;18,00;36,00;8,00;28,00;31,00;9,00
2019-01-13;41,00;29,00;23,00;17,00;44,00;10,00;33,00;25,00;3,00
2019-01-20;44,00;47,00;28,00;16,00;46,00;9,00;23,00;26,00;3,00
2019-01-27;36,00;20,00;23,00;23,00;42,00;12,00;33,00;22,00;2,00
2019-02-03;40,00;27,00;24,00;18,00;39,00;8,00;24,00;25,00;2,00
2019-02-10;46,00;29,00;19,00;23,00;39,00;13,00;26,00;21,00;2,00
2019-02-17;42,00;15,00;20,00;19,00;47,00;13,00;12,00;21,00;2,00
2019-02-24;42,00;23,00;22,00;19,00;56,00;12,00;20,00;21,00;3,00
2019-03-03;45,00;15,00;22,00;15,00;56,00;8,00;16,00;17,00;3,00
2019-03-10;42,00;13,00;16,00;20,00;53,00;10,00;18,00;22,00;2,00
2019-03-17;42,00;18,00;27,00;17,00;55,00;11,00;19,00;18,00;2,00
2019-03-24;47,00;30,00;20,00;15,00;52,00;11,00;19,00;20,00;3,00
2019-03-31;49,00;29,00;25,00;14,00;52,00;11,00;16,00;23,00;2,00
2019-04-07;48,00;29,00;21,00;17,00;58,00;12,00;17,00;26,00;3,00
2019-04-14;48,00;16,00;24,00;9,00;50,00;9,00;18,00;23,00;3,00
2019-04-21;39,00;24,00;10,00;13,00;43,00;14,00;20,00;19,00;3,00
2019-04-28;42,00;30,00;12,00;15,00;48,00;13,00;25,00;22,00;3,00
2019-05-05;39,00;17,00;19,00;14,00;57,00;11,00;18,00;21,00;4,00
2019-05-12;40,00;16,00;25,00;13,00;59,00;7,00;7,00;17,00;3,00
2019-05-19;37,00;27,00;18,00;17,00;54,00;11,00;21,00;28,00;5,00
2019-05-26;44,00;31,00;17,00;18,00;66,00;10,00;25,00;21,00;6,00
2019-06-02;44,00;32,00;13,00;23,00;61,00;13,00;16,00;23,00;3,00
2019-06-09;47,00;20,00;16,00;19,00;65,00;15,00;17,00;25,00;3,00
2019-06-16;38,00;27,00;19,00;20,00;69,00;14,00;30,00;26,00;3,00
2019-06-23;46,00;27,00;25,00;21,00;74,00;13,00;14,00;27,00;3,00
2019-06-30;46,00;33,00;7,00;19,00;83,00;17,00;20,00;26,00;3,00
2019-07-07;40,00;28,00;29,00;21,00;71,00;10,00;27,00;29,00;3,00
2019-07-14;42,00;30,00;31,00;22,00;82,00;16,00;19,00;23,00;3,00
2019-07-21;49,00;20,00;33,00;20,00;82,00;12,00;23,00;25,00;2,00
2019-07-28;55,00;25,00;27,00;22,00;86,00;14,00;23,00;24,00;3,00
2019-08-04;59,00;19,00;27,00;19,00;86,00;14,00;22,00;24,00;3,00
2019-08-11;53,00;17,00;17,00;20,00;77,00;13,00;30,00;24,00;3,00
2019-08-18;50,00;26,00;20,00;17,00;62,00;14,00;17,00;21,00;3,00
2019-08-25;38,00;8,00;35,00;19,00;51,00;13,00;18,00;20,00;4,00
2019-09-01;34,00;24,00;12,00;18,00;47,00;10,00;25,00;22,00;4,00
2019-09-08;31,00;20,00;16,00;21,00;33,00;7,00;16,00;25,00;4,00
2019-09-15;36,00;22,00;29,00;18,00;37,00;6,00;23,00;26,00;4,00
2019-09-22;39,00;17,00;13,00;14,00;32,00;10,00;19,00;28,00;4,00
2019-09-29;39,00;25,00;16,00;17,00;35,00;9,00;18,00;20,00;4,00
2019-10-06;42,00;14,00;15,00;15,00;37,00;8,00;13,00;25,00;3,00
2019-10-13;44,00;12,00;7,00;9,00;27,00;6,00;19,00;18,00;3,00
2019-10-20;38,00;18,00;19,00;12,00;29,00;5,00;21,00;18,00;4,00
2019-10-27;46,00;16,00;10,00;14,00;28,00;6,00;15,00;19,00;4,00
2019-11-03;47,00;16,00;20,00;12,00;21,00;8,00;20,00;17,00;3,00
2019-11-10;31,00;12,00;10,00;13,00;20,00;8,00;18,00;15,00;4,00
2019-11-17;34,00;12,00;22,00;11,00;30,00;5,00;16,00;15,00;3,00
2019-11-24;32,00;10,00;18,00;12,00;24,00;5,00;13,00;14,00;4,00
2019-12-01;33,00;21,00;16,00;10,00;28,00;7,00;17,00;13,00;5,00
2019-12-08;28,00;10,00;17,00;14,00;26,00;6,00;19,00;16,00;5,00
2019-12-15;30,00;18,00;9,00;8,00;22,00;5,00;16,00;17,00;5,00
2019-12-22;48,00;21,00;23,00;12,00;28,00;7,00;22,00;23,00;8,00
2019-12-29;41,00;27,00;8,00;16,00;27,00;11,00;17,00;25,00;5,00
2020-01-05;39,00;24,00;18,00;18,00;35,00;8,00;22,00;34,00;7,00
2020-01-12;36,00;26,00;28,00;21,00;37,00;7,00;27,00;32,00;6,00
2020-01-19;42,00;34,00;25,00;23,00;34,00;10,00;21,00;32,00;7,00
2020-01-26;38,00;24,00;16,00;16,00;34,00;7,00;28,00;28,00;5,00
2020-02-02;45,00;23,00;13,00;20,00;37,00;9,00;22,00;25,00;6,00
2020-02-09;45,00;17,00;11,00;13,00;41,00;10,00;17,00;24,00;6,00
2020-02-16;47,00;21,00;25,00;14,00;40,00;5,00;21,00;27,00;7,00
2020-02-23;40,00;21,00;20,00;12,00;41,00;7,00;17,00;22,00;6,00
2020-03-01;30,00;17,00;24,00;9,00;34,00;4,00;14,00;20,00;6,00
2020-03-08;25,00;11,00;14,00;7,00;22,00;1,00;8,00;13,00;6,00
2020-03-15;10,00;6,00;0,00;3,00;5,00;2,00;3,00;14,00;5,00
2020-03-22;5,00;3,00;4,00;2,00;6,00;2,00;3,00;11,00;4,00
2020-03-29;6,00;7,00;4,00;3,00;7,00;2,00;0,00;8,00;4,00
2020-04-05;7,00;8,00;2,00;3,00;10,00;1,00;4,00;8,00;5,00
2020-04-12;7,00;4,00;2,00;5,00;9,00;2,00;2,00;9,00;4,00
2020-04-19;6,00;3,00;5,00;4,00;6,00;2,00;2,00;9,00;4,00
2020-04-26;6,00;0,00;9,00;4,00;8,00;2,00;6,00;8,00;4,00
2020-05-03;10,00;8,00;5,00;6,00;10,00;1,00;2,00;11,00;4,00
2020-05-10;10,00;4,00;15,00;5,00;15,00;2,00;7,00;11,00;5,00
2020-05-17;9,00;13,00;3,00;9,00;16,00;4,00;9,00;11,00;6,00
2020-05-24;14,00;9,00;9,00;8,00;24,00;6,00;7,00;10,00;5,00
2020-05-31;24,00;6,00;12,00;10,00;26,00;5,00;7,00;16,00;9,00
2020-06-07;29,00;5,00;9,00;12,00;38,00;10,00;7,00;30,00;21,00
2020-06-14;38,00;16,00;12,00;12,00;36,00;14,00;12,00;21,00;13,00
2020-06-21;38,00;23,00;26,00;16,00;52,00;13,00;12,00;25,00;18,00
2020-06-28;46,00;22,00;13,00;13,00;50,00;14,00;16,00;17,00;6,00
2020-07-05;49,00;28,00;20,00;14,00;44,00;10,00;11,00;16,00;6,00
2020-07-12;58,00;13,00;29,00;20,00;47,00;15,00;14,00;15,00;7,00
2020-07-19;75,00;19,00;22,00;17,00;47,00;13,00;21,00;17,00;7,00
2020-07-26;85,00;10,00;32,00;18,00;59,00;13,00;14,00;18,00;7,00
2020-08-02;86,00;17,00;26,00;16,00;73,00;10,00;16,00;16,00;7,00
2020-08-09;85,00;11,00;17,00;16,00;67,00;15,00;10,00;19,00;7,00
2020-08-16;74,00;21,00;16,00;13,00;62,00;8,00;8,00;18,00;6,00
2020-08-23;31,00;16,00;21,00;12,00;44,00;6,00;12,00;21,00;6,00
2020-08-30;30,00;8,00;13,00;11,00;39,00;7,00;6,00;20,00;5,00
2020-09-06;49,00;11,00;11,00;15,00;29,00;9,00;11,00;13,00;4,00
2020-09-13;54,00;9,00;11,00;14,00;21,00;2,00;11,00;14,00;5,00
2020-09-20;55,00;19,00;16,00;13,00;15,00;3,00;7,00;13,00;5,00
