Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;13,00;221,00;3,25;6,50;6,50;5,00;3,00;1,00;1,00;2,00;2,00;0,00;0,00
2019-01-13;12,00;150,00;3,00;6,00;6,00;2,00;3,00;2,00;5,00;2,00;2,00;0,50;1,00
2019-01-20;12,00;138,00;0,00;3,00;6,00;4,00;0,50;1,00;4,00;0,50;2,00;0,00;0,00
2019-01-27;15,00;120,00;3,75;7,50;3,75;5,00;4,00;1,00;1,00;0,00;0,50;1,00;0,50
2019-02-03;13,00;117,00;0,00;6,50;6,50;3,00;4,00;0,00;1,00;0,50;3,00;0,00;0,00
2019-02-10;16,00;120,00;4,00;8,00;4,00;6,00;6,00;0,00;0,00;1,00;1,00;1,00;0,50
2019-02-17;15,00;120,00;3,75;7,50;7,50;9,00;5,00;0,50;0,00;2,00;2,00;1,00;0,00
2019-02-24;19,00;114,00;3,17;6,33;3,17;8,00;3,00;1,00;1,00;1,00;2,00;0,00;0,50
2019-03-03;12,00;96,00;3,00;6,00;3,00;7,00;3,00;0,00;1,00;0,50;2,00;0,00;0,00
2019-03-10;18,00;114,00;3,00;6,00;3,00;7,00;2,00;0,50;0,50;0,00;2,00;1,00;0,00
2019-03-17;19,00;95,00;3,17;6,33;3,17;12,00;3,00;1,00;1,00;1,00;2,00;0,00;0,50
2019-03-24;15,00;135,00;3,75;7,50;3,75;4,00;3,00;0,50;0,50;0,50;1,00;0,50;0,00
2019-03-31;15,00;135,00;3,75;7,50;7,50;5,00;3,00;1,00;0,50;1,00;1,00;1,00;0,00
2019-04-07;16,00;144,00;4,00;8,00;8,00;9,00;2,00;2,00;2,00;0,50;1,00;0,00;0,00
2019-04-14;27,00;675,00;3,38;6,75;6,75;8,00;2,00;1,00;4,00;0,50;0,50;0,50;0,50
2019-04-21;29,00;152,25;3,63;7,25;7,25;7,00;5,00;2,00;2,00;2,00;3,00;3,00;1,00
2019-04-28;23,00;103,50;2,88;5,75;5,75;8,00;3,00;1,00;2,00;1,00;3,00;1,00;0,00
2019-05-05;18,00;90,00;3,00;6,00;6,00;4,00;4,00;1,00;1,00;1,00;1,00;0,50;0,00
2019-05-12;12,00;102,00;3,00;3,00;6,00;5,00;3,00;0,00;2,00;0,50;1,00;0,00;0,50
2019-05-19;20,00;120,00;3,33;6,67;6,67;6,00;6,00;1,00;3,00;1,00;1,00;1,00;0,50
