Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;54,00;20,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;6,92;66,46;0,00;0,00;7,20;61,20;0,00;0,00;7,00;7,00;0,00
2019-01-13;73,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;7,02;33,69;73,00;0,00;0,00;0,00;104,29;0,00;7,00;0,00;7,00;0,00
2019-01-20;20,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,14;88,57;0,00;0,00;0,00;50,00;0,00;0,00;0,00;0,00;7,00
2019-01-27;66,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;51,96;0,00;0,00;0,00;121,58;0,00;0,00;7,00;20,00;7,00
2019-02-03;39,00;6,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,54;51,54;0,00;0,00;7,09;63,82;0,00;0,00;6,00;13,00;0,00
2019-02-10;59,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,42;0,00;0,00;0,00;62,47;0,00;0,00;7,00;7,00;0,00
2019-02-17;52,00;20,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,70;59,03;0,00;0,00;0,00;55,47;0,00;0,00;7,00;0,00;7,00
2019-02-24;26,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;59,22;0,00;0,00;0,00;92,86;0,00;0,00;13,00;6,00;0,00
2019-03-03;73,00;13,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,02;53,35;7,02;0,00;0,00;97,33;0,00;0,00;0,00;0,00;0,00
2019-03-10;67,00;7,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,54;65,60;0,00;7,05;0,00;77,58;0,00;0,00;0,00;0,00;0,00
