Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;0,00;68,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;20,00;14,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;18,00;18,00;18,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;51,43;51,43;0,00;0,00;0,00;100,80;0,00;0,00;0,00;0,00;0,00
2019-01-20;18,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57,00;75,00;0,00;0,00;0,00;144,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;36,00;73,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;69,23;88,62;0,00;20,00;0,00;148,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;18,00;73,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;33,43;0,00;0,00;0,00;50,40;0,00;0,00;0,00;0,00;0,00
2019-02-10;55,00;36,67;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;71,50;0,00;0,00;0,00;0,00;129,64;0,00;0,00;0,00;0,00;18,00
2019-02-17;75,00;93,06;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;186,11;75,00;0,00;0,00;0,00;75,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;37,00;92,50;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;56,92;74,00;0,00;0,00;0,00;115,11;0,00;0,00;0,00;0,00;0,00
2019-03-03;56,00;93,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,60;92,40;0,00;0,00;0,00;136,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;38,00;19,70;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;184,57;92,29;0,00;0,00;0,00;76,00;0,00;0,00;0,00;19,00;0,00
2019-03-17;38,00;76,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54,29;127,57;0,00;0,00;0,00;148,20;0,00;0,00;19,00;0,00;57,00
2019-03-24;57,00;94,54;0,00;0,00;0,00;0,00;0,00;0,00;19,00;19,95;19,95;96,90;0,00;0,00;0,00;95,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;73,00;18,25;0,00;0,00;18,25;0,00;0,00;0,00;0,00;16,85;36,50;126,35;0,00;0,00;0,00;146,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;73,00;36,50;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;92,65;182,50;0,00;0,00;0,00;126,79;0,00;0,00;0,00;0,00;0,00
2019-04-14;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;7,00;41,00;48,00;0,00;0,00;0,00;35,00;0,00;0,00;19,00;0,00;39,00
2019-04-21;92,00;54,36;0,00;0,00;0,00;0,00;0,00;18,00;0,00;19,52;36,24;92,00;0,00;0,00;0,00;164,83;0,00;0,00;0,00;0,00;18,00
2019-04-28;55,00;18,33;0,00;18,33;18,33;0,00;0,00;0,00;0,00;0,00;71,50;162,25;0,00;0,00;19,64;168,93;0,00;0,00;18,00;37,00;18,00
2019-05-05;0,00;77,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;32,00;0,00;0,00;5,00;23,00;0,00;54,00;0,00;18,00;0,00
2019-05-12;18,00;54,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;66,86;66,86;15,43;0,00;0,00;100,80;0,00;0,00;0,00;0,00;0,00
2019-05-19;36,00;54,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;124,62;124,62;0,00;0,00;0,00;36,00;20,00;0,00;0,00;0,00;0,00
2019-05-26;71,00;52,90;0,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;68,27;87,38;0,00;19,72;0,00;90,72;19,72;0,00;0,00;0,00;0,00
2019-06-02;35,00;70,00;18,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;67,31;35,00;0,00;19,44;0,00;388,89;0,00;0,00;18,00;0,00;35,00
2019-06-09;89,00;72,05;0,00;35,32;18,37;35,00;0,00;0,00;0,00;0,00;141,84;105,69;0,00;0,00;0,00;267,00;0,00;0,00;18,00;0,00;0,00
2019-06-16;93,00;37,48;37,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,09;132,45;0,00;0,00;0,00;147,25;0,00;0,00;0,00;37,00;19,00
2019-06-23;19,00;19,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;38,00;200,86;0,00;0,00;19,00;148,20;0,00;0,00;0,00;0,00;0,00
2019-06-30;75,00;112,50;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;205,56;241,67;0,00;0,00;0,00;193,42;0,00;0,00;0,00;0,00;0,00
