Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;45,00;292,50;31,50;40,50;76,50;48,00;43,00;24,00;33,00;18,66;36,22;5,49;7,68
2019-01-13;43,00;286,67;28,67;43,00;76,44;49,00;43,00;22,00;33,00;23,15;26,46;6,62;6,62
2019-01-20;46,00;280,60;27,60;46,00;73,60;47,00;40,00;23,00;31,00;19,71;35,05;4,38;6,57
2019-01-27;37,00;277,50;32,38;50,88;60,13;46,00;55,00;18,00;30,00;22,85;32,65;5,44;4,35
2019-02-03;34,00;330,29;34,00;48,57;68,00;60,00;43,00;15,00;36,00;23,03;30,71;6,58;5,48
2019-02-10;34,00;335,14;38,86;43,71;63,14;56,00;43,00;16,00;39,00;26,32;35,10;6,58;6,58
2019-02-17;37,00;309,88;37,00;41,63;64,75;51,00;43,00;16,00;33,00;29,15;35,88;6,73;4,48
2019-02-24;42,00;308,00;32,67;46,67;60,67;61,00;45,00;18,00;38,00;27,63;32,05;7,74;4,42
2019-03-03;35,00;320,00;35,00;55,00;65,00;57,00;49,00;15,00;40,00;31,61;36,13;7,90;5,65
2019-03-10;42,00;298,67;32,67;42,00;56,00;53,00;40,00;16,00;37,00;21,00;32,05;5,53;6,63
2019-03-17;44,00;347,11;34,22;48,89;58,67;59,00;37,00;18,00;37,00;24,20;34,10;7,70;5,50
2019-03-24;38,00;318,25;38,00;52,25;61,75;53,00;43,00;15,00;38,00;23,89;29,31;7,60;5,43
2019-03-31;47,00;338,40;37,60;47,00;84,60;56,00;45,00;29,00;33,00;26,23;44,81;8,74;7,65
2019-04-07;54,00;328,50;36,00;54,00;76,50;61,00;45,00;28,00;42,00;24,24;41,88;9,92;9,92
2019-04-14;63,00;484,62;43,62;48,46;72,69;65,00;48,00;32,00;39,00;30,95;47,53;8,84;7,74
2019-04-21;58,00;348,00;29,00;53,17;77,33;61,00;46,00;37,00;36,00;32,35;33,46;11,15;8,92
2019-04-28;58,00;323,83;33,83;62,83;62,83;75,00;44,00;31,00;35,00;25,17;30,64;9,85;9,85
2019-05-05;52,00;297,82;28,36;47,27;66,18;58,00;45,00;28,00;39,00;26,55;35,40;9,96;6,64
2019-05-12;53,00;308,36;33,73;48,18;67,45;60,00;45,00;31,00;34,00;29,81;25,40;7,73;8,83
2019-05-19;50,00;290,91;31,82;45,45;72,73;54,00;44,00;31,00;32,00;22,22;27,78;8,89;8,89
2019-05-26;56,00;326,67;37,33;46,67;74,67;57,00;45,00;30,00;34,00;25,25;29,65;10,98;8,78
2019-06-02;58,00;352,83;38,67;48,33;72,50;65,00;44,00;31,00;35,00;30,64;30,64;9,85;8,75
2019-06-09;60,00;332,31;32,31;50,77;69,23;64,00;47,00;32,00;33,00;32,73;32,73;13,09;9,82
2019-06-16;70,00;354,67;32,67;56,00;74,67;65,00;45,00;26,00;41,00;35,56;36,67;13,33;10,00
2019-06-23;70,00;368,67;37,33;51,33;79,33;72,00;48,00;36,00;37,00;32,22;34,44;12,22;10,00
2019-06-30;67,00;358,93;33,50;57,43;76,57;69,00;48,00;30,00;38,00;32,95;37,34;12,08;9,89
2019-07-07;71,00;364,47;37,87;52,07;75,73;78,00;49,00;27,00;43,00;41,05;35,50;17,75;12,20
2019-07-14;69,00;349,60;27,60;50,60;73,60;73,00;51,00;30,00;45,00;41,62;38,33;13,14;6,57
2019-07-21;74,00;374,63;32,38;50,88;74,00;82,00;53,00;31,00;39,00;41,97;38,66;14,36;9,94
2019-07-28;72,00;374,40;33,60;48,00;76,80;87,00;54,00;34,00;40,00;42,55;42,55;9,82;13,09
2019-08-04;80,00;395,29;37,65;51,76;89,41;98,00;58,00;33,00;53,00;50,41;48,22;14,25;10,96
2019-08-11;90,00;388,42;42,63;56,84;75,79;93,00;59,00;35,00;47,00;51,11;45,56;12,22;11,11
2019-08-18;81,00;357,35;38,12;71,47;76,24;75,00;54,00;30,00;42,00;41,59;37,22;12,04;8,76
2019-08-25;74,00;333,00;41,63;64,75;74,00;67,00;51,00;33,00;40,00;32,03;35,34;8,84;9,94
2019-09-01;69,00;322,00;36,80;55,20;73,60;59,00;44,00;29,00;39,00;31,76;31,76;7,67;12,05
2019-09-08;63,00;333,00;36,00;54,00;72,00;58,00;46,00;33,00;42,00;26,53;34,26;8,84;8,84
2019-09-15;60,00;323,08;32,31;55,38;73,85;59,00;46,00;27,00;42,00;29,45;38,18;8,73;9,82
2019-09-22;55,00;307,08;32,08;50,42;68,75;59,00;45,00;28,00;40,00;25,30;31,90;7,70;18,70
2019-09-29;50,00;309,09;31,82;59,09;59,09;58,00;46,00;31,00;36,00;28,89;33,33;6,67;8,89
2019-10-06;52,00;316,73;33,09;56,73;75,64;52,00;44,00;28,00;38,00;21,02;34,30;6,64;6,64
2019-10-13;57,00;337,25;33,25;61,75;76,00;52,00;40,00;25,00;40,00;27,40;36,17;8,77;8,77
2019-10-20;55,00;348,33;36,67;59,58;77,92;59,00;51,00;29,00;41,00;31,90;35,20;9,90;13,20
2019-10-27;49,00;362,60;34,30;58,80;78,40;56,00;49,00;30,00;34,00;28,31;35,93;7,62;9,80
2019-11-03;47,00;314,90;28,20;56,40;70,50;48,00;43,00;29,00;34,00;29,10;35,81;6,71;11,19
2019-11-10;44,00;312,89;29,33;58,67;78,22;43,00;39,00;33,00;37,00;24,20;26,40;5,50;8,80
2019-11-17;47,00;296,10;32,90;61,10;65,80;46,00;34,00;22,00;31,00;22,95;29,51;5,47;7,65
2019-11-24;43,00;277,11;33,44;62,11;62,11;47,00;39,00;27,00;32,00;23,15;30,87;5,51;6,62
2019-12-01;51,00;287,45;32,45;64,91;69,55;44,00;38,00;27,00;40,00;23,28;26,61;6,65;6,65
2019-12-08;44,00;293,33;39,11;63,56;63,56;48,00;37,00;28,00;36,00;29,70;28,60;5,50;8,80
2019-12-15;56,00;303,33;32,67;70,00;65,33;49,00;51,00;29,00;39,00;25,25;29,65;6,59;7,69
2019-12-22;47,00;343,10;28,20;56,40;75,20;52,00;41,00;32,00;36,00;25,14;32,79;6,56;8,74
2019-12-29;54,00;319,50;31,50;45,00;67,50;52,00;40,00;29,00;36,00;24,24;38,57;4,41;7,71
2020-01-05;48,00;297,60;38,40;52,80;67,20;64,00;41,00;27,00;39,00;20,09;33,49;5,58;6,70
2020-01-12;47,00;300,80;32,90;47,00;70,50;56,00;45,00;31,00;37,00;27,33;36,07;5,47;6,56
2020-01-19;49,00;303,80;34,30;53,90;78,40;58,00;36,00;28,00;43,00;25,61;32,30;6,68;6,68
2020-01-26;42,00;270,67;32,67;74,67;70,00;67,00;42,00;28,00;36,00;26,53;33,16;5,53;8,84
2020-02-02;50,00;290,91;31,82;50,00;72,73;54,00;35,00;23,00;47,00;26,67;35,56;6,67;8,89
2020-02-09;50,00;309,09;31,82;50,00;68,18;59,00;41,00;24,00;40,00;30,00;36,67;6,67;7,78
2020-02-16;51,00;319,91;32,45;51,00;74,18;60,00;42,00;29,00;39,00;25,50;37,70;8,87;8,87
2020-02-23;46,00;294,40;32,20;55,20;69,00;55,00;40,00;33,00;34,00;29,57;28,48;6,57;6,57
2020-03-01;40,00;248,89;26,67;44,44;57,78;44,00;31,00;26,00;26,00;22,22;27,78;6,67;7,78
2020-03-08;56,00;261,33;28,00;42,00;56,00;41,00;31,00;22,00;31,00;19,76;25,25;5,49;6,59
