Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;74,00;53,44;31,52;74,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;43,00;31,90;31,90;65,19;0,00;0,00;0,00;22,00;11,00
2019-01-20;53,00;42,13;10,87;62,51;0,00;0,00;0,00;0,00;0,00
2019-01-27;52,00;10,95;41,05;83,47;0,00;21,00;21,00;21,00;0,00
2019-02-03;44,00;33,00;22,00;33,00;0,00;0,00;11,00;33,00;0,00
2019-02-10;66,00;11,00;22,00;77,00;0,00;0,00;0,00;11,00;0,00
2019-02-17;11,00;11,00;0,00;66,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;11,00;33,00;44,00;55,00;11,00;0,00;11,00;0,00;0,00
2019-03-03;10,00;10,00;10,00;85,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;11,00;53,63;20,63;42,63;0,00;21,00;0,00;32,00;21,00
2019-03-17;55,00;22,00;22,00;55,00;0,00;0,00;0,00;11,00;0,00
2019-03-24;45,00;22,50;11,25;80,16;0,00;0,00;0,00;0,00;11,00
2019-03-31;33,00;11,00;22,00;55,00;0,00;0,00;0,00;0,00;11,00
2019-04-07;20,00;49,33;9,33;78,67;0,00;10,00;10,00;10,00;0,00
2019-04-14;48,00;12,34;35,66;83,66;0,00;12,00;0,00;24,00;0,00
2019-04-21;36,00;48,46;24,92;60,92;12,46;0,00;0,00;0,00;12,00
2019-04-28;21,00;42,00;21,00;42,00;0,00;0,00;0,00;42,00;0,00
2019-05-05;21,00;0,00;11,20;11,20;11,20;0,00;11,00;11,00;11,00
2019-05-12;32,00;22,26;11,13;86,26;0,00;11,00;11,00;11,00;0,00
2019-05-19;32,00;11,13;0,00;75,13;0,00;0,00;11,00;11,00;0,00
2019-05-26;46,00;34,85;11,15;34,85;0,00;0,00;11,00;23,00;11,00
2019-06-02;32,00;43,13;22,26;65,39;0,00;0,00;11,00;0,00;0,00
2019-06-09;22,00;11,00;0,00;64,63;0,00;33,00;22,00;11,00;0,00
2019-06-16;33,00;22,00;22,00;66,00;11,00;0,00;11,00;0,00;33,00
