Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;100,00;43,00;39,00;34,00;64,00;23,00;7,00;32,00;14,00;16,28;116,28;11,63;33,72;5,00;11,00;14,00;16,00;5,00;57,00;30,00;14,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00
2019-01-13;80,00;33,00;35,00;29,00;71,00;22,00;16,00;27,00;13,00;4,64;68,41;6,96;28,99;0,00;24,00;2,00;15,00;2,00;40,00;24,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;74,00;27,00;31,00;25,00;49,00;34,00;0,00;11,00;7,00;4,70;61,08;4,70;22,32;0,00;65,00;7,00;9,00;0,00;31,00;18,00;9,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;50,00;24,00;37,00;41,00;17,00;20,00;13,00;13,00;11,00;4,65;65,12;2,33;19,77;2,00;11,00;9,00;7,00;0,00;37,00;20,00;11,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00
2019-02-03;83,00;33,00;48,00;22,00;37,00;33,00;9,00;15,00;17,00;12,86;75,99;10,52;17,54;2,00;24,00;6,00;11,00;0,00;30,00;15,00;6,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00
2019-02-10;62,00;23,00;25,00;23,00;37,00;14,00;11,00;18,00;9,00;9,36;45,62;7,02;21,06;5,00;25,00;9,00;5,00;0,00;18,00;16,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;64,00;30,00;25,00;32,00;34,00;27,00;5,00;20,00;9,00;11,64;54,69;6,98;13,96;0,00;23,00;7,00;16,00;2,00;39,00;25,00;2,00;2,00;0,00;5,00;2,00;0,00;0,00;0,00
2019-02-24;50,00;25,00;32,00;18,00;34,00;25,00;11,00;14,00;14,00;2,33;50,00;2,33;18,60;0,00;16,00;7,00;5,00;0,00;29,00;16,00;9,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2019-03-03;63,00;43,00;20,00;34,00;40,00;31,00;4,00;9,00;9,00;2,33;46,67;2,33;22,17;2,00;18,00;16,00;16,00;0,00;34,00;27,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-03-10;61,00;38,00;25,00;27,00;32,00;27,00;2,00;11,00;4,00;2,35;56,31;2,35;22,29;0,00;13,00;7,00;7,00;0,00;22,00;16,00;11,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00
