Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;20,00;40,00;55,00;25,00;20,00;11,11;0,00;15,56;24,44
2019-01-13;29,00;29,00;39,00;29,00;5,00;0,00;4,46;20,08;8,92
2019-01-20;19,00;33,00;19,00;24,00;5,00;4,75;0,00;26,13;30,88
2019-01-27;23,00;27,00;18,00;23,00;0,00;0,00;4,60;18,40;13,80
2019-02-03;24,00;19,00;19,00;19,00;14,00;4,36;0,00;0,00;218,18
2019-02-10;57,00;0,00;19,00;24,00;5,00;8,77;4,38;4,38;4,38
2019-02-17;29,00;19,00;14,00;10,00;14,00;4,46;0,00;0,00;0,00
2019-02-24;33,00;5,00;24,00;14,00;14,00;8,80;0,00;19,80;19,80
2019-03-03;20,00;10,00;5,00;35,00;5,00;0,00;11,11;11,11;15,56
2019-03-10;39,00;20,00;10,00;24,00;5,00;15,17;4,33;8,67;15,17
2019-03-17;30,00;15,00;20,00;25,00;20,00;16,15;11,54;4,62;11,54
2019-03-24;30,00;5,00;15,00;30,00;25,00;0,00;4,62;11,54;16,15
2019-03-31;44,00;10,00;0,00;34,00;20,00;0,00;0,00;4,40;19,80
2019-04-07;34,00;15,00;15,00;19,00;29,00;0,00;0,00;9,07;15,87
2019-04-14;15,00;5,00;10,00;31,00;0,00;0,00;10,71;0,00;10,71
2019-04-21;79,00;5,00;21,00;26,00;11,00;4,39;4,39;10,97;26,33
2019-04-28;25,00;5,00;5,00;34,00;5,00;0,00;9,09;15,91;9,09
2019-05-05;14,00;9,00;5,00;14,00;5,00;0,00;4,67;4,67;0,00
2019-05-12;47,00;85,00;19,00;47,00;5,00;0,00;20,14;13,43;8,95
2019-05-19;52,00;100,00;14,00;24,00;5,00;8,67;0,00;8,67;32,50
2019-05-26;27,00;32,00;27,00;23,00;5,00;4,50;9,00;0,00;9,00
2019-06-02;24,00;15,00;0,00;15,00;5,00;0,00;8,73;24,00;15,27
2019-06-09;20,00;20,00;0,00;25,00;10,00;0,00;0,00;8,89;15,56
2019-06-16;69,00;0,00;5,00;25,00;15,00;15,58;4,45;0,00;15,58
2019-06-23;70,00;20,00;10,00;10,00;5,00;4,38;0,00;10,94;70,00
2019-06-30;56,00;25,00;25,00;40,00;5,00;4,48;0,00;4,48;0,00
2019-07-07;44,00;10,00;10,00;39,00;19,00;0,00;15,40;4,40;0,00
2019-07-14;70,00;25,00;30,00;20,00;10,00;0,00;0,00;4,52;20,32
2019-07-21;26,00;10,00;5,00;26,00;5,00;0,00;4,73;4,73;16,55
2019-07-28;77,00;26,00;31,00;20,00;0,00;19,80;4,40;15,40;19,80
2019-08-04;90,00;11,00;11,00;21,00;0,00;0,00;0,00;15,37;79,02
2019-08-11;56,00;28,00;11,00;22,00;6,00;29,12;6,72;22,40;22,40
2019-08-18;68,00;10,00;21,00;42,00;10,00;20,40;0,00;4,53;58,93
2019-08-25;48,00;5,00;14,00;34,00;14,00;15,27;4,36;19,64;19,64
2019-09-01;36,00;9,00;13,00;18,00;0,00;0,00;13,50;13,50;9,00
