Campings;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;11,00;17,00;12,00;6,00;3,00;2,20;59,40;4,40;6,60
2019-01-13;12,00;24,00;15,00;6,00;5,00;2,40;67,20;4,80;4,80
2019-01-20;13,00;20,00;8,00;4,00;9,00;4,33;45,50;4,33;6,50
2019-01-27;16,00;25,00;11,00;7,00;6,00;6,00;40,00;4,00;6,00
2019-02-03;22,00;18,00;8,00;9,00;10,00;8,80;44,00;2,20;4,40
2019-02-10;24,00;15,00;12,00;11,00;9,00;8,73;37,09;4,36;6,55
2019-02-17;24,00;18,00;18,00;9,00;10,00;8,73;45,82;4,36;6,55
2019-02-24;22,00;13,00;11,00;9,00;7,00;11,00;44,00;6,60;4,40
2019-03-03;25,00;8,00;12,00;7,00;10,00;11,36;47,73;6,82;6,82
2019-03-10;25,00;7,00;23,00;8,00;15,00;11,36;45,45;4,55;9,09
2019-03-17;23,00;19,00;19,00;10,00;14,00;9,20;43,70;4,60;9,20
2019-03-24;28,00;17,00;7,00;9,00;18,00;15,08;53,85;6,46;8,62
2019-03-31;20,00;22,00;12,00;6,00;13,00;4,44;66,67;4,44;11,11
2019-04-07;17,00;17,00;13,00;11,00;12,00;6,38;78,63;6,38;8,50
2019-04-14;20,00;21,00;25,00;12,00;21,00;6,67;86,67;11,11;8,89
2019-04-21;17,00;19,00;23,00;10,00;11,00;8,50;87,13;8,50;10,63
2019-04-28;18,00;24,00;10,00;8,00;13,00;9,00;87,75;6,75;11,25
2019-05-05;19,00;16,00;17,00;9,00;10,00;6,33;73,89;8,44;10,56
2019-05-12;17,00;27,00;9,00;10,00;14,00;6,38;87,13;6,38;12,75
2019-05-19;18,00;21,00;16,00;11,00;14,00;6,75;85,50;9,00;18,00
2019-05-26;27,00;33,00;34,00;13,00;17,00;6,75;128,25;11,25;18,00
2019-06-02;23,00;23,00;32,00;15,00;19,00;12,55;102,45;8,36;14,64
2019-06-09;23,00;36,00;21,00;17,00;20,00;18,40;110,40;9,20;18,40
2019-06-16;27,00;35,00;19,00;14,00;26,00;18,00;119,25;9,00;20,25
2019-06-23;34,00;36,00;28,00;14,00;27,00;15,87;104,27;11,33;20,40
2019-06-30;39,00;39,00;42,00;14,00;37,00;15,17;138,67;10,83;19,50
2019-07-07;39,00;54,00;22,00;16,00;30,00;13,00;158,17;10,83;19,50
2019-07-14;43,00;62,00;39,00;16,00;33,00;17,20;178,45;12,90;19,35
2019-07-21;46,00;76,00;35,00;19,00;34,00;17,52;164,29;13,14;19,71
2019-07-28;53,00;55,00;42,00;14,00;49,00;19,88;185,50;13,25;17,67
2019-08-04;52,00;49,00;23,00;15,00;40,00;23,83;151,67;13,00;17,33
2019-08-11;43,00;23,00;28,00;15,00;42,00;21,50;116,10;12,90;12,90
2019-08-18;37,00;43,00;17,00;13,00;35,00;17,41;130,59;15,24;13,06
2019-08-25;22,00;20,00;19,00;11,00;24,00;11,00;88,00;11,00;13,20
2019-09-01;18,00;22,00;11,00;12,00;16,00;9,00;54,00;6,75;11,25
2019-09-08;13,00;15,00;16,00;7,00;10,00;6,50;49,83;6,50;8,67
2019-09-15;12,00;11,00;11,00;7,00;6,00;6,00;38,00;4,00;8,00
2019-09-22;10,00;15,00;14,00;6,00;7,00;4,00;32,00;4,00;8,00
2019-09-29;5,00;8,00;8,00;6,00;7,00;2,50;35,00;5,00;7,50
2019-10-06;4,00;10,00;9,00;6,00;7,00;2,00;32,00;4,00;8,00
2019-10-13;5,00;8,00;10,00;5,00;6,00;2,50;42,50;5,00;7,50
2019-10-20;5,00;7,00;4,00;5,00;5,00;1,25;35,00;5,00;7,50
2019-10-27;5,00;17,00;0,00;4,00;7,00;2,50;37,50;2,50;5,00
2019-11-03;5,00;11,00;4,00;4,00;4,00;2,50;37,50;2,50;5,00
2019-11-10;5,00;8,00;2,00;4,00;5,00;1,25;25,00;2,50;5,00
2019-11-17;4,00;12,00;5,00;4,00;5,00;2,00;22,00;2,00;4,00
2019-11-24;5,00;5,00;3,00;5,00;2,00;1,25;32,50;2,50;5,00
2019-12-01;5,00;7,00;3,00;3,00;4,00;2,50;35,00;2,50;2,50
2019-12-08;4,00;10,00;5,00;4,00;3,00;1,00;24,00;2,00;2,00
2019-12-15;5,00;11,00;1,00;5,00;3,00;1,25;30,00;2,50;5,00
2019-12-22;5,00;15,00;6,00;5,00;4,00;2,50;45,00;5,00;5,00
2019-12-29;11,00;13,00;6,00;5,00;4,00;2,20;59,40;4,40;6,60
2020-01-05;9,00;11,00;5,00;7,00;8,00;4,50;65,25;6,75;6,75
2020-01-12;13,00;8,00;15,00;7,00;5,00;4,33;69,33;4,33;6,50
2020-01-19;14,00;10,00;4,00;8,00;8,00;4,00;58,00;4,00;6,00
2020-01-26;14,00;16,00;8,00;7,00;7,00;4,67;58,33;2,33;7,00
2020-02-02;15,00;11,00;5,00;8,00;9,00;4,29;53,57;2,14;6,43
2020-02-09;16,00;15,00;9,00;6,00;7,00;4,57;45,71;4,57;6,86
2020-02-16;14,00;16,00;8,00;6,00;9,00;4,00;40,00;4,00;6,00
2020-02-23;11,00;9,00;5,00;6,00;8,00;2,20;44,00;4,40;6,60
2020-03-01;13,00;15,00;6,00;5,00;8,00;4,33;43,33;4,33;6,50
2020-03-08;9,00;14,00;7,00;5,00;5,00;1,13;33,75;2,25;6,75
2020-03-15;3,00;7,00;5,00;4,00;2,00;1,50;36,00;3,00;9,00
2020-03-22;4,00;2,00;4,00;4,00;3,00;1,00;42,00;1,00;4,00
2020-03-29;4,00;7,00;9,00;3,00;2,00;1,00;30,00;1,00;4,00
2020-04-05;5,00;9,00;5,00;2,00;1,00;1,25;37,50;2,50;5,00
2020-04-12;6,00;8,00;11,00;3,00;2,00;1,00;30,00;2,00;4,00
2020-04-19;5,00;8,00;10,00;3,00;2,00;1,25;60,00;2,50;5,00
2020-04-26;5,00;11,00;14,00;6,00;3,00;2,50;82,50;1,25;10,00
2020-05-03;8,00;6,00;18,00;10,00;3,00;2,00;100,00;2,00;10,00
2020-05-10;10,00;8,00;13,00;10,00;4,00;2,00;92,00;2,00;14,00
2020-05-17;13,00;13,00;21,00;13,00;10,00;4,33;106,17;2,17;19,50
2020-05-24;16,00;14,00;22,00;13,00;12,00;9,14;112,00;4,57;22,86
2020-05-31;28,00;34,00;27,00;14,00;12,00;10,77;122,77;4,31;19,38
2020-06-07;28,00;41,00;29,00;14,00;15,00;8,62;122,77;4,31;23,69
2020-06-14;34,00;42,00;19,00;17,00;20,00;14,88;148,75;4,25;25,50
2020-06-21;36,00;68,00;33,00;15,00;37,00;18,00;153,00;11,25;24,75
2020-06-28;44,00;74,00;29,00;17,00;35,00;22,00;169,40;11,00;26,40
2020-07-05;50,00;66,00;35,00;17,00;37,00;23,91;182,61;10,87;23,91
2020-07-12;45,00;100,00;45,00;17,00;39,00;21,43;214,29;17,14;23,57
2020-07-19;46,00;62,00;28,00;15,00;40,00;19,71;201,52;15,33;21,90
2020-07-26;53,00;65,00;53,00;18,00;43,00;22,08;207,58;17,67;24,29
2020-08-02;58,00;88,00;33,00;20,00;48,00;20,08;211,92;17,85;22,31
2020-08-09;48,00;68,00;35,00;16,00;42,00;28,36;152,73;15,27;19,64
2020-08-16;41,00;46,00;26,00;17,00;36,00;19,42;118,68;10,79;19,42
2020-08-23;26,00;35,00;23,00;11,00;29,00;15,17;97,50;10,83;15,17
2020-08-30;19,00;32,00;13,00;13,00;22,00;9,50;85,50;9,50;19,00
2020-09-06;15,00;30,00;30,00;12,00;15,00;10,71;83,57;8,57;15,00
2020-09-13;11,00;21,00;19,00;11,00;9,00;6,60;70,40;8,80;11,00
2020-09-20;7,00;8,00;8,00;6,00;6,00;2,33;49,00;4,67;11,67
2020-09-27;5,00;3,00;19,00;6,00;5,00;2,50;40,00;5,00;12,50
2020-10-04;4,00;11,00;8,00;4,00;10,00;2,00;26,00;4,00;10,00
2020-10-11;6,00;6,00;3,00;5,00;5,00;1,00;20,00;2,00;8,00
2020-10-18;4,00;9,00;10,00;4,00;2,00;1,00;28,00;2,00;6,00
2020-10-25;3,00;4,00;3,00;2,00;3,00;0,75;15,00;1,50;3,00
2020-11-01;1,00;5,00;6,00;2,00;2,00;0,50;9,00;1,00;2,00
2020-11-08;3,00;6,00;2,00;2,00;3,00;1,50;24,00;3,00;6,00
2020-11-15;2,00;2,00;2,00;2,00;2,00;1,00;20,00;2,00;4,00
2020-11-22;3,00;8,00;6,00;1,00;3,00;1,50;27,00;3,00;6,00
2020-11-29;2,00;3,00;4,00;2,00;2,00;1,00;16,00;2,00;4,00
2020-12-06;2,00;3,00;2,00;1,00;2,00;1,00;20,00;1,00;4,00
2020-12-13;3,00;4,00;3,00;1,00;2,00;1,50;30,00;3,00;6,00
2020-12-20;2,00;5,00;2,00;2,00;2,00;1,00;22,00;1,00;4,00
2020-12-27;4,00;11,00;4,00;4,00;3,00;2,00;34,00;2,00;4,00
2021-01-03;5,00;9,00;6,00;3,00;2,00;1,25;55,00;2,50;7,50
2021-01-10;6,00;6,00;8,00;3,00;1,00;2,00;40,00;2,00;6,00
2021-01-17;6,00;11,00;9,00;3,00;2,00;2,00;34,00;2,00;6,00
2021-01-24;6,00;9,00;5,00;2,00;2,00;2,00;34,00;2,00;6,00
2021-01-31;8,00;9,00;5,00;3,00;2,00;2,00;34,00;2,00;6,00
2021-02-07;7,00;7,00;11,00;2,00;4,00;2,33;23,33;2,33;7,00
2021-02-14;8,00;9,00;4,00;2,00;7,00;2,00;48,00;2,00;6,00
2021-02-21;11,00;12,00;9,00;2,00;4,00;2,20;52,80;6,60;8,80
2021-02-28;12,00;12,00;6,00;4,00;9,00;2,00;54,00;4,00;8,00
2021-03-07;15,00;23,00;6,00;3,00;6,00;2,14;66,43;4,29;8,57
2021-03-14;11,00;18,00;9,00;5,00;11,00;2,20;50,60;4,40;11,00
2021-03-21;14,00;18,00;18,00;4,00;17,00;2,33;86,33;4,67;11,67
2021-03-28;8,00;19,00;16,00;4,00;13,00;2,00;66,00;2,00;10,00
2021-04-04;11,00;23,00;14,00;4,00;10,00;4,40;74,80;4,40;11,00
2021-04-11;12,00;24,00;19,00;3,00;10,00;4,80;86,40;4,80;14,40
2021-04-18;14,00;24,00;29,00;4,00;7,00;7,00;105,00;4,67;14,00
2021-04-25;23,00;34,00;15,00;5,00;11,00;6,27;98,27;6,27;12,55
2021-05-02;25,00;32,00;24,00;7,00;16,00;4,17;108,33;6,25;12,50
2021-05-09;32,00;40,00;32,00;10,00;18,00;6,40;110,93;6,40;12,80
2021-05-16;26,00;31,00;27,00;13,00;24,00;10,83;95,33;8,67;15,17
2021-05-23;30,00;42,00;28,00;15,00;19,00;10,71;113,57;8,57;17,14
2021-05-30;28,00;34,00;37,00;14,00;22,00;15,08;105,54;10,77;17,23
2021-06-06;38,00;32,00;26,00;15,00;31,00;11,18;138,59;8,94;17,88
2021-06-13;33,00;43,00;40,00;14,00;27,00;19,80;118,80;8,80;17,60
2021-06-20;27,00;46,00;25,00;15,00;32,00;15,75;144,00;9,00;18,00
2021-06-27;33,00;40,00;27,00;16,00;32,00;17,60;123,20;11,00;19,80
2021-07-04;39,00;56,00;30,00;14,00;41,00;19,50;160,33;10,83;19,50
2021-07-11;41,00;74,00;59,00;17,00;38,00;12,95;192,05;15,11;17,26
2021-07-18;50,00;69,00;36,00;19,00;41,00;15,22;197,83;15,22;17,39
2021-07-25;43,00;38,00;25,00;16,00;37,00;19,35;204,25;12,90;15,05
2021-08-01;54,00;47,00;31,00;16,00;43,00;19,44;185,76;10,80;15,12
2021-08-08;53,00;43,00;38,00;18,00;41,00;26,50;178,88;15,46;13,25
2021-08-15;40,00;27,00;31,00;16,00;39,00;22,22;146,67;8,89;13,33
2021-08-22;30,00;24,00;15,00;13,00;30,00;10,71;107,14;10,71;10,71
2021-08-29;22,00;23,00;26,00;15,00;22,00;6,60;88,00;8,80;11,00
2021-09-05;17,00;14,00;12,00;12,00;12,00;8,50;76,50;8,50;10,63
2021-09-12;11,00;12,00;16,00;9,00;12,00;6,60;63,80;6,60;8,80
2021-09-19;12,00;12,00;11,00;8,00;9,00;4,00;48,00;4,00;10,00
2021-09-26;8,00;10,00;8,00;7,00;9,00;4,00;30,00;4,00;8,00
2021-10-03;6,00;13,00;10,00;5,00;7,00;2,00;26,00;2,00;6,00
2021-10-10;4,00;9,00;8,00;6,00;7,00;2,00;26,00;4,00;6,00
2021-10-17;5,00;9,00;12,00;6,00;9,00;2,50;30,00;2,50;7,50
2021-10-24;5,00;9,00;4,00;3,00;5,00;2,50;22,50;2,50;5,00
2021-10-31;5,00;14,00;6,00;5,00;4,00;1,25;22,50;2,50;5,00
2021-11-07;3,00;9,00;4,00;2,00;3,00;1,50;21,00;3,00;6,00
2021-11-14;3,00;11,00;4,00;3,00;3,00;1,50;27,00;3,00;6,00
2021-11-21;3,00;5,00;5,00;3,00;5,00;1,50;24,00;3,00;6,00
2021-11-28;2,00;3,00;1,00;2,00;4,00;2,00;16,00;1,00;2,00
2021-12-05;3,00;7,00;4,00;2,00;2,00;3,00;24,00;1,50;3,00
2021-12-12;3,00;7,00;6,00;3,00;3,00;1,50;27,00;3,00;3,00
2021-12-19;2,00;1,00;3,00;2,00;2,00;2,00;20,00;1,00;2,00
2021-12-26;3,00;13,00;1,00;5,00;4,00;1,50;57,00;3,00;6,00
2022-01-02;6,00;24,00;6,00;5,00;3,00;2,00;44,00;4,00;4,00
2022-01-09;6,00;14,00;8,00;5,00;5,00;2,00;44,00;4,00;4,00
2022-01-16;9,00;13,00;8,00;5,00;4,00;2,25;47,25;4,50;4,50
2022-01-23;10,00;13,00;8,00;7,00;5,00;2,50;50,00;5,00;5,00
2022-01-30;11,00;14,00;11,00;6,00;6,00;2,20;41,80;4,40;4,40
