Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-09-01;13,00;14,86;16,71;1,86;3,71;3,00;13,00;10,00;4,00
2019-09-08;15,00;20,63;15,00;3,75;3,75;5,00;16,00;12,00;4,00
2019-09-15;16,00;28,00;8,00;4,00;4,00;4,00;8,00;9,00;3,00
2019-09-22;18,00;20,00;12,00;4,00;4,00;6,00;15,00;9,00;4,00
2019-09-29;19,00;30,40;11,40;3,80;3,80;4,00;17,00;9,00;4,00
2019-10-06;16,00;30,00;22,00;4,00;6,00;4,00;14,00;11,00;5,00
2019-10-13;23,00;23,00;15,33;3,83;3,83;7,00;19,00;13,00;5,00
2019-10-20;26,00;22,00;14,00;4,00;6,00;6,00;15,00;14,00;5,00
2019-10-27;25,00;32,69;21,15;3,85;5,77;8,00;20,00;10,00;6,00
2019-11-03;33,00;33,00;23,29;5,82;7,76;9,00;16,00;12,00;6,00
2019-11-10;46,00;30,67;34,50;5,75;15,33;13,00;19,00;14,00;7,00
2019-11-17;53,00;33,37;45,15;5,89;13,74;15,00;17,00;13,00;8,00
2019-11-24;38,00;34,20;43,70;7,60;11,40;13,00;21,00;12,00;10,00
2019-12-01;42,00;21,00;47,73;9,55;13,36;19,00;20,00;12,00;10,00
2019-12-08;46,00;26,83;76,67;9,58;13,42;20,00;31,00;16,00;11,00
2019-12-15;56,00;28,97;84,97;13,52;11,59;18,00;33,00;16,00;13,00
2019-12-22;88,00;42,09;160,70;21,04;21,04;40,00;38,00;24,00;20,00
2019-12-29;100,00;53,85;192,31;23,08;21,15;43,00;38,00;29,00;19,00
2020-01-05;75,00;48,08;92,31;15,38;19,23;30,00;31,00;27,00;15,00
2020-01-12;72,00;33,08;95,35;15,57;11,68;23,00;29,00;27,00;15,00
2020-01-19;74,00;55,03;89,18;13,28;15,18;22,00;26,00;20,00;15,00
2020-01-26;70,00;46,67;89,44;15,56;17,50;17,00;27,00;20,00;11,00
2020-02-02;70,00;33,06;87,50;13,61;13,61;19,00;32,00;19,00;11,00
2020-02-09;77,00;32,73;107,80;11,55;11,55;17,00;38,00;22,00;12,00
2020-02-16;69,00;47,92;109,25;13,42;9,58;17,00;33,00;19,00;12,00
2020-02-23;64,00;56,24;100,85;9,70;9,70;16,00;28,00;25,00;9,00
2020-03-01;47,00;47,00;66,58;9,79;9,79;17,00;32,00;17,00;9,00
2020-03-08;69,00;107,33;95,83;11,50;5,75;8,00;56,00;28,00;8,00
2020-03-15;22,00;23,83;11,00;1,83;1,83;2,00;7,00;9,00;6,00
2020-03-22;4,00;4,00;6,00;2,00;2,00;3,00;0,50;2,00;2,00
2020-03-29;3,00;3,00;6,00;1,50;1,50;1,00;4,00;3,00;2,00
2020-04-05;4,00;6,00;4,00;1,00;2,00;1,00;5,00;3,00;2,00
2020-04-12;3,00;6,00;9,00;1,50;3,00;0,00;1,00;3,00;2,00
2020-04-19;3,00;1,50;0,00;0,75;1,50;2,00;3,00;3,00;1,00
2020-04-26;4,00;2,00;10,00;1,00;2,00;1,00;2,00;4,00;2,00
2020-05-03;2,00;4,00;4,00;1,00;2,00;3,00;5,00;3,00;2,00
2020-05-10;2,00;2,00;2,00;2,00;1,00;1,00;1,00;3,00;2,00
2020-05-17;3,00;0,75;6,00;1,50;1,50;1,00;4,00;4,00;2,00
2020-05-24;3,00;3,00;1,50;0,75;1,50;2,00;1,00;4,00;2,00
2020-05-31;5,00;3,33;1,67;1,67;0,83;1,00;2,00;3,00;2,00
2020-06-07;5,00;5,00;5,00;2,50;0,00;2,00;5,00;3,00;2,00
2020-06-14;5,00;2,50;10,00;1,25;1,25;2,00;3,00;3,00;2,00
2020-06-21;5,00;3,33;3,33;0,83;0,83;3,00;2,00;3,00;3,00
2020-06-28;6,00;10,00;6,00;1,00;1,00;3,00;4,00;5,00;2,00
2020-07-05;7,00;3,50;5,25;1,75;1,75;3,00;4,00;3,00;2,00
2020-07-12;6,00;6,00;4,00;2,00;2,00;1,00;2,00;3,00;2,00
2020-07-19;9,00;5,40;7,20;0,90;3,60;2,00;4,00;4,00;2,00
2020-07-26;8,00;4,00;4,00;2,00;4,00;1,00;7,00;3,00;2,00
2020-08-02;7,00;3,50;3,50;1,75;1,75;5,00;2,00;4,00;3,00
2020-08-09;11,00;3,67;7,33;1,83;1,83;5,00;4,00;4,00;3,00
2020-08-16;15,00;9,38;9,38;1,88;1,88;4,00;5,00;4,00;3,00
2020-08-23;12,00;10,00;12,00;2,00;2,00;4,00;9,00;4,00;3,00
2020-08-30;13,00;7,43;9,29;1,86;1,86;2,00;7,00;5,00;3,00
2020-09-06;13,00;11,14;11,14;1,86;1,86;3,00;7,00;5,00;3,00
2020-09-13;11,00;5,50;18,33;1,83;1,83;4,00;7,00;4,00;4,00
2020-09-20;15,00;7,50;11,25;1,88;1,88;3,00;11,00;4,00;4,00
2020-09-27;20,00;16,00;18,00;2,00;2,00;2,00;10,00;4,00;4,00
2020-10-04;18,00;12,00;16,00;2,00;4,00;5,00;9,00;5,00;4,00
2020-10-11;20,00;10,00;18,00;4,00;4,00;6,00;6,00;4,00;5,00
2020-10-18;18,00;10,00;30,00;2,00;6,00;4,00;8,00;6,00;5,00
2020-10-25;12,00;8,00;22,00;2,00;2,00;6,00;6,00;4,00;5,00
2020-11-01;10,00;12,00;24,00;2,00;2,00;4,00;4,00;3,00;4,00
2020-11-08;14,00;14,00;16,00;2,00;4,00;4,00;6,00;4,00;8,00
2020-11-15;18,00;8,00;22,00;2,00;4,00;6,00;5,00;7,00;7,00
2020-11-22;54,00;25,07;42,43;3,86;1,93;5,00;12,00;7,00;7,00
2020-11-29;37,00;25,32;64,26;5,84;9,74;8,00;15,00;9,00;9,00
2020-12-06;30,00;15,00;73,13;3,75;9,38;9,00;11,00;8,00;10,00
2020-12-13;30,00;22,50;69,38;1,88;7,50;8,00;10,00;7,00;14,00
2020-12-20;35,00;15,56;132,22;5,83;7,78;8,00;14,00;5,00;16,00
2020-12-27;65,00;26,76;137,65;9,56;15,29;14,00;13,00;8,00;21,00
2021-01-03;92,00;26,83;132,25;3,83;13,42;11,00;13,00;6,00;16,00
2021-01-10;47,00;25,46;101,83;5,88;13,71;13,00;11,00;8,00;15,00
2021-01-17;67,00;26,80;91,89;3,83;7,66;6,00;10,00;7,00;14,00
2021-01-24;26,00;14,86;79,86;1,86;5,57;9,00;6,00;7,00;13,00
2021-01-31;38,00;17,10;60,80;1,90;3,80;15,00;7,00;5,00;14,00
2021-02-07;49,00;20,73;86,69;3,77;5,65;22,00;12,00;8,00;13,00
2021-02-14;53,00;13,74;137,41;3,93;5,89;15,00;10,00;8,00;15,00
2021-02-21;35,00;9,72;71,94;1,94;5,83;5,00;8,00;5,00;12,00
2021-02-28;19,00;17,10;47,50;3,80;3,80;3,00;6,00;7,00;9,00
2021-03-07;13,00;5,57;33,43;1,86;1,86;2,00;9,00;4,00;8,00
2021-03-14;12,00;12,00;60,00;2,00;4,00;2,00;3,00;3,00;6,00
2021-03-21;10,00;2,00;58,00;2,00;4,00;2,00;6,00;2,00;6,00
2021-03-28;4,00;2,00;40,00;2,00;4,00;3,00;4,00;3,00;5,00
2021-04-04;4,00;4,00;32,00;2,00;4,00;1,00;5,00;4,00;4,00
2021-04-11;4,00;4,00;20,00;1,00;2,00;3,00;3,00;3,00;3,00
2021-04-18;3,00;1,50;10,50;0,75;1,50;2,00;5,00;3,00;3,00
2021-04-25;4,00;4,00;12,00;1,00;4,00;2,00;3,00;1,00;3,00
2021-05-02;4,00;4,00;2,00;1,00;1,00;2,00;1,00;2,00;3,00
2021-05-09;4,00;2,00;4,00;1,00;2,00;2,00;2,00;2,00;3,00
2021-05-16;4,00;2,00;2,00;1,00;1,00;3,00;3,00;2,00;2,00
2021-05-23;3,00;4,50;3,00;0,75;0,75;2,00;4,00;4,00;3,00
2021-05-30;2,00;4,00;8,00;1,00;1,00;2,00;5,00;1,00;2,00
2021-06-06;3,00;3,00;3,00;0,75;1,50;3,00;1,00;3,00;3,00
2021-06-13;3,00;1,50;3,00;1,50;3,00;2,00;4,00;2,00;3,00
2021-06-20;2,00;6,00;0,00;2,00;2,00;3,00;5,00;2,00;3,00
2021-06-27;3,00;9,00;3,00;1,50;3,00;2,00;5,00;2,00;3,00
2021-07-04;4,00;6,00;4,00;1,00;2,00;3,00;4,00;3,00;3,00
2021-07-11;5,00;3,33;5,00;0,83;1,67;3,00;3,00;3,00;3,00
2021-07-18;6,00;4,00;8,00;1,00;1,00;3,00;3,00;2,00;3,00
2021-07-25;6,00;6,00;6,00;2,00;2,00;4,00;3,00;3,00;3,00
2021-08-01;8,00;10,00;4,00;1,00;2,00;2,00;3,00;3,00;3,00
2021-08-08;8,00;8,00;8,00;1,00;1,00;4,00;4,00;5,00;3,00
2021-08-15;9,00;12,60;5,40;0,90;1,80;4,00;10,00;4,00;4,00
2021-08-22;9,00;10,80;10,80;0,90;1,80;4,00;7,00;4,00;3,00
2021-08-29;9,00;10,80;5,40;1,80;1,80;2,00;14,00;5,00;4,00
2021-09-05;12,00;22,00;6,00;2,00;2,00;3,00;6,00;6,00;4,00
2021-09-12;11,00;18,33;14,67;1,83;1,83;2,00;11,00;6,00;4,00
2021-09-19;14,00;10,00;12,00;2,00;2,00;2,00;11,00;8,00;5,00
2021-09-26;18,00;10,00;18,00;4,00;2,00;2,00;14,00;8,00;4,00
2021-10-03;14,00;12,00;16,00;2,00;2,00;4,00;18,00;8,00;4,00
2021-10-10;14,00;14,00;8,00;4,00;2,00;5,00;12,00;8,00;5,00
2021-10-17;14,00;14,00;12,00;4,00;4,00;4,00;10,00;7,00;6,00
2021-10-24;18,00;16,00;12,00;4,00;4,00;4,00;9,00;9,00;6,00
2021-10-31;23,00;23,00;17,25;3,83;5,75;8,00;10,00;9,00;5,00
2021-11-07;24,00;20,00;16,00;4,00;4,00;8,00;11,00;8,00;6,00
2021-11-14;22,00;16,50;14,67;5,50;5,50;11,00;17,00;10,00;7,00
2021-11-21;25,00;17,31;19,23;3,85;7,69;12,00;12,00;9,00;8,00
2021-11-28;36,00;24,00;40,00;8,00;12,00;18,00;17,00;9,00;9,00
2021-12-05;42,00;26,73;51,55;9,55;15,27;24,00;18,00;8,00;9,00
2021-12-12;52,00;32,74;53,93;13,48;11,56;20,00;24,00;13,00;11,00
2021-12-19;69,00;28,75;61,33;13,42;11,50;19,00;50,00;10,00;12,00
2021-12-26;82,00;51,49;85,81;15,26;17,16;37,00;57,00;16,00;15,00
2022-01-02;59,00;64,90;74,73;19,67;15,73;33,00;46,00;21,00;13,00
2022-01-09;68,00;43,44;73,67;17,00;13,22;20,00;48,00;26,00;13,00
2022-01-16;73,00;46,11;78,76;15,37;11,53;18,00;38,00;22,00;12,00
2022-01-23;68,00;40,80;64,11;11,66;13,60;18,00;39,00;19,00;10,00
2022-01-30;58,00;29,00;67,67;9,67;11,60;17,00;39,00;18,00;10,00
