Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;71,00;49,89;111,30;24,95;17,27;23,00;48,00;35,00;17,00
2019-01-13;68,00;48,57;87,43;19,43;13,60;21,00;38,00;28,00;17,00
2019-01-20;77,00;51,98;77,00;19,25;17,33;17,00;33,00;27,00;17,00
2019-01-27;84,00;47,73;99,27;22,91;17,18;15,00;32,00;21,00;14,00
2019-02-03;88,00;24,87;101,39;19,13;21,04;15,00;28,00;24,00;12,00
2019-02-10;86,00;28,67;122,31;21,02;19,11;19,00;28,00;24,00;13,00
2019-02-17;93,00;31,00;108,50;17,44;15,50;15,00;23,00;21,00;15,00
2019-02-24;62,00;38,75;63,94;11,63;15,50;11,00;23,00;18,00;10,00
2019-03-03;52,00;32,74;59,70;11,56;11,56;13,00;19,00;15,00;10,00
2019-03-10;34,00;24,56;64,22;9,44;9,44;13,00;17,00;13,00;8,00
2019-03-17;30,00;15,00;67,50;7,50;11,25;7,00;7,00;9,00;7,00
2019-03-24;22,00;7,33;31,17;3,67;3,67;4,00;12,00;10,00;5,00
2019-03-31;18,00;26,00;30,00;4,00;2,00;5,00;11,00;12,00;4,00
2019-04-07;15,00;13,13;26,25;3,75;7,50;7,00;7,00;11,00;3,00
2019-04-14;13,00;20,43;16,71;1,86;1,86;3,00;4,00;5,00;3,00
2019-04-21;6,00;6,00;14,00;2,00;2,00;4,00;2,00;5,00;2,00
2019-04-28;7,00;8,75;8,75;1,75;1,75;3,00;3,00;5,00;2,00
2019-05-05;5,00;5,00;7,50;1,25;1,25;3,00;3,00;5,00;1,00
2019-05-12;4,00;4,00;6,00;1,00;1,00;2,00;3,00;5,00;2,00
2019-05-19;4,00;12,00;6,00;1,00;2,00;2,00;5,00;4,00;2,00
2019-05-26;4,00;4,00;6,00;1,00;1,00;2,00;4,00;4,00;2,00
2019-06-02;5,00;2,50;7,50;1,25;2,50;2,00;5,00;7,00;2,00
2019-06-09;3,00;4,50;6,00;0,75;1,50;2,00;5,00;5,00;2,00
2019-06-16;5,00;8,33;1,67;0,83;1,67;1,00;3,00;5,00;2,00
2019-06-23;3,00;3,00;9,00;0,75;1,50;3,00;1,00;4,00;2,00
2019-06-30;5,00;6,67;5,00;0,83;1,67;3,00;3,00;3,00;2,00
2019-07-07;6,00;10,00;6,00;2,00;2,00;3,00;4,00;5,00;2,00
2019-07-14;8,00;10,00;4,00;2,00;2,00;3,00;6,00;5,00;2,00
2019-07-21;7,00;7,00;9,33;2,33;2,33;2,00;4,00;5,00;3,00
2019-07-28;8,00;22,00;12,00;2,00;2,00;4,00;10,00;9,00;3,00
2019-08-04;13,00;7,43;5,57;1,86;3,71;5,00;5,00;5,00;3,00
2019-08-11;15,00;15,00;9,38;1,88;3,75;4,00;10,00;7,00;3,00
2019-08-18;13,00;16,71;14,86;1,86;3,71;6,00;14,00;6,00;3,00
2019-08-25;15,00;9,38;5,63;3,75;3,75;3,00;7,00;7,00;3,00
