Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;56,00;81,00;16,00;10,00;7,00;17,42;112,00;6,22;24,89
2019-01-13;52,00;78,00;8,00;12,00;5,00;16,10;102,76;7,43;23,52
2019-01-20;42,00;64,00;16,00;10,00;8,00;16,55;82,73;8,91;24,18
2019-01-27;45,00;82,00;3,00;14,00;1,00;13,75;100,00;6,25;23,75
2019-02-03;43,00;62,00;16,00;11,00;4,00;15,97;81,09;6,14;24,57
2019-02-10;46,00;71,00;21,00;10,00;4,00;19,89;95,73;7,46;26,11
2019-02-17;50,00;52,00;22,00;11,00;5,00;15,00;86,25;6,25;26,25
2019-02-24;47,00;62,00;13,00;12,00;4,00;13,61;89,05;6,18;25,97
2019-03-03;47,00;73,00;11,00;13,00;6,00;12,37;75,45;7,42;27,21
2019-03-10;44,00;68,00;15,00;13,00;7,00;15,09;77,94;8,80;26,40
2019-03-17;50,00;69,00;22,00;13,00;6,00;13,75;86,25;5,00;26,25
2019-03-24;49,00;70,00;14,00;14,00;5,00;16,33;81,67;6,28;26,38
2019-03-31;47,00;71,00;25,00;13,00;5,00;13,97;78,76;7,62;26,68
2019-04-07;47,00;79,00;9,00;15,00;5,00;15,24;83,84;7,62;22,86
2019-04-14;44,00;67,00;17,00;12,00;9,00;13,44;66,00;7,33;23,22
2019-04-21;47,00;68,00;17,00;12,00;4,00;18,55;75,45;8,66;23,50
2019-04-28;45,00;63,00;21,00;13,00;4,00;17,50;80,00;5,00;23,75
2019-05-05;43,00;68,00;15,00;11,00;5,00;15,97;83,54;9,83;27,03
2019-05-12;40,00;56,00;23,00;13,00;5,00;16,25;77,50;8,75;25,00
2019-05-19;41,00;53,00;22,00;11,00;7,00;16,15;82,00;8,70;27,33
2019-05-26;42,00;57,00;35,00;11,00;6,00;13,59;80,29;6,18;25,94
2019-06-02;45,00;75,00;18,00;17,00;7,00;20,00;95,00;7,50;26,25
2019-06-09;54,00;80,00;14,00;16,00;7,00;16,33;92,93;10,05;26,37
2019-06-16;51,00;67,00;11,00;17,00;7,00;14,93;82,10;7,46;29,85
2019-06-23;54,00;71,00;13,00;16,00;4,00;20,09;65,30;7,53;28,88
2019-06-30;63,00;99,00;15,00;16,00;5,00;19,76;112,41;8,65;27,18
2019-07-07;54,00;72,00;28,00;15,00;4,00;21,35;110,51;7,53;26,37
2019-07-14;54,00;81,00;17,00;15,00;10,00;18,41;110,45;11,05;25,77
2019-07-21;52,00;73,00;27,00;18,00;7,00;22,29;91,62;8,67;26,00
2019-07-28;63,00;82,00;15,00;17,00;9,00;16,06;100,06;8,65;23,47
2019-08-04;59,00;87,00;16,00;14,00;6,00;23,85;109,21;8,79;23,85
2019-08-11;50,00;68,00;11,00;14,00;8,00;17,50;93,75;8,75;22,50
2019-08-18;48,00;49,00;24,00;12,00;4,00;17,68;107,37;10,11;22,74
2019-08-25;47,00;48,00;14,00;11,00;6,00;13,97;88,92;8,89;22,86
2019-09-01;44,00;70,00;13,00;10,00;5,00;20,11;100,57;10,06;22,63
2019-09-08;43,00;46,00;18,00;10,00;6,00;17,71;87,26;11,38;22,76
2019-09-15;45,00;69,00;21,00;12,00;6,00;16,25;86,25;11,25;22,50
2019-09-22;41,00;73,00;16,00;11,00;5,00;14,91;69,58;9,94;22,36
2019-09-29;42,00;60,00;19,00;13,00;7,00;18,53;86,47;11,12;23,47
2019-10-06;43,00;52,00;16,00;10,00;8,00;12,29;89,69;11,06;23,34
2019-10-13;48,00;55,00;8,00;10,00;5,00;16,42;79,58;17,68;26,53
2019-10-20;43,00;60,00;12,00;12,00;5,00;16,44;86,00;32,88;36,68
2019-10-27;43,00;52,00;12,00;9,00;6,00;13,91;84,74;22,76;29,09
2019-11-03;46,00;77,00;17,00;12,00;6,00;13,68;70,86;11,19;23,62
2019-11-10;37,00;54,00;5,00;11,00;6,00;20,41;74,00;8,93;24,24
2019-11-17;37,00;51,00;14,00;9,00;5,00;13,57;76,47;9,87;23,43
2019-11-24;44,00;48,00;14,00;9,00;6,00;15,09;72,91;10,06;25,14
2019-12-01;40,00;57,00;14,00;12,00;4,00;15,00;83,75;12,50;25,00
2019-12-08;38,00;56,00;12,00;9,00;6,00;15,94;85,81;11,03;23,29
2019-12-15;42,00;45,00;16,00;10,00;5,00;14,82;77,82;16,06;25,94
2019-12-22;44,00;62,00;20,00;13,00;4,00;16,34;80,46;15,09;28,91
2019-12-29;56,00;67,00;18,00;11,00;7,00;21,16;102,04;16,18;29,87
2020-01-05;46,00;79,00;18,00;14,00;9,00;18,65;124,32;13,68;29,84
2020-01-12;47,00;65,00;16,00;11,00;6,00;17,32;107,61;12,37;29,68
2020-01-19;42,00;53,00;21,00;11,00;4,00;16,06;91,41;13,59;27,18
2020-01-26;48,00;51,00;15,00;10,00;4,00;13,54;89,85;11,08;25,85
2020-02-02;52,00;83,00;13,00;11,00;5,00;13,62;100,29;13,62;26,00
2020-02-09;42,00;73,00;16,00;10,00;5,00;12,35;82,76;9,88;25,94
2020-02-16;55,00;70,00;13,00;10,00;5,00;16,25;88,75;12,50;27,50
2020-02-23;50,00;52,00;10,00;9,00;5,00;15,00;72,50;10,00;26,25
