Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-03-01;40,00;56,00;8,00;9,00;7,00;15,00;76,25;10,00;25,00
2020-03-08;43,00;58,00;13,00;11,00;7,00;8,60;90,91;11,06;63,89
2020-03-15;22,00;35,00;2,00;8,00;3,00;2,59;44,00;11,65;29,76
2020-03-22;17,00;18,00;10,00;4,00;4,00;2,62;22,23;6,54;17,00
2020-03-29;15,00;15,00;3,00;4,00;2,00;3,75;22,50;5,00;13,75
2020-04-05;11,00;15,00;2,00;3,00;1,00;3,67;17,11;6,11;12,22
2020-04-12;13,00;13,00;5,00;5,00;2,00;5,20;16,90;5,20;11,70
2020-04-19;13,00;15,00;3,00;2,00;2,00;5,20;23,40;5,20;13,00
2020-04-26;11,00;12,00;7,00;3,00;3,00;3,67;19,56;3,67;13,44
2020-05-03;11,00;15,00;5,00;4,00;1,00;4,89;24,44;4,89;13,44
2020-05-10;14,00;19,00;5,00;4,00;3,00;6,36;28,00;6,36;15,27
2020-05-17;16,00;18,00;7,00;5,00;1,00;7,38;23,38;6,15;14,77
2020-05-24;15,00;23,00;11,00;5,00;2,00;5,00;26,25;5,00;15,00
2020-05-31;22,00;45,00;4,00;8,00;3,00;9,78;33,00;6,11;15,89
2020-06-07;25,00;38,00;9,00;8,00;2,00;10,00;30,00;6,25;18,75
2020-06-14;29,00;28,00;5,00;8,00;4,00;6,30;46,65;7,57;20,17
2020-06-21;26,00;41,00;8,00;7,00;3,00;9,90;33,43;7,43;17,33
2020-06-28;28,00;39,00;9,00;9,00;2,00;9,74;41,39;6,09;14,61
2020-07-05;31,00;34,00;9,00;10,00;4,00;11,16;49,60;8,68;14,88
2020-07-12;32,00;29,00;9,00;10,00;3,00;11,08;50,46;7,38;14,77
2020-07-19;30,00;30,00;16,00;9,00;3,00;10,00;50,00;8,75;16,25
2020-07-26;28,00;12,00;7,00;7,00;3,00;8,52;31,65;6,09;14,61
2020-08-02;28,00;19,00;8,00;8,00;3,00;9,74;38,96;6,09;14,61
2020-08-09;24,00;29,00;11,00;6,00;4,00;10,80;34,80;6,00;13,20
2020-08-16;24,00;30,00;5,00;7,00;3,00;7,58;26,53;6,32;13,89
2020-08-23;22,00;23,00;5,00;7,00;5,00;7,76;25,88;6,47;14,24
2020-08-30;21,00;30,00;9,00;6,00;3,00;8,65;25,94;7,41;14,82
2020-09-06;26,00;20,00;5,00;5,00;2,00;8,67;29,71;4,95;14,86
2020-09-13;22,00;21,00;9,00;6,00;2,00;4,89;26,89;7,33;13,44
2020-09-20;20,00;28,00;8,00;6,00;3,00;7,50;32,50;6,25;15,00
2020-09-27;15,00;25,00;6,00;5,00;3,00;5,00;22,50;6,25;13,75
2020-10-04;24,00;28,00;4,00;6,00;2,00;5,05;29,05;7,58;17,68
2020-10-11;25,00;22,00;5,00;5,00;4,00;7,50;23,75;7,50;18,75
2020-10-18;22,00;23,00;10,00;6,00;3,00;4,89;24,44;6,11;17,11
2020-10-25;16,00;23,00;8,00;4,00;3,00;3,69;29,54;6,15;14,77
2020-11-01;15,00;19,00;7,00;3,00;2,00;5,00;25,00;6,25;12,50
2020-11-08;15,00;30,00;8,00;5,00;1,00;5,00;30,00;7,50;17,50
2020-11-15;20,00;33,00;6,00;5,00;3,00;6,25;27,50;6,25;16,25
2020-11-22;23,00;24,00;9,00;6,00;3,00;7,26;27,84;7,26;15,74
2020-11-29;26,00;34,00;6,00;5,00;4,00;6,19;23,52;6,19;14,86
2020-12-06;32,00;27,00;6,00;6,00;1,00;6,15;27,08;7,38;14,77
2020-12-13;26,00;24,00;10,00;5,00;2,00;4,95;27,24;6,19;13,62
2020-12-20;22,00;28,00;6,00;4,00;1,00;4,89;18,33;6,11;15,89
2020-12-27;29,00;34,00;3,00;4,00;2,00;7,57;31,52;3,78;16,39
2021-01-03;30,00;23,00;5,00;6,00;2,00;6,25;26,25;6,25;17,50
2021-01-10;29,00;26,00;10,00;6,00;2,00;6,04;25,38;6,04;16,92
2021-01-17;22,00;26,00;7,00;5,00;1,00;4,89;30,56;6,11;17,11
2021-01-24;22,00;16,00;5,00;4,00;3,00;5,18;18,12;5,18;16,82
2021-01-31;18,00;20,00;6,00;4,00;2,00;4,80;27,60;4,80;14,40
2021-02-07;18,00;12,00;5,00;6,00;2,00;4,80;14,40;6,00;15,60
2021-02-14;25,00;14,00;9,00;7,00;1,00;6,25;26,25;6,25;17,50
2021-02-21;21,00;16,00;10,00;5,00;3,00;4,94;25,94;4,94;19,76
2021-02-28;20,00;23,00;3,00;6,00;4,00;5,00;21,25;5,00;21,25
2021-03-07;25,00;19,00;2,00;5,00;2,00;7,50;26,25;3,75;22,50
2021-03-14;23,00;24,00;3,00;5,00;3,00;6,05;26,63;4,84;21,79
2021-03-21;25,00;15,00;9,00;6,00;2,00;5,00;21,25;5,00;23,75
2021-03-28;24,00;26,00;4,00;6,00;1,00;7,58;26,53;3,79;21,47
2021-04-04;21,00;25,00;8,00;7,00;3,00;6,18;19,76;2,47;21,00
2021-04-11;22,00;24,00;3,00;6,00;3,00;7,33;28,11;2,44;22,00
2021-04-18;27,00;36,00;10,00;4,00;2,00;6,14;27,00;2,45;22,09
2021-04-25;23,00;26,00;2,00;9,00;3,00;4,84;31,47;2,42;19,37
2021-05-02;33,00;39,00;6,00;6,00;4,00;6,35;30,46;3,81;21,58
2021-05-09;27,00;44,00;6,00;8,00;3,00;8,59;41,73;2,45;22,09
2021-05-16;38,00;47,00;10,00;11,00;4,00;9,81;53,94;3,68;24,52
2021-05-23;44,00;65,00;10,00;12,00;2,00;12,57;60,34;3,77;23,89
2021-05-30;46,00;62,00;16,00;12,00;3,00;11,19;57,19;3,73;26,11
2021-06-06;48,00;78,00;27,00;16,00;4,00;18,46;75,08;4,92;24,62
2021-06-13;80,00;100,00;16,00;14,00;6,00;19,69;99,69;3,69;24,62
2021-06-20;57,00;78,00;15,00;15,00;7,00;13,63;81,78;1,24;23,54
2021-06-27;56,00;71,00;12,00;13,00;6,00;13,69;79,64;3,73;23,64
2021-07-04;56,00;81,00;20,00;13,00;6,00;18,67;77,16;4,98;24,89
2021-07-11;44,00;83,00;8,00;12,00;8,00;11,31;74,17;5,03;25,14
2021-07-18;43,00;72,00;15,00;13,00;4,00;15,18;61,97;5,06;21,50
2021-07-25;42,00;74,00;12,00;12,00;7,00;11,45;78,91;6,36;21,64
2021-08-01;44,00;72,00;9,00;11,00;5,00;16,34;82,97;5,03;20,11
2021-08-08;36,00;67,00;16,00;13,00;5,00;14,90;79,45;6,21;18,62
2021-08-15;33,00;68,00;10,00;10,00;4,00;16,50;78,69;3,81;19,04
2021-08-22;30,00;58,00;22,00;9,00;3,00;20,00;87,50;2,50;17,50
2021-08-29;37,00;50,00;17,00;11,00;4,00;14,80;59,20;4,93;18,50
2021-09-05;34,00;41,00;10,00;10,00;7,00;13,85;66,74;6,30;17,63
2021-09-12;43,00;51,00;8,00;10,00;4,00;11,38;72,09;6,32;20,24
2021-09-19;42,00;38,00;8,00;10,00;5,00;10,18;62,36;6,36;19,09
2021-09-26;36,00;39,00;14,00;11,00;6,00;9,93;89,38;6,21;19,86
2021-10-03;35,00;51,00;8,00;9,00;4,00;8,75;62,50;6,25;16,25
2021-10-10;32,00;65,00;8,00;7,00;4,00;9,85;70,15;4,92;14,77
2021-10-17;35,00;38,00;7,00;7,00;3,00;10,00;55,00;5,00;13,75
2021-10-24;34,00;44,00;15,00;8,00;4,00;10,07;51,63;6,30;15,11
2021-10-31;30,00;47,00;17,00;7,00;4,00;8,75;48,75;5,00;15,00
2021-11-07;33,00;53,00;17,00;7,00;4,00;8,88;48,23;3,81;16,50
2021-11-14;27,00;38,00;13,00;6,00;3,00;8,59;47,86;4,91;15,95
2021-11-21;26,00;33,00;10,00;7,00;3,00;12,38;47,05;4,95;16,10
2021-11-28;22,00;38,00;5,00;6,00;4,00;11,00;36,67;3,67;14,67
2021-12-05;21,00;39,00;5,00;7,00;4,00;11,12;43,24;3,71;13,59
2021-12-12;22,00;41,00;8,00;8,00;3,00;9,78;53,78;3,67;14,67
2021-12-19;21,00;30,00;3,00;8,00;4,00;8,65;65,47;3,71;14,82
2021-12-26;23,00;42,00;8,00;8,00;3,00;7,26;59,32;4,84;13,32
2022-01-02;30,00;45,00;11,00;7,00;5,00;12,50;82,50;6,25;13,75
2022-01-09;25,00;50,00;7,00;9,00;3,00;6,25;68,75;3,75;12,50
2022-01-16;28,00;43,00;8,00;7,00;5,00;9,74;69,39;3,65;13,39
2022-01-23;30,00;56,00;7,00;8,00;5,00;7,50;90,00;6,25;13,75
2022-01-30;31,00;59,00;14,00;8,00;3,00;9,92;71,92;4,96;14,88
